Source,SourceDoc,Admin0,Admin1,Admin2,Year,Crop,Season, Area , Yield , MT 
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Central,,2010,Millet,,90,0.29,26
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Coast,,2010,Millet,,224,0.54,122
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Eastern,,2010,Millet,,67657,0.51,34298
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,North Eastern,,2010,Millet,,10,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nyanza,,2010,Millet,,15681,0.49,7642
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Rift Valley,,2010,Millet,,9980,0.75,7505
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Western,,2010,Millet,,5483,0.78,4288
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,Kenya,,,2010,Millet,,99124,0.54,53881.02
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2011,Millet,,111271,0.66,73395.81
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2012,Millet,,85,1.35,114.78
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2012,Millet,,247,0.26,63.51
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2012,Millet,,59688,0.48,28727.51
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2012,Millet,,89,0.01,1.13
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2012,Millet,,22791,0.75,17194.98
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2012,Millet,,12704,1.12,14165.69
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2012,Millet,,4513,0.55,2483.56
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2012,Millet,,118289,0.63,74915.82
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2013,Millet,,72,0.89,64.04
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2013,Millet,,110,1.02,112.03
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2013,Millet,,80662,0.5,40478.58
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2013,Millet,,112,0.32,35.95
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2013,Millet,,63472,1.03,65680.96
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2013,Millet,,13974,1.02,14214.39
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2013,Millet,,9889,0.88,8660.39
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2013,Millet,,168291,0.77,128817.99
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2014,Millet,,12,0.81,9.72
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2014,Millet,,313,0.28,86.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2014,Millet,,97340,0.79,77144.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2014,Millet,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2014,Millet,,18422,1.72,31677.01
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2014,Millet,,12905,0.82,10641.26
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2014,Millet,,9839,1.02,10041.78
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2014,Millet,,138829,1.28,177552.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2002,Pigeon peas,,164453,0.57,93203.1
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2003,Pigeon peas,,183612,0.54,98279.82
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2004,Pigeon peas,,195308,0.54,105465.42
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2005,Pigeon peas,,180240,0.53,94950
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Central,,2006,Pigeon peas,,369,0.46,168.12
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Coast,,2006,Pigeon peas,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Eastern,,2006,Pigeon peas,,195669,0.56,110388.51
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Nairobi,,2006,Pigeon peas,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Rift Valley,,2006,Pigeon peas,,592,0.46,273.15
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2006,Pigeon peas,,196630,0.56,110829.78
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2007,Pigeon peas,,154554,0.62,95637.33
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Central,,2008,Pigeon peas,,1067,0.21,224.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Coast,,2008,Pigeon peas,,463,0.37,171.27
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Eastern,,2008,Pigeon peas,,194174,0.43,83502.99
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Nairobi,,2008,Pigeon peas,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Rift Valley,,2008,Pigeon peas,,255,1.02,260.91
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2008,Pigeon peas,,195959,0.43,84159.81
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Central,,2009,Pigeon peas,,1173,0.21,245.52
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Coast,,2009,Pigeon peas,,503,0.45,226.89
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Eastern,,2009,Pigeon peas,,116482,0.39,46000.17
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nairobi,,2009,Pigeon peas,,9,0.15,1.35
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Rift Valley,,2009,Pigeon peas,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,Kenya,,,2009,Pigeon peas,,118167,0.39,46473.93
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Central,,2010,Pigeon peas,,848,0.38,324
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Coast,,2010,Pigeon peas,,732,0.35,259
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Eastern,,2010,Pigeon peas,,156030,0.65,102014
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nairobi,,2010,Pigeon peas,,11,0.27,3
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Rift Valley,,2010,Pigeon peas,,1125,0.56,634
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,Kenya,,,2010,Pigeon peas,,158746,0.65,103233.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2011,Pigeon peas,,138708,0.61,84313.08
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2012,Pigeon peas,,271136,0.62,167623.02
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2013,Pigeon peas,,256396,0.65,165635.73
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2014,Pigeon peas,,276124,0.71,196324.2
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Central,,2009,"Potatoes, Irish",,141736,1.55,219222.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Coast,,2009,"Potatoes, Irish",,657,0.55,361.35
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Eastern,,2009,"Potatoes, Irish",,144774,0.78,113215.52
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nairobi,,2009,"Potatoes, Irish",,68.7,5.59,384.12
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,North Eastern,,2009,"Potatoes, Irish",,5,0.22,1.1
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nyanza,,2009,"Potatoes, Irish",,97320,0.45,43680.12
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Rift Valley,,2009,"Potatoes, Irish",,222620,0.71,157213.87
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Western,,2009,"Potatoes, Irish",,10831,4.44,47948.23
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Central,,2010,"Potatoes, Irish",,53822,20.19,1086557
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Coast,,2010,"Potatoes, Irish",,31,7.71,239
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Eastern,,2010,"Potatoes, Irish",,17314,19.17,331848
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nairobi,,2010,"Potatoes, Irish",,81,22.86,1852
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,North Eastern,,2010,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nyanza,,2010,"Potatoes, Irish",,1500,16.67,25000
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Rift Valley,,2010,"Potatoes, Irish",,53579,30,1607370
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Western,,2010,"Potatoes, Irish",,4720,20.2,95347
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2012,"Potatoes, Irish",,49189,9.02,443469.71
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2012,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2012,"Potatoes, Irish",,21364,11.9,254241.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2012,"Potatoes, Irish",,128,10,1280
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2012,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2012,"Potatoes, Irish",,217,13.02,2825
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2012,"Potatoes, Irish",,47444.15,15.41,731127.75
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2012,"Potatoes, Irish",,1256,29.95,37618
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2012,"Potatoes, Irish",,119598.15,12.3,1470562.26
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2013,"Potatoes, Irish",,49327,9.73,480025.95
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2013,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2013,"Potatoes, Irish",,15637.5,10.59,165638.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2013,"Potatoes, Irish",,127,10,1270
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2013,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2013,"Potatoes, Irish",,267,11.83,3159
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2013,"Potatoes, Irish",,59576.7,14.66,873592.15
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2013,"Potatoes, Irish",,1307,31.65,41368
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2013,"Potatoes, Irish",,126242.2,12.4,1565053.7
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2014,"Potatoes, Irish",,53180.32,8.66,460696.22
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2014,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2014,"Potatoes, Irish",,15300,10.67,163303.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2014,"Potatoes, Irish",,94,10,940
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2014,"Potatoes, Irish",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2014,"Potatoes, Irish",,2898,12.28,35575.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2014,"Potatoes, Irish",,61745.6,13.91,858657.28
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2014,"Potatoes, Irish",,1412,40.41,57055
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2014,"Potatoes, Irish",,134629.92,11.71,1576227.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2002,Rice,,13000,3.46,44995.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2003,Rice,,10781,3.76,40497.95
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2004,Rice,,13322,3.7,49290.05
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2005,Rice,,15940,3.63,57941.45
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Central,,2006,Rice,,15750,NC,50692.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Coast,,2006,Rice,,1916,0.41,791.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Eastern,,2006,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,North Eastern,,2006,Rice,,186,0.23,41.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Nyanza,,2006,Rice,,4552,2.76,12584.7
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Rift Valley,,2006,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Western,,2006,Rice,,702,1.04,729.65
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2006,Rice,,23106,2.81,64840.55
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2007,Rice,,16457,2.87,47255.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Central,,2008,Rice,,10871,0.89,9673
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Coast,,2008,Rice,,1932,0.16,305.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Eastern,,2008,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,North Eastern,,2008,Rice,,19,2.31,43.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Nyanza,,2008,Rice,,3427,3.03,10381
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Rift Valley,,2008,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Western,,2008,Rice,,485,3.05,1477.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2008,Rice,,16734,1.31,21881.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Central,,2009,Rice,,12635,1.68,21205.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Coast,,2009,Rice,,1571,0.49,769.45
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Eastern,,2009,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,North Eastern,,2009,Rice,,80,2.22,177.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nyanza,,2009,Rice,,6411,3,19233
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Rift Valley,,2009,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Western,,2009,Rice,,1132,0.72,816.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,Kenya,,,2009,Rice,,21829,1.93,42201.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Central,,2010,Rice,,10301,4.76,48996
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Coast,,2010,Rice,,3090,0.95,2950
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Eastern,,2010,Rice,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,North Eastern,,2010,Rice,,24,1.79,43
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nyanza,,2010,Rice,,5428,4.91,26672
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Rift Valley,,2010,Rice,,9,2.11,19
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Western,,2010,Rice,,1329,1.02,1361
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,Kenya,,,2010,Rice,,29099,1.53,44467.85
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2011,Rice,,28034,3.97,111229
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2012,Rice,,13958.7,5.82,81191
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2012,Rice,,5500,3.67,20189
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2012,Rice,,82,3.63,297.45
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2012,Rice,,70,3.6,252
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2012,Rice,,9025,2.95,26618
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2012,Rice,,833.7,3.57,2973
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2012,Rice,,2951,2.26,6683.62
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2012,Rice,,29630,4.66,138204
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2013,Rice,,10930,6.28,68682
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2013,Rice,,5310,3.66,19419
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2013,Rice,,44,0.86,38
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2013,Rice,,25,0.92,23
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2013,Rice,,12936,2.4,31022
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2013,Rice,,912,4.21,3836
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2013,Rice,,1193,1.88,2237
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2013,Rice,,31349,4,125526
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2014,Rice,,10670.2,6.51,69511
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2014,Rice,,3163,1.66,5261.54
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2014,Rice,,143.7,1.21,173.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2014,Rice,,30,1.13,34
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2014,Rice,,13091.9,2.65,34662.15
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2014,Rice,,54.3,2.03,110.24
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2014,Rice,,1236.5,2.03,2510.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2014,Rice,,28390,3.95,112263
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2002,Sorghum,,144294,0.8,115584.39
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2003,Sorghum,,148985,0.85,127215.45
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2004,Sorghum,,123155,0.7,86493.06
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2005,Sorghum,,122368,1.23,150127.29
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Central,,2006,Sorghum,,225,0.45,101.25
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Coast,,2006,Sorghum,,1951,0.54,1053.54
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Eastern,,2006,Sorghum,,76339,0.52,39380.58
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Nairobi,,2006,Sorghum,,3,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,North Eastern,,2006,Sorghum,,2920,0.27,788.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Nyanza,,2006,Sorghum,,48824,1.19,57934.08
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Rift Valley,,2006,Sorghum,,12942,0.9,11647.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Western,,2006,Sorghum,,20663,0.99,20456.37
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,Kenya,,,2006,Sorghum,,163865,0.8,131175.27
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2007,Sorghum,,155550,0.95,147365.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Central,,2008,Sorghum,,205,0.2,41.13
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Coast,,2008,Sorghum,,879,0.26,226.53
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Eastern,,2008,Sorghum,,52240,0.44,22785.39
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Nairobi,,2008,Sorghum,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,North Eastern,,2008,Sorghum,,97,0.53,51.03
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Nyanza,,2008,Sorghum,,34407,0.62,21265.65
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Rift Valley,,2008,Sorghum,,3414,1.21,4123.79
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,,Western,,2008,Sorghum,,12799,0.48,6180.84
"Ministry of Agriculture, Livestock and Fisheries",ERA2009,Kenya,,,2008,Sorghum,,104041,0.52,54261.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Central,,2009,Sorghum,,659.3,0.53,350.37
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Coast,,2009,Sorghum,,7397,0.4,2957.31
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Eastern,,2009,Sorghum,,81594,0.41,33850.62
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nairobi,,2009,Sorghum,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,North Eastern,,2009,Sorghum,,2737,0.06,170.1
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Nyanza,,2009,Sorghum,,62357,0.72,44906.49
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Rift Valley,,2009,Sorghum,,7475,0.69,5171.85
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,,Western,,2009,Sorghum,,10953,0.69,7547.76
"Ministry of Agriculture, Livestock and Fisheries",ERA2010,Kenya,,,2009,Sorghum,,173172,0.55,94954.59
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Central,,2010,Sorghum,,999,0.36,362
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Coast,,2010,Sorghum,,3088,0.52,1608
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Eastern,,2010,Sorghum,,119751,0.55,65353
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nairobi,,2010,Sorghum,,13,0.46,6
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,North Eastern,,2010,Sorghum,,2635,0.11,287
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Nyanza,,2010,Sorghum,,61560,0.99,60667
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Rift Valley,,2010,Sorghum,,13677,0.96,13156
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,,Western,,2010,Sorghum,,24059,0.94,22627
"Ministry of Agriculture, Livestock and Fisheries",ERA2011,Kenya,,,2010,Sorghum,,225782,0.73,164065.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2011,Sorghum,,254125,0.63,159877.08
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2012,Sorghum,,1782,0.67,1194.04
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2012,Sorghum,,2553,0.28,726.07
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2012,Sorghum,,140805,0.53,74165.66
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2012,Sorghum,,18,0.22,3.89
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2012,Sorghum,,422,0.19,81.86
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2012,Sorghum,,55604,1.18,65417.26
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2012,Sorghum,,12704,1.12,14165.69
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2012,Sorghum,,9408,1.11,10428.67
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2012,Sorghum,,223404,0.75,166183.16
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2013,Sorghum,,838,0.62,519.89
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2013,Sorghum,,3750,0.6,2254.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2013,Sorghum,,145249,0.47,68230.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2013,Sorghum,,5,0.26,1.31
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2013,Sorghum,,1608,0.33,529.42
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2013,Sorghum,,46518,1.35,62660.84
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2013,Sorghum,,9361,1.46,13638.38
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2013,Sorghum,,16000,1.3,20757.83
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2013,Sorghum,,223329,0.76,168592.78
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,,2014,Sorghum,,719,0.66,472.75
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Coast,,2014,Sorghum,,1394,0.42,589.46
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Eastern,,2014,Sorghum,,124651,0.6,75145.14
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nairobi,,2014,Sorghum,,9,0.13,1.13
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,North Eastern,,2014,Sorghum,,1436,0.16,234.31
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,,2014,Sorghum,,53126,1.3,68826.56
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,,2014,Sorghum,,9712,1.07,10391.2
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Western,,2014,Sorghum,,15862,1.28,20235.65
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,Kenya,,,2014,Sorghum,,206909,0.83,175896.2
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Central,,2006,"Soya Beans, dry",,20,0.36,7.11
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Eastern,,2006,"Soya Beans, dry",,91,0.94,85.7
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,North Eastern,,2006,"Soya Beans, dry",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Nyanza,,2006,"Soya Beans, dry",,1624,1.07,1740.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2007,,Rift Valley,,2006,"Soya Beans, dry",,212,0.07,15.3
