year,code,name,ASAL,cum_Mar,cum_Jun,cum_Oct
1981,51338,-999,1,230.8,43.8,146
1982,51338,-999,1,58.7,41.9,272.4
1983,51338,-999,1,38.7,51.6,118.6
1984,51338,-999,1,28.9,21.4,227.5
1985,51338,-999,1,162.7,46.7,103.5
1986,51338,-999,1,68.4,75.1,102.8
1987,51338,-999,1,38.1,106.2,47.6
1988,51338,-999,1,126.2,83.2,110.5
1989,51338,-999,1,105.8,26.1,153
1990,51338,-999,1,212,29.3,138.8
1991,51338,-999,1,104.3,40.8,108.2
1992,51338,-999,1,33,32.6,105.4
1993,51338,-999,1,51.5,41.5,82.8
1994,51338,-999,1,58,49.3,161.1
1995,51338,-999,1,125.8,38.5,215
1996,51338,-999,1,114.9,72.3,67.2
1997,51338,-999,1,72.6,51.5,332.8
1998,51338,-999,1,98,122.4,78.6
1999,51338,-999,1,127.9,23.5,81.3
2000,51338,-999,1,34,27.7,84.3
2001,51338,-999,1,143,58.5,93.3
2002,51338,-999,1,89.1,34.8,171.5
2003,51338,-999,1,61.8,31.4,191.3
2004,51338,-999,1,68.7,33,105.4
2005,51338,-999,1,58,36.7,100.4
2006,51338,-999,1,112.3,27.9,155
2007,51338,-999,1,51.3,81.7,177
2008,51338,-999,1,142,28.8,150.9
2009,51338,-999,1,52.4,39.1,182.8
2010,51338,-999,1,177.2,36.5,109
2011,51338,-999,1,72.9,66.4,209.3
2012,51338,-999,1,25.8,61.3,178.2
2013,51338,-999,1,137.4,49.8,66.3
2014,51338,-999,1,138,73,129.4
2015,51338,-999,1,54.4,39,180
2016,51338,-999,1,53.3,4.8,247.5
2017,51338,-999,1,25.7,38.2,33.7
1981,51340,-999,1,218.8,64.1,113
1982,51340,-999,1,61.2,121.9,212.5
1983,51340,-999,1,27.1,107.7,31.6
1984,51340,-999,1,29.4,132.3,91.3
1985,51340,-999,1,60.7,56.2,40.7
1986,51340,-999,1,52.1,48.3,61.1
1987,51340,-999,1,19.3,57,42.9
1988,51340,-999,1,96.4,122.7,41
1989,51340,-999,1,57.2,77.4,104.4
1990,51340,-999,1,157.3,72,147.7
1991,51340,-999,1,56.1,82.3,51.5
1992,51340,-999,1,20.2,70.3,45.1
1993,51340,-999,1,44.7,112.5,72.8
1994,51340,-999,1,25.7,70.7,130.9
1995,51340,-999,1,60.7,24.9,128.8
1996,51340,-999,1,83.4,42.9,29.2
1997,51340,-999,1,29.4,128.4,230
1998,51340,-999,1,56.6,99.6,37.5
1999,51340,-999,1,36.7,97.3,39.7
2000,51340,-999,1,73.2,117.8,99.6
2001,51340,-999,1,39.2,106.6,27
2002,51340,-999,1,93.1,63.5,181.7
2003,51340,-999,1,35.1,73,68
2004,51340,-999,1,24.9,125.9,107.1
2005,51340,-999,1,63.2,87,34.2
2006,51340,-999,1,54.7,103.6,228.5
2007,51340,-999,1,34.2,100.4,72.6
2008,51340,-999,1,131.1,115.3,49.5
2009,51340,-999,1,30.1,150.6,285.7
2010,51340,-999,1,79.6,80.5,24.6
2011,51340,-999,1,38.6,49.2,108.5
2012,51340,-999,1,21.1,46.3,113.6
2013,51340,-999,1,134.5,60.2,90.8
2014,51340,-999,1,117.3,85.3,60.4
2015,51340,-999,1,106.7,72.8,103.7
2016,51340,-999,1,9.5,0.1,74.4
2017,51340,-999,1,58.1,10.1,73.3
1981,51341,-999,1,200.7,49.8,151.8
1982,51341,-999,1,60.8,85.4,195.4
1983,51341,-999,1,55.1,72.2,36.2
1984,51341,-999,1,57.7,88.1,93.1
1985,51341,-999,1,50.1,36.4,47.1
1986,51341,-999,1,54.1,30.9,68.1
1987,51341,-999,1,31,30.2,49.6
1988,51341,-999,1,84.6,83.3,51.6
1989,51341,-999,1,83.3,45.4,104.9
1990,51341,-999,1,211.1,51.4,89.2
1991,51341,-999,1,105.8,70.2,52
1992,51341,-999,1,20.7,69.9,50.1
1993,51341,-999,1,34.1,68.8,77.1
1994,51341,-999,1,71.9,62.5,71.2
1995,51341,-999,1,71.1,17.5,119.5
1996,51341,-999,1,105.6,22.3,31.5
1997,51341,-999,1,45.3,81.5,362.3
1998,51341,-999,1,81.8,47.9,44.1
1999,51341,-999,1,95,73.6,56.1
2000,51341,-999,1,69.8,109.7,93.8
2001,51341,-999,1,44.4,80.9,35
2002,51341,-999,1,133.7,31.5,170.7
2003,51341,-999,1,40.6,46.6,55.5
2004,51341,-999,1,40.3,68.1,134.6
2005,51341,-999,1,67.4,62.8,43
2006,51341,-999,1,113.6,70,215.6
2007,51341,-999,1,53.2,67.3,91.8
2008,51341,-999,1,126.9,90.3,67.3
2009,51341,-999,1,47,74.1,149.3
2010,51341,-999,1,85.2,70.8,39.8
2011,51341,-999,1,48.4,40.2,142.6
2012,51341,-999,1,29,40.4,68.2
2013,51341,-999,1,139.6,44.2,113.8
2014,51341,-999,1,182.7,69.1,101.6
2015,51341,-999,1,122.1,53.9,127.3
2016,51341,-999,1,29.1,2.9,96
2017,51341,-999,1,70.1,50.6,63.8
1981,51342,-999,1,137.4,107.6,75.6
1982,51342,-999,1,32.2,133.4,101.7
1983,51342,-999,1,12.4,193.5,21.8
1984,51342,-999,1,8.9,192.5,52.6
1985,51342,-999,1,57.8,66.3,42.8
1986,51342,-999,1,32.7,91.1,38.7
1987,51342,-999,1,9.1,116.9,24.2
1988,51342,-999,1,116.3,141.2,46.9
1989,51342,-999,1,20.6,74.3,30.7
1990,51342,-999,1,57.7,50.6,64.6
1991,51342,-999,1,15.9,57.7,18.8
1992,51342,-999,1,13,73.2,29.8
1993,51342,-999,1,20.9,130.2,42.5
1994,51342,-999,1,9,66.3,138.8
1995,51342,-999,1,27.5,39.4,86.7
1996,51342,-999,1,32.1,77.2,13
1997,51342,-999,1,41.5,291.5,210.7
1998,51342,-999,1,68.5,149.5,13.5
1999,51342,-999,1,27.1,109.4,13.4
2000,51342,-999,1,34.1,92,66.8
2001,51342,-999,1,38,125.4,11.3
2002,51342,-999,1,29.1,125.1,60.5
2003,51342,-999,1,27.7,105.5,103.2
2004,51342,-999,1,10.8,233,56.5
2005,51342,-999,1,29.9,74.6,13.7
2006,51342,-999,1,21.9,133.3,113.8
2007,51342,-999,1,14.9,74.1,23.2
2008,51342,-999,1,65.9,99.3,20.7
2009,51342,-999,1,6.7,132.9,223.4
2010,51342,-999,1,51.1,145.2,11.5
2011,51342,-999,1,14.3,51.5,133
2012,51342,-999,1,9.1,64.9,64.4
2013,51342,-999,1,86.5,57.5,35
2014,51342,-999,1,39,112.9,25.7
2015,51342,-999,1,72.4,76.2,85.4
2016,51342,-999,1,0,2.6,0
2017,51342,-999,1,23.4,12.5,35
1981,51344,-999,1,166.3,87.6,165.9
1982,51344,-999,1,61.6,120.4,238.3
1983,51344,-999,1,41,134.3,44.8
1984,51344,-999,1,40.3,150.6,131.1
1985,51344,-999,1,35.2,67.9,57.5
1986,51344,-999,1,46.5,51.9,76.7
1987,51344,-999,1,20.6,54,66.9
1988,51344,-999,1,82.7,152.5,55.7
1989,51344,-999,1,64.7,76.5,149.7
1990,51344,-999,1,219.8,94.6,222.8
1991,51344,-999,1,83.6,131.9,82.6
1992,51344,-999,1,20.1,103,64.6
1993,51344,-999,1,21.7,128.6,100.7
1994,51344,-999,1,32,117.5,105.6
1995,51344,-999,1,58,24.5,165.7
1996,51344,-999,1,61.1,32.5,41.8
1997,51344,-999,1,25,123.2,426.9
1998,51344,-999,1,49.9,107.9,63.7
1999,51344,-999,1,41,130.4,75.2
2000,51344,-999,1,51.6,202.1,122.7
2001,51344,-999,1,29.2,177.1,48
2002,51344,-999,1,82.3,51.3,140.4
2003,51344,-999,1,40.9,93.5,60.9
2004,51344,-999,1,26,147.9,158.6
2005,51344,-999,1,42.4,128.4,58.9
2006,51344,-999,1,77.7,139,334.3
2007,51344,-999,1,30.6,149.6,112.7
2008,51344,-999,1,94.8,153.5,73.7
2009,51344,-999,1,37.9,164.4,246.6
2010,51344,-999,1,67.1,129.2,38.8
2011,51344,-999,1,21.1,64.3,217.3
2012,51344,-999,1,15.2,65,140.8
2013,51344,-999,1,188.3,77.2,123.7
2014,51344,-999,1,153.1,113.3,119.3
2015,51344,-999,1,118.5,94.6,155.9
2016,51344,-999,1,17.9,0,64.4
2017,51344,-999,1,65.5,17.2,48.6
1981,51345,-999,1,193.7,10.2,76.7
1982,51345,-999,1,60.5,17.6,111.1
1983,51345,-999,1,59.9,15.7,18.5
1984,51345,-999,1,35.8,20.2,59.2
1985,51345,-999,1,52.7,15.1,42.1
1986,51345,-999,1,59.3,10.6,41.2
1987,51345,-999,1,36.4,8,24.4
1988,51345,-999,1,125.5,19.2,33
1989,51345,-999,1,66,10.1,59.7
1990,51345,-999,1,219.5,15.6,41.1
1991,51345,-999,1,82.4,19.4,31.4
1992,51345,-999,1,26.7,10.1,27.8
1993,51345,-999,1,38.6,15.6,42.8
1994,51345,-999,1,92.4,16.7,39.8
1995,51345,-999,1,71.3,6.5,85.4
1996,51345,-999,1,114.3,8.9,17.1
1997,51345,-999,1,38.4,16.5,111.6
1998,51345,-999,1,65,12.2,20.9
1999,51345,-999,1,107.5,19.8,20.3
2000,51345,-999,1,89.1,19.9,35.6
2001,51345,-999,1,69.5,17,24.8
2002,51345,-999,1,127.1,17.9,97
2003,51345,-999,1,54.2,12,20.6
2004,51345,-999,1,45.4,16.1,57.2
2005,51345,-999,1,71.9,12.8,27.8
2006,51345,-999,1,129.6,13.3,67
2007,51345,-999,1,65.3,14.6,40.1
2008,51345,-999,1,255.9,16.9,24.7
2009,51345,-999,1,39.1,19.8,94.8
2010,51345,-999,1,116.6,13,15.5
2011,51345,-999,1,71.9,9.3,87.6
2012,51345,-999,1,32.8,8.1,29.3
2013,51345,-999,1,114.9,11,44.7
2014,51345,-999,1,143,15.9,30.2
2015,51345,-999,1,85.3,11.8,63.7
2016,51345,-999,1,29.4,0.1,23.7
2017,51345,-999,1,30.2,11.2,75.4
1981,51346,-999,1,200.8,17.3,46
1982,51346,-999,1,31.5,25.2,104.9
1983,51346,-999,1,14.9,23.6,16.3
1984,51346,-999,1,12.3,31.3,45
1985,51346,-999,1,50,14.9,30.8
1986,51346,-999,1,44,15.9,28.8
1987,51346,-999,1,16.5,20.8,13.9
1988,51346,-999,1,102.3,28.4,23.5
1989,51346,-999,1,34.1,16.2,38.3
1990,51346,-999,1,125.2,14.3,34.5
1991,51346,-999,1,36.8,15,14.8
1992,51346,-999,1,18,13.8,38
1993,51346,-999,1,27.2,24.4,42
1994,51346,-999,1,20.2,16.1,66.3
1995,51346,-999,1,52.7,9.5,67.8
1996,51346,-999,1,69.6,16,10.5
1997,51346,-999,1,51.8,29.1,110.9
1998,51346,-999,1,61.5,31,12.3
1999,51346,-999,1,58.5,19,12.1
2000,51346,-999,1,36.4,19.1,39.2
2001,51346,-999,1,38.6,18,10.4
2002,51346,-999,1,54.5,25.9,47.7
2003,51346,-999,1,36.5,19.3,41.5
2004,51346,-999,1,25,36.1,28.9
2005,51346,-999,1,35.1,16.2,13.8
2006,51346,-999,1,41.2,18.8,72.8
2007,51346,-999,1,34.8,18.6,20.8
2008,51346,-999,1,99.2,21.3,20.6
2009,51346,-999,1,12.3,29.1,105.5
2010,51346,-999,1,137.6,23.5,14.1
2011,51346,-999,1,24.9,15.1,73.3
2012,51346,-999,1,17.5,13.7,32.8
2013,51346,-999,1,99.6,14.6,28.9
2014,51346,-999,1,78.8,20.7,19.3
2015,51346,-999,1,47.9,16.6,53.7
2016,51346,-999,1,1.3,0.8,5.5
2017,51346,-999,1,14.6,8.2,50.1
1981,51347,-999,1,234.9,10.3,86.6
1982,51347,-999,1,83.7,12.3,233.7
1983,51347,-999,1,24.5,12.5,66.7
1984,51347,-999,1,30.8,6.8,161.8
1985,51347,-999,1,160.6,8.8,62.2
1986,51347,-999,1,67.8,13.4,53.5
1987,51347,-999,1,24.4,26.9,25.9
1988,51347,-999,1,133.8,12.7,85.2
1989,51347,-999,1,100,6.5,113.9
1990,51347,-999,1,219.1,8,165.8
1991,51347,-999,1,82.4,6.6,66.1
1992,51347,-999,1,19.6,5.5,67.3
1993,51347,-999,1,51.3,9.2,53
1994,51347,-999,1,50,7.5,186.3
1995,51347,-999,1,118.4,5.9,140.6
1996,51347,-999,1,123.8,14.9,25.1
1997,51347,-999,1,70.8,8.4,164.6
1998,51347,-999,1,101.8,29.3,30.6
1999,51347,-999,1,123.5,4.8,37.1
2000,51347,-999,1,23.7,4.5,33.7
2001,51347,-999,1,127.4,8.9,36.8
2002,51347,-999,1,86.5,6.7,86.1
2003,51347,-999,1,51.6,4,110.3
2004,51347,-999,1,53,4.8,89.2
2005,51347,-999,1,42,7.7,66.5
2006,51347,-999,1,98.9,6,147.5
2007,51347,-999,1,59.9,5.9,136.5
2008,51347,-999,1,130.7,3.8,121.4
2009,51347,-999,1,51.9,4.5,130.1
2010,51347,-999,1,164,5.8,75.7
2011,51347,-999,1,50.5,7.7,167.1
2012,51347,-999,1,28.9,9.4,126.1
2013,51347,-999,1,132.1,7,32.9
2014,51347,-999,1,140.1,15.2,57.3
2015,51347,-999,1,49.6,4.7,89.2
2016,51347,-999,1,30,0.5,16
2017,51347,-999,1,13.8,9,31.2
1981,51348,-999,1,125.4,0.5,18.2
1982,51348,-999,1,20.1,0.3,78.1
1983,51348,-999,1,9.1,0.4,13.6
1984,51348,-999,1,10.1,0.2,32.5
1985,51348,-999,1,57.3,0.5,19.4
1986,51348,-999,1,32.2,1.6,15
1987,51348,-999,1,22.5,1.7,10.1
1988,51348,-999,1,45.2,0.8,24.9
1989,51348,-999,1,26.2,0.2,26.4
1990,51348,-999,1,109.1,0.4,35.3
1991,51348,-999,1,51.9,1,16.3
1992,51348,-999,1,10,0.3,20.1
1993,51348,-999,1,9.8,0.4,64.6
1994,51348,-999,1,12.1,0.8,62.9
1995,51348,-999,1,47.6,0.4,35.5
1996,51348,-999,1,36,1.5,11.1
1997,51348,-999,1,70.4,0.5,114.9
1998,51348,-999,1,38,0.9,11.6
1999,51348,-999,1,49.1,0.3,13.6
2000,51348,-999,1,5.9,0.3,16.6
2001,51348,-999,1,42.2,0.6,13.4
2002,51348,-999,1,48.6,0.4,77.2
2003,51348,-999,1,15.5,0.2,28.2
2004,51348,-999,1,39,0.4,48
2005,51348,-999,1,7.2,0.3,27
2006,51348,-999,1,12.5,0.3,56.1
2007,51348,-999,1,27.1,1.1,31.1
2008,51348,-999,1,28.8,0.3,29.9
2009,51348,-999,1,7.4,0.2,54.2
2010,51348,-999,1,93.2,0.4,24.6
2011,51348,-999,1,10.8,0.9,88.2
2012,51348,-999,1,6.8,0.8,35.8
2013,51348,-999,1,95,0.6,20.1
2014,51348,-999,1,62.9,0.6,21.1
2015,51348,-999,1,36.8,0.3,39
2016,51348,-999,1,2.4,1.5,0.6
2017,51348,-999,1,0.4,0,24.4
1981,51349,-999,1,222.8,1.5,55.1
1982,51349,-999,1,42.7,2.3,161.2
1983,51349,-999,1,16,2.3,21.9
1984,51349,-999,1,16.3,2.6,93.8
1985,51349,-999,1,86.2,2.5,49.5
1986,51349,-999,1,50.6,3,44.8
1987,51349,-999,1,23.5,6.9,15.3
1988,51349,-999,1,125.6,3.4,32.1
1989,51349,-999,1,58.7,1.8,44.8
1990,51349,-999,1,177.4,2.5,54.5
1991,51349,-999,1,65.7,2.9,26.4
1992,51349,-999,1,18,1.8,52
1993,51349,-999,1,27.7,2.5,50.3
1994,51349,-999,1,38.1,3,82.1
1995,51349,-999,1,71,1.5,111
1996,51349,-999,1,102.2,3,14.3
1997,51349,-999,1,56.2,2.5,68
1998,51349,-999,1,63.8,7.1,18.3
1999,51349,-999,1,91.7,2.1,19
2000,51349,-999,1,28.1,1.7,27.9
2001,51349,-999,1,77,2,19.8
2002,51349,-999,1,77.1,3.1,47.7
2003,51349,-999,1,43.8,1.1,39.9
2004,51349,-999,1,50.7,1.9,41.7
2005,51349,-999,1,42.5,1.3,27.2
2006,51349,-999,1,79.8,1.1,63.5
2007,51349,-999,1,47.8,2.7,36.2
2008,51349,-999,1,138.1,1.5,42.1
2009,51349,-999,1,22,2.3,88
2010,51349,-999,1,188,1.8,23.2
2011,51349,-999,1,63.6,1.7,82.9
2012,51349,-999,1,35.4,1.9,31.5
2013,51349,-999,1,118.3,1.7,23.5
2014,51349,-999,1,115.7,3.5,25.5
2015,51349,-999,1,35.4,1.5,49.3
2016,51349,-999,1,12.8,0,9.3
2017,51349,-999,1,11.4,6.1,49.7
1981,51351,-999,1,187.1,4.6,49.4
1982,51351,-999,1,54.2,4.8,123.6
1983,51351,-999,1,26.1,5,13.3
1984,51351,-999,1,21.3,4.9,69.5
1985,51351,-999,1,72.3,4.7,55.8
1986,51351,-999,1,57,5.8,34.2
1987,51351,-999,1,33.4,13.7,13.4
1988,51351,-999,1,140.9,7.4,28.6
1989,51351,-999,1,76,5.3,36.4
1990,51351,-999,1,180.7,5.6,27.6
1991,51351,-999,1,91.6,6.9,18.4
1992,51351,-999,1,31.9,4.7,31.3
1993,51351,-999,1,23.4,5.4,29.8
1994,51351,-999,1,72.3,5.8,44.4
1995,51351,-999,1,88.1,3.7,61.7
1996,51351,-999,1,116,6.4,15
1997,51351,-999,1,40,5.5,39.4
1998,51351,-999,1,48.6,11.6,14.3
1999,51351,-999,1,122.1,5.1,18.1
2000,51351,-999,1,45.2,4.9,22.9
2001,51351,-999,1,108.5,5.3,21.8
2002,51351,-999,1,110.7,4.4,39.1
2003,51351,-999,1,55.5,3.2,21.7
2004,51351,-999,1,67.6,3.4,38
2005,51351,-999,1,69.8,2.6,22.3
2006,51351,-999,1,103.3,2.6,41.9
2007,51351,-999,1,40.9,4.8,20.8
2008,51351,-999,1,201.9,4,34.2
2009,51351,-999,1,22.7,6,50.1
2010,51351,-999,1,193.4,3.9,19.9
2011,51351,-999,1,117,3.8,64
2012,51351,-999,1,57.4,5.7,24.1
2013,51351,-999,1,121.4,3.8,22.4
2014,51351,-999,1,116.4,6.3,23.8
2015,51351,-999,1,54.2,3.8,34.2
2016,51351,-999,1,31.4,1.1,30.9
2017,51351,-999,1,12.7,5.1,50.7
1981,51352,-999,1,116.4,1.7,26.3
1982,51352,-999,1,29.5,2,79.1
1983,51352,-999,1,8.8,1.8,14.6
1984,51352,-999,1,10.9,1,28.3
1985,51352,-999,1,62.1,1.6,23.3
1986,51352,-999,1,41.5,3.4,23.3
1987,51352,-999,1,41.3,5.6,13.8
1988,51352,-999,1,36.2,2.8,30.7
1989,51352,-999,1,52.3,1.7,25.2
1990,51352,-999,1,74,1.4,30.9
1991,51352,-999,1,48.5,2.1,21
1992,51352,-999,1,27.6,1.3,21
1993,51352,-999,1,18.6,2.6,30.7
1994,51352,-999,1,25,2.2,55.5
1995,51352,-999,1,52.9,1.5,33.3
1996,51352,-999,1,48,5.2,13.4
1997,51352,-999,1,37.7,1.5,120.6
1998,51352,-999,1,29.2,5.3,15.2
1999,51352,-999,1,58.3,1.6,20.5
2000,51352,-999,1,10.1,1.1,15.1
2001,51352,-999,1,49.7,1.1,25.1
2002,51352,-999,1,59.6,1.6,31.4
2003,51352,-999,1,37.2,1.4,18.3
2004,51352,-999,1,45,1.1,37.9
2005,51352,-999,1,15.6,1.7,28
2006,51352,-999,1,30.1,1,82.3
2007,51352,-999,1,29.6,5.6,36.4
2008,51352,-999,1,43.5,1.8,34.9
2009,51352,-999,1,15.7,1.5,44.7
2010,51352,-999,1,84.8,1.7,23.7
2011,51352,-999,1,14.3,2.8,95.9
2012,51352,-999,1,14.8,1,59.2
2013,51352,-999,1,90.3,1.7,30
2014,51352,-999,1,55.1,1.1,26.7
2015,51352,-999,1,17.7,1.3,33.3
2016,51352,-999,1,0.7,1.5,2.4
2017,51352,-999,1,1.5,1.4,15.4
1981,51354,-999,1,290.7,25.6,130.4
1982,51354,-999,1,69.2,24.9,351.8
1983,51354,-999,1,20.4,19.5,114.7
1984,51354,-999,1,27.2,10.5,310.3
1985,51354,-999,1,168.4,18.4,123.5
1986,51354,-999,1,75,50.1,118
1987,51354,-999,1,52.1,48.5,45
1988,51354,-999,1,109,23.6,150.8
1989,51354,-999,1,82.2,10.9,192.1
1990,51354,-999,1,211.5,14.2,208.5
1991,51354,-999,1,101.7,18.7,141.3
1992,51354,-999,1,21.2,11.1,142.9
1993,51354,-999,1,45.6,15.4,145
1994,51354,-999,1,33.9,17.6,238.6
1995,51354,-999,1,145.6,14.2,253.1
1996,51354,-999,1,156.1,39.7,62.3
1997,51354,-999,1,103.4,21.8,394.7
1998,51354,-999,1,97.7,49.1,79
1999,51354,-999,1,142.8,11.1,74.9
2000,51354,-999,1,24.1,11.2,88.7
2001,51354,-999,1,166,23.4,72.1
2002,51354,-999,1,134.5,13.2,271.4
2003,51354,-999,1,65.6,10.3,234.5
2004,51354,-999,1,81.1,14.8,198.8
2005,51354,-999,1,42.3,16.6,140.4
2006,51354,-999,1,69.8,13.7,244.5
2007,51354,-999,1,85.2,32.7,202.9
2008,51354,-999,1,114.1,11.6,207.4
2009,51354,-999,1,46.1,10.5,260.3
2010,51354,-999,1,194.4,12.6,124
2011,51354,-999,1,66.1,25.7,259.2
2012,51354,-999,1,22.8,28.4,221.7
2013,51354,-999,1,143.4,19.7,65.5
2014,51354,-999,1,143.1,26.8,127
2015,51354,-999,1,66,11.7,160.8
2016,51354,-999,1,47.5,2.2,15.4
2017,51354,-999,1,7.8,20.3,47.1
1981,51359,-999,1,264.2,5.8,93.3
1982,51359,-999,1,63.8,7.8,269.7
1983,51359,-999,1,14.3,3.5,72.1
1984,51359,-999,1,21.5,1.6,213.3
1985,51359,-999,1,145.3,3.3,78.4
1986,51359,-999,1,76,10.4,78.8
1987,51359,-999,1,39.3,18.1,28.3
1988,51359,-999,1,87.4,4,116
1989,51359,-999,1,60.1,1.6,141.9
1990,51359,-999,1,216.4,2.4,165.4
1991,51359,-999,1,92.7,2.6,101.2
1992,51359,-999,1,12.8,1.3,94.2
1993,51359,-999,1,34,3.6,103.1
1994,51359,-999,1,22.9,2.1,246.2
1995,51359,-999,1,109.1,1.9,169.3
1996,51359,-999,1,127.4,8.7,38.4
1997,51359,-999,1,91.1,3.5,277.1
1998,51359,-999,1,86,12.6,43.9
1999,51359,-999,1,123,1.6,44.3
2000,51359,-999,1,16.5,1,57
2001,51359,-999,1,150.1,2.6,42.4
2002,51359,-999,1,107.3,1.4,194.3
2003,51359,-999,1,44.9,0.7,193.5
2004,51359,-999,1,57.8,1.3,157.1
2005,51359,-999,1,34.5,2,90.7
2006,51359,-999,1,53.5,1.5,173.3
2007,51359,-999,1,69.9,6.1,186.3
2008,51359,-999,1,99.1,1.9,127.4
2009,51359,-999,1,35.9,0.5,205.3
2010,51359,-999,1,156.8,1.3,82.5
2011,51359,-999,1,43.5,4.3,206.7
2012,51359,-999,1,15.6,4.2,179.3
2013,51359,-999,1,132.7,1.6,43.1
2014,51359,-999,1,120.1,4.4,71.7
2015,51359,-999,1,62.7,1.6,104.2
2016,51359,-999,1,26.3,0,0
2017,51359,-999,1,3.2,3.6,39
1981,51361,-999,1,141.9,24.2,40.7
1982,51361,-999,1,19.2,39.8,121.5
1983,51361,-999,1,9.6,36.9,24.2
1984,51361,-999,1,8.7,44.3,60
1985,51361,-999,1,47.9,17.6,31.9
1986,51361,-999,1,33.4,23.1,21.8
1987,51361,-999,1,11.8,26.9,14.3
1988,51361,-999,1,72.9,37.2,38.9
1989,51361,-999,1,24.9,16.4,47.2
1990,51361,-999,1,99.8,14.8,49.6
1991,51361,-999,1,21.3,16.2,20.4
1992,51361,-999,1,12.3,18.9,33.4
1993,51361,-999,1,24,31.8,58.5
1994,51361,-999,1,14.5,23.2,91.2
1995,51361,-999,1,49,13.8,88.9
1996,51361,-999,1,33.3,20.8,12.2
1997,51361,-999,1,62.7,72.2,198.8
1998,51361,-999,1,62.7,46.8,16
1999,51361,-999,1,42.8,26.2,13.3
2000,51361,-999,1,18.6,21.7,41.1
2001,51361,-999,1,28.1,23.5,15.1
2002,51361,-999,1,21,37.5,60.8
2003,51361,-999,1,26.8,27.8,80.6
2004,51361,-999,1,14,80.5,43.6
2005,51361,-999,1,14.1,19.9,15
2006,51361,-999,1,25.1,37.1,73.8
2007,51361,-999,1,19.9,22.9,36.9
2008,51361,-999,1,54.5,26.9,22.3
2009,51361,-999,1,8,31.6,172.8
2010,51361,-999,1,92,33.6,18.9
2011,51361,-999,1,11,16.1,127
2012,51361,-999,1,8.7,19.2,48.9
2013,51361,-999,1,86.2,16.4,24.9
2014,51361,-999,1,39.5,27.3,20.3
2015,51361,-999,1,49.6,21.6,39.7
2016,51361,-999,1,0.7,0.2,0.3
2017,51361,-999,1,8.7,8.1,29.4
1981,51363,-999,1,157.3,0.5,22.1
1982,51363,-999,1,14,1.4,132.8
1983,51363,-999,1,6.2,0.4,18.9
1984,51363,-999,1,11.8,0.2,27.3
1985,51363,-999,1,59.4,0.3,28.5
1986,51363,-999,1,17.9,2.7,29.4
1987,51363,-999,1,18.6,0.2,21.7
1988,51363,-999,1,27.2,0.7,19.9
1989,51363,-999,1,27.7,0.5,27.5
1990,51363,-999,1,67.3,0.1,37.7
1991,51363,-999,1,34.4,0.1,24.4
1992,51363,-999,1,16.9,0.1,18.6
1993,51363,-999,1,8.7,1.4,32.2
1994,51363,-999,1,16.8,0.7,59.8
1995,51363,-999,1,55.7,0.3,54.1
1996,51363,-999,1,38.4,0.4,20.6
1997,51363,-999,1,46.3,0.5,254.9
1998,51363,-999,1,15.6,1.8,16.3
1999,51363,-999,1,55,0.3,40.8
2000,51363,-999,1,3.4,0.1,52.3
2001,51363,-999,1,16.5,0.1,29.6
2002,51363,-999,1,19,1,75.4
2003,51363,-999,1,13.3,0.2,19.6
2004,51363,-999,1,11.6,0.2,91
2005,51363,-999,1,11.3,0.5,21
2006,51363,-999,1,16.8,0.1,162.3
2007,51363,-999,1,18.2,4.6,78.7
2008,51363,-999,1,10.7,3.1,50
2009,51363,-999,1,7.8,0.1,84.4
2010,51363,-999,1,90.5,0.1,31.9
2011,51363,-999,1,3.9,1.7,135.6
2012,51363,-999,1,6.8,0,71
2013,51363,-999,1,102,1.2,43.7
2014,51363,-999,1,33.6,0.1,31.3
2015,51363,-999,1,30.4,0.3,70
2016,51363,-999,1,1.8,0.7,2.5
2017,51363,-999,1,1.7,0.4,29.4
1981,51364,-999,1,112.7,0.7,25.9
1982,51364,-999,1,15,1.2,136
1983,51364,-999,1,3.2,0.9,17.1
1984,51364,-999,1,8.8,0.4,34.1
1985,51364,-999,1,55.1,0.5,20
1986,51364,-999,1,24.6,2,20.6
1987,51364,-999,1,18.1,0.2,9.5
1988,51364,-999,1,36.3,0.9,23.4
1989,51364,-999,1,23,0.9,46
1990,51364,-999,1,81.5,0.3,29.2
1991,51364,-999,1,21.8,0.4,14.5
1992,51364,-999,1,13.9,0.3,14.3
1993,51364,-999,1,11.5,1.3,50.2
1994,51364,-999,1,12.9,0.8,70.4
1995,51364,-999,1,37.3,0.4,59.8
1996,51364,-999,1,27.8,0.7,9.3
1997,51364,-999,1,55.8,1.1,281.7
1998,51364,-999,1,20.9,1.4,8.6
1999,51364,-999,1,31.3,0.6,21.9
2000,51364,-999,1,3.1,0.4,20.2
2001,51364,-999,1,20.1,0.3,19.6
2002,51364,-999,1,17.2,0.6,59.6
2003,51364,-999,1,15.3,0.5,35
2004,51364,-999,1,11.5,0.5,59.7
2005,51364,-999,1,3.6,0.9,17.9
2006,51364,-999,1,13.4,0.2,125.4
2007,51364,-999,1,14.6,2.4,79.9
2008,51364,-999,1,14.8,2.1,24.2
2009,51364,-999,1,3.4,0.4,120.8
2010,51364,-999,1,79.6,0.3,19.7
2011,51364,-999,1,1.4,0.7,141.8
2012,51364,-999,1,3.6,0.2,56.4
