year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
2013,51349,-999,1,68.1,19.9,1.1,1.9,0.4,0,68.1,19.9,1.1,1.9,0.4,0,133,85.6,3.4,2.9,1.6,0
2014,51349,-999,1,112.1,63.9,6.8,2.5,1.2,0.1,112.1,63.9,6.8,2.5,1.2,0.1,186.1,146.7,79,3.2,2.1,0.9
2015,51349,-999,1,94.9,44.9,4.8,2.3,0.8,0.1,94.9,44.9,4.8,2.3,0.8,0.1,277.4,170.7,48,6,3,0.5
2016,51349,-999,1,10.9,4.7,0,0.3,0.1,0,133.6,30.7,2.2,3.5,0.7,0,0,0,0,0,0,0
2017,51349,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,17.8,4.6,0.8,0.5,0.1,0
1981,51351,-999,1,62.8,22.9,2.2,1.6,0.5,0,62.8,22.9,2.2,1.6,0.5,0,0.8,0,0,0,0,0
1982,51351,-999,1,57.1,17.1,0,1.5,0.3,0,57.1,17.1,0,1.5,0.3,0,341.4,264.1,77.9,6.9,4.6,1
1983,51351,-999,1,7.8,2.4,0,0.2,0.1,0,7.8,2.4,0,0.2,0.1,0,109.2,90.5,63.9,1.9,1.3,0.7
1984,51351,-999,1,11.6,0,0,0.4,0,0,11.6,0,0,0.4,0,0,310.5,266.2,93.7,5.7,4.4,1.2
1985,51351,-999,1,56.8,12.2,0,1.7,0.3,0,56.8,12.2,0,1.7,0.3,0,147.7,127.9,68.1,2.5,1.9,0.8
1986,51351,-999,1,89.6,38.5,0,2.3,0.8,0,89.6,38.5,0,2.3,0.8,0,228.5,133.7,44.4,5.1,2.3,0.5
1987,51351,-999,1,69.3,33.5,3.6,1.7,0.7,0,70.3,33.5,3.6,1.8,0.7,0,28.2,18.4,1.8,0.6,0.3,0
1988,51351,-999,1,79.6,10,0,2.3,0.2,0,79.6,10,0,2.3,0.2,0,120.8,84,25.7,2.5,1.4,0.3
1989,51351,-999,1,115.1,22.7,0,3.3,0.5,0,115.1,22.7,0,3.3,0.5,0,89.5,40.9,0,2.3,0.8,0
1990,51351,-999,1,93.9,31.6,2.3,2.4,0.6,0,93.9,31.6,2.3,2.4,0.6,0,179,141.2,54.7,3.3,2.2,0.5
1991,51351,-999,1,73.5,30.7,1.9,1.9,0.6,0,73.5,30.7,1.9,1.9,0.6,0,121.9,67.5,6.4,3,1.4,0.1
1992,51351,-999,1,143.8,76.5,15.2,3.3,1.4,0.2,143.8,76.5,15.2,3.3,1.4,0.2,247.1,162.7,36.2,5.5,3.1,0.4
1993,51351,-999,1,5.5,1.6,0,0.1,0,0,5.5,1.6,0,0.1,0,0,143.5,101.7,26.6,3.1,1.8,0.3
1994,51351,-999,1,43.1,31.4,14.6,1,0.6,0.2,43.1,31.4,14.6,1,0.6,0.2,363.8,293.2,111.9,6.6,4.4,1
1995,51351,-999,1,100.2,72.1,9.8,2.2,1.4,0.1,100.2,72.1,9.8,2.2,1.4,0.1,151.4,128.2,26.6,3,2.3,0.3
1996,51351,-999,1,78.1,43.3,7.6,1.9,0.8,0.1,78.1,43.3,7.6,1.9,0.8,0.1,98.1,79,27.9,1.8,1.2,0.3
1997,51351,-999,1,119.1,56,4.6,2.9,1,0.1,119.1,56,4.6,2.9,1,0.1,345.8,254.5,96.7,7,4.2,1.1
1998,51351,-999,1,84.4,45,0,2.1,0.9,0,84.4,45,0,2.1,0.9,0,42.6,38.1,17.4,0.7,0.5,0.2
1999,51351,-999,1,36.5,11.7,2.2,1,0.3,0,36.5,11.7,2.2,1,0.3,0,234.5,192.9,78,4.2,3,0.8
2000,51351,-999,1,31.4,2,0,1,0,0,31.4,2,0,1,0,0,251,176.8,96.7,4.7,2.5,0.9
2001,51351,-999,1,91.7,16.9,0,2.6,0.4,0,91.7,16.9,0,2.6,0.4,0,251.8,229.6,195.1,2.9,2.3,1.6
2002,51351,-999,1,105.8,36.3,19.5,2.6,0.6,0.2,105.8,36.3,19.5,2.6,0.6,0.2,268.9,221.1,72.9,5.1,3.8,0.9
2003,51351,-999,1,77.3,47.9,3.9,1.8,0.9,0.1,77.3,47.9,3.9,1.8,0.9,0.1,51,35.9,0,1.1,0.7,0
2004,51351,-999,1,89.7,52.5,0,2.3,1.2,0,89.7,52.5,0,2.3,1.2,0,170.8,129.8,15,3.7,2.5,0.2
2005,51351,-999,1,68.7,38.5,0,1.7,0.8,0,68.7,38.5,0,1.7,0.8,0,13.8,8.8,5.9,0.3,0.1,0.1
2006,51351,-999,1,122.5,61.8,14.2,2.9,1.1,0.2,122.5,61.8,14.2,2.9,1.1,0.2,371.7,215.4,72.6,8.7,3.9,0.9
2007,51351,-999,1,25.5,2.6,0,0.7,0.1,0,25.5,2.6,0,0.7,0.1,0,131.7,99.1,21.3,2.7,1.8,0.3
2008,51351,-999,1,69.2,32.8,3.1,1.8,0.7,0,69.2,32.8,3.1,1.8,0.7,0,132.5,78.5,2.5,3.2,1.6,0
2009,51351,-999,1,31.4,16.5,0,0.8,0.3,0,31.4,16.5,0,0.8,0.3,0,94.5,40.6,2.8,2.6,0.9,0
2010,51351,-999,1,130.8,48.1,12.5,3.5,0.9,0.1,130.8,48.1,12.5,3.5,0.9,0.1,141.3,101.3,58.8,2.6,1.4,0.6
2011,51351,-999,1,63.8,29.7,0,1.7,0.7,0,63.8,29.7,0,1.7,0.7,0,139.6,65.7,15.6,3.4,1.2,0.2
2012,51351,-999,1,107.5,73.2,35.1,2.2,1.2,0.4,107.5,73.2,35.1,2.2,1.2,0.4,177.6,143.1,41.6,3.4,2.4,0.5
2013,51351,-999,1,82.1,26.9,2,2.2,0.6,0,82.1,26.9,2,2.2,0.6,0,164.4,129.9,16.5,3.4,2.4,0.2
2014,51351,-999,1,70.5,45.1,0,1.8,0.9,0,70.5,45.1,0,1.8,0.9,0,216.9,193,132.8,3.1,2.4,1.4
2015,51351,-999,1,162.8,114.3,26.9,3.5,2.2,0.3,162.8,114.3,26.9,3.5,2.2,0.3,264.4,181.3,33.4,5.9,3.5,0.4
2016,51351,-999,1,41,8,0,1.2,0.2,0,218.9,90.8,4.7,5.8,2,0.1,0,0,0,0,0,0
2017,51351,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,17.5,9.6,6.3,0.4,0.2,0.1
1981,51352,-999,1,92,53.1,17.8,3.4,1.6,0.4,92,53.1,17.8,3.4,1.6,0.4,0.8,0,0,0,0,0
1982,51352,-999,1,98.3,65.8,19.6,3.1,1.8,0.4,98.3,65.8,19.6,3.1,1.8,0.4,49.5,25,4,1.8,0.6,0.1
1983,51352,-999,1,58.4,40.6,22.6,1.4,0.8,0.4,59.2,41,22.6,1.5,0.8,0.4,2.6,1.2,0,0.1,0,0
1984,51352,-999,1,32.4,23,5.5,1,0.6,0.1,32.4,23,5.5,1,0.6,0.1,40.5,25.9,5.5,1.4,0.8,0.1
1985,51352,-999,1,66.9,33,9.9,2.4,1,0.3,67,33,9.9,2.4,1,0.3,6.5,4.4,0,0.2,0.1,0
1986,51352,-999,1,29.5,10.6,1.9,1.2,0.3,0,29.7,10.8,1.9,1.2,0.3,0,33.1,16.8,2.7,1.2,0.5,0.1
1987,51352,-999,1,61,40.8,9.9,2,1.1,0.1,61.1,40.8,9.9,2,1.1,0.1,3.8,0.4,0.1,0.1,0,0
1988,51352,-999,1,114.1,72.6,16.6,3.5,1.8,0.3,118.4,75.1,16.6,3.7,1.9,0.3,10.4,6.1,1.6,0.4,0.2,0
1989,51352,-999,1,63.2,34.9,7.5,2.2,1,0.2,63.3,34.9,7.5,2.2,1,0.2,19.1,8.9,0.6,0.7,0.3,0
1990,51352,-999,1,32.2,10.9,0.1,1.1,0.3,0,32.2,10.9,0.1,1.1,0.3,0,38.8,23,7.2,1.4,0.7,0.2
1991,51352,-999,1,44,27.5,13.1,1.4,0.7,0.3,44,27.5,13.1,1.4,0.7,0.3,15.5,7.1,1,0.6,0.2,0
1992,51352,-999,1,42.7,21.3,1.3,1.4,0.6,0,42.7,21.3,1.3,1.4,0.6,0,49.1,26.4,7.3,1.8,0.8,0.2
1993,51352,-999,1,50.1,27.8,5.2,1.5,0.6,0.1,50.5,27.8,5.2,1.5,0.6,0.1,23.5,16.4,1.6,0.7,0.4,0
1994,51352,-999,1,48.8,31.4,10.1,1.5,0.8,0.1,49.5,31.8,10.1,1.5,0.8,0.1,55.5,23.7,1,1.9,0.6,0
1995,51352,-999,1,92,62.7,18.1,2.8,1.6,0.4,92,62.7,18.1,2.8,1.6,0.4,18.7,11.6,1.5,0.6,0.3,0
1996,51352,-999,1,38.9,21.9,6.3,1.3,0.5,0.1,40,22.3,6.3,1.3,0.6,0.1,14,4.3,0.2,0.5,0.2,0
1997,51352,-999,1,61.7,29.6,2.8,2.3,0.9,0.1,61.8,29.6,2.8,2.3,0.9,0.1,177.3,105,22.7,5.6,2.6,0.4
1998,51352,-999,1,74.6,54.2,24.7,2,1.1,0.4,76.2,55.2,24.7,2.1,1.1,0.4,9.4,3.6,0,0.4,0.1,0
1999,51352,-999,1,20.9,11,0.2,0.7,0.3,0,21,11,0.2,0.7,0.3,0,35.2,18.3,1,1.3,0.6,0
2000,51352,-999,1,3,1.1,0,0.1,0,0,3,1.1,0,0.1,0,0,17,8.5,2.5,0.7,0.3,0.1
2001,51352,-999,1,60.8,31.1,5.6,2.1,0.8,0.1,60.8,31.1,5.6,2.1,0.8,0.1,26.1,16.5,4.3,0.8,0.4,0.1
2002,51352,-999,1,101.9,66.4,20.8,3.1,1.6,0.4,101.9,66.4,20.8,3.1,1.6,0.4,100.2,69.8,31.1,2.8,1.7,0.5
2003,51352,-999,1,131.1,90,35.5,4,2.3,0.7,131.7,90.5,35.5,4.1,2.4,0.7,44.4,27.4,5.6,1.6,0.8,0.1
2004,51352,-999,1,104.1,72.9,30,3.1,1.8,0.6,104.1,72.9,30,3.1,1.8,0.6,55.8,30,6.8,1.9,0.8,0.1
2005,51352,-999,1,81.3,58.1,15.7,2.4,1.5,0.2,81.3,58.1,15.7,2.4,1.5,0.2,3.6,1,0,0.2,0,0
2006,51352,-999,1,105,88.2,52.9,2.6,1.9,0.9,106.7,89.4,52.9,2.6,1.9,0.9,125.5,78.5,21.9,4.1,2.2,0.5
2007,51352,-999,1,52.2,28.4,5.7,1.9,0.8,0.1,58.8,32.5,6.4,2.1,1,0.1,23.3,12.8,4.8,0.7,0.3,0.1
2008,51352,-999,1,56.6,40.3,16.7,1.7,1,0.4,56.6,40.3,16.7,1.7,1,0.4,16.5,7.2,0,0.5,0.2,0
2009,51352,-999,1,14,3.6,0,0.6,0.1,0,14,3.6,0,0.6,0.1,0,26,13,1.1,0.9,0.3,0
2010,51352,-999,1,51.1,28.6,0.6,2,0.9,0,51.1,28.6,0.6,2,0.9,0,6.5,3.4,0.4,0.2,0.1,0
2011,51352,-999,1,16.5,11.4,0.5,0.6,0.4,0,17.1,11.4,0.5,0.6,0.4,0,212.2,159.6,56.2,6.3,4.1,1.1
2012,51352,-999,1,74.1,41.4,6.5,2.6,1.2,0.1,74.7,41.7,6.5,2.6,1.2,0.1,67.3,46.1,15.7,2.2,1.2,0.3
2013,51352,-999,1,152.3,103.9,28,4.7,2.6,0.5,152.5,103.9,28,4.7,2.6,0.5,38.5,18.6,1.3,1.4,0.5,0
2014,51352,-999,1,68,54,30.7,1.7,1.1,0.4,71.4,54.9,30.7,1.9,1.1,0.4,28.1,14.9,0.6,1,0.5,0
2015,51352,-999,1,79.2,44.1,8.9,2.8,1.3,0.2,79.2,44.1,8.9,2.8,1.3,0.2,47.2,23.8,3.3,1.7,0.7,0.1
2016,51352,-999,1,4.1,0.9,0,0.2,0,0,196,124.6,40.9,6.5,3.5,0.8,1.1,0.8,0,0,0,0
2017,51352,-999,1,0,0,0,0,0,0,9.5,4.9,1.6,0.3,0.1,0,3.1,0.5,0,0.1,0,0
1981,51354,-999,1,54.3,8.4,0,1.5,0.1,0,54.3,8.4,0,1.5,0.1,0,30,0,0,0.8,0,0
1982,51354,-999,1,177.6,75.4,0,3.7,1.3,0,179.5,75.4,0,3.7,1.3,0,487.2,312.3,62.5,8.5,4.4,0.6
1983,51354,-999,1,248.2,174.4,76.7,3.6,1.9,0.5,252.8,174.4,76.7,3.8,1.9,0.5,90.9,54.9,0,1.7,0.9,0
1984,51354,-999,1,57.8,5.8,0,1.4,0.1,0,57.8,5.8,0,1.4,0.1,0,309.3,197.7,110.4,4.5,1.7,0.4
1985,51354,-999,1,262.3,90,9.5,5.6,1.4,0.1,262.3,90,9.5,5.6,1.4,0.1,140.7,90.5,0,2.4,1.4,0
1986,51354,-999,1,226.1,116.4,22.5,4.3,1.7,0.2,233.1,119.1,22.5,4.5,1.8,0.2,174.5,119.1,29,2.8,1.5,0.3
1987,51354,-999,1,116.6,61.1,0,2.1,0.8,0,119.6,61.1,0,2.2,0.8,0,149.2,103.8,0,2.6,1.6,0
1988,51354,-999,1,157.1,48.4,0,3.4,0.9,0,166.9,54.7,0,3.6,1,0,88.6,25.3,0,1.9,0.5,0
1989,51354,-999,1,91,28.5,8.8,2,0.4,0.1,107.7,38.2,8.8,2.4,0.6,0.1,394.1,272.9,154.8,5.7,2.8,1
1990,51354,-999,1,130.5,48.4,4.9,2.5,0.6,0.1,130.5,48.4,4.9,2.5,0.6,0.1,324.9,261.1,93.4,4.4,3,0.7
1991,51354,-999,1,210.9,132.2,46.2,3.5,1.6,0.3,229.5,145.5,52,3.9,1.8,0.4,188.6,106.4,9.8,3.5,1.6,0.1
1992,51354,-999,1,219.1,131.7,54.6,3.6,1.5,0.3,219.1,131.7,54.6,3.6,1.5,0.3,352.8,237.3,109.6,5.3,2.7,0.8
1993,51354,-999,1,39,13.1,0,0.9,0.2,0,39,13.1,0,0.9,0.2,0,191.2,118.2,42.5,3,1.4,0.2
1994,51354,-999,1,115.8,50.9,0,2.3,0.7,0,120.1,55.2,0,2.4,0.8,0,621.7,461,142.2,9.4,5.7,1.2
1995,51354,-999,1,387.6,275,127.8,5.8,3.3,1.2,387.6,275,127.8,5.8,3.3,1.2,312.6,262.5,159.5,3.4,2.3,0.9
1996,51354,-999,1,96.5,73.1,0,1.7,1.1,0,120,85.3,5.5,2.2,1.3,0.1,179.3,154.9,55.6,2.2,1.7,0.4
1997,51354,-999,1,323.9,77.7,8.8,7.1,1.3,0.1,337,82.3,8.8,7.4,1.4,0.1,989.4,701.2,436.3,14.1,7.3,3.3
1998,51354,-999,1,292.9,146,36.4,5.2,2,0.3,333.5,173,51.9,5.9,2.3,0.4,63,45.9,22.3,0.9,0.6,0.2
1999,51354,-999,1,56.9,33.9,0,1.1,0.5,0,60.6,33.9,0,1.2,0.5,0,386.8,295.5,174.5,4.7,2.7,1.1
2000,51354,-999,1,63.3,25.5,0,1.2,0.4,0,63.3,25.5,0,1.2,0.4,0,245.3,147.9,6.5,4.3,2.1,0.1
2001,51354,-999,1,217.7,96.8,9,4.3,1.6,0.1,224.7,100.1,9,4.5,1.6,0.1,206.8,186.5,145.6,1.8,1.4,0.8
2002,51354,-999,1,464.9,322.9,14.1,7.7,4.3,0.1,464.9,322.9,14.1,7.7,4.3,0.1,523.2,436.4,277.5,6.2,4.4,2
2003,51354,-999,1,358.8,267,9.9,6.1,3.8,0.1,385.2,279.3,9.9,6.6,4,0.1,402.6,336.9,133.1,5.3,3.8,1
2004,51354,-999,1,190.7,89.6,16.1,3.6,1.2,0.2,197.7,96.5,16.1,3.7,1.4,0.2,304.1,225.5,115.4,4.5,2.6,1
2005,51354,-999,1,220.2,176.6,25.9,3.3,2.3,0.2,226.9,180.5,25.9,3.5,2.3,0.2,74.1,48.3,26.7,1.1,0.5,0.2
2006,51354,-999,1,241.5,163,12.9,4,2.3,0.1,277.9,193.1,20.6,4.6,2.7,0.2,639.6,471.7,142.2,9.9,5.9,1.3
2007,51354,-999,1,183.6,65.2,17,3.7,0.9,0.1,224.2,95.4,23.5,4.5,1.4,0.2,161.3,145.2,77.4,1.9,1.5,0.6
2008,51354,-999,1,107.6,54.1,14.9,2,0.8,0.1,107.6,54.1,14.9,2,0.8,0.1,307.9,249.2,47.4,4.6,3.4,0.4
2009,51354,-999,1,185.6,94.7,8,3.6,1.5,0.1,185.6,94.7,8,3.6,1.5,0.1,236.6,174.1,134.2,3,1.6,1.1
2010,51354,-999,1,272,140.4,37.2,4.9,1.9,0.3,281.4,146.5,37.2,5.2,2,0.3,83,75.4,14.2,1.2,1,0.1
2011,51354,-999,1,188.9,129.4,26,3.1,1.7,0.3,225.4,149.7,26,3.9,2.1,0.3,543.9,382.9,115.1,9,5.2,0.9
2012,51354,-999,1,181.5,51.4,0,3.7,0.8,0,192.9,57.1,0,4,0.9,0,516.7,395.1,29.7,8.1,5.3,0.3
2013,51354,-999,1,229.1,141.9,8.8,4.4,2.2,0.1,229.1,141.9,8.8,4.4,2.2,0.1,198.3,148.8,19.5,3.2,2.1,0.1
2014,51354,-999,1,218.7,189.5,134,2.6,1.9,1,261.9,226.9,150.9,3.2,2.3,1.1,275.3,236.7,82.8,3.8,3,0.8
2015,51354,-999,1,309.1,111.1,0,6.2,1.7,0,309.1,111.1,0,6.2,1.7,0,485.3,361.6,133.9,7,4.4,1.2
2016,51354,-999,1,33.1,0,0,1,0,0,349.6,177.8,0,7.2,2.8,0,0,0,0,0,0,0
2017,51354,-999,1,13.1,6.7,0,0.3,0.1,0,13.1,6.7,0,0.3,0.1,0,1.8,0,0,0.1,0,0
1981,51359,-999,1,7.3,0,0,0.2,0,0,7.3,0,0,0.2,0,0,28.6,0,0,0.6,0,0
1982,51359,-999,1,73.8,4.9,0,1.5,0.1,0,73.8,4.9,0,1.5,0.1,0,296.6,161.6,0,5.3,2.3,0
1983,51359,-999,1,162.2,92.9,21.7,2.7,1.2,0.2,162.2,92.9,21.7,2.7,1.2,0.2,81.7,16,0,1.6,0.2,0
1984,51359,-999,1,56.8,13.7,0,1.2,0.2,0,56.8,13.7,0,1.2,0.2,0,243.1,115,58.3,4,1.2,0.3
1985,51359,-999,1,139.1,37.1,8.9,2.7,0.5,0.1,139.1,37.1,8.9,2.7,0.5,0.1,137.7,61.3,0,2.4,0.8,0
1986,51359,-999,1,123.4,33.1,0,2.3,0.5,0,123.4,33.1,0,2.3,0.5,0,133.2,47.9,18.8,2.5,0.7,0.2
1987,51359,-999,1,115.4,35.6,0,2.1,0.5,0,115.4,35.6,0,2.1,0.5,0,111.9,67.8,0,1.9,1,0
1988,51359,-999,1,137.6,38.6,0,2.7,0.7,0,137.6,38.6,0,2.7,0.7,0,101.4,7,0,2.1,0.1,0
1989,51359,-999,1,60.5,11.3,0,1.2,0.2,0,60.5,11.3,0,1.2,0.2,0,314.7,244.1,114.6,3.9,2.4,0.7
1990,51359,-999,1,131.9,51.4,0,2.3,0.7,0,131.9,51.4,0,2.3,0.7,0,222.1,168.3,38.3,3.1,2,0.3
1991,51359,-999,1,224.2,118.2,48.6,3.6,1.3,0.4,224.2,118.2,48.6,3.6,1.3,0.4,116.8,65.3,0,2.1,0.9,0
1992,51359,-999,1,187.3,136.4,19.7,2.9,1.8,0.2,187.3,136.4,19.7,2.9,1.8,0.2,283.2,195.4,98.5,4,2.1,0.8
1993,51359,-999,1,15.5,0,0,0.3,0,0,15.5,0,0,0.3,0,0,180.1,123.5,58.8,2.7,1.4,0.4
1994,51359,-999,1,73.5,29.6,0,1.4,0.4,0,73.5,29.6,0,1.4,0.4,0,677.1,463.4,169.4,9.9,5.4,1.4
1995,51359,-999,1,274.6,133,50.2,4.4,1.6,0.4,274.6,133,50.2,4.4,1.6,0.4,207.5,144.2,58.3,2.9,1.6,0.5
1996,51359,-999,1,68.9,64.3,0,1,0.9,0,68.9,64.3,0,1,0.9,0,234.2,204.2,40.6,3,2.3,0.3
1997,51359,-999,1,271.6,13.8,0,5.9,0.2,0,271.6,13.8,0,5.9,0.2,0,898.5,622.3,325.8,12.3,6.3,2.4
1998,51359,-999,1,160.5,97.3,52.6,2.3,1,0.4,160.5,97.3,52.6,2.3,1,0.4,105.6,98.8,93.2,1,0.8,0.7
1999,51359,-999,1,44.7,31.9,0,0.7,0.5,0,44.7,31.9,0,0.7,0.5,0,411.8,324.8,87.6,5.9,4.1,0.8
2000,51359,-999,1,53.1,26.8,0,0.9,0.4,0,53.1,26.8,0,0.9,0.4,0,154.7,50.4,0,2.9,0.7,0
2001,51359,-999,1,134.3,66.4,0,2.2,0.8,0,134.3,66.4,0,2.2,0.8,0,318.1,294.7,232.2,2.6,2.1,1.2
2002,51359,-999,1,376.8,296.5,46.5,5.3,3.5,0.4,376.8,296.5,46.5,5.3,3.5,0.4,432,369.8,190.5,5.4,4.1,1.4
2003,51359,-999,1,299.5,215.2,0,4.9,3.1,0,299.5,215.2,0,4.9,3.1,0,436.1,367.9,134,5.8,4.3,1.2
2004,51359,-999,1,95,29.8,0,1.8,0.5,0,95,29.8,0,1.8,0.5,0,280.3,204.6,93.8,4.1,2.5,0.9
2005,51359,-999,1,155.1,121.1,0,2.5,1.7,0,155.1,121.1,0,2.5,1.7,0,136.6,109.3,72.3,1.6,1,0.6
2006,51359,-999,1,183.6,87,0,3.4,1.3,0,183.6,87,0,3.4,1.3,0,514.5,364.8,67.9,7.8,4.7,0.6
2007,51359,-999,1,136.2,66.5,0,2.4,0.9,0,136.2,66.5,0,2.4,0.9,0,324.9,302.2,201.6,3.3,2.8,1.5
2008,51359,-999,1,109.4,62.6,0,2,0.9,0,109.4,62.6,0,2,0.9,0,208.8,157.9,22.1,3.2,2.1,0.2
2009,51359,-999,1,116,76.7,0,1.9,1.1,0,116,76.7,0,1.9,1.1,0,232.6,163.4,73.9,3.4,2,0.7
2010,51359,-999,1,262.1,112.2,17.4,4.7,1.6,0.2,262.1,112.2,17.4,4.7,1.6,0.2,95.2,95.2,0,1.3,1.3,0
2011,51359,-999,1,199.6,130.3,23.2,3.1,1.7,0.2,199.6,130.3,23.2,3.1,1.7,0.2,378.6,258.2,101.6,5.5,3.1,0.8
2012,51359,-999,1,144.5,83.2,0,2.6,1.3,0,144.5,83.2,0,2.6,1.3,0,447.1,300.4,0,7.2,4.1,0
2013,51359,-999,1,126.3,74.2,0,2,1,0,126.3,74.2,0,2,1,0,153.8,112.3,53.8,2.1,1.3,0.4
2014,51359,-999,1,188.6,140,63,2.6,1.6,0.5,188.6,140,63,2.6,1.6,0.5,283.4,246.6,52.3,4,3.3,0.5
2015,51359,-999,1,263.9,118.8,0,4.7,1.7,0,263.9,118.8,0,4.7,1.7,0,450.7,310.7,55,7.1,4.2,0.5
2016,51359,-999,1,0,0,0,0,0,0,270.5,128,0,5.1,2.1,0,0,0,0,0,0,0
2017,51359,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,51361,-999,1,56.2,9.7,0,2.2,0.3,0,60,9.7,0,2.3,0.3,0,2.8,0,0,0.1,0,0
1982,51361,-999,1,92.2,43.6,0.5,2.8,1,0,97.3,44.2,0.5,3,1,0,87.5,43.1,2.7,2.9,1.2,0.1
1983,51361,-999,1,98.9,79.7,10.8,2.1,1.5,0.1,113.8,86.3,10.8,2.5,1.6,0.1,19,9.7,0,0.7,0.3,0
1984,51361,-999,1,11.4,0,0,0.4,0,0,41,18.2,0,1.2,0.4,0,103.7,49,10.7,3.3,1.2,0.2
1985,51361,-999,1,86.1,48.3,6.7,2.4,1,0.1,98.6,55.7,6.7,2.7,1.2,0.1,10.7,4.9,0,0.4,0.1,0
1986,51361,-999,1,121.6,90,51.8,2.4,1.2,0.4,132.5,93.3,51.8,2.7,1.3,0.4,51.7,24.3,1.7,1.7,0.7,0
1987,51361,-999,1,112.7,87.5,39.6,2.2,1.3,0.4,137.3,106.2,41.9,2.7,1.7,0.4,16.6,4.1,0,0.6,0.1,0
1988,51361,-999,1,43.7,19.3,0.4,1.4,0.4,0,59.1,24.5,0.4,1.8,0.6,0,65.7,37.2,8.4,2,0.9,0.2
1989,51361,-999,1,54.4,19.7,4.7,1.8,0.5,0.1,56.8,19.7,4.7,1.9,0.5,0.1,108.8,55.8,9.2,3.4,1.4,0.2
1990,51361,-999,1,85.1,46.4,9.7,2.5,1,0.1,89.6,49.1,9.7,2.6,1.1,0.1,144,105.8,49.9,3.6,2.2,0.7
1991,51361,-999,1,131.8,77.4,19.1,3.6,1.6,0.3,173.4,113.4,26.4,4.4,2.3,0.4,45.3,24.9,5,1.4,0.6,0.1
1992,51361,-999,1,73.9,49.7,22.3,1.9,0.9,0.3,84.1,58.1,22.3,2.1,1.1,0.3,122.2,64,14.2,3.8,1.6,0.2
1993,51361,-999,1,14.9,5.8,0,0.5,0.1,0,16.4,5.8,0,0.5,0.1,0,136.8,84.7,19.4,4,2,0.3
1994,51361,-999,1,81.3,62.6,19.1,1.7,1.1,0.2,90,67.6,19.1,1.9,1.2,0.2,199.3,116.4,12.5,5.8,2.7,0.2
1995,51361,-999,1,115.5,82.9,29.7,2.7,1.5,0.3,136.2,101.6,30.8,3.1,1.8,0.3,122.8,76.9,15.7,3.4,1.7,0.3
1996,51361,-999,1,78.9,66.7,44.4,1.3,0.8,0.4,78.9,66.7,44.4,1.3,0.8,0.4,121.9,79.7,22.1,3.4,1.8,0.4
1997,51361,-999,1,130.2,90.4,34.4,3.3,1.7,0.3,211.9,164.7,71.2,4.6,2.8,0.7,435.2,280.9,76.8,12.2,6.4,1.1
1998,51361,-999,1,48.8,26.3,4.1,1.4,0.5,0.1,84.1,57.1,20.6,2,1,0.2,54.3,39.4,24.5,1.3,0.7,0.3
1999,51361,-999,1,53.6,30.5,19.8,1.3,0.4,0.2,53.9,30.5,19.8,1.3,0.4,0.2,89.9,37.5,3.6,3.1,1,0.1
2000,51361,-999,1,44.6,33.1,14.4,0.9,0.5,0.1,44.7,33.1,14.4,0.9,0.5,0.1,48.8,26.7,3.4,1.4,0.6,0.1
2001,51361,-999,1,65.5,56.6,43.5,0.9,0.6,0.3,65.9,56.6,43.5,0.9,0.6,0.3,132,94.7,40,3.4,2,0.6
2002,51361,-999,1,60.6,39.3,19.3,1.6,0.8,0.2,92.7,69,44.8,2,1.1,0.5,133,89.8,29.8,3.8,2.1,0.5
2003,51361,-999,1,117.5,92.2,36.4,2.7,1.8,0.5,126.7,99.1,36.4,2.9,1.9,0.5,119.9,85.1,18.4,3.2,1.9,0.3
2004,51361,-999,1,14.8,6.1,0.2,0.5,0.2,0,87.5,75.3,58.4,1.4,0.9,0.6,149.8,101.1,19.1,4.2,2.4,0.3
2005,51361,-999,1,86.5,72.7,36.3,1.6,1.1,0.4,120.5,99.1,37.6,2.3,1.6,0.4,43.4,22.6,2.2,1.4,0.6,0
2006,51361,-999,1,100.6,71,36.9,2.3,1.2,0.4,113.3,82.8,40.7,2.5,1.4,0.5,234.9,144.9,34.1,6.9,3.4,0.6
2007,51361,-999,1,116.8,101.4,54.3,1.9,1.4,0.6,125,108,55.3,2.1,1.5,0.6,96.4,78,49.6,2.1,1.4,0.7
2008,51361,-999,1,94.7,73.7,35.2,1.8,1,0.3,94.7,73.7,35.2,1.8,1,0.3,66.6,39.4,5.7,2,1,0.1
2009,51361,-999,1,43.4,31.8,8.8,1,0.6,0.1,60.9,47.7,12.4,1.3,0.8,0.1,175.9,127.2,44.9,4.4,2.6,0.6
2010,51361,-999,1,133.3,94,26.1,3.3,1.8,0.4,157.9,114.1,32.8,3.7,2.1,0.5,52.2,31.7,8.3,1.6,0.8,0.1
