year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
1982,51371,-999,0,248.6,163.2,10.3,12.4,7.2,0.4,281.8,189.9,12.5,13.8,8.2,0.4,235.4,196.6,115.9,9.5,7.2,3.5
1983,51371,-999,0,159.7,96.8,31.3,7.7,3.9,1,210.6,128.1,31.3,10.2,5.3,1,142.5,86.1,20.5,6.9,3.5,0.6
1984,51371,-999,0,150.8,108.6,66.8,5.4,2.9,1.1,213.3,140.6,69.1,8.4,4.2,1.2,165.2,130.9,82.2,6.4,4.4,2.2
1985,51371,-999,0,341.4,236.3,139.2,13.9,7.6,3.5,403,273.2,139.2,16.9,9.3,3.5,66.7,37.5,0,3.4,1.7,0
1986,51371,-999,0,283.5,222.1,106.4,12.1,8.4,3.1,323.8,242.7,110.5,14.1,9.3,3.2,154.3,71.6,11.1,8.1,3.1,0.4
1987,51371,-999,0,113.2,52.3,18.7,5.9,2.1,0.6,168.6,98.1,21.1,8.3,4,0.7,82.8,61.8,32.1,3.5,2.2,0.9
1988,51371,-999,0,264.9,180.6,88.3,11.6,6.7,2.5,311.2,212.8,106.5,13.7,7.8,3,93.1,60.1,13.3,4.6,2.5,0.4
1989,51371,-999,0,152.5,69.2,22.5,7.8,2.9,0.7,163.2,75.3,22.5,8.4,3.1,0.7,65.2,11.4,0,3.8,0.6,0
1990,51371,-999,0,169.4,95.5,17.3,8.6,4.1,0.6,192.2,106.2,20.7,9.7,4.6,0.7,36.5,26.2,2.9,1.7,1.1,0.1
1991,51371,-999,0,119.7,47.2,3,6.6,2.3,0.1,140.7,61.1,6.9,7.6,2.8,0.2,42.9,17.9,0,2.4,0.9,0
1992,51371,-999,0,83.5,25.7,9.5,4.5,1.1,0.3,114.7,31.8,9.5,6.3,1.4,0.3,12.2,0,0,0.7,0,0
1993,51371,-999,0,200,118.9,30.3,10.1,5.1,0.9,291.2,179.1,50.1,14.2,7.4,1.5,12.8,4.3,0,0.7,0.2,0
1994,51371,-999,0,262.2,168.2,34.1,12.9,7.2,1.1,269.5,169.9,34.1,13.3,7.3,1.1,87.8,36.2,0,4.9,1.7,0
1995,51371,-999,0,218.7,124,26.8,11,5.4,0.9,278.7,154.9,26.8,14.1,6.7,0.9,88.2,41.6,0,4.8,1.9,0
1996,51371,-999,0,141.6,67.4,1.9,7.6,3,0.1,248.7,128.1,12.7,12.8,5.5,0.4,21.3,0,0,1.3,0,0
1997,51371,-999,0,107,43.3,4.8,5.7,2,0.2,177.1,83.2,12.6,9.4,3.8,0.4,237.9,164.7,48.5,11.2,6.8,1.5
1998,51371,-999,0,208.3,168,78.2,8.8,6.4,2.3,277.8,203.9,95.8,12.1,7.8,2.8,29.5,9.8,0,1.7,0.5,0
1999,51371,-999,0,107.9,37.5,0,6.1,1.8,0,147.1,59.2,8.6,7.9,2.6,0.3,106.5,60.1,0,5.6,2.8,0
2000,51371,-999,0,161.5,92.6,31.3,7.7,3.6,0.8,241.7,137.4,35.6,11.8,5.5,0.9,156.7,84.8,4.1,8.3,3.9,0.1
2001,51371,-999,0,198,116.8,27.7,9.7,4.8,0.9,263.3,129.9,27.7,13.3,5.4,0.9,93.4,59.6,12.3,4.6,2.5,0.4
2002,51371,-999,0,355.5,256.4,98.3,16.1,10.1,3,383.4,266.3,98.3,17.6,10.5,3,93.6,56.5,17,4.6,2.3,0.5
2003,51371,-999,0,208.7,150.4,34.4,9.9,6.2,1.1,243.9,163,36.5,11.6,6.7,1.2,8.4,0,0,0.5,0,0
2004,51371,-999,0,152.7,84.8,34.3,7.4,3.3,1,196.9,118.1,47.5,9.4,4.6,1.4,60.2,32.9,5.7,3.2,1.5,0.2
2005,51371,-999,0,229.1,169.3,72.3,9.8,6.2,2,281.8,211.7,97.7,11.9,7.7,2.7,36.2,18,5.5,1.9,0.9,0.2
2006,51371,-999,0,242.9,108.5,7.8,12.8,4.7,0.3,266.8,127.9,14.2,13.9,5.5,0.4,324.3,238.7,112.6,13.3,8.3,2.5
2007,51371,-999,0,169.1,116.9,33.1,8,4.9,1.1,207.4,131.4,33.1,10.1,5.6,1.1,78.9,33.5,3.6,4.3,1.5,0.1
2008,51371,-999,0,140.5,57.7,11.6,7.5,2.5,0.4,200.4,81.4,15.7,10.6,3.5,0.5,49.2,21.1,0,2.6,1,0
2009,51371,-999,0,113.7,63.4,19.6,5.6,2.5,0.6,131,73.1,19.6,6.5,3,0.6,93.3,58.1,2.2,4.8,2.6,0.1
2010,51371,-999,0,279.5,180.6,57.2,12.9,7,1.6,343.4,230.9,69.6,15.6,9,1.9,21.5,3.9,0,1.3,0.2,0
2011,51371,-999,0,96.2,42.2,15.6,5,1.7,0.5,197.9,114.2,38.8,9.6,4.5,1.1,160.9,98.4,33.3,8,4.1,1.1
2012,51371,-999,0,206,127.7,47.8,9.6,4.9,1.4,337.8,217.8,80.6,15.5,8.5,2.4,121.5,72.8,16.2,6.1,3.2,0.5
2013,51371,-999,0,212.8,149.4,95.2,8.4,4.7,2.2,267.3,189,116.1,10.6,6,2.8,78.4,47.4,5.9,3.9,2,0.2
2014,51371,-999,0,113.4,64.2,0,5.8,2.9,0,211.2,137.5,30.4,9.8,5.5,0.8,71.1,45.5,10.6,3.7,2.1,0.4
2015,51371,-999,0,219.5,124,8.1,11.2,5.5,0.3,264.9,141.5,13.1,13.6,6.2,0.4,191.4,99,24.9,9.8,4.2,0.8
2016,51371,-999,0,59.4,54.7,29.7,2.1,1.9,0.9,278.9,160.3,29.7,13.6,6.8,0.9,25.2,9.8,0,1.4,0.5,0
2017,51371,-999,0,34,17,0,1.7,0.7,0,47.5,20.2,0,2.4,0.8,0,33.5,10.7,0,1.9,0.5,0
1981,51372,-999,0,340.3,237.5,103.9,12.6,7.6,2.6,371.3,244.9,103.9,14.2,7.9,2.6,49,17.7,0,2.1,0.6,0
1982,51372,-999,0,210.4,101.8,11.1,8.9,3.8,0.3,272.8,150,18.7,11.4,5.5,0.5,202.3,130.4,38.5,7.8,4.4,1.1
1983,51372,-999,0,195.9,157.2,31.9,7.2,5.3,0.8,294.4,227.6,64.8,10.8,7.4,1.5,151.7,109.4,30.9,5.9,3.9,0.9
1984,51372,-999,0,107.3,66.9,18,4.4,2.4,0.5,177.5,91.1,28.7,7.5,3.2,0.8,154,111.8,0,6.2,4.2,0
1985,51372,-999,0,205.6,154.5,78.2,6.9,4.4,1.8,358.6,286.7,111.5,12.4,8.9,2.7,34.9,21.6,0,1.5,0.8,0
1986,51372,-999,0,150,66.1,0,6.5,2.5,0,257.5,125.4,27.8,10.6,4.2,0.5,31.1,0,0,1.6,0,0
1987,51372,-999,0,132.7,54.8,23.7,5.5,1.8,0.6,232.3,135.6,72.4,8.7,4.2,1.8,130.7,80,53,4.4,2,1
1988,51372,-999,0,226,172,62.2,8.2,5.5,1.6,285.4,210.9,69.4,10.6,6.9,1.7,58.1,24.7,0,2.6,1,0
1989,51372,-999,0,131.4,49.7,0,5.9,1.9,0,169.6,62.5,0,7.6,2.4,0,57.3,24.8,0,2.5,0.9,0
1990,51372,-999,0,226.5,110,14.3,9.6,3.9,0.4,324.5,179,27.2,13.4,6.2,0.6,106,78.1,21.5,3.9,2.6,0.5
1991,51372,-999,0,120,61.8,6.9,5.2,2.4,0.2,176.2,91,6.9,7.6,3.5,0.2,50.1,35,7.2,2,1.3,0.2
1992,51372,-999,0,123.8,72.6,0,5.1,2.6,0,199,118.5,7.4,8.1,4.3,0.2,50.4,25.3,0,2.2,1,0
1993,51372,-999,0,151.6,70.6,35.7,5.9,2.1,0.8,285,138.9,63.9,11.3,4.4,1.6,30.6,8.2,0,1.4,0.3,0
1994,51372,-999,0,205.6,108.6,23.7,8.4,3.6,0.5,292.1,165.1,23.7,12,5.6,0.5,63.5,14.6,0,2.9,0.5,0
1995,51372,-999,0,211.3,119.5,28.3,8.4,3.9,0.7,324.4,189,71.8,12.5,5.9,1.7,61,20.9,6.9,2.7,0.7,0.2
1996,51372,-999,0,123.7,62.2,10.1,5.2,2.3,0.3,302.3,150.2,45,12.3,5,1.2,38.8,24.8,11.9,1.5,0.8,0.3
1997,51372,-999,0,129.3,65.1,0,5.6,2.4,0,294.5,189.5,27,11.5,6.5,0.7,226.8,148.9,44.4,8.6,4.9,1.1
1998,51372,-999,0,143.3,84.4,49.7,5.6,2.7,1.3,242,148.5,70.3,9.2,4.8,1.8,68,32.2,0,2.9,1.2,0
1999,51372,-999,0,136.8,92.3,27.3,5.4,3.2,0.7,234.5,143.1,33.9,9.4,5.1,0.9,89,73.1,0,3.6,2.9,0
2000,51372,-999,0,142,81.2,51,5.6,2.5,1.3,245.6,147.9,69,9.7,4.9,1.8,155.1,70.5,42.7,6.3,2,1
2001,51372,-999,0,161.1,102.1,0,6.7,3.8,0,241,131.4,6.8,10.1,4.8,0.2,46.8,14.8,0,2.2,0.6,0
2002,51372,-999,0,285.6,175.2,75.6,10.9,5.5,1.9,365.7,244.1,101.3,13.6,7.7,2.5,126.5,93.2,18.7,4.8,3.2,0.5
2003,51372,-999,0,185.9,101.4,59,7.2,3,1.5,264.4,147.4,65.8,10.3,4.7,1.7,40,14.9,0,1.8,0.6,0
2004,51372,-999,0,196.6,121.4,32,7.7,4.1,0.9,254.2,170.6,47.9,9.8,5.8,1.3,52.2,24.3,0,2.3,0.9,0
2005,51372,-999,0,177.7,122.5,80.6,6.2,3.5,2,301,200,99.3,10.8,6,2.4,38.2,19.1,0,1.6,0.7,0
2006,51372,-999,0,227.9,84.1,0,10.2,3.1,0,303.9,120.5,0,13.4,4.4,0,260.8,202,115.8,8.4,5.6,2.3
2007,51372,-999,0,174.6,125.6,37.3,6.6,4.2,1,256.1,148.3,37.3,10.3,5.1,1,57,28.1,0,2.4,1,0
2008,51372,-999,0,113.6,43.5,0,5.1,1.8,0,202.4,98.7,9.8,8.8,3.8,0.3,48.4,27.6,0,2,1,0
2009,51372,-999,0,77.5,30.8,0,3.6,1.3,0,121.7,38.4,0,5.5,1.6,0,108.1,67.8,19.3,4,2.1,0.4
2010,51372,-999,0,254.6,149.1,65.1,10,4.9,1.8,350.6,207.8,65.1,13.9,7.1,1.8,32.3,0,0,1.6,0,0
2011,51372,-999,0,81.5,12.4,0,3.8,0.5,0,204.6,110.4,32.3,8.2,3.7,0.9,118.3,45.8,0,5.3,1.7,0
2012,51372,-999,0,249.5,155.8,35,10.1,5.4,0.8,420.8,255.4,46.3,17.2,9.2,1.1,210.5,140.5,52.1,7.5,4.1,1.1
2013,51372,-999,0,210.3,130.6,72.8,7.7,3.9,1.8,277.8,167.8,84.7,10.4,5.1,2.1,102.9,36.6,0,4.4,1.4,0
2014,51372,-999,0,129.4,92.2,15.1,5.1,3.3,0.4,296.2,227,75.6,10.9,7.6,1.9,50.8,29.3,0,2.1,1.1,0
2015,51372,-999,0,240.7,138.6,35.2,9.6,4.8,1,321.9,185.3,43.3,13,6.5,1.2,132.2,78.2,27.1,5.6,2.8,0.8
2016,51372,-999,0,95.7,73.6,61.7,3,2,1.6,353.3,224,61.7,13.7,7.7,1.6,123.1,51.3,36.9,4.8,1.4,0.8
2017,51372,-999,0,47.3,14.1,0,2.1,0.6,0,128.6,79.4,53.8,4.9,2.6,1.6,38.9,35,0,1.4,1.2,0
1981,51375,-999,0,360.2,285.5,204.2,13.3,8.9,5.5,454.3,343.6,213.7,17.6,11.3,5.8,69.5,52.3,22.4,3.1,2.1,0.7
1982,51375,-999,0,252.7,176.1,83.6,10.9,6.4,2.3,350.2,244.2,104.2,15.3,9.1,2.9,171.7,82.9,12,9,3.8,0.4
1983,51375,-999,0,223.4,160.2,35.3,10,6.4,1,296.7,194.9,46.7,13.7,7.7,1.3,97.3,76,22.9,4.4,3.1,0.8
1984,51375,-999,0,189.1,143.8,34.4,8.3,5.7,1,322.4,233.4,52.1,14.4,9.3,1.5,55.7,12.4,0,3.2,0.6,0
1985,51375,-999,0,278,206,110.3,11.6,7.3,3.3,352.2,257.4,136.1,14.6,9.1,4.1,10.1,1.4,0,0.6,0.1,0
1986,51375,-999,0,324.3,249.9,169.4,12.3,8,4.5,398.3,299.7,176.7,15.8,10,4.8,39.2,21.8,0,2,1,0
1987,51375,-999,0,137.8,66.6,11.3,7.2,2.8,0.3,217.5,122.6,26.2,11,5.2,0.8,101.5,90.5,85.3,2.5,1.9,1.7
1988,51375,-999,0,353.3,262.7,96,14.9,9.6,2.1,461.3,311.9,102.7,20.3,11.7,2.3,119.1,76.6,11.8,5.7,3.1,0.4
1989,51375,-999,0,162,107.1,50.4,7.3,4.1,1.6,218.9,142.6,71.6,9.8,5.4,2.3,46.5,26.9,0,2.4,1.2,0
1990,51375,-999,0,139.7,74.1,25.4,6.5,2.8,0.7,198.7,83.7,25.4,9.7,3.2,0.7,29.2,12.2,0,1.5,0.5,0
1991,51375,-999,0,310.4,183.3,48.8,14.7,7.4,1.5,323.4,184.6,48.8,15.5,7.4,1.5,47.8,29.1,0,2.4,1.3,0
1992,51375,-999,0,130.8,71.7,5.7,6.6,3.1,0.2,283.1,107.5,5.7,14.9,4.8,0.2,25.9,6.4,0,1.5,0.3,0
1993,51375,-999,0,199.7,122.1,14.7,9.8,5.3,0.5,267.7,163.3,16.8,12.9,6.9,0.5,26,8.3,0,1.5,0.4,0
1994,51375,-999,0,362.4,225.8,52.6,16.9,8.9,1.4,378.6,229.7,52.6,17.8,9.1,1.4,118.6,34.1,0,6.6,1.5,0
1995,51375,-999,0,226,147.5,32.7,10.5,5.9,1,265.8,162.9,37.9,12.5,6.6,1.2,23.1,8.9,0,1.3,0.4,0
1996,51375,-999,0,212.3,130.8,6.4,10.7,5.9,0.2,253.2,145.5,8.3,12.9,6.5,0.3,64.6,34.2,5.2,3.3,1.5,0.2
1997,51375,-999,0,257.5,131.2,15.2,12.9,5.6,0.5,290.8,159.5,15.2,14.5,7,0.5,258.1,165.9,52.9,12.1,6.8,1.7
1998,51375,-999,0,182.2,127,38.7,8.1,4.9,1,236.6,164.7,52,10.5,6.3,1.4,13.7,1.7,0,0.7,0.1,0
1999,51375,-999,0,175.1,37.2,0,9.9,1.8,0,188.7,37.2,0,10.8,1.8,0,95.8,53.4,0,4.9,2.4,0
2000,51375,-999,0,69.6,33.2,3.9,3.6,1.5,0.1,102,48,5.6,5.3,2.2,0.2,83,29.9,0,4.6,1.4,0
2001,51375,-999,0,86.5,47.5,0,4.6,2.2,0,133.1,54.3,0,7.2,2.5,0,54.1,39.4,29.4,2.1,1.2,0.8
2002,51375,-999,0,343,254.7,122.1,14.6,9.3,3.6,396.6,269.6,122.1,17.5,10,3.6,137.9,68.5,22.4,7,2.8,0.7
2003,51375,-999,0,238.7,148.7,43.6,11.3,6.1,1.1,325.1,188.4,54.8,15.5,7.6,1.4,49.8,33.1,14.7,2.2,1.2,0.5
2004,51375,-999,0,167.4,105.4,7.1,8.2,4.5,0.2,187.2,108.6,7.1,9.4,4.7,0.2,32.3,3,0,1.9,0.2,0
2005,51375,-999,0,220.8,144.9,76.6,9.5,5.2,2.2,267.2,170.4,82.2,11.8,6.2,2.3,2.6,0,0,0.1,0,0
2006,51375,-999,0,277.3,192.5,19.9,13.2,8.3,0.6,324.3,219.9,28.7,15.4,9.4,0.9,422.3,343.4,204.3,15.6,11.1,5
2007,51375,-999,0,209.8,128.8,41.6,9.9,5.1,1.1,271.2,163.4,44.1,13,6.7,1.2,74.2,54.4,3.5,3.6,2.5,0.1
2008,51375,-999,0,175,92.3,18.3,8.6,3.8,0.5,264.3,134.9,26.1,13,5.5,0.7,95,29.8,13,4.9,1.2,0.4
2009,51375,-999,0,163,102.2,11.4,7.8,4.3,0.4,176.9,106.1,11.4,8.6,4.4,0.4,102.1,63.2,14.2,4.8,2.5,0.5
2010,51375,-999,0,208.8,87.6,6.7,11,3.8,0.2,266.4,109.2,8.6,14,4.8,0.3,24.1,4.2,0,1.3,0.2,0
2011,51375,-999,0,85.7,19.7,0,4.8,0.9,0,201.9,83.2,20.3,10.4,3.5,0.6,139,101.9,51.1,6.1,3.9,1.6
2012,51375,-999,0,238.6,142.8,32.9,11.1,5.6,1,347.6,209.8,34.8,16.5,8.6,1,209.4,159.1,57.2,9,6,1.4
2013,51375,-999,0,243.7,144.7,14,11.8,6.2,0.4,267.8,148.8,14,13.1,6.4,0.4,66.2,48.4,4.7,3.2,2.1,0.2
2014,51375,-999,0,181.6,63.6,0,9.9,2.9,0,327.1,132.6,17.4,17.3,5.8,0.5,70.7,30.3,0,4,1.6,0
2015,51375,-999,0,258.1,138,34.5,12.5,5.5,1.1,309.2,178.4,36.7,14.9,7.3,1.1,210.2,93.2,20.9,10.7,3.7,0.5
2016,51375,-999,0,125.5,71.4,31.3,5.8,2.7,1,579.7,393.4,72.1,26.9,16.2,2.4,73.1,41.5,0,3.6,1.8,0
2017,51375,-999,0,21.2,6.2,0,1,0.3,0,32.2,6.2,0,1.7,0.3,0,148.6,125.6,50.5,6.2,4.9,1.5
1981,51378,-999,0,282.4,185,36,10.5,6.1,0.9,282.4,185,36,10.5,6.1,0.9,17.3,0,0,0.8,0,0
1982,51378,-999,0,160.3,81.6,4.1,6.1,2.6,0.1,202,101.9,10.3,7.7,3.2,0.3,205.9,138,31.8,7.2,4.3,0.9
1983,51378,-999,0,145.1,104.3,21.6,5,3.3,0.5,215.8,145.8,55.3,7.2,4.3,1.2,113.3,76.9,8.9,4.2,2.6,0.2
1984,51378,-999,0,76.7,60.3,16.7,2.8,2,0.5,120.7,71.7,16.7,4.6,2.4,0.5,108.9,53.6,0,4.3,1.8,0
1985,51378,-999,0,240.7,159.8,48.5,8.3,4.7,1.1,379.1,256,72,13.1,7.8,1.7,41.5,19.6,0,1.7,0.7,0
1986,51378,-999,0,60.3,5.6,0,2.6,0.2,0,175.6,70.3,21.2,6.6,2.1,0.4,15.9,7.2,0,0.6,0.2,0
1987,51378,-999,0,126.8,30,0,5.3,1.1,0,265.6,122.6,55.4,9.8,3.6,1.2,87.3,65.5,39,2.7,1.7,0.8
1988,51378,-999,0,185.8,130.6,4.4,6.7,4.3,0.1,271.1,178.6,10.3,9.8,5.9,0.3,45.5,14.8,0,1.8,0.6,0
1989,51378,-999,0,167.5,76.6,0,6.7,2.7,0,210.2,90.1,0,8.4,3.1,0,80.4,44.4,0,3,1.4,0
1990,51378,-999,0,181.5,92.5,17.3,6.9,3.1,0.5,238.2,142.9,42,8.5,4.4,0.9,107.4,94.7,49.2,3.2,2.6,1
1991,51378,-999,0,123.9,55.7,15.7,4.6,1.7,0.4,220.2,118.7,20.1,8.1,3.8,0.5,38.9,18.1,5.9,1.4,0.6,0.2
1992,51378,-999,0,103.6,48.7,0,4,1.6,0,197.1,104.7,15.2,7.3,3.4,0.4,54,23.4,0,2.1,0.8,0
1993,51378,-999,0,98.2,35,5.9,3.9,1.2,0.2,245.6,139.8,24.8,9.1,4.5,0.6,59.6,32.9,23.1,2,0.8,0.5
1994,51378,-999,0,179.5,108.4,13.8,6.6,3.4,0.3,304.4,215,24.2,10.6,6.6,0.5,64.5,19.3,0,2.5,0.6,0
1995,51378,-999,0,173.9,122.4,37.8,5.8,3.5,0.9,312.9,211,71.5,10.4,6,1.5,59.1,35,11.5,2.1,1,0.3
1996,51378,-999,0,114.4,43.7,0,4.7,1.7,0,316.4,175.7,90.3,10.7,4.6,1.7,38.2,15.9,5.3,1.5,0.5,0.2
1997,51378,-999,0,102.3,28.6,0,4.2,1,0,307,184.4,65.6,10.4,5.1,1.4,225.1,151.2,17.9,8.1,4.8,0.5
1998,51378,-999,0,105.9,78.1,22.6,3.7,2.5,0.6,229.3,158.1,73.9,7.6,4.4,1.6,72,25.9,0,2.9,0.9,0
1999,51378,-999,0,97.1,62.2,42.6,3.1,1.5,0.8,204.9,107.4,53.7,7.2,2.9,1.1,72.8,53.5,4.2,2.6,1.8,0.1
2000,51378,-999,0,109.3,51.3,21.9,4,1.5,0.5,187,103.6,28.8,6.9,3.3,0.6,132,78.3,50.1,4.5,2,1
2001,51378,-999,0,149.6,100.7,14.7,5.5,3.2,0.3,277.9,155.6,40.5,10.2,4.8,1.1,28.4,5.9,0,1.2,0.2,0
2002,51378,-999,0,234.1,146.5,17.8,8.7,4.8,0.4,330.6,224.8,51.6,11.7,6.9,1.2,159,134.1,36.2,4.9,3.9,0.7
2003,51378,-999,0,173.7,84.3,51.2,6.5,2.3,1.2,299.8,160,68.3,10.9,4.6,1.6,27.5,16.2,0,0.9,0.5,0
2004,51378,-999,0,193.3,119.3,9.8,6.9,3.7,0.2,270.2,183.5,50.8,9.1,5.4,1.2,89.4,51,19.6,3,1.4,0.4
2005,51378,-999,0,173.9,94,50.9,6.2,2.6,1.1,342.7,216.1,93.5,11.4,5.8,1.9,20.2,12.9,0,0.8,0.5,0
2006,51378,-999,0,164.2,94.6,12.5,6.1,3.1,0.3,248.4,163.2,23.4,8.9,5.2,0.5,202.4,131,66.2,6.9,3.7,1.5
2007,51378,-999,0,114.6,65.2,18.3,4.3,2.1,0.5,224.9,120.5,31.6,8.4,3.8,0.8,47.3,17.9,0,1.9,0.6,0
2008,51378,-999,0,60.3,22.9,0,2.6,0.9,0,107.7,58.7,0,4.4,2.2,0,37,17.7,0,1.4,0.6,0
2009,51378,-999,0,53.1,6.6,0,2.2,0.2,0,123.9,26.5,0,5.1,0.9,0,127.1,90.4,56.1,3.8,2.1,1
2010,51378,-999,0,198.7,118,44.4,6.9,3.5,1.1,304.8,191.5,67.8,10.4,5.6,1.5,21.9,3.1,0,0.9,0.1,0
2011,51378,-999,0,73.4,22.7,0,2.9,0.8,0,196.1,91.6,9.8,7.3,2.8,0.2,117.6,79.2,18.3,4,2.3,0.4
2012,51378,-999,0,140.4,84,6.5,5.3,2.7,0.2,298.9,183.8,6.5,11.1,6.1,0.2,190.3,116.6,55.6,6.3,3.2,1.2
2013,51378,-999,0,168.3,104.8,44.4,6,3.1,1.1,248.6,155,44.4,9,4.8,1.1,110,46.8,4.7,4.2,1.5,0.1
2014,51378,-999,0,143.3,94.9,31.7,5,2.8,0.8,315.7,243.6,123.5,9.8,6.6,2.7,53.4,38.2,0,2,1.4,0
2015,51378,-999,0,205,92.1,33.8,7.7,2.8,0.8,307.5,153.4,59.6,11.3,4.5,1.3,114.3,69.1,6.1,4.3,2.4,0.2
2016,51378,-999,0,87,62.5,33.4,2.8,1.8,0.9,218.8,109.3,33.4,8.2,3.4,0.9,194.4,149,102.5,5.4,3.3,2
2017,51378,-999,0,61.1,15.1,8.8,2.6,0.4,0.2,170.3,73.6,31.8,6.4,2.2,0.8,52.4,43.7,0,1.9,1.5,0
1981,51382,-999,0,112.2,84.1,55.3,3.3,2.1,1.2,115.4,84.1,55.3,3.5,2.1,1.2,0,0,0,0,0,0
1982,51382,-999,0,147,49.6,0,5.8,1.7,0,229.5,92.2,0,8.7,3,0,132.8,77.2,10.2,4.5,2.3,0.2
1983,51382,-999,0,143.1,91.6,24.2,4.7,2.6,0.5,213.9,134.7,50.1,7,3.7,1.1,45.1,11.9,0,1.7,0.3,0
1984,51382,-999,0,29.8,20.5,0,1.1,0.7,0,71.4,58.5,17.1,2.2,1.7,0.4,67.2,22.2,0,2.6,0.7,0
1985,51382,-999,0,130.1,80.4,12.6,4.4,2.3,0.3,305.6,216.3,43.2,10.1,6.2,1,2.6,0,0,0.1,0,0
1986,51382,-999,0,42.1,0,0,1.9,0,0,163.6,61,4.5,6.3,1.9,0.1,0,0,0,0,0,0
1987,51382,-999,0,65,46.3,0,2.3,1.6,0,171,101.2,22.1,6,3.1,0.6,36.9,36.9,6.7,1,1,0.2
1988,51382,-999,0,162.9,118.1,30.3,5.2,3.4,0.7,287.2,209.6,43.2,9.5,6.2,0.9,31.5,21.4,0,1.1,0.7,0
1989,51382,-999,0,74.6,41,5.8,2.7,1.2,0.1,172.3,64.4,5.8,6.5,2,0.1,71.3,44.8,4.8,2.5,1.3,0.1
1990,51382,-999,0,132.6,64,0,5,2.1,0,231.1,123.2,23.3,8.3,3.8,0.5,79.7,66.3,41,2.3,1.7,0.9
1991,51382,-999,0,57.7,7.8,0,2.3,0.3,0,219.3,126.6,64.6,6.6,2.8,0.9,19.6,7.7,0,0.8,0.2,0
1992,51382,-999,0,105.5,70.4,0,3.5,2.1,0,266.1,152.8,31.1,8.8,4.3,0.7,29.7,14.3,0,1.1,0.5,0
1993,51382,-999,0,38.3,0,0,1.6,0,0,158,67.2,11.3,5.6,1.9,0.3,6.8,3.5,0,0.3,0.1,0
1994,51382,-999,0,212.5,176.1,63.5,6.3,4.8,1.3,411.3,272.2,81.3,13.2,7.5,1.7,100,48.9,0,3.6,1.6,0
1995,51382,-999,0,167.3,91.9,5.8,6,2.9,0.2,330.3,177.9,19.4,11.6,5.5,0.4,66.7,34.4,10.6,2.1,0.8,0.2
1996,51382,-999,0,77.3,15,0,3.1,0.5,0,307.4,168,30.7,10.4,4.7,0.7,19.4,8.4,0,0.7,0.2,0
1997,51382,-999,0,86.2,19.6,0,3.5,0.7,0,333.6,185.3,60.1,11.2,5.2,1.2,167.2,89.1,17.7,5.7,2.6,0.4
1998,51382,-999,0,85.1,51.1,12.3,2.9,1.4,0.3,238.8,140.7,40.9,8.1,4,1,32.7,12.6,0,1.2,0.4,0
1999,51382,-999,0,38.3,4.5,0,1.7,0.2,0,206.3,98.1,5.7,7.6,3,0.1,81.5,34.1,9.2,3,0.9,0.2
2000,51382,-999,0,27.2,0,0,1.2,0,0,171.4,71.5,5.7,6.4,2.3,0.2,53,7.9,0,2.1,0.3,0
2001,51382,-999,0,147.7,109,9.2,4.7,3.2,0.2,270.2,193.9,9.2,8.7,5.7,0.2,63.4,19.5,0,2.3,0.6,0
2002,51382,-999,0,270.6,207.9,73.6,8,5.5,1.7,405.8,293.5,124.8,11.8,7.3,2.5,152.7,130.6,61.6,4.1,3.2,1
2003,51382,-999,0,240.7,110.7,22.2,8.4,3.3,0.5,477.7,250.5,22.2,16.6,7.6,0.5,53.4,38.7,0,1.8,1.2,0
2004,51382,-999,0,249.3,191.6,102.7,7.2,4.9,2.1,407.5,291.3,133.2,12.5,7.7,2.7,74.7,54.8,17.6,2.3,1.5,0.4
2005,51382,-999,0,183.2,135.5,17.3,5.8,3.8,0.4,389.8,295.6,78.4,11.9,8.1,1.6,29.5,22.6,0,0.9,0.6,0
2006,51382,-999,0,149.5,118.1,51.9,4.5,3.2,1,299.3,221.6,92.5,9,5.8,1.7,234,175.1,95.2,6.8,4.3,1.9
2007,51382,-999,0,184.7,125.8,29.1,5.8,3.5,0.6,401.5,239.1,53.4,13.4,6.8,1.1,23.5,3.9,0,1,0.2,0
2008,51382,-999,0,67,39.2,23.8,2.3,1.1,0.6,213.4,109.5,34.3,7.7,3.3,0.8,105.2,79.2,38.2,3.2,2.1,0.8
2009,51382,-999,0,103.1,42.6,6,3.7,1.3,0.2,156.8,83.9,19.4,5.5,2.5,0.4,135.3,111.8,42.6,3.8,2.9,0.9
2010,51382,-999,0,191.7,133.4,43.2,5.9,3.6,0.9,343.2,220.9,86.6,10.7,5.8,1.8,35.6,11.9,0,1.3,0.4,0
2011,51382,-999,0,140.7,77.9,24.8,4.8,2.1,0.5,288.1,143.5,29.3,10.1,4.1,0.6,135.2,76.8,27.7,4.5,2.2,0.6
2012,51382,-999,0,288.6,162.7,35.1,9.7,4.7,0.8,375.6,192.9,35.1,13.1,5.7,0.8,209,128.6,63.1,6.4,3.3,1.3
