year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
1994,51347,1,0,0,0,0,0,0,0,0,0,0,0.2,3.2,0,2.2,0.1,1.9,1,2.8,0.5,3.3,1.2,2.4,1.1,1.1,1,2.8,0.7,2.7,0.7,2.4
1995,51347,1,0,0,0,0,0,0,0,0,0,0,1,2,0.4,3.5,1.9,2,1,1,1,2,0.6,3.5,0.9,1.7,0.2,2.4,0,0.3,1.9,2.2
1996,51347,1,0,0,0,0,0,0,0,0,0,0,1.7,1.9,0.9,1.4,0.2,1,1,1.9,1.7,3.2,1.1,2.4,1,1.1,0.9,3.9,0.9,1.4,1,2.1
1997,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0,1.5,1,1.1,1.2,1.9,1,2,1.2,2.1,1,1.1,0.3,2.8,0.3,1.3,0.3,3
1998,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.7,0.7,2,1,1.9,1,1.2,0.7,3.4,1.3,2.9,1,1.1,0.6,3,0,1.3,2,3
1999,51347,1,0,0,0,0,0,0,0,0,0,0,0.8,2,0.6,1.4,0.5,2.8,1,2.1,0.8,2.9,1,1.4,1.1,1.1,1,2.1,0.2,1.9,1,1.1
2000,51347,1,0,0,0,0,0,0,0,0,0,0,1.6,2.3,1,2.3,0.8,2.2,1,1.8,1,2,1,2.5,1,1.7,0.7,2.4,0.3,1.9,0.9,3
2001,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.2,1,1.4,0.1,2,1,2.1,1.3,2.6,1.5,1.9,1,1.1,0.6,2.7,1,1.9,0.1,1.8
2002,51347,1,0,0,0,0,0,0,0,0,0,0,0.8,2.6,1,1.7,1,1,1.1,2.9,1,1.9,0.9,2.3,1.2,2.5,0.5,1.7,0.7,2.7,0.6,1.9
2003,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.4,0.4,2.3,1,1.5,1,1.8,1.1,3,0.7,2.9,1.2,1.4,0.2,2.4,0.1,2.4,1,2
2004,51347,1,0,0,0,0,0,0,0,0,0,0,0.9,1.7,0.9,1.8,0.7,2.7,1,1.6,1.2,3.2,1.4,2.1,0.9,1.2,1,2.2,0.6,2.9,0.9,2.2
2005,51347,1,0,0,0,0,0,0,0,0,0,0,1.2,2,0.5,2.1,1,3.4,1.1,1.2,1.5,2.7,0.4,3.2,1,1.7,0,2.9,0.5,2,1,1.2
2006,51347,1,0,0,0,0,0,0,0,0,0,0,0.2,1.8,0.6,1.9,0.9,2.1,1,1.1,1.2,2.6,1,1.6,0.9,1.9,1,1.9,0.2,2.2,1.1,1.9
2007,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.9,0,2,1,2.1,1,1.7,1,1.1,1.7,2.3,1.2,1.3,0.1,2.1,1.2,2.2,0.6,2.2
2008,51347,1,0,0,0,0,0,0,0,0,0,0,1,1,0.1,2.2,0.9,2.5,1,1.2,1.3,2.1,1,1.9,1,1.2,1.9,2.2,1,2.2,1.1,2.9
2009,51347,1,0,0,0,0,0,0,0,0,0,0,1.6,2,0.3,3.1,0,2.2,1,1.2,1,1.8,1,1.9,1,1.8,1.2,2,0,0.2,0.9,2
2010,51347,1,0,0,0,0,0,0,0,0,0,0,0.2,1.4,1.1,2.3,0.3,2.7,1,1,1,2.2,1,1.9,1.2,1.6,0.8,2.2,0,0.7,1,1.8
2011,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.9,0.9,1,1.1,2,1,3.6,1,1.9,1.1,2,1,1.6,1.8,2.2,0.1,1.2,1,2.3
2012,51347,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1.1,1,2,1,2.3,1.8,2.7,1.4,2.9,1,1.2,0.9,3,0.1,2.2,0.7,1.4
2013,51347,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.1,1.1,1.3,3.1,1.9,2.2,1.7,2.7,0.9,2.6,1.1,1.1,0.7,3.2,0.2,3.1,1,2
2014,51347,1,0,0,0,0,0,0,0,0,0,0,0.9,3.1,0.1,1.2,0.7,2.6,0.7,3.1,1,3.9,1.2,2.2,1.3,1.6,0.2,3,0.1,3.4,1,1.5
2015,51347,1,0,0,0,0,0,0,0,0,0,0,0.6,1.9,0,1.4,0.8,2.1,1,1.7,0.9,3.7,1.8,2.2,0.9,1.4,0.6,2,0,1.5,1.5,2
2016,51347,1,0,0,0,0,0,0,0,0,0,0,1.8,2,1,1.2,1.8,2,1,1,1,2.2,0,0.4,1,1.5,0.6,1.4,0.9,2.1,1,1.3
2017,51347,1,0,0,0,0,0,0,0,0,0,0,1,2,1.2,1.2,1,1.2,1,1.1,1.5,2.7,1,2.1,0.6,1.3,1.1,2.2,1,3.4,0.9,2.4
1981,51348,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0.7,1,1,1,1,1,1.2,1,1.1,1,1.1,0.7,2.2,0.7,1.9,0.8,2.3
1982,51348,1,0.1,0,0,0,0,0,0,0,0,0,1,2,0.4,2,0.9,1.9,1,1,1,1.1,1,1.1,1,1,1.3,2.1,0.8,2,0.8,2.1
1983,51348,1,0.5,0,0,0,0,0,0,0,0,0,1.4,1.6,1,1.6,1,1.5,1,1,1,1.3,1.1,1.1,1,1,1,1.4,0.7,2.2,1,2.1
1984,51348,1,0.2,0,0,0,0,0,0,0,0,0,1.2,1.3,0.7,2.7,1.3,1.3,1,1,1.1,1.1,1,1.1,1,1,0.9,2.1,0.5,1.6,1.2,2.6
1985,51348,1,0.2,0,0,0,0,0,0,0,0,0,1,2,0,2.5,1.2,1.5,1,1,1,1.2,1,1,1,1,0.7,2.4,0.8,2.2,1.1,2.1
1986,51348,1,0.4,0,0,0,0,0,0,0,0,0,1.5,3,0.1,1.8,1,1.2,1,1,1.1,1.1,1,1.1,1,1,1.2,1.7,1.1,2.2,1.1,1.9
1987,51348,1,0.3,0,0,0,0,0,0,0,0,0,1.8,2.3,0,3,1.3,1.6,1,1,1,1,1,1.1,1,1,1.3,1.5,1.3,2.6,0.9,2.4
1988,51348,1,0.5,0,0,0,0,0,0,0,0,0,0.9,2.1,0.4,1.5,1.1,1.2,1,1,1.1,1.2,1,1.1,1,1,1,1.9,0.5,2.5,1,1.9
1989,51348,1,0.5,0,0,0,0,0,0,0,0,0,1,2,0.3,2,1,1.9,1,1,1.1,1.1,1,1.1,1,1,0.9,2.4,0.6,2,0.9,2
1990,51348,1,0,0,0,0,0,0,0,0,0,0,0.1,2.5,0.7,1.4,1,1.2,1,1,1.1,1.2,1,1.1,1,1,1.6,2.1,0.9,2.2,1,1.4
1991,51348,1,0.4,0,0,0,0,0,0,0,0,0,1.5,2.3,1.2,2.3,1.1,1.5,1,1,1,1.2,1,1.1,1,1,1.1,2.5,0.7,2.2,0.7,2.8
1992,51348,1,0.7,0,0,0,0,0,0,0,0,0,1,2,0.5,2.8,1,1.2,1,1.1,1,1.1,1,1.1,1,1,1,1.9,1,2,0.2,2.4
1993,51348,1,0.5,0,0,0,0,0,0,0,0,0,1,2.1,0.9,2.1,1.1,1.3,1,1.1,1,1.2,1,1.1,1,1,1,1.2,0.9,2,1,2.5
1994,51348,1,0.8,0.2,0,0,0,0,0,0,0,0,1.2,2.7,0.8,3,1.3,1.5,1,1,1,1.2,1.1,1.1,1,1,1.1,2.3,0.7,2.3,1,1.8
1995,51348,1,0.2,0.1,0,0,0,0,0,0,0,0,1,3,0.5,2.6,1,1.4,1,1,1,1.2,1,1.1,1,1,1,1.5,0.7,2.3,0.8,3.1
1996,51348,1,0.4,0.2,0,0,0,0,0,0,0,0,1.2,2.2,1.1,2.7,1,1.5,1,1.1,1,1.2,1,1.1,1,1,1,2.8,1,2.2,1.4,2.3
1997,51348,1,0.5,0,0,0,0,0,0,0,0,0,1.3,2.2,0.1,1.5,1,1,1,1,1,1.2,1,1.1,1,1.2,0.4,2.6,0,1.2,0.2,2.9
1998,51348,1,0.4,0.2,0,0,0,0,0,0,0,0,1.1,2.1,1,2.1,1,1.4,1,1,1,1.1,1,1.1,1,1,1.4,1.9,0.6,2.7,1.1,2.1
1999,51348,1,0.5,0,0,0,0,0,0,0,0,0,1.5,2.5,1.2,2.6,1,1,1,1.1,1,1.2,1,1.1,1,1,1.4,2.4,1,2.6,1.1,2.3
2000,51348,1,0,0,0,0,0,0,0,0,0,0,1.1,1.9,1,2.1,1,1.1,1,1,1.1,1.2,1,1.1,1,1,1.1,1.8,0.5,2.6,0.9,2.9
2001,51348,1,0.2,0.2,0,0,0,0,0,0,0,0,1,1.1,0.2,3.2,1,1.3,1,1,1,1.1,1,1.1,1,1,1,1.8,0.9,2.6,1.5,2.4
2002,51348,1,0.5,0,0,0,0,0,0,0,0,0,1.3,2.8,0.9,1.6,1,1.7,1,1,1,1.1,1,1.1,1,1,1,1.4,1,1.8,0.4,2.9
2003,51348,1,0.5,0,0,0,0,0,0,0,0,0,1,1.2,0.9,1.5,1,1.1,1,1,1,1.1,1,1.1,1,1,1.1,2.4,0.7,1.9,1,2
2004,51348,1,0.8,0.2,0,0,0,0,0,0,0,0,1.7,2.3,0.3,2.4,1.1,1.2,1,1,1,1.1,1,1.1,1,1,1.2,2,0.7,3,0.9,2.3
2005,51348,1,0.1,0.1,0,0,0,0,0,0,0,0,1.5,1.8,1,2.9,1,2,1,1,1.1,1.2,1,1.2,1,1,1,2.8,0.6,2.8,1,2.1
2006,51348,1,0.4,0.2,0,0,0,0,0,0,0,0,1.3,2.8,0.9,2.1,1,1.2,1,1,1,1.1,1,1.1,1,1,1,2,0.2,2.3,1,2.7
2007,51348,1,0.5,0,0,0,0,0,0,0,0,0,1.4,2.4,1.3,2.5,1.1,1.3,1,1,1,1,1,1.1,1,1,0.7,2.8,0.8,1.6,1.1,2.1
2008,51348,1,0.4,0.2,0,0,0,0,0,0,0,0,1,2,1.1,2.7,1,1.3,1,1,1,1.1,1,1,1,1,0.8,3,1,1.7,1,2
2009,51348,1,0.4,0,0,0,0,0,0,0,0,0,1,1,0.9,2.5,1,1.3,1,1,1,1,1,1,1,1,1.1,2.2,1,1.1,1.1,2.6
2010,51348,1,0,0,0,0,0,0,0,0,0,0,0.6,2.6,1.5,1.7,1,1.4,1,1,1,1.2,1,1.1,1,1,0.9,2.3,0.8,2.7,1,1.7
2011,51348,1,0.3,0.5,0,0,0,0,0,0.2,0,0,1.1,1.8,1.7,2,1.2,1.2,1,1.1,1,1.1,1,1.1,1,1,1.5,2.2,0.8,2.6,1.2,1.3
2012,51348,1,0.3,0.2,0,0,0,0,0,0,0,0,1.2,2.2,0.2,2.1,1,1.3,1,1.1,1.1,1.2,1,1.1,1,1,1.3,2.8,1.5,2.3,0.7,2.8
2013,51348,1,0.2,0,0,0,0,0,0,0,0,0,1,1.7,0.8,2.2,1,1.5,1,1,1,1.1,1,1,1,1,1,1.6,0.7,2.9,0.9,2.8
2014,51348,1,0.7,0,0,0,0,0,0,0.1,0,0,1,2.9,1,2.5,1,1.6,1,1.1,1,1.2,1,1.1,1,1,0.9,2.6,0.8,2.6,0.9,1.7
2015,51348,1,0.5,0.1,0,0,0,0,0.2,0,0,0.2,1,2,0.3,2.8,1,1.3,1,1,1,1.1,1,1.1,1,1,1.7,1.9,1,2.3,1.4,2.7
2016,51348,1,2.3,0.5,0,0,0,0,0,0.1,0,0,1,1.3,0.7,2.6,2,2,1,1.3,0.8,2.3,1,1.2,1,1.1,1,1,1,1,1,1
2017,51348,1,3.2,1,0,0,0,0,0,0.1,0,0,1,1.1,1,1,1,1,1,1,1.4,2.8,1.2,1.3,1.4,2.1,0.6,3,1.1,1.8,1.9,2
1981,51349,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.6,0.9,1.3,1,1.3,1.1,2,1,2.3,1.6,1.7,0.5,2.4,0,1.2,0,0.9
1982,51349,1,0,0,0,0,0,0,0,0,0,0,1,2,0.5,2,0.6,2.7,1,1.2,1,2.4,1,2.5,1.1,1.2,0.9,2.1,0.5,2,0.1,2.3
1983,51349,1,0,0,0,0,0,0,0,0,0,0,1.2,1.4,0.3,2.6,0.8,3,1.1,1.4,1.2,2.3,1.6,2.3,0.9,2.1,1,1.7,0.5,1.8,0.8,2
1984,51349,1,0,0,0,0,0,0,0,0,0,0,1.8,2.1,0.1,2,1.5,1.7,1.3,1.3,1,2.2,1.2,1.2,1.5,1.6,0.8,2.9,0,1.1,0.9,2.4
1985,51349,1,0,0,0,0,0,0,0,0,0,0,1,2,0.4,1.4,1.2,2,1.1,1.4,1.3,2.3,1,1.1,1.1,1.6,0.7,2.1,0.3,2.3,0.8,2.1
1986,51349,1,0,0,0,0,0,0,0,0,0,0,0.7,3,0.1,1.6,1.1,1.9,1.1,1.3,1,2.5,1,2.6,1,1.5,1,1.4,0,1.2,0.6,2.5
1987,51349,1,0,0,0,0,0,0,0,0,0,0,1.1,2.7,0,2.7,1.2,1.9,1.1,1.3,1.8,2.4,1,2.6,1,1.7,1.1,1.9,0.7,2.2,0.9,2.3
1988,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.5,0.1,2.3,0.9,1.9,1,1.5,1.1,2.5,1.1,1.3,1.4,2,1,2.4,0.2,1.5,0.4,2
1989,51349,1,0,0,0,0,0,0,0,0,0,0,0.8,2.7,0.8,1.5,1,2.1,1.1,1.3,1.6,2.4,1,2.5,1.1,1.9,1,2.2,0.1,0.9,1,1.8
1990,51349,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,1.7,0.9,1.6,1,1.2,1.3,2.4,1.1,2.1,1,1.3,0.6,3.5,0.6,2.1,1,1.4
1991,51349,1,0.2,0,0,0,0,0,0,0,0,0,2,2.2,1.1,2.1,1,2.6,1,1.4,1,2,0.9,2.2,0.9,2,0.9,3.1,0.5,1.8,0.2,2.8
1992,51349,1,0,0,0,0,0,0,0,0,0,0,1,2.2,0.3,2.7,1,1.9,1.1,1.4,1.7,2.1,0.9,2.7,1,1.5,0.7,2.1,0.4,2.1,0.2,2.5
1993,51349,1,0,0,0,0,0,0,0,0,0,0,1,2.7,0.7,1.8,1.6,2.7,1.1,1.5,1.5,2.6,1.1,2.1,1.1,1.9,1.1,2.1,0.6,2.2,0.8,2.1
1994,51349,1,0,0,0,0,0,0,0,0,0,0,0.8,3.1,0.3,3,0.8,2.2,0.9,1.6,1.1,2.7,1.1,1.9,1.1,1.6,0.9,2.5,0.2,2.8,0.9,2
1995,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.7,2.4,1.3,2.1,1,1.3,1.2,2.3,1.7,2.8,1,2,1,1.6,0.3,2.1,1,2.9
1996,51349,1,0,0,0,0,0,0,0,0,0,0,1.1,2.6,0.9,1.6,0.8,2.1,1.1,1.3,1.6,2,1,2,1,1.5,1.1,3.1,0.7,1.5,1,2.9
1997,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.4,1.8,1.2,1.2,1,1.4,1,1.9,1.2,1.9,1,1.7,0.5,2.8,0,1.5,0,2.1
1998,51349,1,0,0,0,0,0,0,0,0,0,0,0.9,1.9,0.8,1.4,1.2,2.4,1,2,1,2.6,1.3,2.3,1,2.1,0.8,3.2,0.2,2,1.2,2.5
1999,51349,1,0,0,0,0,0,0,0,0,0,0,1,2.1,1,1.7,1.3,2.2,1,1.4,1.5,2.4,1.4,2.4,1.1,1.5,1,2.6,0.3,2.2,0.7,2.4
2000,51349,1,0,0,0,0,0,0,0,0,0,0,1.1,1.9,1,1.9,0.9,2.2,1.1,1.3,1.3,1.9,1,2.5,1,1.4,1,2.1,0.8,1.9,0.7,3
2001,51349,1,0.2,0,0,0,0,0,0,0,0,0,1,1.1,0.8,2.4,1,1.9,1,1.3,1.4,2.1,1.7,2.3,1,1.7,0.9,2.4,1.1,1.8,1,2.1
2002,51349,1,0,0,0,0,0,0,0,0,0,0,1,2.2,0.9,1.9,1,1.9,1,1.6,1.2,2.7,1,2.3,1.1,2.1,1,1.9,0.5,2.5,0.5,2.2
2003,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.9,1.6,1,1.5,1.1,1.2,1,2,1.5,2.8,1.1,1.5,1.1,1.8,0.6,2.1,0.9,2.1
2004,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.7,0.5,1.8,1,2,1,1.4,1,2.5,1.2,1.6,1.2,1.6,0.6,3.2,0.8,3,1,1.6
2005,51349,1,0,0,0,0,0,0,0,0,0,0,1,2.1,1,2.3,1,1.9,1,1.1,1.2,2.2,0.8,2.7,1,1.5,1,3.3,0.4,2.7,1,1.9
2006,51349,1,0,0,0,0,0,0,0,0,0,0,0.9,2.8,0.7,2.4,1,1.7,1,1.2,1.4,2.4,1.2,1.5,1,1.3,1,2.3,0,1.5,0.2,1.8
2007,51349,1,0,0,0,0,0,0,0,0,0,0,1.3,2.2,0.4,2.7,1.1,2,1.1,1.4,1.1,1.4,1.8,1.8,1,1.2,0.7,2.8,1,2.3,1,2.1
2008,51349,1,0,0,0,0,0,0,0,0,0,0,0.8,1.7,0.9,2.6,1,2.6,1.1,1.3,1.2,2.1,1.4,1.9,1,1.3,1,3.3,1,1.6,1,1.8
2009,51349,1,0,0,0,0,0,0,0,0,0,0,1.5,1.7,0.9,2.4,0.9,2.2,1.2,1.2,1,2.2,1.2,1.7,1.1,1.6,1.3,2.1,0.4,1.8,0.3,2
2010,51349,1,0,0,0,0,0,0,0,0,0,0,0.3,1.4,1.8,1.9,0.9,2.1,1,1.3,1.4,2.3,1.3,1.9,1.2,1.6,0.9,1.8,0.4,1.8,1.1,2.1
2011,51349,1,0,0,0,0,0,0,0,0,0,0,1,1.8,1,2,1.6,2.5,1.1,1.3,1.1,1.8,1.2,1.8,0.9,2,1.4,1.7,0,1.9,1.1,2.1
2012,51349,1,0.7,0,0,0,0,0,0,0,0,0,1.1,1.8,0.2,2.4,1.4,2.1,1,1.3,1.7,2.1,1.6,2.8,1.1,1.5,1.5,3,0.6,2.5,0.8,2.1
2013,51349,1,0,0,0,0,0,0,0,0,0,0,0.9,1.8,0.9,1.5,1.1,3,1.1,1.3,1.3,2.5,1.2,2,1,1.4,1.1,3,0.4,2.6,1,2.2
2014,51349,1,0,0,0,0,0,0,0,0,0,0,0.8,2.9,0.8,2.7,1,2.2,1,1.6,1.5,3,1.7,2,0.9,2.3,0.7,3,0.6,2.5,1,1.8
2015,51349,1,0,0,0,0,0,0,0,0,0,0,0.7,2.6,0,2.3,1,1.3,1,1.3,1.2,2.8,1,2.3,0.7,1.9,0.9,2.1,0.2,1.7,1.1,2.4
2016,51349,1,2.6,0,0,0,0,0,0,0,0,0,1.2,1.8,1.2,1.9,2,2,1,1,1,1.9,0.5,2.2,1,2.2,1.1,1.2,1,1.3,1.1,1.1
2017,51349,1,2.6,0,0,0,0,0,0,0,0,0,1,2.3,1.6,2,1,1.4,1.1,1.4,0.9,2.5,1.3,2,0.8,1.9,0.6,2.4,0.8,3.3,1,2
1981,51351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,1,1.3,1,1.5,1,1.8,0.9,2.4,1.6,1.6,0.4,2.5,0,1.4,0,1.1
1982,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.6,0.3,2.3,0.4,2.8,1,1.8,1,2.1,0.9,1.8,1,1.1,0.6,2.1,0.6,2.3,0,2.5
1983,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.6,2,0.7,3.2,1.2,1.7,1.5,2.1,1,2.1,0.9,1.8,1,2.2,0.9,1.6,0.9,2.4
1984,51351,1,0,0,0,0,0,0,0,0,0,0,1.8,2,0,2,1,1.1,1.4,1.4,1,2.3,1,1.2,1.4,1.6,0.4,3.3,0,1.1,0.9,2.4
1985,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.6,0.5,1.1,0.9,2.3,1.1,2.1,1,1.5,1.1,1.2,1,1.3,0.6,2.2,0.3,1.9,0.8,2.2
1986,51351,1,0,0,0,0,0,0,0,0,0,0,0.8,3,0.3,1.7,1.5,1.7,1,1,1.2,2.1,0.9,2.6,1,1.5,1.1,1.3,0,1.1,0.5,2.5
1987,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.3,0,2.7,0.6,2.3,1.1,1.2,1.4,2.1,1,2.7,1,1.5,1.1,1.6,0.1,1.8,0.5,3.1
1988,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.4,0.2,2.2,0.7,2.8,1.1,2.1,1,1.8,1,1.3,1,2.2,1,2.4,0.7,2.1,0.2,2.1
1989,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.8,1,1.7,0.8,2.6,1.2,1.9,1.2,1.8,1.1,2.3,1.1,1.7,1,2.4,0.4,1.9,1,1.3
1990,51351,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,1.4,1,2,1,1.8,1.3,1.9,1.1,1.9,1,1.1,0.4,3.1,0,1.4,1,2.2
1991,51351,1,0.3,0,0,0,0,0,0,0,0,0,1.6,1.9,1.7,1.9,0.8,2.6,1,1.8,1,2.1,0.8,2.5,0.9,1.8,1,2.9,0,1,0,3
1992,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0,2.5,1,2,1.4,2,1.6,1.8,0.7,2.4,1,1.6,1.2,2.7,0,1.3,0.1,2.7
1993,51351,1,0,0,0,0,0,0,0,0,0,0,0.8,2.8,0.9,1.6,1.5,2.8,1,2.2,1.2,2.1,1,2,1,1.2,1,2.1,0.1,2.8,1,1.6
1994,51351,1,0,0,0,0,0,0,0,0,0,0,0.9,2.9,1,2.4,1,2.1,1,1.9,1.1,1.9,1.5,1.7,1.3,1.4,0.9,2.2,0.2,2.9,0.6,2.2
1995,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.9,2.1,0.8,3,1.3,1.7,1.3,1.7,1.6,2.2,1,1.5,1,1.4,0.1,2.4,1.5,2.5
1996,51351,1,0,0,0,0,0,0,0,0,0,0,0.9,2.4,1,1,0.9,2.1,1.1,1.5,1.4,1.6,1,2.1,1,1.4,1,3.2,0.3,1.4,0.9,2.7
1997,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.5,1.7,1.2,1.3,0.9,2,1,1.8,1.2,2,1,1.4,0.4,3,0.4,1.9,0.1,1.9
1998,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.9,1.3,1,2.2,1,1.9,1.1,1.9,1.1,1.8,0.9,2,0.9,2.8,0.1,2.6,0.7,3.4
1999,51351,1,0,0,0,0,0,0,0,0,0,0,0.5,2.2,1,2.4,1.5,2.6,1.1,1.9,1,2.2,1.1,2.3,1.1,1.4,1.1,2.1,0.5,2.2,0.4,2.1
2000,51351,1,0,0,0,0,0,0,0,0,0,0,1,2.2,1,1.7,0.9,2.9,1.2,2.1,1.2,1.6,1,2.1,1,1.3,1.1,2.6,0.9,1.6,0.9,2.2
2001,51351,1,0.3,0,0,0,0,0,0,0,0,0,1,1.1,1,2.5,0.9,2.3,1.1,1.7,1.1,1.8,1.5,1.8,1.2,1.4,1,2.4,0.8,1.5,0.4,2.1
2002,51351,1,0,0,0,0,0,0,0,0,0,0,0.7,2.6,0.3,2.6,1,2,1.1,2,0.9,2,1,2.2,1.2,1.9,0.8,2.4,0.4,2.8,0.7,1.7
2003,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.3,0.9,1.6,1,1.6,1,1.6,1,1.5,1.5,2.5,1.2,1.5,1.1,1.6,0.4,1.7,0.4,2.7
2004,51351,1,0,0,0,0,0,0,0,0,0,0,1.9,2,0.3,1.9,0.8,2.2,1.1,1.8,1,1.7,1.3,1.4,1.2,1.4,0.3,3.7,1.1,2.6,1,1.9
2005,51351,1,0,0,0,0,0,0,0,0,0,0,1,2,0.8,1.7,0.7,1.9,1,1.2,1,1.4,1,1.6,1,1.3,0.9,2.9,0.1,2.2,1,2.3
2006,51351,1,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0.3,3,1,2,1.3,1.7,1.1,1.6,1.1,1.7,1,1.2,0.9,2.5,0.3,1.2,0.3,1.1
2007,51351,1,0,0,0,0,0,0,0,0,0,0,1.1,2.1,0.4,2.6,0.9,1.9,1.1,1.5,1,1.2,1.5,1.7,1.2,1.4,0.9,2.4,0.4,2.5,0.5,2.5
2008,51351,1,0,0,0,0,0,0,0,0,0,0,0.7,1.7,0.4,2.9,0.8,3.2,1.2,2,1,1.7,1.4,1.7,1,1.4,0.9,3.5,1,2,1,2
2009,51351,1,0,0,0,0,0,0,0,0,0,0,1.2,1.6,0.9,2.3,1,2,1.5,1.7,1,2,1.3,1.8,1.1,1.3,0.6,2.2,0.2,2.4,0,1.9
2010,51351,1,0,0,0,0,0,0,0,0,0,0,0.8,1.1,0.9,2,0.5,2.6,1.1,1.5,1.1,1.3,1.2,1.6,1.1,1.3,0.7,2,0.6,1.6,1,2
2011,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.7,1.1,2.6,1.4,2.8,1.2,1.4,1,1.3,1.1,1.7,1,1.7,1.1,1.1,0,1.9,0.5,2.3
2012,51351,1,0.3,0,0,0,0,0,0,0,0,0,1,1,0.1,2.3,1.5,2.4,1,1.8,1.2,1.8,1.4,2.7,1,1.3,1.1,3,1,2.2,0.7,2.1
2013,51351,1,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0.9,1.2,0.6,3.4,1.1,2,1.1,1.8,1.1,1.8,1,1.1,1.4,2.9,0.3,2.8,1,2.1
2014,51351,1,0,0,0,0,0,0,0,0,0,0,0.6,2.7,0.6,2.6,0.8,2.9,1.1,2.3,1.2,2.2,1.2,1.9,1,1.7,1,2.5,1,1.9,0.9,1.5
2015,51351,1,0,0,0,0,0,0,0,0,0,0,1,1.6,0,2,1,1,1,1.7,1,2.1,1,1.8,0.9,1.5,0.6,2.9,0.4,2.3,0.9,2.1
2016,51351,1,0.8,0,0,0,0,0,0,0,0,0,1.3,2,1,1.2,2,2,1,1.1,1,2,0.5,2.7,0.8,3,1.2,1.8,1,1.7,1,1.3
2017,51351,1,0.5,0,0,0,0,0,0,0,0,0,1,2.3,1.2,1.5,1,1.1,1,1.1,1.2,2.3,1.8,2.4,0.5,2.2,0.2,2.6,1.5,2.5,1,2
1981,51352,1,0.5,0,0,0,0,0,0,0,0,0,0.6,1.4,0.1,1,1.1,1.4,1,1.1,1.2,1.8,1,1.6,1,1,0.8,2.5,1,2.3,1.1,2.5
1982,51352,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0,1.8,0.9,2.8,1,1.1,1.3,1.6,1,1.4,1.1,1.1,1,2.1,1,1.6,0.8,2.5
1983,51352,1,0.6,0,0,0,0,0,0,0,0,0,1,1.5,1,2.3,1,2.1,1,1.2,1,2,1.1,1.9,1.1,1.3,1,1.6,0.9,2.3,1,1.9
1984,51352,1,0,0,0,0,0,0,0,0,0,0,1.5,1.9,0.4,2.6,1.7,1.7,1,1.1,1.2,1.8,1,1.1,1,1.2,0.9,2.1,0.8,2,1.8,2.1
1985,51352,1,0.1,0,0,0,0,0,0,0,0,0,1,1.7,0,2.3,1.2,2,1.1,1.2,1.2,1.8,1.1,1.2,1,1.2,0.9,2.5,0.5,2.8,1.1,2.2
1986,51352,1,0,0,0,0,0,0,0,0,0,0,1.4,2.3,0,2.1,1,1.7,1.2,1.3,1.1,1.8,1.2,1.4,1,1,1,2.5,0.9,2.6,1.1,2.3
