year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
1997,51382,0,0,0,0,0,0,0,0,0,0,0,1,1.8,0,0.8,0.2,2.5,0.1,2.1,1,1.6,1,1.7,0,3.7,0.1,1.7,0,1.3,0.6,2.1
1998,51382,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1.5,0.2,1.1,1,1.1,0.1,1.8,0,2,0.1,1.7,0,0.8,0.8,2.5,1,3.1
1999,51382,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2,0,1.8,0.7,2.2,0.7,1.5,0.1,1.3,0.4,1.8,0.7,2.3,0.2,1.7,0,2.4,0.8,2
2000,51382,0,0,0,0,0,0,0,0,0,0,0,0.8,2.8,0,1.9,0.6,1.3,0.2,2.2,0,1.7,0.1,2,0.4,2.5,0.1,1.9,0,2.4,1,1.7
2001,51382,0,0,0,0,0,0,0,0,0,0,0,0.1,2.7,0,1,0.4,1.4,0.3,1.4,0,2.5,0,1.3,0.4,2.2,0.4,1.6,0.9,1.8,1.6,2
2002,51382,0,0,0,0,0,0,0,0,0,0,0,0.7,1.4,0,2.5,0.5,1.6,0.4,2.1,1.3,2.1,0.3,1.3,0.2,2.6,0,2.6,0,2.7,0.2,2.5
2003,51382,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,2,0,0.8,0.4,1.7,0.7,1.8,0.4,1.6,0.6,1.4,0.3,1.7,0.7,2.2,1.4,1.7
2004,51382,0,0,0,0,0,0,0,0,0,0,0,1.1,2.2,0,0.8,1,1,1.3,2.3,1,1.7,0,0.5,0.7,1.7,0.5,2.6,0,2.7,1.6,2.2
2005,51382,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0.3,2,0,0.3,0.1,1.5,0,1.8,0,1.9,1,2.7,0.8,1.8,0.9,2.2,1,1
2006,51382,0,0,0,0,0,0,0,0,0,0,0,0.1,1.9,0,0.6,0.1,1.9,0.6,1.4,0,2.6,0,1.7,0,2,1,1.4,0.5,1.2,0.7,2.2
2007,51382,0,0,0,0,0,0,0,0,0,0,0,1.3,2.4,0.3,2,0.1,2,0,1.9,0.8,1.4,0,0.7,0,1.7,0.7,2.7,0.4,2.2,1,2.2
2008,51382,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,1.5,0.3,1.4,0.1,1.9,0,1.9,0,1.6,0,1.6,0.2,1.5,1,1.3,1.2,1.7
2009,51382,0,0,0,0,0,0,0,0,0,0,0,1,1.6,0.2,1.7,0,1.8,0.4,3.2,0,3.2,0.5,2,0.7,1.3,0.4,1.9,0.8,2.3,0.8,2.2
2010,51382,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0,1,0,1.7,0,1.7,0.7,1.8,0,1.3,0,0.9,0,2.3,0.4,3.2,0.7,3.1
2011,51382,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.9,1.9,0.6,1.7,0.1,1.7,0.4,1.6,0,0.9,0,1,0.5,2.4,0.8,1,0.4,2.4
2012,51382,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0,0,0,1.3,0.4,1.2,0,1.3,0,1,0,1.8,0.3,2,0.7,1.1,1,1.5
2013,51382,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.6,0.4,1.7,0,1.3,0,0.9,0,1.7,0.6,1.3,0,1.8,1.4,2.6
2014,51382,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,3,0.2,1.5,0.2,2,0.2,2.4,0.1,0.6,0.2,1.4,0.3,1.7,0.1,2,0.9,2.2
2015,51382,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2,0,1,0.4,1.3,0,2.4,1,1.5,0.2,2.6,0.1,2.9,0.4,1.3,0.2,1.9,0.4,2.4
2016,51382,0,0,0,0,0,0,0,0,0,0,0,1.7,2,0.8,2.7,1.4,2,1.2,1.3,0,1,0,0,0,0.8,1,1,1,1,0.6,1.8
2017,51382,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.6,2.6,1,2.3,0.1,1.6,1,1.3,1.2,3.2,0,2.1,1,2,1,1.8,0.8,2.6
1981,51385,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.8,0.3,2.6,1,2.1,0,0.3,0,1,0.1,2.5,0.3,3.7,1,2.1,1.2,2.8
1982,51385,0,0,0,0,0,0,0,0,0,0,0,1,2,0.2,1.8,0,1.5,0.9,1.1,0.8,2,0.3,2.1,0.2,3.1,0.5,2.2,1,1,0.9,1.5
1983,51385,0,0,0,0,0,0,0,0,0,0,0,1.3,2.8,0.8,1.8,0.5,2,1,2.6,0,2.4,0,0,0,3.2,0.2,2,0.5,3,1,1.8
1984,51385,0,0,0,0,0,0,0,0,0,0,0,1.2,1.5,0,2.9,1.4,2,0,2.2,0.3,2.7,0,2.2,1,1.9,0.1,3,0,2.2,1,2.2
1985,51385,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0,1.4,0.3,1.1,1.9,2,0.6,2,1,1.2,0.6,2.4,0.6,3.1,0.2,2.9,1.2,2.9
1986,51385,0,0,0,0,0,0,0,0,0,0,0,0.2,2.1,0,1.9,0.3,1.4,0,2.2,0.7,3.2,0.9,2.3,1.8,2.2,0.9,2.7,0.3,2.7,1.4,3.2
1987,51385,0,0,0,0,0,0,0,0,0,0,0,1,2,0.9,2.1,0,0.3,0.5,1.4,0.6,2.3,0.4,1.4,1.1,1.5,0.9,2.5,1,2.7,1,1.5
1988,51385,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.2,0.6,2,1,2,0,2.2,0,0.7,0.4,1.7,0.2,2.1,0.9,2.9,1.2,2.6
1989,51385,0,0,0,0,0,0,0,0,0,0,0,0.6,2.2,1,2,1,2.9,0.4,3.3,0.3,2.6,0.2,2.7,0.8,1.9,1.2,3.6,1,1.2,1,2
1990,51385,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2,1.1,2.8,0.6,2.2,0.5,3.1,0,2.5,1.2,2.1,1.7,3,1,1.1,1.8,2
1991,51385,0,0,0,0,0,0,0,0,0,0,0,1.9,2,0.8,2.3,0.1,1.2,0.6,1.8,0.3,2,0.3,2.1,1,1.1,0.3,2.5,1,2.4,0.9,2.6
1992,51385,0,0,0,0,0,0,0,0,0,0,0,1.2,2.2,0.8,1.2,0.6,2,0.2,2.6,0,2.6,0.1,1.7,1.1,1.8,0.3,2,0.5,2.7,0.5,2.8
1993,51385,0,0,0,0,0,0,0,0,0,0,0,0.8,3,1,1.6,0,1.4,1,1.4,0.7,1.6,0.5,1.8,0.1,1.5,0.5,2.4,0.7,1.6,0,3.4
1994,51385,0,0,0,0,0,0,0,0,0,0,0,0.8,2.2,0.1,1.5,0.1,1.6,0.5,2,0,1.8,0.6,2.1,1.1,2,0.5,2.2,0,2.6,0.3,2.7
1995,51385,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0.3,2.2,1,2.2,0.1,1.6,0.4,1.5,0.9,3.2,1,1.1,0.5,2.6,0.3,3,1.5,2.8
1996,51385,0,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0.2,3,0.4,3,1,1,0.1,2.1,0.6,1.7,0.8,1.9,1,2.9,0,2.6,1,2.4
1997,51385,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1.2,1.5,0.8,2.1,1,1.9,1,1.5,0.6,2.6,0.2,2.1,0,1.3,0.7,2.7
1998,51385,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0,3.9,0,2.1,1,1,0.4,2.1,0.3,2.8,0.3,2.3,0.3,2.7,0.6,3.1,1.9,2.2
1999,51385,0,0,0,0,0,0,0,0,0,0,0,0.9,1.8,0.2,2.4,0.3,2.7,0.4,2.7,0.8,2.3,1,2.3,0.1,2.9,0.5,1.3,0.8,2.9,1.2,1.6
2000,51385,0,0,0,0,0,0,0,0,0,0,0,1.3,1.4,0,3.2,0.7,1.5,0.3,2.2,0,3.1,0.5,2.5,0.2,3.8,0.1,2.4,0.1,2.1,1,2.2
2001,51385,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0.5,2.1,0.7,1.8,1,2,0.6,3,0,2.5,1,1.8,0.6,2.1,1.3,1.8,0.7,3.4
2002,51385,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0.1,2.7,0.6,1.6,1.2,2.8,0.5,2.3,0.5,2,0.3,2.9,0.6,2.5,0.2,3,1,1.2
2003,51385,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0.5,1.5,0.1,1.9,0,2.6,0.8,2.5,0.4,1.7,0.7,2,0.6,2.5,0.9,2.1,1,2
2004,51385,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,0,1,1,1.1,1.3,2.3,1,1.7,0.6,2.4,1.3,1.4,0.5,2,0.1,2.9,0.2,3.6
2005,51385,0,0,0,0,0,0,0,0,0,0,0,0.3,3,0.7,2.6,0,0.6,0.1,2.5,1,1.4,0,2,0.5,2.5,1,3.1,1,1.8,1,1
2006,51385,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,0.3,1.6,0.7,2.5,1.3,2,0,1.8,0,2.7,0.1,2.2,1,1.2,0.7,1.9,0.9,2.1
2007,51385,0,0,0,0,0,0,0,0,0,0,0,1.1,2.5,0.4,2,0.3,3,0.1,1.1,1,1.3,0.2,1.8,0,1.6,0.4,2.5,0.3,2.9,0.7,2.4
2008,51385,0,0,0,0,0,0,0,0,0,0,0,0.4,1.8,0,3,0,2.4,0.7,2,0,2.3,0.1,2.3,0,2.6,0.2,2,1,1,1.2,2
2009,51385,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.8,3.2,0,2.2,0.4,2.4,1,2.7,0.2,2,0.5,2.2,0.8,2.2,0.6,2.1,0.9,2
2010,51385,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0.7,1.4,0,1.6,0.8,2,0.5,1.5,0.4,2,0.1,2.7,0,1.9,0.8,2.6,1,2.7
2011,51385,0,0,0,0,0,0,0,0,0,0,0,1.2,2.1,1,1,0.6,2.4,0.3,2.7,0.6,2.4,0,1.7,0,1.5,0.8,2.1,1,1,1,1
2012,51385,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.5,0,1.5,0.5,2.1,0,1.5,0,2,0.3,2,0.4,2.6,1,2.2,1,1.1
2013,51385,0,0,0,0,0,0,0,0,0,0,0,0.1,1.9,0,0.2,1,1.2,0.5,2,0.2,2,0,1.9,1.1,1.9,0.8,1.7,0,2.8,0.6,2.8
2014,51385,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0.8,2,0,3.8,0,2,0.6,3.3,0.3,1.4,1.2,1.6,0.3,1.9,0.9,2,0.8,2.4
2015,51385,0,0,0,0,0,0,0,0,0,0,0,0.1,3.3,0,1,0.7,2.4,0.7,2.8,1,1,0.8,2.4,0.5,2.2,0.7,2.3,0.1,2.8,1.1,2.9
2016,51385,0,0,0,0,0,0,0,0,0,0,0,1,1.9,1.2,2.3,1.9,2,1,1,0.2,1.9,0,1,0,1.4,1,1.3,1,1,0.6,1.2
2017,51385,0,0,0,0,0,0,0,0,0,0,0,0.4,2.2,1,2.1,1,1.4,0,2.6,0.9,1.3,0.7,2.7,0.3,2.9,0.9,3,0.5,2.8,0.9,2.1
1981,51386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0.4,1.4,1,1.2,0.4,1.6,0.5,1.4,0.7,1.8,0.1,3.5,0.1,2.4,0.8,2.5
1982,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0.1,1.4,0.2,2,0.1,3.4,0.8,2.8,0.4,2,0.3,2,0,2.1,0,1.6,0.7,2.7
1983,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.5,0.9,1.9,0.1,0.9,0.2,1.9,0.7,2.3,0.6,1.1,0.3,2.3,0.5,2.4,1.7,2.3,1,2.3
1984,51386,0,0,0,0,0,0,0,0,0,0,0,1.3,1.6,0.2,2.3,0.9,2.6,1.3,2.3,0.6,1.7,0.3,1.6,0.9,2.7,0.1,2.4,0,1.7,1,2.1
1985,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,2,0,0.9,0.2,1.6,1.2,2.3,0.9,2.3,0.5,2.5,0.6,2.5,0.2,2.8,0.1,2.6,1,2.7
1986,51386,0,0,0,0,0,0,0,0,0,0,0,1.1,2.1,0,0.8,0.6,1.7,0.2,2.3,1.2,2.2,0.6,2.5,1.3,2.6,0.9,2.1,0,2,1.1,2.7
1987,51386,0,0,0,0,0,0,0,0,0,0,0,1.2,2.1,0.1,3.1,0.1,2.3,0.5,1.5,1.1,2.2,0.5,2.5,1.1,2.3,0.3,2.6,0.2,2.8,0.7,2.8
1988,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,1.9,0,1.2,1,1.7,1,1.9,0.1,2.5,0.7,2.5,0.7,2,0.6,2.2,0.7,1.2,1,2.1
1989,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.5,1,1.7,1,2.3,0.8,2.8,0.6,2.2,1.3,2.3,0.9,1.9,0.2,2.2,0.4,1.8,1,1.6
1990,51386,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,1.7,0.7,2.2,0.8,2.6,0.8,2.5,1,2.5,0.9,2.3,0.2,2.7,0.1,1.9,0.9,2.1
1991,51386,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,0.4,2.5,0.5,2,0.8,1.8,1,2.4,0.9,1.9,0.5,2.6,0.8,2.5,0.7,1.7,1,2.3
1992,51386,0,0,0,0,0,0,0,0,0,0,0,1.6,2.3,0.2,2.1,0.9,2.2,0.1,2.3,0.3,1.7,0.5,2.1,0.8,2.2,0.2,2.3,0.4,2.3,0.5,2.7
1993,51386,0,0,0,0,0,0,0,0,0,0,0,0.8,2.8,1,1.8,0.5,1.9,1,1.6,0.3,2.7,0.4,3.1,0.8,2.3,0.4,3.1,0.1,2.5,0.6,2.3
1994,51386,0,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0.5,1.4,0.5,2.1,0.9,2.1,0.5,2.6,0.3,2.3,0.9,2.1,0.3,1.9,0.1,2.1,0.5,3
1995,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,0.6,2.6,0.6,1.7,0.4,2.2,1,1.4,0.9,2.1,0.8,1.4,0.4,1.8,0.2,2,0.3,2.6
1996,51386,0,0,0,0,0,0,0,0,0,0,0,0.8,2.1,0.7,1.7,0.3,2.2,1,2,0.6,2.5,0.9,1.4,0.6,2.3,0.3,2.5,0.4,2.2,0.7,3.5
1997,51386,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.6,1,2,0.9,2,1,2.2,1,1.5,0.4,3,0.1,1.4,0.2,1.5,0.8,2.1
1998,51386,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,2.6,0.3,2,1,1.2,0.4,2.6,0.4,2.9,0.7,2.5,0.5,2.3,0.2,2.7,0.6,3.4
1999,51386,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.1,2,0.6,2.8,0.3,2.3,1.3,2.1,0.8,2.3,1,2.8,0.5,2.6,0.2,1.8,0.8,2.5
2000,51386,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0.1,3.9,0.3,2.4,0.1,2.5,0.6,2.6,0.8,2.5,0.2,3.1,0.9,2.1,0.6,2.1,0.8,3
2001,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0.8,1.4,0.4,2.1,0.8,2,0.8,2.6,0.4,1.6,0.5,2.6,1.1,1.7,0.6,1.5,0.6,3.2
2002,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,1.6,0.7,1.9,1.1,1.2,0.8,2.3,0.3,2.6,0.2,2.9,0.1,3.2,0,1.6,0.4,2.3,1,1.4
2003,51386,0,0,0,0,0,0,0,0,0,0,0,1,1.6,0.4,2.2,0.3,1.5,0.7,2.3,0.7,1.6,1,2.1,0.1,2.7,0.1,2.1,0.3,2.4,0.9,2.7
2004,51386,0,0,0,0,0,0,0,0,0,0,0,1.4,2,0.2,1.7,1,1,1.1,2.3,0.7,2.5,0.4,2.6,1,2.2,0.1,2.7,0.2,2.2,0.2,2.4
2005,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,2,0.5,2.1,0.4,1.7,0.6,2,0.7,2.3,0.5,2.5,0.9,2.4,0.3,2.6,0.3,2.1,1,1.1
2006,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0,1.8,0.1,2.4,0.1,2.2,0.6,2.3,0.6,2.2,0.2,2.2,0.7,1.9,0.5,1.2,0.7,2
2007,51386,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0.4,2,0.8,2.3,0.7,1.8,0.9,1.3,0.6,1.8,0.6,1.9,0.2,2.2,0.1,1.8,0.6,2.9
2008,51386,0,0,0,0,0,0,0,0,0,0,0,0.8,1.6,0,2.3,0.1,2.5,0.8,1.8,0.6,2.5,0.6,2.3,0.1,2.2,0.6,1.9,1,1.5,0.7,2.4
2009,51386,0,0,0,0,0,0,0,0,0,0,0,1.2,1.5,0.6,2.7,0.1,2.4,1.1,2,0.6,2.8,1.6,2.5,0.3,1.9,0.4,2.2,0.2,1.6,0.5,2
2010,51386,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0,2.2,0.4,2.2,0.3,2.2,0.9,2.4,0.3,1.9,0.1,1.8,0,1.9,0.4,2.5,1,2.4
2011,51386,0,0,0,0,0,0,0,0,0,0,0,1,1.9,0.9,1.8,1.2,2.2,0.6,2,1,1.7,0.3,2.4,0.5,1.7,1.4,2.4,0.9,1.3,1,1.7
2012,51386,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.3,0.2,1.7,0.9,2.3,0.2,2.5,0.4,2.2,1,2.4,0.4,2.4,0.7,1.9,1,1.3
2013,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0,0,0.6,2.2,0.9,2.2,0.4,2.1,1.1,1.9,0.7,2.3,0.3,2.8,0.3,3.1,1,1.9
2014,51386,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0.1,2.5,0.3,2.3,0.1,2.4,0.1,4.4,0.8,2,1,1.5,1.2,2.1,0.4,2.3,0.9,2.4
2015,51386,0,0,0,0,0,0,0,0,0,0,0,0.4,2.3,0,1,0.5,1.8,0.9,2.3,0.4,2.8,0.7,2.6,0.4,2.6,0.8,1.8,0.5,1.9,1.3,2.4
2016,51386,0,0,0,0,0,0,0,0,0,0,0,1.1,2.1,0.9,2.7,1.9,2,1.1,1.4,0.6,2.1,0,1.4,0.7,1.8,1,1.2,0.9,1.4,0.8,1.8
2017,51386,0,0,0,0,0,0,0,0,0,0,0,0.7,2.3,1.4,2,1.6,1.8,0.8,1.9,0.8,1.7,0.9,3.1,0,2,1,2,1.1,2.2,0.9,2.3
1981,51391,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.4,0,2.1,0.8,1.7,0,0,0,1,0,1.5,0.2,3.6,1,2,2,2
1982,51391,0,0,0,0,0,0,0,0,0,0,0,1,1.9,0,1.4,0,1,0.3,1.8,0,1.8,0.1,1.6,0,2.3,0.5,1.5,0.4,1,0.6,2.5
1983,51391,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,0,2.1,0,1,0.7,1.4,0,1,0,0,0,2.2,0,1.7,0.9,2.7,1,1.2
1984,51391,0,0,0,0,0,0,0,0,0,0,0,1.4,2.2,0,2.3,1,2,0,1.6,0,1.8,0,1.7,0.6,1.8,0.3,3,0.2,3.1,1,1.9
1985,51391,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.8,0.4,1,0.6,2.1,0,0.8,0.6,1.2,0.2,2.5,0.1,2.5,0,2.8,1.1,2.3
1986,51391,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1.3,0,1.9,0,2.2,0.1,1.9,0.4,1.7,0.3,2,0.8,2.5,1.3,2.2,1.2,3.5
1987,51391,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.4,2.6,0,0,0.1,1.2,0.9,1.8,0.5,1.6,1.1,1.4,0.1,2.7,1,2.1,1,1.7
1988,51391,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0.8,1.8,0,1.2,0,0,0,1.1,0,1.8,0.3,2.7,1,1.6
1989,51391,0,0,0,0,0,0,0,0,0,0,0,0.3,2.2,0.8,1.8,0.1,2.1,0.2,2.9,0,0.8,0,1.9,0,2.2,0.6,3.1,1,1.4,0.8,1.8
1990,51391,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.3,0.2,2.7,0,2.2,0,2.2,0,2.1,0.2,1.8,0.1,3,1,1.2,1,2.2
1991,51391,0,0,0,0,0,0,0,0,0,0,0,1.7,2.2,0.6,2,0,0.1,0,0.7,0.2,1.4,0,0.9,1,1.3,0,1.2,1,2.5,1.1,2
1992,51391,0,0,0,0,0,0,0,0,0,0,0,1.2,2.3,1,1,0.3,2.8,0,1.9,0,0.9,0,0.9,0.7,1,0,1.8,0.8,2.4,0,3.7
1993,51391,0,0,0,0,0,0,0,0,0,0,0,1,2.7,1,1.3,0,0.8,1,1.3,0,1.5,0,2.2,0,2.1,0,1.8,1,1.4,0.8,3.1
1994,51391,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0,1.2,0,1.4,0,0.8,0,0.7,0.1,1.9,0.8,1.9,0.8,1.9,0,2.2,1,2
1995,51391,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,0,2.1,0.4,2.2,0,1.9,0,1.2,0,1.8,0.2,2.1,0,2.7,0.4,2.6,1.2,2.9
1996,51391,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.6,0,1.5,0.8,1,0,0.7,0.2,1.2,0,1.7,0.4,2.2,0,1.8,1,2.3
1997,51391,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0.5,2.6,0.2,2.1,0.8,1.5,0.6,1.2,0,3.8,0,2.2,0,1.2,0.9,3.4
1998,51391,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0,3.3,0,1.8,0.8,1.2,0,0.8,0.1,1.3,0.1,1.4,0,1.5,0.8,2.2,1.9,2.2
1999,51391,0,0,0,0,0,0,0,0,0,0,0,0.1,1.3,0,2.1,0.4,1.9,0.5,2.8,0,1.7,0,2.2,0.3,2.2,0,1.6,0.5,3,1.2,1.7
2000,51391,0,0,0,0,0,0,0,0,0,0,0,1.1,2.1,0,1.9,0.9,1,0.4,2,0,1.3,0,1.5,0.2,3.5,0,1.1,0,2,1,2
2001,51391,0,0,0,0,0,0,0,0,0,0,0,0.4,2.8,0.8,1.8,0.1,1.3,0.4,1.4,0.1,2.1,0,1,0.8,1.1,0.6,1.3,1.2,2,1,2.1
2002,51391,0,0,0,0,0,0,0,0,0,0,0,0.8,1.7,0.5,2.7,0.1,1.8,0.2,2.7,0.2,2,0.1,1.6,0.4,2.7,0.1,2.2,0.2,3.2,1,1
2003,51391,0,0,0,0,0,0,0,0,0,0,0,0.8,2.1,0.9,1.1,0.1,1.9,0,1.3,0.1,2.3,0.3,0.6,0.1,2.4,0.5,2.5,1,2.2,1,2
2004,51391,0,0,0,0,0,0,0,0,0,0,0,1.8,2,0,0.7,1,1,0.5,2.1,1,1.8,0,0.8,0.8,1.4,0.4,2.6,0.5,2.5,0.8,2.8
2005,51391,0,0,0,0,0,0,0,0,0,0,0,0.4,2.1,0.1,3,0,0.4,0,2.7,0.8,1.3,0,1.8,0.2,2.3,0.4,2.2,1,1.6,1,1
2006,51391,0,0,0,0,0,0,0,0,0,0,0,0.1,2.8,0,1.7,0.1,1.5,0.1,2,0.4,1.7,0,1.4,0,2.5,1,1.2,1,1.6,0.2,2.9
2007,51391,0,0,0,0,0,0,0,0,0,0,0,1.3,2.7,0.2,2,0.4,2.2,0.1,1.3,0.4,1.3,0,0.4,0,0.8,0.8,2.1,0.4,2.8,1,2.2
2008,51391,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0,2.6,0,2.3,0.7,2,0,0.4,0,0.5,0,1.6,0.1,1.6,1,1.2,1,2
2009,51391,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0.1,2.2,0,1.6,0.3,2.9,0.8,3,0,1.8,0.6,2.1,0.1,2,0.8,2.1,0.7,2
2010,51391,0,0,0,0,0,0,0,0,0,0,0,0.6,1.3,0,1.1,0,0.7,0.2,1.4,0.1,1.2,0,1.5,0,1.3,0,1.8,0.8,2.5,0.8,2.7
2011,51391,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,0.8,1.2,0,1.7,0,1.9,0.3,1.3,0,0.8,0,0.4,0.3,1.8,1,1,1,1
2012,51391,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,1.7,0,0.6,0,0.5,0,0.4,0,0.8,0.4,1.8,1,2,1,1.3
2013,51391,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.2,1,1.7,0.3,1.6,0,1.1,0,0.5,0.1,0.5,0,0.4,0,2,1.2,2.2
2014,51391,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0.3,2.3,0,1.4,0.2,2,0,2.8,0,0.9,0.2,2.2,0,1.4,0.2,2.2,1,1.5
2015,51391,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,1.3,0.3,1.7,0.1,1.6,1,1,0.4,1.9,0.2,2.4,0.1,2,0,2.4,1,2.4
2016,51391,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0.6,3.2,1.8,2,1,1.6,0,0.4,0,1,0,0.6,1,1,1,1,0.2,1.2
2017,51391,0,0,0,0,0,0,0,0,0,0,0,0.3,1.9,0.7,2.2,1,2.3,0,1.8,1,1,0.5,2.2,0.1,2,1.4,1.8,0,3.8,0.7,2.2
1981,51393,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.1,0,2.2,0.9,1.8,0,0,0,0.8,0,1.7,0.5,3.5,0.8,2.1,1.4,2.4
1982,51393,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0,1.8,0,0.9,0.9,1.2,0.5,1.8,0,1.4,0,2.1,0.5,2.1,0.6,1.2,1,2.1
1983,51393,0,0,0,0,0,0,0,0,0,0,0,0.6,3.4,0.8,1.9,0,1.3,0.7,1.9,0,1.7,0,0,0,2.4,0,1.7,0.7,2.8,1,1.8
1984,51393,0,0,0,0,0,0,0,0,0,0,0,1.3,1.8,0,2.6,1.6,2.1,0,1.8,0,2.3,0,1.3,0.5,2.3,0.5,3,0,2.3,1,1.6
1985,51393,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0,0.5,0.1,0.7,0.9,2.4,0.1,1.6,0.5,1.4,0.1,2.4,0.3,2.7,0,2.9,1.4,2.6
1986,51393,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0.7,0.1,1.4,0.1,2.8,0.2,2.2,0.2,1.9,0.9,2.1,0.8,2.4,0.8,2.7,1.2,3.4
1987,51393,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0.3,2.6,0,0,0.4,1.2,0.7,1.9,0.5,1.3,1.1,1.4,0.3,2.9,0.7,2.5,1,1.2
1988,51393,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0,1.1,0.9,2,1,2,0,1.4,0,0.3,0.2,0.8,0.2,2.5,0.4,2.8,1.1,2.1
