year,code,name,ASAL,AvgTemp_MarMay,SDTemp_MarMay,Cum_DD_MarMay,HeatWDays_MarMay,MaxTemp_MarMay,AvgTemp_MarAug,SDTemp_MarAug,Cum_DD_MarAug,HeatWDays_MarAug,MaxTemp_MarAug,AvgTemp_OctDec,SDTemp_OctDec,Cum_DD_OctDec,HeatWDays_OctDec,MaxTemp_OctDec,SeasRain_MarMay,Prec2Months_MarMay,PrecStDev_MarMay,PrecCoefVar_MarMay,DrySpell_MarMay,DrSpell10_MarMay,DrSpell20_MarMay,MaxRain_MarMay,SeasRain_MarAug,Prec2Months_MarAug,PrecStDev_MarAug,PrecCoefVar_MarAug,DrySpell_MarAug,DrSpell10_MarAug,DrSpell20_MarAug,MaxRain_MarAug,SeasRain_OctDec,Prec2Months_OctDec,PrecStDev_OctDec,PrecCoefVar_OctDec,DrySpell_OctDec,DrSpell10_OctDec,DrSpell20_OctDec,MaxRain_OctDec
2005,51388,-999,1,19.5,1.1,1795.6,0,25,18.4,1.5,3386.2,0,24.3,19.6,0.7,1801.3,0,25.2,381.6,251.7,8,2,15.4,2.1,0.3,38.8,509.3,251.7,6.7,2.5,19.5,4.7,0.6,43,130.9,97.9,3.3,2.4,22.6,2.1,0.7,17.3
2006,51388,-999,1,18.9,0.7,1734.4,0,25.1,18.2,0.9,3356.5,0,24,18.6,0.7,1713.7,0,25.5,466.3,348.1,8.1,1.6,11.3,1.1,0,39.5,588.2,348.1,7,2.2,21.8,4,1.3,42.5,450,243.3,8.6,1.8,19.3,1.6,0.7,42.3
2007,51388,-999,1,19,0.7,1744.8,0,25.4,18,1.2,3312.4,0,24.5,18.8,0.5,1732,0,24.2,316.8,238.5,7.4,2.2,14.4,2.1,0.2,39.3,475.5,238.5,6.2,2.5,32.9,4.6,1.2,40.1,166.5,89.5,4.3,2.4,13,1.6,0.2,22.8
2008,51388,-999,1,18.6,0.8,1714.8,0,25.4,17.9,1.1,3286.9,0,24.1,18.9,0.7,1737.1,0,26,329.4,278.3,6.8,1.9,13.9,1.5,0,34.6,442.8,278.3,5.7,2.4,22.8,4.9,0.9,36.7,200.6,164.3,4.6,2.2,14.7,1.8,0.1,23.9
2009,51388,-999,1,19.6,1,1805.9,0,24.7,18.8,1.2,3460.2,0,24,19.2,0.6,1763.5,0,24.5,317.4,178.9,6.8,2.1,15.6,1.3,0.2,34.8,413.2,178.9,5.5,2.6,25.3,5.1,0.9,35.7,276.7,117.3,6.1,2.1,14.5,1.2,0.3,32.8
2010,51388,-999,1,19.2,0.6,1767.7,0,24.8,18.4,1,3389,0,24.1,19,0.5,1747.2,0,26,439.9,295.5,8.7,1.9,13.5,1.8,0,43.7,576.4,295.5,7.3,2.4,18.4,4.1,0.2,47.2,213.5,145.7,4.8,2.2,13.6,1.5,0.1,25.2
2011,51388,-999,1,19.3,0.8,1776.1,0,25.8,18.6,1,3417.1,0,25,18.7,0.6,1721.4,0,24.9,268.6,172,5.8,2.1,16.6,2.2,0.3,30.5,484.1,172,5.8,2.3,22.1,5,1,35.6,363.5,240.8,8,2.1,11.9,1.3,0.1,44.4
2012,51388,-999,1,19.1,1.2,1757.9,0,25.4,18.2,1.3,3353,0,24.3,18.9,0.7,1734.3,0,25.4,518,389.4,8.6,1.5,20.4,1.3,0.8,36.8,705,389.4,7.5,2,23.3,4.3,1.3,39.3,340.4,190.3,8.6,2.4,18.6,2.8,0.3,49.4
2013,51388,-999,1,19,1,1751.1,0,25.1,18.1,1.2,3335.3,0,24.3,-999,-999,-999,-999,-999,561.4,500.1,9.5,1.6,12,0.8,0,42,717.1,500.1,7.9,2,21.1,4.1,0.3,42.5,241.6,112,6.2,2.4,14.4,3,0.1,32.3
1981,51389,-999,1,22.5,0.9,2066.8,0,28.2,21.8,1,4007.9,0,27,22.5,0.7,2072.5,0,26.7,351.2,301.5,6.4,1.8,16.6,1.1,0.3,30.4,411.2,301.5,5.1,2.4,46.8,3.6,1.6,30.4,98.5,62.2,3,3,21.3,2.2,0.8,19.1
1982,51389,-999,1,23.1,1,2129.8,0,28.1,22.3,1.2,4108.5,0,27.1,21.8,0.7,2009.1,0,27.3,194.2,158,5.5,2.7,24.3,1.8,0.9,31.6,232.8,158,4.2,3.4,46,4.3,1.5,31.9,265.4,194.9,7.1,2.6,18.6,2.9,0.1,38.5
1983,51389,-999,1,24.1,0.9,2213.3,0,28.8,22.9,1.4,4220.3,0,27.7,22.5,0.6,2070.9,0,27.3,126.1,82.4,6.3,4.7,26.5,2.8,1.5,49.4,211.1,82.4,5,4.8,37.9,5.7,2.3,49.6,127.6,67.9,3.9,2.8,21.6,2,0.8,26.1
1984,51389,-999,1,23.7,0.8,2178.7,0,27.9,22.5,1.4,4142.2,0,26.8,21.8,0.7,2005.4,0,26.8,80.8,73.3,3.6,4.1,27.3,3.8,1,27.2,103.7,73.3,2.7,4.9,59.9,6.2,2.2,27.6,182.8,137.2,5.7,3.1,20.3,2,0.4,36.9
1985,51389,-999,1,22.7,1,2089.5,0,28,21.8,1.2,4014.7,0,26.8,22.2,0.6,2041.3,0,26.7,260.8,218.1,6.7,2.4,19,2.6,0.4,37.4,321,218.1,5.3,3.2,42.5,4.6,2.1,39.2,115.6,96.3,4,3.2,20.5,2.7,0.7,26.4
1986,51389,-999,1,23.1,0.9,2120.9,0,28,22,1.3,4053,0,26.8,22.6,0.7,2076.6,0,27.4,200,183.4,5.2,2.4,23,2.5,0.7,30,279.5,183.4,4.3,3,40.9,5.7,1.7,32.3,133.7,90.9,4.3,3.1,16.3,3.9,0.2,26.1
1987,51389,-999,1,24,1.1,2206.8,0,28.6,22.8,1.5,4190.9,0,27.3,23.4,0.8,2153.1,0,27.7,195.3,148.5,6.5,3.1,20.4,2.7,0.3,42.3,253.6,148.5,4.9,3.7,39.2,5.3,1.3,42.3,100,76.3,3.4,3.1,24.4,2.7,1,21.9
1988,51389,-999,1,23.5,1.2,2161.8,0.1,28.6,22.4,1.5,4124.9,0.1,27.5,22,0.7,2019.9,0,26.9,273.2,249.4,6.6,2.2,19.4,2.8,0.2,37.9,344.9,249.4,5.3,2.9,38.6,5.5,1.5,38.9,156.6,97.3,5.6,3.5,28.9,2.1,1.3,41.7
1989,51389,-999,1,22.5,0.8,2072.7,0,27.7,21.7,1.1,3988.7,0,26.7,22.1,0.6,2032.3,0,27.3,241.1,198.3,6.6,2.5,19.1,3.3,0.3,38.1,299.5,198.3,5.2,3.3,45.4,5.2,2.1,38.9,241.7,174.6,7.5,3,19.1,2.2,0.2,45
1990,51389,-999,1,22.5,0.7,2070.8,0,26.9,21.8,1,4014.7,0,26.3,22.2,0.7,2044,0,27.1,385.2,361.9,8.4,2.1,23.9,2.1,0.7,41,440,361.9,6.4,2.8,44.1,4.2,1.4,42.2,194.2,110.1,6.4,3.2,18.2,2.8,0.1,41.1
1991,51389,-999,1,23.4,0.7,2156.3,0,28.5,22.3,1.3,4111,0,27,22.3,0.7,2054.7,0,27.3,155.9,128.9,6.1,3.6,22.2,3.4,0.8,39.9,222.5,128.9,5,4.3,39.1,6.1,2.1,44,145.9,89.4,5.2,3.4,19.2,2.4,0.3,37.4
1992,51389,-999,1,23.8,1.1,2186.9,0,28.9,22.5,1.6,4141.4,0,27.4,22.3,0.6,2052.6,0,27.2,143.3,119.4,4.7,3.1,22.7,2.7,1.1,29.3,182.2,119.4,3.5,3.8,44.7,5.5,1.5,29.5,200.8,118.5,6.3,3.1,15.5,2,0.2,42.5
1993,51389,-999,1,23.1,0.8,2125.7,0,28.3,22.2,1.2,4080.2,0,27.1,22.7,0.6,2086.2,0,27.7,86.6,54.2,3.2,3.6,29.4,2.4,1.5,22.1,120.5,54.2,2.5,4,52,4.8,2.6,22.4,141.1,108.3,4.9,3.2,19.5,2,0.6,37.6
1994,51389,-999,1,23.6,0.9,2174.6,0,28.7,22.6,1.3,4151.6,0,27.4,22.2,0.8,2044.2,0,26.9,147.7,121.4,6,3.8,23.8,2.9,1.3,41.7,231.9,121.4,5.1,4.4,40.9,5.3,2,45.9,230.1,181.9,8.1,3.5,20.5,2.6,0.8,49.4
1995,51389,-999,1,23.3,0.7,2144.9,0,28.2,22.5,1,4141.6,0,27.3,22.4,0.7,2057.5,0,27.1,185.2,157.6,7.5,3.7,25.1,3.8,1,48,232.2,157.6,5.6,4.5,46.7,6,1.8,48,141.9,99.5,5.3,3.7,20.7,2.6,0.9,38.4
1996,51389,-999,1,23.6,0.7,2167,0,28.4,22.2,1.5,4088.8,0,26.7,22.6,0.7,2081.8,0,27.5,130.8,104.3,5.5,3.9,22.9,3.2,0.5,39.1,240.6,104.3,4.9,4.3,43,5.3,1.5,45.5,120.5,101.7,5.5,4.1,28.9,2.3,1.4,43.3
1997,51389,-999,1,23,1.2,2119.2,0,28,22.5,1.1,4136.7,0,27.2,22,0.7,2028.1,0,25.9,283.7,256.6,7.3,2.4,29,2.3,1.2,38.4,337.2,256.6,5.6,3.1,57.4,4.2,1.7,39,479,376.1,12.2,2.5,17.8,1.6,0.3,64.6
1998,51389,-999,1,23.7,0.7,2182.9,0,28.8,22.5,1.5,4139,0,27.3,22.5,0.6,2073,0,27.6,183.9,96.7,6.8,3.5,21.1,3.6,1.3,43.3,247.9,96.7,5.2,4.2,36.2,6,2.2,45.1,108.8,88,3.3,2.8,21.6,2.3,0.4,20.1
1999,51389,-999,1,23.2,0.9,2134.1,0,28.2,22.3,1.2,4107.9,0,27.2,22.2,0.8,2041.6,0,26.7,177.2,161.2,5.9,3.2,24.7,2.4,0.9,38.8,228.8,161.2,4.5,3.9,46.3,4.8,1.6,39.2,148.2,110.7,5.1,3.2,19,1.8,0.3,36.7
2000,51389,-999,1,23.8,0.6,2193.3,0,26.9,22.7,1.3,4178.1,0,26.3,22.9,0.6,2107.6,0,27.1,57.5,42.4,2.2,3.5,24.9,3,1,15.6,110,42.4,2.4,4.2,47.8,5.5,2.2,23.2,146.3,108.8,5.3,3.4,21.7,3,0.7,32.5
2001,51389,-999,1,23,0.7,2118.8,0,28.5,22.2,1.1,4077.6,0,27,22.5,0.7,2068.7,0,27.3,210.9,193.6,6.7,3,26.4,2.3,1.4,37.9,276.5,193.6,5.2,3.7,48.2,4.6,1.9,40.9,182.2,155.3,7,3.5,19.5,2.8,0.7,53.4
2002,51389,-999,1,22.9,0.9,2110.1,0,29,22.1,1.1,4072.1,0,27.4,22.4,0.7,2058.8,0,27.2,321.5,260.2,9.4,2.7,20.9,2.7,0.9,58.4,370.3,260.2,6.9,3.5,53.1,4.2,1.5,58.4,234.2,108.9,8.3,3.3,21.6,1.6,0.8,53.4
2003,51389,-999,1,23.4,1,2153.9,0,28.3,22.5,1.3,4134.4,0,27.1,22.5,0.8,2074.6,0,27.7,282.1,223.7,8.2,2.7,23.7,2.7,1.3,44.7,353,223.7,6.4,3.4,51.1,5,2.2,46,166.4,110.8,6.1,3.6,23.3,1.7,1.2,43.8
2004,51389,-999,1,23.4,0.9,2157.1,0,28.6,22.5,1.2,4137.9,0,27.3,22.6,0.7,2077.4,0,26.9,257,197.1,8.8,3.2,25.8,3.1,1,52.2,313.1,197.1,6.6,4,56.3,4.7,1.6,53.1,213,174.5,7.5,3.4,23.1,2.5,0.8,51.1
2005,51389,-999,1,24,1,2208.7,0,28.1,22.7,1.6,4178.5,0,27.3,23.2,0.5,2132.2,0,27.1,193.5,124.9,6.7,3.3,20.7,3,0.8,40,247.7,124.9,5,4.1,38.7,4.8,1.5,40.5,103.1,83.6,3,2.8,23.6,1.7,1.1,19.1
2006,51389,-999,1,23.6,0.8,2167.2,0,28.4,22.8,1.1,4188.1,0,26.7,22.5,0.6,2071.2,0,27.5,180.8,153.5,6.7,3.5,18.3,2.7,0.3,48.3,248.6,153.5,5.4,4.4,45.4,5.3,1.5,49.2,295.5,188.2,10.2,3.4,22.3,3.1,1.3,69.2
2007,51389,-999,1,23.7,0.6,2177,0,28,22.7,1.2,4171.9,0,27.2,22.6,0.5,2076.2,0,25.9,183.3,151.6,6.3,3.2,25,3.6,1.2,40.5,282.7,151.6,5.3,3.8,47.6,5.9,2.4,44,144.4,115.3,4.8,3.3,21.7,2.3,1,31.5
2008,51389,-999,1,23.1,0.8,2127.9,0,28.8,22.4,1.1,4116.8,0,27.3,22.7,0.8,2086.7,0,27.7,154.3,139.5,5.9,3.5,26.2,3.1,0.8,41.3,200.4,139.5,4.4,4.3,47.7,5.4,1.4,42.6,170.8,148.5,5.6,3.1,25.3,3,1.1,32.9
2009,51389,-999,1,24.2,0.9,2230.1,0,28.2,23.3,1.2,4289.7,0,27.2,23.2,0.6,2132.8,0,26.7,102,63.6,4.5,4.2,27,3.7,1.3,29.8,138.9,63.6,3.4,5,53,5.7,2.2,30.7,197.9,119.3,5.6,2.8,15.8,2.5,0.1,34
2010,51389,-999,1,23.7,0.6,2179.4,0,27.7,22.8,1.1,4196.9,0,27,22.9,0.6,2111,0,28,262.6,218.5,7.1,2.5,18.5,3,0.3,38.5,321.2,218.5,5.4,3.3,44.1,5.4,1.9,39.5,104.8,85.6,3.6,3.2,19.5,2.9,0.3,26.1
2011,51389,-999,1,24.1,0.7,2213.1,0.1,29.3,23.1,1.2,4246.3,0.1,28.1,22.1,0.8,2035.6,0,26.7,105.2,78.4,4,3.6,25,3.9,1,28.4,185.9,78.4,3.5,3.9,48.4,6.8,2,29.5,351.6,302.6,9.8,2.6,22.1,3.7,0.6,51.1
2012,51389,-999,1,23.4,0.8,2151,0,28.6,22.5,1.2,4141.9,0,27.3,22.7,0.7,2083.8,0,27.2,248.5,179.4,6.4,2.5,21.6,2.5,0.8,33.7,317.1,179.4,5.1,3.2,46.1,4.7,1.8,35.4,229.7,146.5,8.7,3.7,18.6,2.3,0.3,62.5
2013,51389,-999,1,23.1,1,2126.9,0,27.8,22.1,1.3,4072.7,0,26.8,-999,-999,-999,-999,-999,324.4,305.3,8.7,2.5,22.7,2.1,0.4,47.1,383.4,305.3,6.6,3.2,45.5,4.6,1.2,47.4,162.3,117.5,5.8,3.5,21.4,2.5,0.4,41.6
1981,51392,-999,1,26.5,1,2377.5,2.2,32.8,25.9,1,4704.5,2.2,31.6,26.6,0.7,2443.6,0.7,31.6,164.4,151.7,4.4,2.5,21.5,2.3,0.5,24.6,242.1,151.7,3.8,3,37.8,5.1,1.8,26.2,25.8,14.6,1.1,4.6,44.4,3.1,1.4,8.2
1982,51392,-999,1,27.1,1,2383.9,2.2,32.8,26.3,1.2,4724.2,2.2,31.7,25.7,0.8,2358.8,1.1,32.2,153.4,106.8,5.4,3.4,24.8,2.1,0.7,37.6,209.4,106.8,4.2,4.1,33,5.1,1.7,38.3,109.8,77.1,3.7,3.4,27.5,3.3,0.6,25.6
1983,51392,-999,1,28,0.9,2189.7,2.9,33.4,26.8,1.5,4552.7,2.9,32.1,26.2,0.6,2409.5,0.9,32.1,58.9,41.6,2.4,4,27,3,1.5,18,182.3,41.6,3.2,3.6,36.6,6.1,2.5,24.6,39,25.9,1.5,4,40.7,2.5,1.7,10.7
1984,51392,-999,1,27.5,0.8,2358.2,1.8,32.6,26.5,1.3,4694.5,1.8,31.5,26.1,0.7,2397.7,0.9,31.7,62.3,53.6,2.3,3.6,30.2,3.2,1.2,15.7,97.1,53.6,2.1,4.2,47.1,5.7,3.1,17.8,42,27.1,2,4.8,36.1,3.1,1.7,14.9
1985,51392,-999,1,26.2,1.2,2329.7,1.4,32.2,25.6,1.1,4630.7,1.4,31.1,26.2,0.7,2413.8,0.4,31.7,186.1,148.7,4.2,2.1,20.2,2,0.5,21.1,250.6,148.7,3.7,2.8,35.2,4.6,2.4,24.6,21.1,16.3,0.8,3.9,41.9,3,1.5,6
1986,51392,-999,1,26.8,0.9,2458.1,1.9,32.5,25.9,1.2,4768,1.9,31.3,26.6,0.7,2443.9,1.8,32.3,143.7,127,3.7,2.4,22.2,2.6,0.6,20.9,224,127,3.5,3,32.1,6,1.8,25,29.7,18.1,1.4,4.7,36.1,3.5,1.5,10.2
1987,51392,-999,1,27.4,1.3,2285.8,2.9,33,26.5,1.3,4650.2,2.9,31.8,27.1,0.7,2479.4,3.4,32.7,148.1,85.6,4.3,2.8,26.9,2.1,1,26.1,217.8,85.6,3.5,3.2,42,4.6,2.3,26.1,30.7,22.7,1.3,4.3,37.1,3.1,2.2,9.2
1988,51392,-999,1,27.4,1.4,2155.8,3,33.1,26.2,1.6,4465,3,31.8,25.9,0.8,2384,0.9,31.7,134.2,114.1,3.3,2.4,22,2.7,0.7,17.7,274.1,114.1,3.9,2.8,32.5,6.2,1.4,26,36.6,25.8,1.8,4.7,43.7,2.4,1.5,13.8
1989,51392,-999,1,26.3,1,2381.7,1.1,32.1,25.7,1,4692.3,1.1,31.2,26.3,0.6,2415.1,1.6,32.6,155.6,106.1,4.2,2.6,18.7,3.4,0.2,24,231.1,106.1,4,3.4,37,5.9,2.4,32.1,60.1,27.7,2.2,3.7,39.7,2.5,1.2,14.6
1990,51392,-999,1,26.6,0.7,2424,1.9,32,26.1,0.9,4771.8,2,31.4,26.4,0.7,2426.9,1.7,32.3,134.6,111.4,3.4,2.3,24.9,2.4,0.7,20,189.8,111.4,2.9,2.9,37.1,4.6,1.9,21.5,44,25.6,2.5,5.5,37.5,3.4,1.5,20.1
1991,51392,-999,1,27.3,1,2351.3,2.9,33.1,26.4,1.3,4690.3,2.9,31.7,26.1,0.8,2403.8,2.8,32.2,134.5,76.6,4.2,3.1,18.9,3.2,0.5,26.7,211.5,76.6,3.6,3.5,31,6.1,1.4,28.9,52.6,39.7,2.1,4.2,36,2.8,1.6,14.8
1992,51392,-999,1,27.7,1.1,2261.8,3.6,33.6,26.5,1.4,4601.2,3.7,32.1,26.2,0.6,2414.6,0.8,32,86.4,63,2.9,3.3,27.7,3,1.3,17.6,139.1,63,2.5,3.7,39.1,5.7,2.2,19.6,59,32,2.5,4.4,34.1,3,1.2,17.2
1993,51392,-999,1,27,1,2399.7,2.2,33,26.1,1.1,4731.4,2.2,31.8,26.6,0.6,2448.2,2.3,32.8,119.9,40.1,3.9,3.2,34.4,2,1,26.5,165.6,40.1,3.2,3.8,39.7,5.2,2.8,27.4,28.5,20.1,1.2,4.5,39.3,3,1.9,8.6
1994,51392,-999,1,27.3,1,2352.1,3.1,33,26.3,1.3,4688.7,3.1,31.7,26.2,0.7,2408.7,1.6,32,124.7,87.7,3.8,2.9,21.6,2.7,0.9,23,220.5,87.7,3.7,3.3,31.5,6.3,1.7,27.7,52.5,39.5,1.9,3.6,32.4,2.9,1.4,11.5
1995,51392,-999,1,27.3,0.8,2419.5,2.5,32.9,26.5,1,4790.9,2.5,31.9,26.6,0.6,2447.2,1.5,32.3,96.6,72.8,3.6,3.5,32.4,2.6,1.6,22,157.7,72.8,3.1,3.9,41.9,5.1,2.6,24,40.9,21,2.1,5.6,44,2.7,1.5,16.1
1996,51392,-999,1,27.3,0.9,2372.1,2.7,32.8,26.1,1.4,4663.3,2.7,31.2,26.6,0.7,2445.9,1.4,32.4,106.4,86.4,3.3,3,24.1,2.6,0.6,19.7,234.2,86.4,3.7,3.1,30.6,5.4,1.9,26.5,34.4,22.6,1.5,4.1,39.7,2.8,1.4,10.3
1997,51392,-999,1,26.8,1.4,2248.8,1.6,32.5,26.3,1.2,4625,1.6,31.7,26,0.9,2388.9,0.7,31,162.8,139.7,4.1,2.4,23,2.6,0.5,22.4,241.1,139.7,3.6,2.9,40.2,5,2.2,23.2,118.6,90.8,3.2,2.8,27.6,2.7,0.6,18.7
1998,51392,-999,1,27.8,1,2228.3,3,33.6,26.6,1.5,4565,3,32.1,26.5,0.5,2433.5,1.5,32.6,100.7,52.9,3.2,3.2,19.9,3.2,0.9,19.9,202.3,52.9,3.7,3.6,25.9,6.6,2.2,27.8,39,28,1.5,4.2,40.5,2.9,1.4,10.6
1999,51392,-999,1,26.9,0.9,2439,2.8,32.7,26,1.2,4757.2,2.8,31.6,26.1,0.7,2397.8,0.9,31.9,121,107.5,3.3,2.6,25.1,2.7,0.9,16.8,180.6,107.5,2.9,3.2,39.8,5.5,2,19.9,39.8,23.7,1.8,4.6,35.8,2.8,2,13.4
2000,51392,-999,1,27.7,0.6,2380.8,1.9,32,26.6,1.3,4730.5,2,31.4,26.6,0.7,2448.7,1.7,32.3,43.6,30,1.6,3.6,31.2,3.1,1.2,10.4,105.3,30,2,3.9,47.8,6.1,2.1,16.6,51.3,35,2.1,4.2,36.5,3.1,1.4,13.7
2001,51392,-999,1,26.8,0.9,2400.7,3.3,33.1,26.1,1.1,4725.4,3.3,31.7,26.7,0.7,2445.1,2.7,32.2,112.6,99.6,3.3,2.9,26,2.6,1.3,18.9,183.5,99.6,2.9,3.3,36.4,5.2,2.4,20.1,51.7,44.5,2,4.2,38,3.1,1.6,13.3
2002,51392,-999,1,26.8,1,2398,3.6,33.6,26.2,1,4755.1,3.7,32.2,26.4,0.9,2423,0.8,32,173.5,117.5,5,2.7,20.8,2.2,0.7,31.7,222.1,117.5,3.9,3.4,36.8,4.7,2.8,32.1,69.3,24.8,2.7,3.8,39.9,2.3,1.7,17.1
2003,51392,-999,1,27.1,1.4,2277.9,2.2,33,26.3,1.3,4618.6,2.2,31.8,26.6,0.9,2440.9,2.3,32.8,200.8,143,5.4,2.5,19.4,2.9,0.6,26.9,280.6,143,4.4,3,33.6,5.1,2,28.9,37.8,17.6,1.7,4.5,40.5,2.8,1.9,11.8
2004,51392,-999,1,27.3,1,2337.5,3.1,32.9,26.4,1.2,4687.9,3.1,31.7,26.4,0.8,2424.6,1.5,32,136,107.8,3.9,2.7,24.9,2.6,1.2,20.4,192.3,107.8,3.3,3.4,42.6,5.2,2.4,23.3,68.6,50.7,2.8,4,29.5,3.4,1.3,19.4
2005,51392,-999,1,27.7,1.2,2162,2.2,32.9,26.6,1.5,4500.1,2.2,31.9,27.1,0.5,2488.2,1.5,32.3,157.4,68.8,4.4,2.7,21.2,2.8,0.5,23.2,225,68.8,3.7,3.2,31,5.3,1.7,27.2,21,16.2,1,4.9,51.7,2.3,1.8,7.2
2006,51392,-999,1,27.3,0.8,2397.3,2.6,32.9,26.6,1.1,4777.3,2.6,31.2,26.4,0.7,2430.6,1.4,32.3,133.3,106.4,4.1,3,20.1,2.5,0.4,26.1,215.6,106.4,3.8,3.4,40.7,5.3,2,29.6,134.3,82.8,4.3,3.4,30.5,2.7,1.7,27.4
2007,51392,-999,1,27.4,0.7,2402.2,1.6,32.5,26.3,1.3,4722.2,1.6,31.7,26.7,0.5,2458.8,0.7,31,167.5,117.6,5,2.8,26,2.9,1.4,29.5,371.6,117.6,5.4,2.9,30.1,6,2.6,34.5,34.2,21,1.7,4.9,36.5,3.1,2.5,12.5
2008,51392,-999,1,26.8,1,2367,3,33.6,26.1,1,4715.8,3,32.1,26.5,0.9,2427.4,1.5,32.7,90.4,80.9,3,3.1,25.6,3.2,0.9,17.3,149.2,80.9,2.7,3.6,36.1,6,2,21.9,52.2,46.1,1.7,3.6,38.7,2.8,1.8,10.8
2009,51392,-999,1,27.9,1,2170,3,32.7,27.2,1.2,4597.3,3,31.6,27.1,0.7,2466,0.8,31.9,106.5,67,3.5,3.1,24.9,2.9,0.8,19.4,150.1,67,2.9,3.8,42.6,5.3,2.4,23.2,86.4,28,3.4,3.9,33.5,3.6,1,26
2010,51392,-999,1,27.7,0.6,2356.4,1.4,32.3,26.8,1.1,4738.3,1.5,31.7,26.8,0.6,2466.6,1.4,32.6,208,147.3,4.9,2.2,15.9,2.7,0.1,25.7,270.9,147.3,4,2.9,37.8,5.8,1.9,27.6,29.5,19.2,1.3,4.9,45.9,2.7,1.4,10.3
2011,51392,-999,1,27.8,1,2146.7,2.9,33.8,26.9,1.3,4531.2,3.1,32.5,25.8,1,2373.7,1.1,31.2,99.3,78.2,4.5,4.3,33.6,3,1.5,34.1,209.9,78.2,4.2,4.1,36.3,6.9,2,36.7,138,116.6,3.9,2.9,26.6,3.1,0.9,23.2
2012,51392,-999,1,27.2,1,2339.5,2.8,33.1,26.4,1.2,4700.4,2.8,31.9,26.6,0.6,2448.7,1.1,32,202.1,117.9,5,2.3,24.4,1.8,1.2,27.6,316.8,117.9,4.5,2.8,32.1,4.7,1.9,29.8,101.3,52.1,3.7,3.7,35.7,2,1.2,25.2
2013,51392,-999,1,27,1.2,2277,2.3,32.4,26.2,1.2,4618.3,2.5,31.7,-999,-999,-999,-999,-999,193.5,158.3,4.8,2.4,22.7,2.1,0.9,27.1,269.6,158.3,4,2.9,35,4.7,2.1,28.4,55.6,39.7,2.2,3.8,35.3,3.1,1.1,14.7
1981,51394,-999,1,23,1,2115.5,0.2,29.4,22.4,1,4128.7,0.2,28.3,23.1,0.6,2126.1,0,28.2,365.5,308.7,6.9,1.8,14,1.5,0.2,35.8,620.5,308.7,5.9,1.8,16.3,2.8,0.3,35.9,102.8,80.4,3.7,3.3,24.5,3.4,0.9,23
1982,51394,-999,1,23.7,1,2176.5,0,29.4,22.8,1.2,4201.5,0,28.4,22.3,0.7,2047.3,0,28.8,356.5,213.3,8,2.1,24,1.4,0.9,40.9,557,213.3,6.9,2.4,24,3.7,0.9,43.4,274.9,243,7,2.4,20.7,2.7,0.6,39.9
1983,51394,-999,1,24.4,0.9,2243.6,0.4,29.8,23.3,1.4,4282,0.4,28.7,22.6,0.5,2082.3,0,28.5,228.2,126.5,6.6,2.8,18.4,2.6,0.5,39.2,584.3,126.5,6.6,2.2,18.7,4.2,0.6,42.1,161.8,136.3,4.7,2.7,24.6,1.9,0.6,29
1984,51394,-999,1,24.1,0.8,2218.6,0,29,23.1,1.3,4244.1,0,28.1,22.5,0.6,2074,0,28.1,152.9,111.9,4.8,2.9,24.3,3.1,1,28.5,334.5,111.9,4.7,2.7,24.7,4.5,1.6,31.1,147.5,113.9,5.7,3.6,20.4,2,0.5,41.6
1985,51394,-999,1,23,1.1,2115,0.2,29,22.3,1.1,4105.4,0.2,27.9,22.9,0.7,2107.5,0,28.2,415.7,284.9,8.7,1.9,13.2,1.5,0,48.5,664.6,284.9,7.7,2.2,22.9,4.1,1.6,50.5,110.6,101.2,3.4,2.9,20.3,3.4,0.8,19.1
1986,51394,-999,1,23.4,0.9,2151,0,29.1,22.6,1.1,4154.9,0,28,23.2,0.7,2133.8,0,28.8,348.3,280.6,6.6,1.8,13.4,2.1,0.1,29.2,565.7,280.6,6.7,2.2,16.1,4.2,0.4,46.9,94.3,76.4,3.6,3.5,19.5,3.4,0.6,25.7
1987,51394,-999,1,24.1,1.2,2204.2,0.4,29.6,23.2,1.3,4254.5,0.4,28.4,23.7,0.7,2178.9,0,29,339.2,194.2,7,2,16.5,1.7,0.1,39.2,560.8,194.2,6.3,2.1,23,3.5,0.9,41.7,160.6,145.1,5.9,3.5,25.5,3.5,1.6,36.4
1988,51394,-999,1,23.8,1.2,2186.8,0.5,29.6,22.8,1.4,4193.1,0.5,28.5,22.5,0.6,2073.8,0,28.2,358.3,279,6.8,1.8,15.7,2,0.2,31.4,699.5,279,6.7,1.8,20.9,4.4,0.5,38.1,141.9,123.7,4.7,3.2,30.5,2.4,1.1,29.2
1989,51394,-999,1,22.9,0.9,2104.8,0,28.7,22.3,1,4100.3,0,27.8,22.8,0.5,2097.9,0,29,366.6,235,7.6,1.9,13.1,2.3,0,38.2,607.3,235,7.2,2.2,19.2,4.7,0.5,46.7,202.9,132.9,6.2,2.9,27.1,2.1,1.2,37.3
1990,51394,-999,1,23,0.7,2119.1,0,28.4,22.5,0.8,4146.5,0,27.9,22.9,0.7,2103.1,0,28.7,311.3,219.7,7.2,2.1,14.9,1.6,0.2,41.5,526.8,219.7,6.6,2.3,15.8,2.7,0.2,45.2,136.4,105.7,6.2,4.3,31.4,3.3,1.3,40.8
