year,code,name,ASAL,AvgTemp_MarMay,SDTemp_MarMay,Cum_DD_MarMay,HeatWDays_MarMay,MaxTemp_MarMay,AvgTemp_MarAug,SDTemp_MarAug,Cum_DD_MarAug,HeatWDays_MarAug,MaxTemp_MarAug,AvgTemp_OctDec,SDTemp_OctDec,Cum_DD_OctDec,HeatWDays_OctDec,MaxTemp_OctDec,SeasRain_MarMay,Prec2Months_MarMay,PrecStDev_MarMay,PrecCoefVar_MarMay,DrySpell_MarMay,DrSpell10_MarMay,DrSpell20_MarMay,MaxRain_MarMay,SeasRain_MarAug,Prec2Months_MarAug,PrecStDev_MarAug,PrecCoefVar_MarAug,DrySpell_MarAug,DrSpell10_MarAug,DrSpell20_MarAug,MaxRain_MarAug,SeasRain_OctDec,Prec2Months_OctDec,PrecStDev_OctDec,PrecCoefVar_OctDec,DrySpell_OctDec,DrSpell10_OctDec,DrSpell20_OctDec,MaxRain_OctDec
1985,51351,-999,1,22.8,1,2094.8,0,28.3,21.4,1.6,3939.4,0,26.9,22,0.7,2025,0,27.7,257.7,223.5,6.4,2.3,18.5,2.4,0.6,34.6,271.5,223.5,4.7,3.3,57.9,4.5,2.2,34.6,351.8,239.6,10.8,2.8,18.7,1.7,0.6,73.6
1986,51351,-999,1,23,1.4,2112.8,0,28.7,21.4,1.9,3946.4,0,26.8,22.8,0.8,2095.9,0,28.5,306.2,247.1,7.9,2.4,21.3,2.7,0.4,42,323.3,247.1,5.9,3.4,61.2,4.6,1.4,42,505.3,303.7,12,2.2,22.8,1.6,0.8,73.3
1987,51351,-999,1,23.9,1.5,2201.6,0,29,22.2,2.1,4078.8,0,27.5,23.6,0.7,2170.8,0,28.4,225.6,168.7,6.7,2.7,21.5,1.8,1,37.9,254.3,168.7,5,3.6,45,4.6,2.3,37.9,152.8,110,4.8,2.8,25.1,1.7,1,29.9
1988,51351,-999,1,23.3,1.3,2144.7,0,29,22,1.7,4042.4,0,27.7,22.4,0.8,2064.7,0,27.7,316.2,297.9,7.7,2.3,16.8,2,0.1,35.9,334.5,297.9,5.7,3.2,52.7,4.7,1.3,35.9,389.6,196.2,9.8,2.3,22,2,0.7,55.2
1989,51351,-999,1,22.5,1.1,2070.8,0,28.2,21.2,1.6,3896.9,0,26.8,22.2,0.6,2039.9,0,28.1,325.8,276,8.5,2.4,15.6,3.6,0.1,39.8,344.4,276,6.3,3.4,55.9,5.9,1.2,39.8,350.5,196,8.1,2.1,15.3,2.4,0,45.7
1990,51351,-999,1,22.4,0.8,2064.4,0,27.2,21.2,1.5,3904.7,0,26.4,22.4,0.8,2061.7,0,27.9,444.1,401,8.6,1.8,21.1,1.6,1,40.4,459.5,401,6.5,2.6,62.2,3.4,1.9,40.4,358.7,194.8,11.3,2.8,16.7,1.4,0.1,78.3
1991,51351,-999,1,23.3,1,2142.7,0.3,28.9,21.8,1.8,4005.3,0.3,27.1,22.6,0.7,2080.3,0,28.2,223.7,176.8,7,2.9,18,4.1,0.4,41.4,251.3,176.8,5.2,3.8,36,7,2.5,41.4,305.4,157.7,8.4,2.5,16.7,1.6,0.4,47.8
1992,51351,-999,1,23.6,1.3,2171.5,0,29.1,21.9,2,4032.3,0,27.2,22.6,0.7,1585.8,0,28.1,293.6,259.4,9.3,2.9,21.1,2,1,57.4,311,259.4,6.8,4,48.9,4.9,2.2,57.4,386.2,204.9,11.5,2.7,11.5,1.8,0.1,66.6
1993,51351,-999,1,23.3,0.8,2147.4,0,29.2,21.9,1.8,4021.3,0,27.3,22.9,0.7,2109,0,28.3,106.9,83.1,3.3,2.8,19.8,3.3,1,20.9,123.4,83.1,2.4,3.6,53.4,5.4,2.3,20.9,259.7,145.5,9.4,3.4,22.9,2.1,1.3,63.1
1994,51351,-999,1,23.5,1.1,2164.1,0,29,22,1.8,4054.8,0,27.4,22.4,0.8,2063.1,0,27.4,193,167.5,6.5,3.1,16.6,2.9,0.3,43.5,208.6,167.5,4.7,4.2,44.8,6.2,1.8,43.5,514,294.2,16.5,3,17.1,1.7,0.2,107.4
1995,51351,-999,1,23.2,0.8,2132.3,0,28.6,21.9,1.5,4028.9,0,27.3,22.6,0.6,2075.2,0,28,211.1,184.8,7.8,3.4,21.8,3.2,1.1,52.3,226.4,184.8,5.7,4.6,53.1,6.3,2.1,52.3,230.3,147.4,9.6,3.8,24.5,2.6,0.9,66.1
1996,51351,-999,1,23.2,1,2138,0,28.6,21.8,1.7,4002.9,0,27,22.7,0.8,2092.4,0,28.3,223.7,189.5,7.3,3,25.9,2.8,1,48.1,239.5,189.5,5.3,4.2,53.6,5.7,2.1,48.1,205.2,182.4,7.9,3.5,18.3,2.2,0.3,57.4
1997,51351,-999,1,23.2,1.4,2138.3,0,28.7,22.2,1.5,4075.9,0,27.4,22.2,0.6,2047,0,26.6,293.8,234.5,8.8,2.8,27.2,2.8,1.7,50.8,309.9,234.5,6.4,3.9,50.5,5.3,3.2,50.8,588.6,347.1,14.7,2.3,12.6,1,0,83.7
1998,51351,-999,1,23.5,0.9,2159.1,0,28.4,22,1.8,4044.1,0,26.9,22.7,0.6,2085.3,0,28.5,256.8,170.7,7.6,2.7,21.2,3.1,0.8,43.6,280,170.7,5.6,3.7,41.1,5.8,3.7,43.6,156.9,120.5,5.9,3.4,15.6,2,0.2,47.8
1999,51351,-999,1,23.1,1.2,2122.7,0,28.6,21.7,1.7,3997.1,0,27.2,22.1,0.7,2035.2,0,27.4,234.1,215.8,6.2,2.5,14,3,0,33.6,252,215.8,4.6,3.4,44.5,6.2,1.3,33.6,375.8,299.2,12.6,3.1,19.9,2.2,0.8,77.6
2000,51351,-999,1,23.4,1,2154.1,0,27.2,21.9,1.7,4035.1,0,26.4,22.9,0.5,2108.8,0,27.8,161.5,146.6,5.4,3.1,26.9,2.6,1.1,30.4,175.8,146.6,3.9,4.2,58.2,5.1,2.8,30.4,403.8,231.1,14.1,3.2,16.2,3.3,0.2,105.5
2001,51351,-999,1,23.2,0.8,2131.9,0.3,28.9,21.8,1.6,4015.6,0.3,27.1,22.7,0.7,2084,0,28.2,234.1,217.1,7.4,2.9,25.8,2.7,1.4,37.4,248.6,217.1,5.4,4,55.5,5.3,2.8,37.4,344.2,281.9,17.3,4.7,23.7,2,0.7,138.1
2002,51351,-999,1,23.3,0.9,2148,0,29.1,22,1.7,4040,0,27.2,22.5,0.7,2067.6,0,28.1,250.9,198.7,8.2,3,19.1,2.1,1,50.5,267,198.7,5.9,4.1,60.6,3.6,1.7,50.5,413.5,216.7,13,2.9,17.7,2,0.3,75.5
2003,51351,-999,1,23.8,1.2,2193.9,0,29.2,22.2,1.9,4083.7,0,27.3,23.3,0.6,2141.5,0,28.3,215.2,154.6,7.3,3.1,23,2.9,2.1,49.4,229.7,154.6,5.3,4.2,59.8,5.7,3.4,49.4,180.6,122.1,5.8,3,24.9,2,1.1,41.8
2004,51351,-999,1,23.5,0.9,2161,0,29,22,1.6,4054.3,0,27.4,23,0.7,2115.1,0,27.4,214.6,197.1,7.3,3.1,18.2,3.4,0.3,44.4,224.6,197.1,5.3,4.3,64.6,5.3,1.4,44.4,274.1,163.4,9.8,3.3,21.6,2.9,0.3,57.8
2005,51351,-999,1,24,1.1,2210.9,0,28.5,22.3,2,4098.5,0,27.3,23.3,0.5,2148.2,0,28,215.8,184,6.8,2.9,19.7,3.2,0.4,44.4,227.9,184,4.9,4,53.3,5.5,2.4,44.4,136.9,112,4,2.8,19.5,2.2,0.4,25.8
2006,51351,-999,1,23.3,0.9,2142.7,0,28.6,22,1.5,4052.6,0,27,22.6,0.6,2078,0,28.3,320.9,272,8.9,2.6,15.5,2.1,0.1,48.5,332,272,6.5,3.6,63.5,4.1,1.7,48.5,658.2,365.8,14.4,2,16.3,1.5,0.5,79.2
2007,51351,-999,1,23.6,1,2173.7,0,28.7,22.1,1.7,4074.1,0,27.4,22.8,0.5,2096.1,0,26.6,148.5,112.4,5.2,3.3,23.8,2.6,0.8,31.1,162.9,112.4,3.7,4.4,56.5,5.1,2,31.1,226.8,140.5,8.8,3.6,21.3,2.1,0.6,60.8
2008,51351,-999,1,22.8,1.1,2101.3,0,28.4,21.5,1.6,3958.6,0,26.9,23.2,0.6,2134.3,0,28.5,274.6,257.5,7.5,2.6,17.5,2.1,0.2,42.3,286.9,257.5,5.5,3.6,55.7,4.6,1.5,42.3,204.5,165.6,8.1,3.6,37.5,2.2,1,48.1
2009,51351,-999,1,24.1,1.1,2221,0,28.6,22.6,1.9,4151.5,0,27.1,23,0.6,2120.6,0,27.4,122.8,95.9,4.9,3.7,23.6,3.2,1,33.8,135.8,95.9,3.5,4.9,58.8,6.1,2.1,33.8,339.2,156.5,7.9,2.1,11.5,0.8,0,43.1
2010,51351,-999,1,23.5,0.9,2164.1,0,28.6,22.2,1.6,4077,0,27.2,22.9,0.6,2108.8,0,28.8,312.7,276.1,8.7,2.5,16.8,2.2,0.2,48.7,324.7,276.1,6.4,3.6,64.2,4.5,1.7,48.7,262.9,172.9,10.6,3.7,22.5,2.3,2,82.1
2011,51351,-999,1,23.7,0.8,2180.2,0,29.5,22.5,1.5,4140,0,28.1,23.1,0.7,2120.7,0,28.3,188.8,159,6.6,3.2,18.7,3.5,0.4,40.1,199.8,159,4.8,4.4,58.9,5.8,2.7,40.1,342.6,284.4,9.4,2.5,23.9,1.6,1.4,54.4
2012,51351,-999,1,23.6,1.1,2171.9,0.3,29.3,22.2,1.7,4082.3,0.3,27.6,23.1,0.7,2123.1,0,28.5,299.3,260.5,9.1,2.8,25.4,2.6,1.3,61.4,317,260.5,6.6,3.9,54.8,5.8,2.7,61.4,300,166.3,10.9,3.4,17.8,2.7,0.2,73.5
2013,51351,-999,1,23.3,1.3,2147.9,0,28.6,21.8,1.9,4011.6,0,27,-999,-999,-999,-999,-999,298.5,276.9,7.7,2.4,23.5,1.8,0.8,38.7,311.5,276.9,5.6,3.3,61,3.8,1.9,38.7,301.6,166.6,10.2,3.2,20.4,3,0.5,62.2
1981,51352,-999,1,25.2,1.1,2310.9,0.5,30.6,24.5,1.1,4495.6,0.5,29.4,25.3,0.7,2326.1,0,29.1,352.1,315.7,6.8,2,21.7,1.8,0.6,35,360.4,315.7,5.2,2.9,76.9,3.2,1.7,35,62.4,45.1,2.2,3.4,26,3,1.7,13.2
1982,51352,-999,1,25.9,1,2377.4,0,30.5,25,1.2,4602.1,0,29.4,24.7,0.6,2268.9,0,29.8,210.2,165,6.7,3.1,28.2,2.2,1.1,41.9,217.8,165,4.9,4.4,74.7,3.7,2.4,41.9,199.1,151,5.3,2.5,17.3,2.8,0.1,29.8
1983,51352,-999,1,26.8,1,2415.8,0.6,31.1,25.6,1.4,4671.9,0.6,29.9,25.5,0.6,2343.4,0,29.8,106.8,83.6,5.2,4.5,30.5,2.9,1.7,39.4,121.1,83.6,3.7,5.8,65.4,5.1,3,39.4,51,35.7,1.8,3.3,25.7,3.1,1.4,11.4
1984,51352,-999,1,26.3,0.9,2423.8,0,30.3,25.2,1.4,4627.7,0,29.2,24.7,0.7,2274.5,0,29.4,86.6,74.8,4,4.4,27.6,3.5,0.9,30.2,92.7,74.8,2.8,6,82.7,4.7,2.2,30.2,123.1,98.4,4.6,3.6,23.9,2.9,1,31
1985,51352,-999,1,25.2,1.2,2321.3,0.1,30,24.4,1.3,4486.2,0.1,29,25,0.6,2297.5,0,29.3,240.5,204.8,5.9,2.3,21.6,2.3,0.6,32.8,248.9,204.8,4.4,3.3,72,3.7,2,32.8,61.4,48,2.3,3.4,22.7,3.2,0.7,15.3
1986,51352,-999,1,25.7,0.9,2367.3,0,30.3,24.7,1.3,4544.6,0,29.1,25.3,0.7,2326.3,0,30,154.1,144.7,4.5,2.7,25.7,2.6,0.9,25.9,163.5,144.7,3.3,3.8,77.3,4.3,2,25.9,100.6,65.1,3.9,3.8,21.9,3.2,1.2,27.1
1987,51352,-999,1,26.5,1.3,2396.6,0.4,31,25.3,1.5,4620.5,0.4,29.7,26.2,0.7,2409.1,0,30.5,186,136.7,5.6,2.8,18.9,2.1,0.3,35.1,199.7,136.7,4.1,3.9,65.5,4.6,1.6,35.1,55.2,41,2.2,3.7,31.4,3.2,1.6,14.9
1988,51352,-999,1,26.2,1.5,2333.3,0.9,30.9,25.1,1.6,4543.2,0.9,29.8,24.8,0.7,2285.6,0,29.5,244.2,235.9,6.8,2.6,25.3,3.1,0.7,37.9,266.4,235.9,5.1,3.5,67.1,4.7,1.9,37.9,89.9,57.1,3,3.3,23.5,3,1,19.3
1989,51352,-999,1,25.3,1.1,2327.7,0.2,30.1,24.4,1.3,4491.3,0.2,29.1,24.9,0.6,2291.5,0.1,30,185,140.9,5.5,2.8,21.2,2.6,0.7,32.8,193.9,140.9,4,3.9,77.7,3.8,2.1,32.8,125.1,90.8,3.8,2.9,21.6,2.3,0.5,22.5
1990,51352,-999,1,25.2,0.7,2321.1,0,29.4,24.5,1,4516.4,0,28.8,25.1,0.7,2307,0,29.8,206.9,196,4.7,2.1,26,1.9,0.6,22.9,214.4,196,3.5,3,83.8,3.2,1.7,22.9,117.8,68.3,4.4,3.7,24,3.7,0.6,29.3
1991,51352,-999,1,26.3,0.9,2402.4,0.3,31,25.1,1.5,4595.1,0.3,29.5,25.4,0.7,2333.1,0,30.2,119.1,91.3,4.6,3.8,22.8,2.6,0.8,32.9,132.6,91.3,3.4,5,61.7,4.8,2.2,32.9,81.2,42.6,3,3.4,20.4,3,0.5,20
1992,51352,-999,1,26.6,1.2,2404.8,0.6,31.3,25.3,1.7,4616.2,0.6,29.9,25.1,0.6,2310.9,0,29.9,121.1,106,4.4,3.4,25.4,2.8,1.6,27.5,129.4,106,3.2,4.6,76.1,4.5,2.5,27.5,132.5,64.3,4.8,3.5,20.3,3,0.6,31.5
1993,51352,-999,1,25.8,1,2375.2,0.6,30.7,24.8,1.3,4562,0.6,29.5,25.3,0.6,2327,0,30.3,135.3,85.5,4.7,3.4,26.8,2.5,1.2,29,143,85.5,3.4,4.7,80.3,3.8,2.4,29,70,58.5,3.3,4.3,28.3,3.2,1.4,24.6
1994,51352,-999,1,26.4,1.1,2425.1,0.8,31.3,25.3,1.4,4655.2,0.8,30,24.9,0.7,2291.5,0,29.5,120.1,91.8,4.7,3.7,23.6,3.2,0.8,32.5,133.7,91.8,3.4,4.9,65.5,5,1.9,32.5,158.2,134.7,5,3.1,24,2.8,1,28.3
1995,51352,-999,1,26,0.8,2394,0.1,30.5,25.2,1.1,4641.2,0.1,29.7,25.4,0.7,2336,0,30,172.3,154.5,6.3,3.5,21.4,3.4,0.7,40.9,181.9,154.5,4.6,4.8,70.5,5.1,1.7,40.9,85.6,63.4,3.3,3.7,23.4,3.1,1.2,23.6
1996,51352,-999,1,26.2,0.9,2398.7,0.1,30.6,24.8,1.6,4562.2,0.1,29,25.4,0.8,2340.9,0,30.2,117.7,101.1,4.3,3.5,25.5,2.8,0.8,29.6,132.1,101.1,3.2,4.7,69.4,4.5,2.1,29.7,65.9,56.1,2.7,3.9,28.6,3.1,1.2,19.6
1997,51352,-999,1,25.7,1.4,2365.4,0.8,30.1,25.1,1.2,4624.2,0.8,29.4,24.6,0.8,2259.6,0,28.3,218.9,201.4,5.7,2.4,28.6,2.3,1.4,31.4,228.9,201.4,4.2,3.4,85.6,3.7,1.9,31.4,379.7,301.3,8.2,2.1,13.6,1.3,0.1,40.5
1998,51352,-999,1,26.3,0.9,2413.1,0.8,31.3,25,1.6,4598.5,0.8,29.9,25.3,0.6,2324.3,0,30,152.4,93.2,5.9,3.6,20.6,3.4,1.3,39.9,168.1,93.2,4.3,4.9,60,5.3,2.8,40.1,59.2,44.7,2.3,3.7,26.3,2.7,1.1,15.6
1999,51352,-999,1,26,1,2388.1,0.1,30.7,24.9,1.4,4589.6,0.1,29.6,24.9,0.7,2290.3,0,29.4,108.7,98.9,3.6,3.1,25.3,3.4,0.8,23.3,119.4,98.9,2.7,4.2,76,4.8,1.8,23.3,80.9,56,3.7,4.3,30,2.8,1.5,26.7
2000,51352,-999,1,26.7,0.8,2455.5,0,29.3,25.4,1.4,4679.1,0,28.8,25.9,0.7,2382,0,29.8,39.1,28.2,1.6,3.9,31.1,3.1,1.4,11.3,45.8,28.2,1.2,5.1,88.6,4.4,2.2,11.4,80.3,54.2,3.2,3.8,29.7,3.4,1.1,21.8
2001,51352,-999,1,25.9,1,2386.8,0.3,31,25,1.3,4595,0.3,29.5,25.4,0.7,2336.3,0,30.2,149.4,140,5.2,3.3,27.6,2.4,1.4,31.9,157.9,140,3.8,4.5,80.5,3.9,2.3,31.9,92.3,73.8,3.7,3.6,24,3.2,1.1,26
2002,51352,-999,1,25.7,1.2,2366.8,0.6,31.4,24.9,1.3,4584.2,0.6,29.9,25.2,0.8,2320,0,29.9,206,170.8,6.7,3,21.6,2.8,1,39.9,213.2,170.8,4.9,4.2,82.7,3.7,1.6,39.9,182.3,59.1,6.7,3.4,27.5,2.4,1.2,43.2
2003,51352,-999,1,26.2,1.3,2382,0.6,30.7,25.2,1.4,4618.9,0.6,29.5,25.2,0.8,2322.3,0,30.3,234.4,188.6,7.5,3,24.3,3.1,1.3,45.6,243.1,188.6,5.5,4.2,83,4.2,2.3,45.6,120.9,84.7,4.6,3.8,25.4,2.9,1.6,31.9
2004,51352,-999,1,26.2,1,2409.5,0.8,31.2,25.2,1.3,4643.1,0.8,30,25.2,0.8,2320.2,0,29.5,183.9,151.7,6.8,3.4,26,3,1,42.5,189.8,151.7,4.9,4.8,91.2,4,1.5,42.5,134.2,116.1,4.9,3.5,20.8,3.6,0.9,31.4
2005,51352,-999,1,26.9,1.2,2417,0.1,30.5,25.6,1.7,4648.4,0.1,29.7,25.9,0.6,2386.4,0,30,146,89.2,5.8,3.7,23.8,3.1,1,38.1,155.1,89.2,4.2,5.2,72.9,4.8,2.3,38.1,56.8,49.3,1.9,3.4,26.3,3,1.4,12.5
2006,51352,-999,1,26.3,1,2407,0.1,30.6,25.5,1.3,4668.2,0.1,29,25.1,0.6,2305.7,0,30.2,176,154.8,7.3,4.1,24,3.1,0.8,52.9,186.9,154.8,5.3,5.6,81.2,4.4,2.1,52.9,244.3,166.9,7.2,2.9,22.1,2.9,1.5,40.6
2007,51352,-999,1,26.5,0.7,2436.1,0.8,30.1,25.4,1.3,4682.5,0.8,29.4,25.4,0.6,2341.4,0,28.3,134.9,110.4,4.9,3.5,28.4,2.9,1.4,31.3,160.3,110.4,3.7,4.5,58.2,5.5,3,31.3,97,87,3.6,3.5,27.2,2.9,1.8,24.8
2008,51352,-999,1,25.8,1.2,2371.2,0.8,31.3,25.1,1.2,4606.6,0.8,29.9,25.4,0.9,2340.8,0,30,138.1,129.3,5.4,3.7,27.3,3.1,1,39.5,146.4,129.3,3.9,5.1,76.9,4.6,2.1,39.5,85.3,78.7,3.2,3.4,34.6,3.2,1.5,20.1
2009,51352,-999,1,27,1,2443.5,0.1,30.7,26.1,1.3,4755.8,0.1,29.6,26,0.7,2387.8,0,29.4,83.3,61,3.1,3.8,26,3.3,1.3,19.9,89.7,61,2.3,5.2,86.8,4.2,2.5,19.9,106.1,71.9,3.7,3.3,22.3,3.7,0.8,24.3
2010,51352,-999,1,26.5,0.7,2433.7,0.1,30.3,25.5,1.3,4690.3,0.1,29.6,25.8,0.6,2377.6,0,30.8,162.6,140.1,4.8,2.8,20,3.4,0.6,28.5,172.4,140.1,3.5,3.8,73.4,5,1.9,28.5,51.8,44.2,2.1,3.8,29.7,3.2,1.4,14.8
2011,51352,-999,1,26.9,0.8,2468.5,1.1,31.7,25.9,1.3,4756,1.1,30.6,24.6,0.9,2266.7,0,29,54.6,41.9,2.5,4.3,29.4,3.6,1.2,18.7,65,41.9,1.8,5.6,81,5.2,2.2,18.7,329.2,302,9.2,2.6,26.1,2.9,0.8,48.1
2012,51352,-999,1,26.1,0.9,2405.1,0.7,30.9,25.3,1.2,4653.9,0.7,29.9,25.5,0.7,2347,0,29.8,176.3,139.2,5.7,3,26.4,2.1,1.3,34.1,185.9,139.2,4.2,4.2,78.9,3.4,2.5,34.1,152.3,99.3,5.6,3.5,20.6,3,0.7,38.4
2013,51352,-999,1,25.6,1.3,2326,0.4,29.8,24.7,1.4,4514.3,0.4,29.1,-999,-999,-999,-999,-999,267.6,250.2,7.9,2.7,29.2,2.2,0.8,43.6,278.9,250.2,5.7,3.8,67.8,4,2.2,43.6,129.5,118.8,4.2,3.2,25.6,2.4,0.8,26.7
1981,51354,-999,1,21.2,0.9,1947.6,0,27,20.3,1.2,3731,0,25.5,21.2,0.8,1949.2,0,25.6,820.1,596.1,8.5,1,7.8,0.1,0,39.7,914.3,596.1,7.5,1.5,26.3,3,1.5,39.7,384.4,309.7,6,1.5,6.9,0,0,37.1
1982,51354,-999,1,21.7,1,1997.9,0,26.8,20.8,1.3,3820.5,0,25.5,20.6,0.7,1890.6,0,26.1,580.5,374.1,11.6,1.9,12.3,1.2,0.1,61.2,648.1,374.1,8.8,2.6,20.8,3.8,0.7,61.2,771.1,635,17.9,2.1,13.3,1.8,0,89.4
1983,51354,-999,1,22.8,0.9,2093.2,0,27.7,21.5,1.5,3956.4,0,26.4,21.2,0.7,1952,0,26.1,442.7,254.5,14.6,3,15.4,1.4,0.1,102,523.1,254.5,10.6,3.8,25.4,4.3,1.1,102,441.8,278.9,9.3,2,14.1,1.6,0.1,58.6
1984,51354,-999,1,22.3,0.9,2048.6,0,26.8,20.9,1.6,3849.9,0,25.4,20.3,0.7,1867.3,0,25.7,250,202.9,7,2.7,13.9,3.7,0,40.7,305,202.9,5.2,3.4,34.1,6.1,1.4,40.7,694.9,607.8,19.6,2.5,15.7,0.8,0.2,148.6
1985,51354,-999,1,21.5,0.9,1975.6,0,26.9,20.3,1.4,3742.5,0,25.4,20.7,0.7,1906.8,0,25.6,619,452,13.1,2,13.9,1.8,0.1,65.1,692.5,452,9.8,2.7,26.2,4,1,65.1,417.3,345.5,10.6,2.4,14,1,0.2,67.3
1986,51354,-999,1,21.7,1,1997.6,0,26.9,20.5,1.6,3768.4,0,25.3,21.2,0.8,1949.9,0,26.3,566.4,454,12.7,2.1,16,1.3,0.1,73.3,652.6,454,9.6,2.7,27.1,4.7,1.4,73.3,468.1,355.8,12.3,2.4,14.2,1.5,0,82.2
1987,51354,-999,1,22.8,1.1,2098,0,27.4,21.3,1.7,3927,0,25.9,22.1,0.8,2032.9,0,26.5,342.6,236.6,9.6,2.6,17,1.8,0,59.3,443.8,236.6,7.2,3.1,22.2,4.1,0.9,59.3,284.5,240,10.2,3.3,20.8,1.7,0.7,65.7
1988,51354,-999,1,22.1,1.1,2037.2,0,27.5,21,1.5,3856.6,0,26.2,20.6,0.8,1892.6,0,25.8,594.6,523.5,11.2,1.8,14.8,1.4,0,52.4,688.9,523.5,8.8,2.4,20,4,0.8,54.4,562.6,391.4,9.9,1.7,17.4,1.1,0.1,49.5
1989,51354,-999,1,21.2,0.8,1953.7,0,26.6,20.2,1.3,3709.1,0,25.3,20.6,0.6,1896.3,0,26,410.1,294.7,9.5,2.1,15.8,2.8,0,50.7,480.3,294.7,7.3,2.8,31.2,5.5,1.2,53.3,669.3,497.8,20.3,2.7,15.4,1.7,0,150.9
1990,51354,-999,1,21.2,0.7,1948.9,0,25.7,20.3,1.2,3729.3,0,24.8,20.8,0.8,1914.1,0,25.8,605.1,534,10.9,1.7,6.8,0.2,0,62.5,660.4,534,8.4,2.3,21.8,2.7,0.6,62.5,636,468.3,17.4,2.5,17.5,2.1,0,108.7
1991,51354,-999,1,22,0.7,2026.8,0,27.3,20.8,1.5,3820.7,0,25.6,21,0.7,1931.4,0,26.2,443.5,312.2,13.6,2.8,13,2.5,0.1,90.9,528,312.2,10.2,3.5,24.1,4.4,1.1,90.9,462.8,312.8,12.1,2.4,13.6,1.4,0,69.7
1992,51354,-999,1,22.4,1.1,2061.8,0,27.7,20.9,1.8,3852.1,0,25.8,21,0.7,1749.7,0,26.1,421.1,265.9,13.6,2.9,23.6,1.6,0.9,93.5,474.4,265.9,9.9,3.8,26.9,4.4,1.6,93.5,617.8,435.3,17.4,2.6,13.2,2.1,0,119.2
1993,51354,-999,1,21.8,0.8,2009.1,0,27.2,20.7,1.4,3807.6,0,25.6,21.3,0.7,1962.7,0,26.4,372.1,236.6,8.1,2,16.8,2.3,0.3,41.2,423,236.6,6.1,2.7,30.6,4.7,1.4,41.2,441.8,346.1,13,2.7,20.9,1.2,0.8,89.7
1994,51354,-999,1,22.3,0.9,2051.3,0,27.5,21,1.5,3871.9,0,25.9,20.9,0.9,1923.2,0,25.7,412,316,9.6,2.2,12.1,1.1,0.1,59.5,489.4,316,7.3,2.9,21.7,4.5,0.6,60.1,849,703.3,21.6,2.4,15.4,1.8,0.3,110.8
1995,51354,-999,1,21.9,0.7,2014.4,0,26.9,20.9,1.2,3849.7,0,25.8,20.9,0.7,1924.7,0,25.8,531.3,415.4,17.9,3.1,19.5,4.1,0.2,104,610.3,415.4,12.9,3.9,29.4,6.4,2,104,561,433.5,20.5,3.3,21,2.2,0.7,165.5
1996,51354,-999,1,22.3,0.7,2048.5,0,27.3,20.8,1.7,3823.9,0,25.3,21.3,0.8,1957.2,0,26.4,320.5,224.9,9.3,2.8,18.6,1.5,0.3,67.6,417.3,224.9,7.3,3.5,27.1,3.8,1.7,69.8,365.9,329.6,13.2,3.4,15.9,1.3,0.2,99
1997,51354,-999,1,21.8,1.2,2003.2,0,27,21,1.2,3871.9,0,26,20.7,0.6,1903.1,0,24.8,673.6,580.7,14.1,1.9,26.8,2,2,60.3,740.6,580.7,10.7,2.7,35.4,5.1,2.5,60.3,1290.5,1026,29.4,2.1,12,1,0,164.2
1998,51354,-999,1,22.3,0.7,2055.3,0,27.4,21,1.6,3856.5,0,25.7,21.2,0.6,1947.5,0,26.5,573.6,309.6,14.9,2.4,19.6,3.3,0.8,83.7,695.1,309.6,11.6,3.2,24.3,5.1,2.6,89.3,296.4,267.7,8.2,2.7,15.1,1.5,0.2,62
1999,51354,-999,1,21.9,1,2017.8,0,27.1,20.9,1.3,3847.7,0,25.8,20.8,0.9,1912.6,0,25.5,359.3,286.2,8.7,2.3,14.7,1.8,0.1,55.4,416.5,286.2,6.6,3.1,29.5,3.8,1.3,55.7,577.6,470.3,21.4,3.5,12,0.9,0,161.5
2000,51354,-999,1,22.4,0.7,2062,0,25.7,21.2,1.4,3893,0,24.8,21.6,0.6,1984.7,0,25.8,208.1,161.7,7.4,3.3,18.3,2.4,0.6,49.1,258.6,161.7,5.5,4,35.4,4.9,1.3,49.1,466.8,378.6,13.4,2.7,15.3,1.4,0,80.2
2001,51354,-999,1,21.8,0.7,2006.4,0,27.3,20.7,1.3,3813.2,0,25.5,21.2,0.8,1946.4,0,26.2,471.8,403.6,12.4,2.5,22.8,2.2,1.1,64.7,543.1,403.6,9.2,3.2,30.2,5,1.6,64.7,473,414,17.5,3.3,9.7,0.5,0,145.3
2002,51354,-999,1,21.8,0.9,2003.9,0,27.7,20.7,1.4,3805.5,0,25.8,21,0.7,1933.4,0,26.2,737.8,583.8,18.2,2.3,20.1,1.9,0.9,90.2,789.5,583.8,13.4,3.2,33.1,4,1.4,90.2,712.9,522.2,24.2,3.1,22,1.9,0.7,161.8
2003,51354,-999,1,22.2,0.9,2046.2,0,27.2,21,1.5,3869.6,0,25.6,21.2,0.8,1953.3,0,26.4,615.8,464,16.2,2.5,23.5,2.2,1.3,81.1,691.8,464,12.2,3.3,37.1,4.4,2.1,81.1,649.1,537.3,19.3,2.7,20.1,1.3,0.9,120.5
