MARKETS,year,Month,Price
MWENDANTU,2009,Nov,27.30
WOTE,2009,Nov,28.00
GARISSA TOWN,2009,Nov,NA
DARAJA MBILI,2009,Nov,29.50
BONDO,2009,Nov,NA
KABARNET,2009,Nov,NA
KAPSABET,2009,Nov,NA
KITALE,2009,Nov,30.00
ELDORET,2009,Nov,27.50
TURBO,2009,Nov,20.00
KIPKAREN,2009,Nov,22.00
KAIADO TOWNSHIP,2009,Nov,NA
BUNGOMA TOWN,2009,Nov,30.00
KIMILILI,2009,Nov,27.50
KAPSOKWONY,2009,Nov,25.00
MUDETE,2009,Nov,NA
CHEPTULU,2009,Nov,NA
MBALE,2009,Nov,NA
KAWANGWARE,2009,Nov,38.40
BURMA,2009,Nov,40.00
KIKOMBA,2009,Nov,37.50
KANGEMI,2009,Nov,36.10
KOROGOCHO,2009,Nov,35.70
KIBERA(TOI),2009,Nov,36.80
KIAMBU,2009,Dec,NA
LIMURU,2009,Dec,NA
MUTHITHI,2009,Dec,NA
MUKUYU,2009,Dec,31.00
KIRIAINI,2009,Dec,NA
NANYUKI,2009,Dec,44.40
SIPILI,2009,Dec,NA
MARIAKANI,2009,Dec,36.00
KALOLENI,2009,Dec,36.00
MALINDI,2009,Dec,35.00
KIBAUNI KILIFI,2009,Dec,35.00
GARSEN,2009,Dec,NA
RUNYENJES,2009,Dec,NA
EMBU TOWN,2009,Dec,NA
SIAKAGO,2009,Dec,32.50
MIGWANI,2009,Dec,28.00
MACHAKOS TOWN,2009,Dec,NA
TALA,2009,Dec,NA
MWENDANTU,2009,Dec,30.00
WOTE,2009,Dec,NA
GARISSA TOWN,2009,Dec,NA
DARAJA MBILI,2009,Dec,29.50
BONDO,2009,Dec,NA
KABARNET,2009,Dec,NA
KAPSABET,2009,Dec,NA
KITALE,2009,Dec,NA
ELDORET,2009,Dec,30.00
TURBO,2009,Dec,20.80
KIPKAREN,2009,Dec,22.00
KAIADO TOWNSHIP,2009,Dec,NA
BUNGOMA TOWN,2009,Dec,30.00
KIMILILI,2009,Dec,30.00
KAPSOKWONY,2009,Dec,27.50
MUDETE,2009,Dec,NA
CHEPTULU,2009,Dec,NA
MBALE,2009,Dec,NA
KAWANGWARE,2009,Dec,38.40
BURMA,2009,Dec,40.00
KIKOMBA,2009,Dec,37.00
KANGEMI,2009,Dec,35.70
KOROGOCHO,2009,Dec,35.70
KIBERA(TOI),2009,Dec,35.70
KIAMBU,2010,Jan,17.50
LIMURU,2010,Jan,20.00
THIKA,2010,Jan,14.29
GATUNDU,2010,Jan,19.00
KUTUS,2010,Jan,NA
SAGANA,2010,Jan,NA
KERUGOYA,2010,Jan,NA
MUTHITHI,2010,Jan,14.29
MUKUYU,2010,Jan,33.33
KIRIAINI,2010,Jan,33.33
ENGINEER,2010,Jan,NA
NANYUKI,2010,Jan,38.89
SIPILI,2010,Jan,34.09
MARIAKANI,2010,Jan,NA
KALOLENI,2010,Jan,NA
MALINDI,2010,Jan,35.00
KIBAUNI KILIFI,2010,Jan,NA
RUNYENJES,2010,Jan,30.00
EMBU TOWN,2010,Jan,31.50
SIAKAGO,2010,Jan,32.50
MWINGI,2010,Jan,NA
MIGWANI,2010,Jan,30.00
KALUNDU,2010,Jan,NA
"MACHAKOS
TOWN",2010,Jan,28.50
TALA,2010,Jan,NA
KIANJAI,2010,Jan,37.22
MWENDANTU,2010,Jan,32.00
WOTE,2010,Jan,28.00
DARAJA MBILI,2010,Jan,22.73
KIBIRIGO,2010,Jan,NA
RIOSIRE,2010,Jan,NA
RIOCHANDA,2010,Jan,NA
NYABITE,2010,Jan,NA
MOGONGA,2010,Jan,NA
Nyamache,2010,Jan,NA
KIBUYE,2010,Jan,29.55
AHERO,2010,Jan,29.55
KIBOSWA,2010,Jan,27.27
SONDU,2010,Jan,29.55
BONDO,2010,Jan,NA
OYUGIS,2010,Jan,25.00
NAKURU TOWN,2010,Jan,NA
KAPSABET,2010,Jan,NA
KITALE,2010,Jan,35.00
ELDORET,2010,Jan,28.75
BURNT FOREST,2010,Jan,NA
TURBO,2010,Jan,22.00
KIPKAREN,2010,Jan,24.00
"BUNGOMA
TOWN",2010,Jan,30.00
KIMILILI,2010,Jan,30.00
KAPSOKWONY,2010,Jan,23.91
BUMALA,2010,Jan,23.81
BUSIA TOWN,2010,Jan,21.43
"KAKAMEGA
TOWN",2010,Jan,29.55
MUDETE,2010,Jan,28.57
CHEPTULU,2010,Jan,28.57
MBALE,2010,Jan,28.57
KAWANGWARE,2010,Jan,34.09
BURMA,2010,Jan,35.00
GIKOMBA,2010,Jan,35.71
KANGEMI,2010,Jan,30.95
KOROGOCHO,2010,Jan,33.33
KIBERA(TOI),2010,Jan,33.33
KIAMBU,2010,Feb,17.50
LIMURU,2010,Feb,20.00
THIKA,2010,Feb,25.00
GATUNDU,2010,Feb,20.00
KUTUS,2010,Feb,NA
SAGANA,2010,Feb,NA
KERUGOYA,2010,Feb,NA
MUTHITHI,2010,Feb,14.29
MUKUYU,2010,Feb,33.33
KIRIAINI,2010,Feb,33.33
ENGINEER,2010,Feb,NA
NANYUKI,2010,Feb,33.33
SIPILI,2010,Feb,33.33
MARIAKANI,2010,Feb,NA
KALOLENI,2010,Feb,NA
MALINDI,2010,Feb,30.00
KIBAUNI KILIFI,2010,Feb,NA
RUNYENJES,2010,Feb,25.00
EMBU TOWN,2010,Feb,27.50
SIAKAGO,2010,Feb,22.50
MWINGI,2010,Feb,NA
MIGWANI,2010,Feb,25.00
KALUNDU,2010,Feb,NA
"MACHAKOS
TOWN",2010,Feb,28.00
TALA,2010,Feb,NA
KIANJAI,2010,Feb,22.22
MWENDANTU,2010,Feb,25.00
WOTE,2010,Feb,25.00
DARAJA MBILI,2010,Feb,23.64
KIBIRIGO,2010,Feb,NA
RIOSIRE,2010,Feb,NA
RIOCHANDA,2010,Feb,NA
NYABITE,2010,Feb,NA
MOGONGA,2010,Feb,NA
Nyamache,2010,Feb,NA
KIBUYE,2010,Feb,28.18
AHERO,2010,Feb,28.18
KIBOSWA,2010,Feb,27.27
SONDU,2010,Feb,29.55
BONDO,2010,Feb,NA
OYUGIS,2010,Feb,26.73
NAKURU TOWN,2010,Feb,NA
KAPSABET,2010,Feb,NA
KITALE,2010,Feb,35.00
ELDORET,2010,Feb,28.75
BURNT FOREST,2010,Feb,NA
TURBO,2010,Feb,22.00
KIPKAREN,2010,Feb,30.00
"BUNGOMA
TOWN",2010,Feb,NA
KIMILILI,2010,Feb,25.00
KAPSOKWONY,2010,Feb,25.22
BUMALA,2010,Feb,23.81
BUSIA TOWN,2010,Feb,21.43
"KAKAMEGA
TOWN",2010,Feb,27.27
MUDETE,2010,Feb,23.81
CHEPTULU,2010,Feb,26.19
MBALE,2010,Feb,23.81
KAWANGWARE,2010,Feb,34.76
BURMA,2010,Feb,30.00
GIKOMBA,2010,Feb,32.50
KANGEMI,2010,Feb,30.95
KOROGOCHO,2010,Feb,30.95
KIBERA(TOI),2010,Feb,32.50
KIAMBU,2010,March,16.50
LIMURU,2010,March,20.00
THIKA,2010,March,20.00
GATUNDU,2010,March,25.00
KUTUS,2010,March,NA
SAGANA,2010,March,NA
KERUGOYA,2010,March,NA
MUTHITHI,2010,March,16.67
MUKUYU,2010,March,28.57
KIRIAINI,2010,March,33.33
ENGINEER,2010,March,30.00
NANYUKI,2010,March,33.33
SIPILI,2010,March,27.27
MARIAKANI,2010,March,NA
KALOLENI,2010,March,NA
MALINDI,2010,March,30.00
KIBAUNI KILIFI,2010,March,NA
RUNYENJES,2010,March,20.00
EMBU TOWN,2010,March,20.00
SIAKAGO,2010,March,20.00
MWINGI,2010,March,NA
MIGWANI,2010,March,25.00
KALUNDU,2010,March,NA
"MACHAKOS
TOWN",2010,March,NA
TALA,2010,March,NA
KIANJAI,2010,March,15.56
MWENDANTU,2010,March,18.18
WOTE,2010,March,NA
DARAJA MBILI,2010,March,24.09
KIBIRIGO,2010,March,NA
RIOSIRE,2010,March,NA
RIOCHANDA,2010,March,22.92
NYABITE,2010,March,NA
MOGONGA,2010,March,NA
Nyamache,2010,March,NA
KIBUYE,2010,March,27.27
AHERO,2010,March,27.27
KIBOSWA,2010,March,27.27
SONDU,2010,March,25.00
BONDO,2010,March,NA
OYUGIS,2010,March,28.57
NAKURU TOWN,2010,March,NA
KAPSABET,2010,March,NA
KITALE,2010,March,32.50
ELDORET,2010,March,28.75
BURNT FOREST,2010,March,NA
TURBO,2010,March,22.00
KIPKAREN,2010,March,27.50
"BUNGOMA
TOWN",2010,March,NA
KIMILILI,2010,March,25.00
KAPSOKWONY,2010,March,23.91
BUMALA,2010,March,28.57
BUSIA TOWN,2010,March,18.10
"KAKAMEGA
TOWN",2010,March,27.27
MUDETE,2010,March,22.38
CHEPTULU,2010,March,26.19
MBALE,2010,March,20.48
KAWANGWARE,2010,March,30.95
BURMA,2010,March,30.00
GIKOMBA,2010,March,32.50
KANGEMI,2010,March,30.95
KOROGOCHO,2010,March,30.95
KIBERA(TOI),2010,March,31.58
KIAMBU,2010,April,17.50
LIMURU,2010,April,20.00
THIKA,2010,April,20.00
GATUNDU,2010,April,25.00
KUTUS,2010,April,NA
SAGANA,2010,April,NA
KERUGOYA,2010,April,NA
MUTHITHI,2010,April,16.67
MUKUYU,2010,April,28.57
KIRIAINI,2010,April,33.33
ENGINEER,2010,April,30.00
NANYUKI,2010,April,27.78
SIPILI,2010,April,NA
MARIAKANI,2010,April,NA
KALOLENI,2010,April,NA
MALINDI,2010,April,30.00
KIBAUNI KILIFI,2010,April,NA
RUNYENJES,2010,April,17.50
EMBU TOWN,2010,April,20.00
SIAKAGO,2010,April,17.50
MWINGI,2010,April,NA
MIGWANI,2010,April,15.91
KALUNDU,2010,April,NA
"MACHAKOS
TOWN",2010,April,20.00
TALA,2010,April,NA
KIANJAI,2010,April,11.11
MWENDANTU,2010,April,15.00
WOTE,2010,April,18.00
DARAJA MBILI,2010,April,25.00
KIBIRIGO,2010,April,23.08
RIOSIRE,2010,April,NA
RIOCHANDA,2010,April,22.92
NYABITE,2010,April,20.00
MOGONGA,2010,April,NA
Nyamache,2010,April,NA
KIBUYE,2010,April,27.27
AHERO,2010,April,22.73
KIBOSWA,2010,April,27.27
SONDU,2010,April,20.45
BONDO,2010,April,NA
OYUGIS,2010,April,27.27
NAKURU TOWN,2010,April,NA
KAPSABET,2010,April,26.09
KITALE,2010,April,25.00
ELDORET,2010,April,27.50
BURNT FOREST,2010,April,22.73
TURBO,2010,April,24.00
KIPKAREN,2010,April,25.00
"BUNGOMA
TOWN",2010,April,22.73
KIMILILI,2010,April,20.83
KAPSOKWONY,2010,April,21.74
BUMALA,2010,April,NA
BUSIA TOWN,2010,April,18.10
"KAKAMEGA
TOWN",2010,April,27.27
MUDETE,2010,April,21.43
CHEPTULU,2010,April,21.43
MBALE,2010,April,21.43
KAWANGWARE,2010,April,30.95
BURMA,2010,April,30.00
GIKOMBA,2010,April,30.00
KANGEMI,2010,April,30.00
KOROGOCHO,2010,April,28.57
KIBERA(TOI),2010,April,30.95
KIAMBU,2010,May,17.50
LIMURU,2010,May,20.00
THIKA,2010,May,22.00
GATUNDU,2010,May,20.00
KUTUS,2010,May,13.04
SAGANA,2010,May,22.73
KERUGOYA,2010,May,18.18
MUTHITHI,2010,May,16.67
MUKUYU,2010,May,28.57
KIRIAINI,2010,May,28.57
ENGINEER,2010,May,27.27
NANYUKI,2010,May,22.22
SIPILI,2010,May,26.19
MARIAKANI,2010,May,NA
KALOLENI,2010,May,NA
MALINDI,2010,May,25.00
KIBAUNI KILIFI,2010,May,NA
RUNYENJES,2010,May,13.64
EMBU TOWN,2010,May,13.64
SIAKAGO,2010,May,17.50
MWINGI,2010,May,NA
MIGWANI,2010,May,15.00
KALUNDU,2010,May,20.00
"MACHAKOS
TOWN",2010,May,20.00
TALA,2010,May,10.00
KIANJAI,2010,May,11.11
MWENDANTU,2010,May,13.64
WOTE,2010,May,18.00
DARAJA MBILI,2010,May,22.73
KIBIRIGO,2010,May,23.08
RIOSIRE,2010,May,NA
RIOCHANDA,2010,May,18.75
NYABITE,2010,May,18.00
MOGONGA,2010,May,NA
Nyamache,2010,May,NA
KIBUYE,2010,May,20.45
AHERO,2010,May,21.59
KIBOSWA,2010,May,19.13
SONDU,2010,May,20.45
BONDO,2010,May,NA
OYUGIS,2010,May,18.18
NAKURU TOWN,2010,May,NA
KAPSABET,2010,May,25.00
KITALE,2010,May,22.50
ELDORET,2010,May,25.00
BURNT FOREST,2010,May,22.73
TURBO,2010,May,20.00
KIPKAREN,2010,May,25.00
"BUNGOMA
TOWN",2010,May,20.45
KIMILILI,2010,May,20.83
KAPSOKWONY,2010,May,19.23
BUMALA,2010,May,NA
BUSIA TOWN,2010,May,NA
"KAKAMEGA
TOWN",2010,May,22.73
MUDETE,2010,May,21.43
CHEPTULU,2010,May,19.05
MBALE,2010,May,19.05
KAWANGWARE,2010,May,23.81
BURMA,2010,May,25.00
GIKOMBA,2010,May,21.43
KANGEMI,2010,May,22.73
KOROGOCHO,2010,May,22.73
KIBERA(TOI),2010,May,23.68
KIAMBU,2010,JUNE,NA
LIMURU,2010,JUNE,NA
THIKA,2010,JUNE,25.00
GATUNDU,2010,JUNE,22.73
KUTUS,2010,JUNE,14.00
SAGANA,2010,JUNE,20.83
KERUGOYA,2010,JUNE,18.18
MUTHITHI,2010,JUNE,16.67
MUKUYU,2010,JUNE,19.05
KIRIAINI,2010,JUNE,23.81
ENGINEER,2010,JUNE,22.73
NANYUKI,2010,JUNE,22.22
SIPILI,2010,JUNE,23.81
MARIAKANI,2010,JUNE,NA
KALOLENI,2010,JUNE,27.00
MALINDI,2010,JUNE,25.00
KIBAUNI KILIFI,2010,JUNE,25.00
RUNYENJES,2010,JUNE,13.64
EMBU TOWN,2010,JUNE,15.91
SIAKAGO,2010,JUNE,15.00
MWINGI,2010,JUNE,19.00
MIGWANI,2010,JUNE,15.00
KALUNDU,2010,JUNE,20.00
"MACHAKOS
TOWN",2010,JUNE,17.00
TALA,2010,JUNE,10.00
KIANJAI,2010,JUNE,12.22
MWENDANTU,2010,JUNE,0.00
WOTE,2010,JUNE,17.00
DARAJA MBILI,2010,JUNE,18.18
KIBIRIGO,2010,JUNE,20.83
RIOSIRE,2010,JUNE,19.00
RIOCHANDA,2010,JUNE,16.00
NYABITE,2010,JUNE,18.75
MOGONGA,2010,JUNE,16.67
Nyamache,2010,JUNE,14.00
KIBUYE,2010,JUNE,18.18
AHERO,2010,JUNE,18.18
KIBOSWA,2010,JUNE,17.39
SONDU,2010,JUNE,18.18
BONDO,2010,JUNE,22.50
OYUGIS,2010,JUNE,18.18
NAKURU TOWN,2010,JUNE,NA
KAPSABET,2010,JUNE,21.74
KITALE,2010,JUNE,25.00
ELDORET,2010,JUNE,25.00
BURNT FOREST,2010,JUNE,25.00
TURBO,2010,JUNE,20.80
KIPKAREN,2010,JUNE,22.50
"BUNGOMA
TOWN",2010,JUNE,18.18
KIMILILI,2010,JUNE,NA
KAPSOKWONY,2010,JUNE,17.69
BUMALA,2010,JUNE,NA
BUSIA TOWN,2010,JUNE,NA
"KAKAMEGA
TOWN",2010,JUNE,20.45
MUDETE,2010,JUNE,19.05
CHEPTULU,2010,JUNE,19.05
MBALE,2010,JUNE,23.81
KAWANGWARE,2010,JUNE,22.73
BURMA,2010,JUNE,23.00
GIKOMBA,2010,JUNE,22.50
KANGEMI,2010,JUNE,21.43
KOROGOCHO,2010,JUNE,21.74
KIBERA(TOI),2010,JUNE,21.43
KIAMBU,2010,JULY,18.25
LIMURU,2010,JULY,16.75
THIKA,2010,JULY,20.00
GATUNDU,2010,JULY,20.00
KUTUS,2010,JULY,13.04
SAGANA,2010,JULY,21.43
KERUGOYA,2010,JULY,15.91
MUTHITHI,2010,JULY,14.29
MUKUYU,2010,JULY,14.29
KIRIAINI,2010,JULY,16.67
ENGINEER,2010,JULY,25.00
NANYUKI,2010,JULY,22.22
SIPILI,2010,JULY,NA
MARIAKANI,2010,JULY,30.00
KALOLENI,2010,JULY,27.00
MALINDI,2010,JULY,NA
KIBAUNI KILIFI,2010,JULY,20.00
RUNYENJES,2010,JULY,13.64
EMBU TOWN,2010,JULY,13.64
SIAKAGO,2010,JULY,15.00
MWINGI,2010,JULY,19.09
MIGWANI,2010,JULY,14.00
KALUNDU,2010,JULY,20.00
"MACHAKOS
TOWN",2010,JULY,15.00
TALA,2010,JULY,10.00
KIANJAI,2010,JULY,11.11
MWENDANTU,2010,JULY,12.00
WOTE,2010,JULY,15.00
DARAJA MBILI,2010,JULY,22.73
KIBIRIGO,2010,JULY,16.00
RIOSIRE,2010,JULY,20.00
RIOCHANDA,2010,JULY,14.00
NYABITE,2010,JULY,16.00
MOGONGA,2010,JULY,19.05
Nyamache,2010,JULY,16.00
KIBUYE,2010,JULY,15.91
AHERO,2010,JULY,18.18
KIBOSWA,2010,JULY,15.22
SONDU,2010,JULY,18.18
BONDO,2010,JULY,19.50
OYUGIS,2010,JULY,17.39
NAKURU TOWN,2010,JULY,NA
KAPSABET,2010,JULY,21.74
KITALE,2010,JULY,NA
ELDORET,2010,JULY,22.50
BURNT FOREST,2010,JULY,23.75
TURBO,2010,JULY,18.00
KIPKAREN,2010,JULY,25.00
"BUNGOMA
TOWN",2010,JULY,18.18
KIMILILI,2010,JULY,18.00
KAPSOKWONY,2010,JULY,17.31
BUMALA,2010,JULY,NA
BUSIA TOWN,2010,JULY,NA
"KAKAMEGA
TOWN",2010,JULY,20.45
MUDETE,2010,JULY,21.43
CHEPTULU,2010,JULY,16.67
MBALE,2010,JULY,20.48
KAWANGWARE,2010,JULY,22.22
BURMA,2010,JULY,23.00
GIKOMBA,2010,JULY,22.73
KANGEMI,2010,JULY,22.73
KOROGOCHO,2010,JULY,21.43
KIBERA(TOI),2010,JULY,21.43
KIAMBU,2010,August,17.50
LIMURU,2010,August,15.00
THIKA,2010,August,22.73
GATUNDU,2010,August,22.73
KUTUS,2010,August,13.04
SAGANA,2010,August,13.66
KERUGOYA,2010,August,15.91
MUTHITHI,2010,August,14.29
MUKUYU,2010,August,14.29
KIRIAINI,2010,August,19.05
ENGINEER,2010,August,20.45
NANYUKI,2010,August,22.22
SIPILI,2010,August,NA
MARIAKANI,2010,August,30.00
KALOLENI,2010,August,25.00
MALINDI,2010,August,NA
KIBAUNI KILIFI,2010,August,20.00
RUNYENJES,2010,August,13.64
EMBU TOWN,2010,August,13.64
SIAKAGO,2010,August,14.29
MWINGI,2010,August,20.00
MIGWANI,2010,August,15.00
KALUNDU,2010,August,18.00
"MACHAKOS
TOWN",2010,August,18.00
TALA,2010,August,NA
KIANJAI,2010,August,11.11
MWENDANTU,2010,August,10.91
WOTE,2010,August,17.00
DARAJA MBILI,2010,August,15.91
KIBIRIGO,2010,August,16.00
RIOSIRE,2010,August,13.04
RIOCHANDA,2010,August,14.00
NYABITE,2010,August,14.00
MOGONGA,2010,August,14.74
Nyamache,2010,August,16.00
KIBUYE,2010,August,NA
AHERO,2010,August,18.18
KIBOSWA,2010,August,NA
SONDU,2010,August,15.91
BONDO,2010,August,17.50
OYUGIS,2010,August,15.91
NAKURU TOWN,2010,August,NA
KAPSABET,2010,August,18.48
KITALE,2010,August,20.00
ELDORET,2010,August,22.50
BURNT FOREST,2010,August,15.00
TURBO,2010,August,18.48
KIPKAREN,2010,August,25.00
"BUNGOMA
TOWN",2010,August,18.18
KIMILILI,2010,August,18.00
KAPSOKWONY,2010,August,17.31
BUMALA,2010,August,NA
BUSIA TOWN,2010,August,NA
"KAKAMEGA
TOWN",2010,August,20.45
MUDETE,2010,August,21.43
CHEPTULU,2010,August,19.05
MBALE,2010,August,21.43
KAWANGWARE,2010,August,22.22
BURMA,2010,August,23.00
GIKOMBA,2010,August,23.81
KANGEMI,2010,August,22.73
KOROGOCHO,2010,August,20.45
KIBERA(TOI),2010,August,21.74
KIAMBU,2010,Sep,20.00
LIMURU,2010,Sep,17.50
THIKA,2010,Sep,22.73
GATUNDU,2010,Sep,22.73
KUTUS,2010,Sep,13.64
SAGANA,2010,Sep,15.91
KERUGOYA,2010,Sep,13.64
MUTHITHI,2010,Sep,14.29
MUKUYU,2010,Sep,14.29
KIRIAINI,2010,Sep,16.67
ENGINEER,2010,Sep,NA
NANYUKI,2010,Sep,22.22
SIPILI,2010,Sep,NA
MARIAKANI,2010,Sep,30.00
KALOLENI,2010,Sep,25.00
MALINDI,2010,Sep,NA
KIBAUNI KILIFI,2010,Sep,20.00
RUNYENJES,2010,Sep,13.64
EMBU TOWN,2010,Sep,13.64
SIAKAGO,2010,Sep,17.14
MWINGI,2010,Sep,20.00
MIGWANI,2010,Sep,14.00
KALUNDU,2010,Sep,18.00
"MACHAKOS
TOWN",2010,Sep,15.00
TALA,2010,Sep,NA
KIANJAI,2010,Sep,11.11
MWENDANTU,2010,Sep,11.82
WOTE,2010,Sep,17.00
DARAJA MBILI,2010,Sep,18.18
KIBIRIGO,2010,Sep,14.95
RIOSIRE,2010,Sep,NA
RIOCHANDA,2010,Sep,14.00
NYABITE,2010,Sep,15.00
MOGONGA,2010,Sep,12.50
Nyamache,2010,Sep,16.00
KIBUYE,2010,Sep,NA
AHERO,2010,Sep,18.18
KIBOSWA,2010,Sep,NA
SONDU,2010,Sep,15.91
BONDO,2010,Sep,17.50
OYUGIS,2010,Sep,17.86
NAKURU TOWN,2010,Sep,NA
KAPSABET,2010,Sep,17.39
KITALE,2010,Sep,17.50
ELDORET,2010,Sep,20.00
BURNT FOREST,2010,Sep,22.50
TURBO,2010,Sep,18.00
KIPKAREN,2010,Sep,10.80
"BUNGOMA
TOWN",2010,Sep,18.18
KIMILILI,2010,Sep,16.00
KAPSOKWONY,2010,Sep,19.05
BUMALA,2010,Sep,NA
BUSIA TOWN,2010,Sep,NA
"KAKAMEGA
TOWN",2010,Sep,18.18
MUDETE,2010,Sep,19.05
CHEPTULU,2010,Sep,16.67
MBALE,2010,Sep,19.05
KAWANGWARE,2010,Sep,20.00
BURMA,2010,Sep,20.00
GIKOMBA,2010,Sep,22.22
KANGEMI,2010,Sep,22.22
KOROGOCHO,2010,Sep,20.45
KIBERA(TOI),2010,Sep,20.00
KIAMBU,2010,Oct,17.50
LIMURU,2010,Oct,17.50
THIKA,2010,Oct,25.00
GATUNDU,2010,Oct,23.81
KUTUS,2010,Oct,13.64
SAGANA,2010,Oct,14.29
KERUGOYA,2010,Oct,15.22
MUTHITHI,2010,Oct,14.29
MUKUYU,2010,Oct,14.29
KIRIAINI,2010,Oct,16.67
ENGINEER,2010,Oct,20.00
NANYUKI,2010,Oct,22.22
SIPILI,2010,Oct,NA
MARIAKANI,2010,Oct,NA
KALOLENI,2010,Oct,NA
MALINDI,2010,Oct,20.00
KIBAUNI KILIFI,2010,Oct,NA
RUNYENJES,2010,Oct,13.64
EMBU TOWN,2010,Oct,13.64
SIAKAGO,2010,Oct,34.42
MWINGI,2010,Oct,20.00
MIGWANI,2010,Oct,14.00
KALUNDU,2010,Oct,18.00
"MACHAKOS
TOWN",2010,Oct,17.00
TALA,2010,Oct,11.00
KIANJAI,2010,Oct,11.11
MWENDANTU,2010,Oct,13.00
WOTE,2010,Oct,17.00
DARAJA MBILI,2010,Oct,19.05
KIBIRIGO,2010,Oct,18.00
RIOSIRE,2010,Oct,14.00
RIOCHANDA,2010,Oct,18.00
NYABITE,2010,Oct,18.00
MOGONGA,2010,Oct,14.58
Nyamache,2010,Oct,16.00
KIBUYE,2010,Oct,NA
AHERO,2010,Oct,18.18
KIBOSWA,2010,Oct,NA
SONDU,2010,Oct,15.91
BONDO,2010,Oct,18.18
OYUGIS,2010,Oct,NA
NAKURU TOWN,2010,Oct,27.78
KAPSABET,2010,Oct,15.22
KITALE,2010,Oct,16.67
ELDORET,2010,Oct,17.50
BURNT FOREST,2010,Oct,20.00
TURBO,2010,Oct,14.00
KIPKAREN,2010,Oct,12.00
"BUNGOMA
TOWN",2010,Oct,14.58
KIMILILI,2010,Oct,12.50
KAPSOKWONY,2010,Oct,NA
BUMALA,2010,Oct,16.67
BUSIA TOWN,2010,Oct,16.67
"KAKAMEGA
TOWN",2010,Oct,18.18
MUDETE,2010,Oct,16.67
CHEPTULU,2010,Oct,16.67
MBALE,2010,Oct,16.67
KAWANGWARE,2010,Oct,17.39
BURMA,2010,Oct,20.00
GIKOMBA,2010,Oct,22.73
KANGEMI,2010,Oct,17.39
KOROGOCHO,2010,Oct,20.45
KIBERA(TOI),2010,Oct,20.00
KIAMBU,2010,Nov,20.00
LIMURU,2010,Nov,17.50
THIKA,2010,Nov,25.00
GATUNDU,2010,Nov,25.00
KUTUS,2010,Nov,NA
SAGANA,2010,Nov,NA
KERUGOYA,2010,Nov,NA
MUTHITHI,2010,Nov,19.05
MUKUYU,2010,Nov,14.29
KIRIAINI,2010,Nov,16.67
ENGINEER,2010,Nov,18.18
NANYUKI,2010,Nov,22.22
SIPILI,2010,Nov,NA
MARIAKANI,2010,Nov,NA
KALOLENI,2010,Nov,NA
MALINDI,2010,Nov,20.00
KIBAUNI KILIFI,2010,Nov,NA
RUNYENJES,2010,Nov,15.91
EMBU TOWN,2010,Nov,18.18
SIAKAGO,2010,Nov,15.91
MWINGI,2010,Nov,18.00
MIGWANI,2010,Nov,14.00
KALUNDU,2010,Nov,18.00
"MACHAKOS
TOWN",2010,Nov,17.00
TALA,2010,Nov,NA
KIANJAI,2010,Nov,NA
MWENDANTU,2010,Nov,NA
WOTE,2010,Nov,17.00
DARAJA MBILI,2010,Nov,22.73
KIBIRIGO,2010,Nov,18.00
RIOSIRE,2010,Nov,18.00
RIOCHANDA,2010,Nov,16.00
NYABITE,2010,Nov,16.00
MOGONGA,2010,Nov,15.91
Nyamache,2010,Nov,16.00
KIBUYE,2010,Nov,NA
AHERO,2010,Nov,20.45
KIBOSWA,2010,Nov,NA
SONDU,2010,Nov,20.45
BONDO,2010,Nov,20.45
OYUGIS,2010,Nov,NA
NAKURU TOWN,2010,Nov,27.78
KAPSABET,2010,Nov,17.39
KITALE,2010,Nov,15.00
ELDORET,2010,Nov,17.50
BURNT FOREST,2010,Nov,NA
TURBO,2010,Nov,11.20
KIPKAREN,2010,Nov,14.00
"BUNGOMA
TOWN",2010,Nov,18.18
KIMILILI,2010,Nov,12.00
KAPSOKWONY,2010,Nov,12.50
BUMALA,2010,Nov,NA
BUSIA TOWN,2010,Nov,NA
"KAKAMEGA
TOWN",2010,Nov,15.91
MUDETE,2010,Nov,16.67
CHEPTULU,2010,Nov,16.67
MBALE,2010,Nov,16.67
KAWANGWARE,2010,Nov,19.05
BURMA,2010,Nov,20.00
GIKOMBA,2010,Nov,20.00
KANGEMI,2010,Nov,20.00
KOROGOCHO,2010,Nov,20.00
KIBERA(TOI),2010,Nov,19.05
KIAMBU,2010,Dec,20.00
LIMURU,2010,Dec,17.50
THIKA,2010,Dec,25.00
GATUNDU,2010,Dec,20.00
KUTUS,2010,Dec,NA
SAGANA,2010,Dec,NA
KERUGOYA,2010,Dec,NA
MUTHITHI,2010,Dec,19.05
MUKUYU,2010,Dec,16.67
KIRIAINI,2010,Dec,16.67
ENGINEER,2010,Dec,18.18
NANYUKI,2010,Dec,22.22
SIPILI,2010,Dec,NA
MARIAKANI,2010,Dec,NA
KALOLENI,2010,Dec,NA
MALINDI,2010,Dec,18.79
KIBAUNI KILIFI,2010,Dec,NA
RUNYENJES,2010,Dec,18.18
EMBU TOWN,2010,Dec,18.18
SIAKAGO,2010,Dec,19.05
MWINGI,2010,Dec,20.00
MIGWANI,2010,Dec,15.00
KALUNDU,2010,Dec,NA
"MACHAKOS
TOWN",2010,Dec,18.00
TALA,2010,Dec,NA
KIANJAI,2010,Dec,NA
MWENDANTU,2010,Dec,NA
WOTE,2010,Dec,17.00
