,Town,year,Month,Price
9311,ELDORET,2013,NOV,NA
9312,BURN FOREST,2013,NOV,NA
9313,TURBO,2013,NOV,NA
9314,KIPKAREN,2013,NOV,NA
9315,ITEN,2013,NOV,39.00
9316,KAJIADO,2013,NOV,50.00
9317,BUNGOMA,2013,NOV,33.30
9318,KIMILILI,2013,NOV,33.30
9319,KAPSOKWONY,2013,NOV,36.40
9320,BUMALA,2013,NOV,NA
9321,BUSIA TOWN,2013,NOV,NA
9322,BUTERE,2013,NOV,NA
9323,KAKAMEGA,2013,NOV,35.10
9324,MUMIAS,2013,NOV,NA
9325,MUNDETA,2013,NOV,34.50
9326,CHEPTULA,2013,NOV,33.90
9327,MBALE,2013,NOV,33.30
9328,HARAMBEE,2013,NOV,NA
9329,WAKULIMA,2013,NOV,50.00
9330,KAWANGWARE,2013,NOV,42.90
9331,BURMA,2013,NOV,50.00
9332,KIKOMBA,2013,NOV,47.60
9333,KANGEMI,2013,NOV,48.90
9334,KOROKOCHO,2013,NOV,47.60
9335,TOI,2013,NOV,50.00
10132,KIAMBU,2013,DEC,40.00
10133,LIMURU,2013,DEC,40.00
10134,THIKA,2013,DEC,NA
10135,GATUNDU,2013,DEC,NA
10136,KUTUS,2013,DEC,NA
10137,SAGANA,2013,DEC,NA
10138,KERUGOYA,2013,DEC,NA
10139,MUTHITHI,2013,DEC,NA
10140,MUKUYU,2013,DEC,38.10
10141,KIRIAINI,2013,DEC,40.00
10142,ENGINNEER,2013,DEC,NA
10143,NYERI,2013,DEC,NA
10144,ENDARASHA,2013,DEC,NA
10145,KARATINA,2013,DEC,NA
10146,GAKINDU,2013,DEC,NA
10147,NANYUKI,2013,DEC,42.00
10148,NYAHURURU,2013,DEC,42.40
10149,KALOLENI,2013,DEC,NA
10150,MALINDI,2013,DEC,NA
10151,KIBAUNI KILIFI,2013,DEC,NA
10152,UKUNDA,2013,DEC,NA
10153,KWALE,2013,DEC,39.00
10154,MWEMBE TAYARI,2013,DEC,NA
10155,MAJENGO,2013,DEC,NA
10156,MACKINON,2013,DEC,NA
10157,SEGA,2013,DEC,NA
10158,KONGOWEA,2013,DEC,NA
10159,HOLA,2013,DEC,38.80
10160,GARSEN,2013,DEC,NA
10161,BURA TANA,2013,DEC,37.00
10162,RUNYENJES,2013,DEC,36.40
10163,EMBU TOWN,2013,DEC,36.40
10164,SIAKAGO,2013,DEC,38.10
10165,MWINGI,2013,DEC,35.00
10166,KALUNDU,2013,DEC,35.70
10167,MACHAKOS,2013,DEC,35.00
10168,TALA,2013,DEC,29.50
10169,MAUA,2013,DEC,NA
10170,KIANJAI,2013,DEC,NA
10171,GAKOROMERE,2013,DEC,NA
10172,MARSABIT,2013,DEC,NA
10173,WOTE,2013,DEC,NA
10174,DARAJA MBILI,2013,DEC,40.90
10175,KIBIRIGO,2013,DEC,NA
10176,NYANGUSU,2013,DEC,NA
10177,RIOCHANDA,2013,DEC,NA
10178,NYABITE,2013,DEC,NA
10179,MIRUKA,2013,DEC,NA
10180,IGARE,2013,DEC,NA
10181,KIBUYE,2013,DEC,NA
10182,AHERO,2013,DEC,NA
10183,KIBOSWA,2013,DEC,39.10
10184,SONDU,2013,DEC,40.90
10185,BONDO,2013,DEC,NA
10186,SIAYA,2013,DEC,NA
10187,NGIYA,2013,DEC,NA
10188,UNGUJA,2013,DEC,NA
10189,HOMABAY,2013,DEC,NA
10190,OYUGIS,2013,DEC,NA
10191,KEHACHA,2013,DEC,NA
10192,SOKO MJINGA,2013,DEC,35.70
10193,KABARNET,2013,DEC,38.90
10194,MUTHURWA,2013,DEC,NA
10195,NAKURU,2013,DEC,NA
10196,KAPSABET,2013,DEC,NA
10197,KITALE,2013,DEC,27.10
10198,ELDORET,2013,DEC,NA
10199,BURN FOREST,2013,DEC,NA
10200,TURBO,2013,DEC,NA
10201,KIPKAREN,2013,DEC,NA
10202,ITEN,2013,DEC,35.00
10203,KAJIADO,2013,DEC,NA
10204,BUNGOMA,2013,DEC,NA
10205,KIMILILI,2013,DEC,NA
10206,KAPSOKWONY,2013,DEC,NA
10207,BUMALA,2013,DEC,38.10
10208,BUSIA TOWN,2013,DEC,33.30
10209,BUTERE,2013,DEC,NA
10210,KAKAMEGA,2013,DEC,33.00
10211,MUMIAS,2013,DEC,NA
10212,MUNDETA,2013,DEC,33.30
10213,CHEPTULA,2013,DEC,33.30
10214,MBALE,2013,DEC,34.50
10215,HARAMBEE,2013,DEC,NA
10216,WAKULIMA,2013,DEC,40.00
10217,KAWANGWARE,2013,DEC,47.50
10218,BURMA,2013,DEC,45.00
10219,KIKOMBA,2013,DEC,50.00
10220,KANGEMI,2013,DEC,43.60
10221,KOROKOCHO,2013,DEC,47.40
10222,TOI,2013,DEC,50.00
278,Kiambu,2014,JAN,49.40
279,Limuru,2014,JAN,40.00
280,Thika,2014,JAN,46.30
281,Gatundu,2014,JAN,29.70
282,Kutus,2014,JAN,36.20
283,Sagana,2014,JAN,38.40
284,Kerugoya,2014,JAN,37.40
285,Muthithi,2014,JAN,38.10
286,Makuyu,2014,JAN,38.10
287,Kiriaini,2014,JAN,40.80
288,Engineer,2014,JAN,NA
289,Nyeri,2014,JAN,NA
290,Endarasha,2014,JAN,43.00
291,Karatina,2014,JAN,38.60
292,Gakindu,2014,JAN,38.10
293,Nanyuki,2014,JAN,43.20
294,Nyahururu,2014,JAN,31.80
295,Kaloleni,2014,JAN,39.40
296,KibauniKilifi,2014,JAN,43.80
297,Ukunda,2014,JAN,39.00
298,Kwale,2014,JAN,40.50
299,MwembeTayari,2014,JAN,57.70
300,Majengo,2014,JAN,41.20
301,Mackinon,2014,JAN,50.00
302,Sega,2014,JAN,45.00
303,Kongowea,2014,JAN,37.60
304,Hola,2014,JAN,40.00
305,Garsen,2014,JAN,NA
306,BuraTana,2014,JAN,NA
307,Runyenjes,2014,JAN,34.60
308,Embu Town,2014,JAN,34.10
309,Siakago,2014,JAN,38.10
310,Mwingi,2014,JAN,35.00
311,Kalundu,2014,JAN,35.70
312,Machakos Town,2014,JAN,44.40
313,Tawa,2014,JAN,NA
314,Tala,2014,JAN,36.70
315,Maua,2014,JAN,NA
316,Kianjai,2014,JAN,NA
317,Gakoromere,2014,JAN,NA
318,Chuka Town,2014,JAN,NA
319,Kaanwa,2014,JAN,NA
320,Wote,2014,JAN,35.00
321,Wajir Town,2014,JAN,NA
322,Marsabit,2014,JAN,40.00
323,DarajaMbili,2014,JAN,38.90
324,Kibirigo,2014,JAN,37.50
325,Nyangusu,2014,JAN,36.40
326,Riochanda,2014,JAN,NA
327,Nyabite,2014,JAN,NA
328,Mogonga,2014,JAN,39.10
329,Igare,2014,JAN,36.80
330,Kibuye,2014,JAN,38.70
331,Ahero,2014,JAN,40.90
332,Kiboswa,2014,JAN,37.70
333,Sondu,2014,JAN,40.90
334,Bondo,2014,JAN,34.30
335,Siaya,2014,JAN,31.30
336,Ngiya,2014,JAN,32.00
337,Unguja,2014,JAN,31.60
338,Kegonga,2014,JAN,NA
339,Homabay,2014,JAN,34.80
340,Oyugis,2014,JAN,34.70
341,Kehacha,2014,JAN,NA
342,Migori,2014,JAN,NA
343,SokoMjinga,2014,JAN,NA
344,Kabarnet,2014,JAN,33.30
345,Kipkelion,2014,JAN,NA
346,MuthurwaNarok,2014,JAN,33.60
347,Nakuru Town,2014,JAN,45.70
348,Kapsabet,2014,JAN,34.80
349,Kitale,2014,JAN,30.00
350,Kapenguria,2014,JAN,NA
351,Eldoret,2014,JAN,30.00
352,Burn Forest,2014,JAN,30.00
353,Turbo,2014,JAN,26.00
354,Kipkaren,2014,JAN,26.00
355,Iten,2014,JAN,35.80
356,Kajiado,2014,JAN,41.30
357,Bungoma Town,2014,JAN,33.30
358,Kimilili,2014,JAN,NA
359,Kapsokwony,2014,JAN,28.00
360,Bumala,2014,JAN,32.70
361,Busia Town,2014,JAN,32.40
362,Butere,2014,JAN,35.20
363,Kakamega,2014,JAN,36.50
364,Mumias,2014,JAN,NA
365,Mundeta,2014,JAN,33.30
366,Cheptula,2014,JAN,33.70
367,Mbale,2014,JAN,35.70
368,Muthurwa,2014,JAN,50.00
369,Kawangware,2014,JAN,42.90
370,Burma,2014,JAN,50.00
371,Gikomba,2014,JAN,47.60
372,Kangemi,2014,JAN,48.90
373,Korokocho,2014,JAN,47.60
374,Toi,2014,JAN,50.00
1165,Kiambu,2014,FEB,45.00
1166,Limuru,2014,FEB,40.00
1167,Thika,2014,FEB,47.50
1168,Gatundu,2014,FEB,19.90
1169,Kutus,2014,FEB,40.90
1170,Sagana,2014,FEB,38.70
1171,Kerugoya,2014,FEB,36.40
1172,Muthithi,2014,FEB,38.10
1173,Makuyu,2014,FEB,38.10
1174,Kiriaini,2014,FEB,NA
1175,Engineer,2014,FEB,45.00
1176,Nyeri,2014,FEB,NA
1177,Endarasha,2014,FEB,45.20
1178,Karatina,2014,FEB,42.70
1179,Gakindu,2014,FEB,38.10
1180,Nanyuki,2014,FEB,44.60
1181,Nyahururu,2014,FEB,31.80
1182,Kaloleni,2014,FEB,40.00
1183,KibauniKilifi,2014,FEB,45.00
1184,Ukunda,2014,FEB,40.00
1185,Kwale,2014,FEB,44.10
1186,MwembeTayari,2014,FEB,57.50
1187,Majengo,2014,FEB,43.80
1188,Mackinon,2014,FEB,50.00
1189,Sega,2014,FEB,42.50
1190,Kongowea,2014,FEB,35.80
1191,Hola,2014,FEB,40.00
1192,Garsen,2014,FEB,NA
1193,BuraTana,2014,FEB,35.00
1194,Runyenjes,2014,FEB,37.70
1195,Embu Town,2014,FEB,36.40
1196,Siakago,2014,FEB,38.10
1197,Mwingi,2014,FEB,35.00
1198,Kalundu,2014,FEB,35.00
1199,Machakos Town,2014,FEB,40.00
1200,Tawa,2014,FEB,NA
1201,Tala,2014,FEB,37.70
1202,Maua,2014,FEB,NA
1203,Kianjai,2014,FEB,NA
1204,Gakoromere,2014,FEB,NA
1205,Chuka Town,2014,FEB,NA
1206,Kaanwa,2014,FEB,NA
1207,Wote,2014,FEB,35.40
1208,Wajir Town,2014,FEB,NA
1209,Marsabit,2014,FEB,40.00
1210,DarajaMbili,2014,FEB,38.20
1211,Kibirigo,2014,FEB,35.40
1212,Nyangusu,2014,FEB,36.40
1213,Riochanda,2014,FEB,34.80
1214,Nyabite,2014,FEB,35.00
1215,Mogonga,2014,FEB,NA
1216,Igare,2014,FEB,33.70
1217,Kibuye,2014,FEB,38.30
1218,Ahero,2014,FEB,40.90
1219,Kiboswa,2014,FEB,37.90
1220,Sondu,2014,FEB,40.90
1221,Bondo,2014,FEB,33.50
1222,Siaya,2014,FEB,30.60
1223,Ngiya,2014,FEB,32.90
1224,Unguja,2014,FEB,31.20
1225,Kegonga,2014,FEB,NA
1226,Homabay,2014,FEB,34.00
1227,Oyugis,2014,FEB,35.10
1228,Kehacha,2014,FEB,NA
1229,Migori,2014,FEB,NA
1230,SokoMjinga,2014,FEB,32.90
1231,Kabarnet,2014,FEB,33.30
1232,Kipkelion,2014,FEB,NA
1233,MuthurwaNarok,2014,FEB,34.00
1234,Nakuru Town,2014,FEB,54.00
1235,Kapsabet,2014,FEB,39.10
1236,Kitale,2014,FEB,31.30
1237,Kapenguria,2014,FEB,32.00
1238,Eldoret,2014,FEB,34.00
1239,Burn Forest,2014,FEB,35.00
1240,Turbo,2014,FEB,30.00
1241,Kipkaren,2014,FEB,29.00
1242,Iten,2014,FEB,38.50
1243,Kajiado,2014,FEB,NA
1244,Bungoma Town,2014,FEB,34.70
1245,Kimilili,2014,FEB,NA
1246,Kapsokwony,2014,FEB,NA
1247,Bumala,2014,FEB,31.00
1248,Busia Town,2014,FEB,32.10
1249,Butere,2014,FEB,31.40
1250,Kakamega,2014,FEB,37.10
1251,Mumias,2014,FEB,31.50
1252,Mundeta,2014,FEB,33.30
1253,Cheptula,2014,FEB,34.10
1254,Mbale,2014,FEB,35.70
1255,Muthurwa,2014,FEB,40.00
1256,Kawangware,2014,FEB,47.50
1257,Burma,2014,FEB,45.00
1258,Gikomba,2014,FEB,50.00
1259,Kangemi,2014,FEB,50.00
1260,Korokocho,2014,FEB,47.40
1261,Toi,2014,FEB,50.00
2052,Kiambu,2014,MAR,45.00
2053,Limuru,2014,MAR,40.00
2054,Thika,2014,MAR,47.10
2055,Gatundu,2014,MAR,22.00
2056,Kutus,2014,MAR,37.50
2057,Sagana,2014,MAR,42.20
2058,Kerugoya,2014,MAR,37.30
2059,Muthithi,2014,MAR,35.70
2060,Makuyu,2014,MAR,38.10
2061,Kiriaini,2014,MAR,NA
2062,Engineer,2014,MAR,45.00
2063,Nyeri,2014,MAR,NA
2064,Endarasha,2014,MAR,48.80
2065,Karatina,2014,MAR,48.80
2066,Gakindu,2014,MAR,38.10
2067,Nanyuki,2014,MAR,41.10
2068,Nyahururu,2014,MAR,35.20
2069,Kaloleni,2014,MAR,40.00
2070,KibauniKilifi,2014,MAR,45.00
2071,Ukunda,2014,MAR,40.00
2072,Kwale,2014,MAR,43.30
2073,MwembeTayari,2014,MAR,45.80
2074,Majengo,2014,MAR,42.50
2075,Mackinon,2014,MAR,60.00
2076,Sega,2014,MAR,45.00
2077,Kongowea,2014,MAR,38.00
2078,Hola,2014,MAR,35.00
2079,Garsen,2014,MAR,NA
2080,BuraTana,2014,MAR,40.00
2081,Runyenjes,2014,MAR,36.00
2082,Embu Town,2014,MAR,33.00
2083,Siakago,2014,MAR,38.10
2084,Mwingi,2014,MAR,35.00
2085,Kalundu,2014,MAR,35.00
2086,Machakos Town,2014,MAR,42.30
2087,Tawa,2014,MAR,37.00
2088,Tala,2014,MAR,32.50
2089,Maua,2014,MAR,NA
2090,Kianjai,2014,MAR,NA
2091,Gakoromere,2014,MAR,NA
2092,Chuka Town,2014,MAR,42.90
2093,Kaanwa,2014,MAR,35.00
2094,Wote,2014,MAR,35.30
2095,Wajir Town,2014,MAR,NA
2096,Marsabit,2014,MAR,NA
2097,DarajaMbili,2014,MAR,40.10
2098,Kibirigo,2014,MAR,35.40
2099,Nyangusu,2014,MAR,38.10
2100,Riochanda,2014,MAR,37.00
2101,Nyabite,2014,MAR,39.10
2102,Mogonga,2014,MAR,37.50
2103,Igare,2014,MAR,36.50
2104,Kibuye,2014,MAR,36.50
2105,Ahero,2014,MAR,40.90
2106,Kiboswa,2014,MAR,36.00
2107,Sondu,2014,MAR,40.90
2108,Bondo,2014,MAR,46.50
2109,Siaya,2014,MAR,35.50
2110,Ngiya,2014,MAR,33.30
2111,Unguja,2014,MAR,32.70
2112,Kegonga,2014,MAR,NA
2113,Homabay,2014,MAR,38.00
2114,Oyugis,2014,MAR,38.10
2115,Kehacha,2014,MAR,NA
2116,Migori,2014,MAR,NA
2117,SokoMjinga,2014,MAR,34.90
2118,Kabarnet,2014,MAR,38.90
2119,Kipkelion,2014,MAR,NA
2120,MuthurwaNarok,2014,MAR,33.50
2121,Nakuru Town,2014,MAR,55.60
2122,Kapsabet,2014,MAR,39.10
2123,Kitale,2014,MAR,30.70
2124,Kapenguria,2014,MAR,32.90
2125,Eldoret,2014,MAR,32.00
2126,Burn Forest,2014,MAR,35.00
2127,Turbo,2014,MAR,32.50
2128,Kipkaren,2014,MAR,31.50
2129,Iten,2014,MAR,39.60
2130,Kajiado,2014,MAR,50.00
2131,Bungoma Town,2014,MAR,34.40
2132,Kimilili,2014,MAR,33.80
2133,Kapsokwony,2014,MAR,29.30
2134,Bumala,2014,MAR,34.10
2135,Busia Town,2014,MAR,34.90
2136,Butere,2014,MAR,31.10
2137,Kakamega,2014,MAR,34.60
2138,Mumias,2014,MAR,31.30
2139,Mundeta,2014,MAR,34.90
2140,Cheptula,2014,MAR,36.50
2141,Mbale,2014,MAR,33.30
2142,Muthurwa,2014,MAR,45.20
2143,Kawangware,2014,MAR,47.60
2144,Burma,2014,MAR,50.00
2145,Gikomba,2014,MAR,50.00
2146,Kangemi,2014,MAR,48.90
2147,Korokocho,2014,MAR,45.00
2148,Toi,2014,MAR,45.00
2939,Kiambu,2014,APR,45.00
2940,Limuru,2014,APR,40.00
2941,Thika,2014,APR,47.80
2942,Gatundu,2014,APR,25.70
2943,Kutus,2014,APR,33.90
2944,Sagana,2014,APR,39.60
2945,Kerugoya,2014,APR,37.50
2946,Muthithi,2014,APR,33.30
2947,Makuyu,2014,APR,39.30
2948,Kiriaini,2014,APR,38.60
2949,Engineer,2014,APR,40.00
2950,Nyeri,2014,APR,NA
2951,Endarasha,2014,APR,NA
2952,Karatina,2014,APR,NA
2953,Gakindu,2014,APR,NA
2954,Nanyuki,2014,APR,45.90
2955,Nyahururu,2014,APR,36.40
2956,Kaloleni,2014,APR,40.00
2957,KibauniKilifi,2014,APR,45.00
2958,Ukunda,2014,APR,40.00
2959,Kwale,2014,APR,42.00
2960,MwembeTayari,2014,APR,47.50
2961,Majengo,2014,APR,44.50
2962,Mackinon,2014,APR,60.00
2963,Sega,2014,APR,44.00
2964,Kongowea,2014,APR,39.50
2965,Hola,2014,APR,32.00
2966,Garsen,2014,APR,40.00
2967,BuraTana,2014,APR,27.50
2968,Runyenjes,2014,APR,34.30
2969,Embu Town,2014,APR,35.20
2970,Siakago,2014,APR,36.40
2971,Mwingi,2014,APR,35.00
2972,Kalundu,2014,APR,35.00
2973,Machakos Town,2014,APR,40.00
2974,Tawa,2014,APR,36.50
2975,Tala,2014,APR,NA
2976,Maua,2014,APR,NA
2977,Kianjai,2014,APR,NA
2978,Gakoromere,2014,APR,NA
2979,Chuka Town,2014,APR,41.90
2980,Kaanwa,2014,APR,45.00
2981,Wote,2014,APR,35.30
2982,Wajir Town,2014,APR,NA
2983,Marsabit,2014,APR,NA
2984,DarajaMbili,2014,APR,38.40
2985,Kibirigo,2014,APR,37.00
2986,Nyangusu,2014,APR,35.70
2987,Riochanda,2014,APR,37.00
2988,Nyabite,2014,APR,34.80
2989,Mogonga,2014,APR,35.80
2990,Igare,2014,APR,35.80
2991,Kibuye,2014,APR,37.00
2992,Ahero,2014,APR,NA
2993,Kiboswa,2014,APR,36.30
2994,Sondu,2014,APR,NA
2995,Bondo,2014,APR,36.10
2996,Siaya,2014,APR,36.40
2997,Ngiya,2014,APR,40.30
2998,Unguja,2014,APR,35.60
2999,Kegonga,2014,APR,NA
3000,Homabay,2014,APR,36.50
3001,Oyugis,2014,APR,40.20
3002,Kehacha,2014,APR,38.00
3003,Migori,2014,APR,NA
3004,SokoMjinga,2014,APR,NA
3005,Kabarnet,2014,APR,NA
3006,Kipkelion,2014,APR,NA
3007,MuthurwaNarok,2014,APR,37.30
3008,Nakuru Town,2014,APR,50.00
3009,Kapsabet,2014,APR,39.10
3010,Kitale,2014,APR,31.30
3011,Kapenguria,2014,APR,36.00
3012,Eldoret,2014,APR,40.50
3013,Burn Forest,2014,APR,35.60
3014,Turbo,2014,APR,32.00
3015,Kipkaren,2014,APR,32.00
3016,Iten,2014,APR,40.00
3017,Kajiado,2014,APR,50.00
3018,Bungoma Town,2014,APR,33.70
3019,Kimilili,2014,APR,NA
3020,Kapsokwony,2014,APR,32.70
3021,Bumala,2014,APR,38.10
3022,Busia Town,2014,APR,38.10
3023,Butere,2014,APR,NA
3024,Kakamega,2014,APR,35.60
3025,Mumias,2014,APR,NA
3026,Mundeta,2014,APR,35.70
3027,Cheptula,2014,APR,38.10
3028,Mbale,2014,APR,34.90
3029,Muthurwa,2014,APR,48.70
3030,Kawangware,2014,APR,50.00
3031,Burma,2014,APR,45.00
3032,Gikomba,2014,APR,50.00
3033,Kangemi,2014,APR,43.60
3034,Korokocho,2014,APR,45.00
3035,Toi,2014,APR,45.50
3826,Kiambu,2014,MAY,40.00
3827,Limuru,2014,MAY,43.30
3828,Thika,2014,MAY,48.00
3829,Gatundu,2014,MAY,29.30
3830,Kutus,2014,MAY,35.00
3831,Sagana,2014,MAY,41.30
3832,Kerugoya,2014,MAY,39.60
3833,Muthithi,2014,MAY,35.80
3834,Makuyu,2014,MAY,38.60
3835,Kiriaini,2014,MAY,38.60
3836,Engineer,2014,MAY,40.00
3837,Nyeri,2014,MAY,44.70
3838,Endarasha,2014,MAY,48.00
3839,Karatina,2014,MAY,44.20
3840,Gakindu,2014,MAY,45.00
3841,Nanyuki,2014,MAY,45.50
3842,Nyahururu,2014,MAY,36.40
3843,Kaloleni,2014,MAY,40.00
3844,KibauniKilifi,2014,MAY,45.00
3845,Ukunda,2014,MAY,40.00
3846,Kwale,2014,MAY,39.20
3847,MwembeTayari,2014,MAY,48.40
3848,Majengo,2014,MAY,43.60
3849,Mackinon,2014,MAY,60.00
3850,Sega,2014,MAY,45.00
3851,Kongowea,2014,MAY,38.80
3852,Hola,2014,MAY,25.00
3853,Garsen,2014,MAY,NA
3854,BuraTana,2014,MAY,39.20
3855,Runyenjes,2014,MAY,36.40
3856,Embu Town,2014,MAY,36.40
3857,Siakago,2014,MAY,36.40
3858,Mwingi,2014,MAY,39.40
3859,Kalundu,2014,MAY,35.00
3860,Machakos Town,2014,MAY,36.00
3861,Tawa,2014,MAY,36.10
3862,Tala,2014,MAY,NA
3863,Maua,2014,MAY,NA
3864,Kianjai,2014,MAY,NA
3865,Gakoromere,2014,MAY,NA
3866,Chuka Town,2014,MAY,48.00
3867,Kaanwa,2014,MAY,39.10
3868,Wote,2014,MAY,35.40
3869,Wajir Town,2014,MAY,50.00
3870,Marsabit,2014,MAY,NA
3871,DarajaMbili,2014,MAY,38.60
3872,Kibirigo,2014,MAY,NA
3873,Nyangusu,2014,MAY,34.70
3874,Riochanda,2014,MAY,41.30
3875,Nyabite,2014,MAY,41.30
3876,Mogonga,2014,MAY,39.00
3877,Igare,2014,MAY,39.70
3878,Kibuye,2014,MAY,37.80
3879,Ahero,2014,MAY,40.90
3880,Kiboswa,2014,MAY,36.50
3881,Sondu,2014,MAY,40.90
3882,Bondo,2014,MAY,38.60
3883,Siaya,2014,MAY,36.40
3884,Ngiya,2014,MAY,36.40
3885,Unguja,2014,MAY,31.10
3886,Kegonga,2014,MAY,NA
3887,Homabay,2014,MAY,37.60
3888,Oyugis,2014,MAY,43.30
3889,Kehacha,2014,MAY,36.00
3890,Migori,2014,MAY,NA
3891,SokoMjinga,2014,MAY,NA
3892,Kabarnet,2014,MAY,43.30
3893,Kipkelion,2014,MAY,NA
3894,MuthurwaNarok,2014,MAY,37.40
3895,Nakuru Town,2014,MAY,57.30
3896,Kapsabet,2014,MAY,41.30
3897,Kitale,2014,MAY,37.50
3898,Kapenguria,2014,MAY,39.50
3899,Eldoret,2014,MAY,33.30
3900,Burn Forest,2014,MAY,34.50
3901,Turbo,2014,MAY,34.40
3902,Kipkaren,2014,MAY,35.20
3903,Iten,2014,MAY,45.00
3904,Kajiado,2014,MAY,50.00
3905,Bungoma Town,2014,MAY,36.40
3906,Kimilili,2014,MAY,37.50
3907,Kapsokwony,2014,MAY,36.00
3908,Bumala,2014,MAY,42.90
3909,Busia Town,2014,MAY,40.00
3910,Butere,2014,MAY,NA
3911,Kakamega,2014,MAY,38.60
3912,Mumias,2014,MAY,NA
3913,Mundeta,2014,MAY,38.10
3914,Cheptula,2014,MAY,36.90
3915,Mbale,2014,MAY,33.30
3916,Muthurwa,2014,MAY,50.00
3917,Kawangware,2014,MAY,50.00
3918,Burma,2014,MAY,45.00
3919,Gikomba,2014,MAY,50.60
3920,Kangemi,2014,MAY,43.60
3921,Korokocho,2014,MAY,50.00
3922,Toi,2014,MAY,50.00
4713,Kiambu,2014,JUNE,45.00
4714,Limuru,2014,JUNE,45.00
4715,Thika,2014,JUNE,45.00
4716,Gatundu,2014,JUNE,40.00
4717,Kutus,2014,JUNE,34.40
4718,Sagana,2014,JUNE,41.60
4719,Kerugoya,2014,JUNE,40.00
4720,Muthithi,2014,JUNE,36.40
4721,Makuyu,2014,JUNE,40.50
4722,Kiriaini,2014,JUNE,38.10
4723,Engineer,2014,JUNE,40.00
4724,Nyeri,2014,JUNE,38.70
4725,Endarasha,2014,JUNE,48.20
4726,Karatina,2014,JUNE,44.40
4727,Gakindu,2014,JUNE,42.50
4728,Nanyuki,2014,JUNE,47.10
4729,Nyahururu,2014,JUNE,37.90
4730,Kaloleni,2014,JUNE,40.00
4731,KibauniKilifi,2014,JUNE,42.50
4732,Ukunda,2014,JUNE,45.00
4733,Kwale,2014,JUNE,38.80
4734,MwembeTayari,2014,JUNE,50.00
4735,Majengo,2014,JUNE,45.00
4736,Mackinon,2014,JUNE,56.30
4737,Sega,2014,JUNE,NA
4738,Kongowea,2014,JUNE,40.50
4739,Hola,2014,JUNE,42.50
4740,Garsen,2014,JUNE,37.50
4741,BuraTana,2014,JUNE,45.00
4742,Runyenjes,2014,JUNE,38.60
4743,Embu Town,2014,JUNE,40.90
4744,Siakago,2014,JUNE,40.90
4745,Mwingi,2014,JUNE,35.80
4746,Kalundu,2014,JUNE,37.00
4747,Machakos Town,2014,JUNE,40.00
4748,Tawa,2014,JUNE,35.30
4749,Tala,2014,JUNE,35.00
4750,Maua,2014,JUNE,NA
4751,Kianjai,2014,JUNE,NA
4752,Gakoromere,2014,JUNE,NA
4753,Chuka Town,2014,JUNE,46.50
4754,Kaanwa,2014,JUNE,NA
4755,Wote,2014,JUNE,37.70
4756,Wajir Town,2014,JUNE,60.00
4757,Marsabit,2014,JUNE,46.70
4758,DarajaMbili,2014,JUNE,40.30
4759,Kibirigo,2014,JUNE,41.30
4760,Nyangusu,2014,JUNE,39.10
4761,Riochanda,2014,JUNE,37.20
4762,Nyabite,2014,JUNE,38.50
4763,Mogonga,2014,JUNE,45.50
4764,Igare,2014,JUNE,39.80
4765,Kibuye,2014,JUNE,38.70
4766,Ahero,2014,JUNE,43.90
4767,Kiboswa,2014,JUNE,38.60
4768,Sondu,2014,JUNE,42.40
4769,Bondo,2014,JUNE,39.70
4770,Siaya,2014,JUNE,37.20
4771,Ngiya,2014,JUNE,NA
4772,Unguja,2014,JUNE,46.50
4773,Kegonga,2014,JUNE,NA
4774,Homabay,2014,JUNE,37.40
4775,Oyugis,2014,JUNE,39.40
4776,Kehacha,2014,JUNE,NA
4777,Migori,2014,JUNE,NA
4778,SokoMjinga,2014,JUNE,NA
4779,Kabarnet,2014,JUNE,NA
4780,Kipkelion,2014,JUNE,NA
4781,MuthurwaNarok,2014,JUNE,41.40
4782,Nakuru Town,2014,JUNE,55.00
4783,Kapsabet,2014,JUNE,42.90
4784,Kitale,2014,JUNE,37.50
4785,Kapenguria,2014,JUNE,40.00
4786,Eldoret,2014,JUNE,37.50
4787,Burn Forest,2014,JUNE,41.90
4788,Turbo,2014,JUNE,37.00
4789,Kipkaren,2014,JUNE,36.00
4790,Iten,2014,JUNE,50.00
4791,Kajiado,2014,JUNE,50.00
4792,Bungoma Town,2014,JUNE,39.20
4793,Kimilili,2014,JUNE,37.50
4794,Kapsokwony,2014,JUNE,38.30
4795,Bumala,2014,JUNE,41.30
4796,Busia Town,2014,JUNE,41.90
4797,Butere,2014,JUNE,41.30
4798,Kakamega,2014,JUNE,39.30
4799,Mumias,2014,JUNE,42.30
4800,Mundeta,2014,JUNE,38.10
4801,Cheptula,2014,JUNE,37.50
4802,Mbale,2014,JUNE,36.10
4803,Muthurwa,2014,JUNE,44.40
4804,Kawangware,2014,JUNE,42.90
4805,Burma,2014,JUNE,40.00
4806,Gikomba,2014,JUNE,45.00
4807,Kangemi,2014,JUNE,44.40
4808,Korokocho,2014,JUNE,40.90
4809,Toi,2014,JUNE,40.00
5600,Kiambu,2014,JULY,43.80
5601,Limuru,2014,JULY,40.00
5602,Thika,2014,JULY,45.00
5603,Gatundu,2014,JULY,NA
5604,Kutus,2014,JULY,35.50
5605,Sagana,2014,JULY,37.80
5606,Kerugoya,2014,JULY,38.30
5607,Muthithi,2014,JULY,34.50
5608,Makuyu,2014,JULY,38.10
