,Year,Month,p10,p30,p50,p70,mean,County,CountyID
2148,2002,2,39,51,58,64,57.42,Kericho,38
2149,2002,3,27,41,50,58,49.56,Kericho,38
2150,2002,4,31,47,58,67,56.47,Kericho,38
2151,2002,5,34,55,67,76,63.3,Kericho,38
2152,2002,6,26,47,60,71,58.01,Kericho,38
2153,2002,7,21,35,48,65,50.99,Kericho,38
2154,2002,8,15,31,45,60,46.68,Kericho,38
2155,2002,9,19,36,50,64,49.66,Kericho,38
2156,2002,10,16,31,44,56,44.02,Kericho,38
2157,2002,11,16,31,42,54,42.93,Kericho,38
2158,2002,12,32,47,57,67,56.16,Kericho,38
2159,2003,1,43,59,68,76,66.15,Kericho,38
2160,2003,2,46,59,66,71,63.77,Kericho,38
2161,2003,3,29,38,44,50,44.8,Kericho,38
2162,2003,4,15,23,31,40,33.36,Kericho,38
2163,2003,5,15,23,31,41,33.12,Kericho,38
2164,2003,6,34,46,55,63,54.3,Kericho,38
2165,2003,7,44,57,67,75,65.11,Kericho,38
2166,2003,8,55,68,76,83,73.87,Kericho,38
2167,2003,9,50,64,72,80,70.41,Kericho,38
2168,2003,10,45,58,66,74,65.07,Kericho,38
2169,2003,11,44,56,64,71,62.78,Kericho,38
2170,2003,12,34,48,58,68,57.32,Kericho,38
2171,2004,1,26,44,56,65,53.2,Kericho,38
2172,2004,2,31,50,59,66,56.48,Kericho,38
2173,2004,3,32,50,60,68,57.7,Kericho,38
2174,2004,4,36,51,62,71,60.1,Kericho,38
2175,2004,5,45,57,64,72,63.97,Kericho,38
2176,2004,6,34,46,56,68,57.11,Kericho,38
2177,2004,7,23,34,47,65,50.46,Kericho,38
2178,2004,8,17,36,49,61,47.86,Kericho,38
2179,2004,9,28,45,56,66,54.51,Kericho,38
2180,2004,10,36,49,59,67,57.82,Kericho,38
2181,2004,11,32,48,58,67,56.4,Kericho,38
2182,2004,12,44,56,64,72,63.03,Kericho,38
2183,2005,1,49,60,66,72,65.88,Kericho,38
2184,2005,2,38,48,55,61,55.1,Kericho,38
2185,2005,3,33,42,48,54,48.64,Kericho,38
2186,2005,4,46,54,59,65,59.63,Kericho,38
2187,2005,5,54,63,68,74,67.98,Kericho,38
2188,2005,6,50,61,69,75,67.69,Kericho,38
2189,2005,7,39,52,60,70,60.38,Kericho,38
2190,2005,8,36,50,59,68,58.46,Kericho,38
2191,2005,9,37,51,61,69,59.31,Kericho,38
2192,2005,10,27,43,53,62,51.47,Kericho,38
2193,2005,11,30,44,53,62,52.61,Kericho,38
2194,2005,12,20,31,40,53,44.1,Kericho,38
2195,2006,1,9,13,19,28,28.14,Kericho,38
2196,2006,2,3,6,9,15,19.38,Kericho,38
2197,2006,3,10,16,23,32,27.17,Kericho,38
2198,2006,4,36,46,53,59,52.65,Kericho,38
2199,2006,5,58,71,77,82,74.77,Kericho,38
2200,2006,6,58,70,79,85,76,Kericho,38
2201,2006,7,44,57,67,75,65.21,Kericho,38
2202,2006,8,44,57,65,72,63.83,Kericho,38
2203,2006,9,39,54,64,72,62.05,Kericho,38
2204,2006,10,27,43,54,63,52.66,Kericho,38
2205,2006,11,24,37,47,57,47.45,Kericho,38
2206,2006,12,23,35,45,55,45.47,Kericho,38
2207,2007,1,48,61,69,76,67.22,Kericho,38
2208,2007,2,70,83,88,92,84.85,Kericho,38
2209,2007,3,78,85,89,93,87.53,Kericho,38
2210,2007,4,64,73,78,83,77.39,Kericho,38
2211,2007,5,49,60,68,77,68.37,Kericho,38
2212,2007,6,35,47,57,68,57.6,Kericho,38
2213,2007,7,30,43,53,63,52.71,Kericho,38
2214,2007,8,24,39,55,69,53.61,Kericho,38
2215,2007,9,23,40,54,68,54.18,Kericho,38
2216,2007,10,43,56,66,75,65.24,Kericho,38
2217,2007,11,52,64,71,77,69.37,Kericho,38
2218,2007,12,34,46,56,68,57.53,Kericho,38
2219,2008,1,18,30,42,56,44.34,Kericho,38
2220,2008,2,12,23,36,45,35.7,Kericho,38
2221,2008,3,5,14,25,37,27.48,Kericho,38
2222,2008,4,20,27,35,45,37.85,Kericho,38
2223,2008,5,41,50,56,63,56.73,Kericho,38
2224,2008,6,44,58,66,73,64.15,Kericho,38
2225,2008,7,36,50,59,68,58.11,Kericho,38
2226,2008,8,35,48,57,66,56.55,Kericho,38
2227,2008,9,38,54,63,72,61.26,Kericho,38
2228,2008,10,45,61,70,76,66.76,Kericho,38
2229,2008,11,54,67,74,80,71.8,Kericho,38
2230,2008,12,61,70,76,81,74.91,Kericho,38
2231,2009,1,44,52,58,64,58.15,Kericho,38
2232,2009,2,33,41,47,54,48.01,Kericho,38
2233,2009,3,22,35,44,53,43.99,Kericho,38
2234,2009,4,15,30,44,55,42.86,Kericho,38
2235,2009,5,18,30,42,53,42.5,Kericho,38
2236,2009,6,33,44,53,62,53.27,Kericho,38
2237,2009,7,29,43,53,65,53.78,Kericho,38
2238,2009,8,19,34,47,61,47.58,Kericho,38
2239,2009,9,17,33,46,60,46.35,Kericho,38
2240,2009,10,23,38,49,59,48.22,Kericho,38
2241,2009,11,28,42,52,63,52.15,Kericho,38
2242,2009,12,29,46,58,69,56.35,Kericho,38
2243,2010,1,35,51,67,77,63.38,Kericho,38
2244,2010,2,50,66,73,78,69.52,Kericho,38
2245,2010,3,60,75,80,84,76.87,Kericho,38
2246,2010,4,71,81,85,89,83.08,Kericho,38
2247,2010,5,67,78,84,88,81.49,Kericho,38
2248,2010,6,57,70,77,84,75.45,Kericho,38
2249,2010,7,47,59,67,74,66.02,Kericho,38
2250,2010,8,38,51,61,70,60.2,Kericho,38
2251,2010,9,28,41,50,59,49.87,Kericho,38
2252,2010,10,30,43,52,61,51.77,Kericho,38
2253,2010,11,44,57,65,72,62.97,Kericho,38
2254,2010,12,51,63,70,76,68.27,Kericho,38
2255,2011,1,41,56,65,73,63.19,Kericho,38
2256,2011,2,26,40,52,62,50.34,Kericho,38
2257,2011,3,14,25,36,47,37.39,Kericho,38
2258,2011,4,23,33,40,51,43.21,Kericho,38
2259,2011,5,32,44,52,60,52.2,Kericho,38
2260,2011,6,36,51,60,68,58.39,Kericho,38
2261,2011,7,40,54,63,70,61.22,Kericho,38
2262,2011,8,41,54,62,70,61.19,Kericho,38
2263,2011,9,38,53,62,70,59.98,Kericho,38
2264,2011,10,43,56,65,72,62.95,Kericho,38
2265,2011,11,55,67,73,79,71.85,Kericho,38
2266,2011,12,53,67,75,81,72.22,Kericho,38
2267,2012,1,58,67,73,78,71.63,Kericho,38
2268,2012,2,38,46,52,57,51.93,Kericho,38
2269,2012,3,19,26,31,38,33.77,Kericho,38
2270,2012,4,12,19,24,32,27.09,Kericho,38
2271,2012,5,18,28,36,43,35.95,Kericho,38
2272,2012,6,29,41,49,56,48.12,Kericho,38
2273,2012,7,33,47,56,65,55.17,Kericho,38
2274,2012,8,37,53,61,69,59.33,Kericho,38
2275,2012,9,44,59,69,77,66.36,Kericho,38
2276,2012,10,46,60,68,76,66.91,Kericho,38
2277,2012,11,42,58,66,74,64.46,Kericho,38
2278,2012,12,55,64,70,76,69.25,Kericho,38
2279,2013,1,64,73,78,84,77.1,Kericho,38
2280,2013,2,65,75,80,85,78.74,Kericho,38
2281,2013,3,58,66,72,78,71.37,Kericho,38
2282,2013,4,51,61,68,75,67.01,Kericho,38
2283,2013,5,51,62,68,75,67.42,Kericho,38
2284,2013,6,38,49,56,64,56.47,Kericho,38
2285,2013,7,29,42,52,64,53.74,Kericho,38
2286,2013,8,27,44,55,65,53.82,Kericho,38
2287,2013,9,40,54,63,72,61.96,Kericho,38
2288,2013,10,48,62,70,77,68.28,Kericho,38
2289,2013,11,51,66,75,82,72.02,Kericho,38
2290,2013,12,43,59,69,76,65.99,Kericho,38
2291,2014,1,51,65,73,80,70.63,Kericho,38
2292,2014,2,45,58,65,70,62.82,Kericho,38
2293,2014,3,34,51,59,67,57.89,Kericho,38
2294,2014,4,38,53,60,68,59.58,Kericho,38
2295,2014,5,34,48,58,67,56.99,Kericho,38
2296,2014,6,28,42,53,63,52.47,Kericho,38
2297,2014,7,28,42,53,63,52.24,Kericho,38
2298,2014,8,33,46,55,63,54.1,Kericho,38
2299,2014,9,36,49,58,66,56.82,Kericho,38
2300,2014,10,43,56,64,72,62.88,Kericho,38
2301,2014,11,45,59,68,75,65.82,Kericho,38
2302,2014,12,50,63,71,77,68.62,Kericho,38
2303,2015,1,52,62,68,74,66.92,Kericho,38
2304,2015,2,35,46,52,58,51.32,Kericho,38
2305,2015,3,12,21,28,37,30.06,Kericho,38
2306,2015,4,9,14,19,27,22.71,Kericho,38
2307,2015,5,19,27,34,40,34.6,Kericho,38
2308,2015,6,26,45,59,68,54.83,Kericho,38
2309,2015,7,44,62,73,80,68.67,Kericho,38
2310,2015,8,47,62,71,79,69.22,Kericho,38
2311,2015,9,35,52,64,74,61.86,Kericho,38
2312,2015,10,21,37,50,63,50.06,Kericho,38
2313,2015,11,23,35,44,55,45.18,Kericho,38
2314,2015,12,35,53,63,71,60.65,Kericho,38
2315,2016,1,54,74,83,89,77.8,Kericho,38
2316,2016,2,60,83,89,93,83.16,Kericho,38
2317,2016,3,62,75,81,86,78.23,Kericho,38
2318,2016,4,53,62,69,75,67.84,Kericho,38
2319,2016,5,52,62,68,74,67.22,Kericho,38
2320,2016,6,50,61,68,74,66.81,Kericho,38
2321,2016,7,43,54,62,69,61.32,Kericho,38
2322,2016,8,39,53,61,69,60.22,Kericho,38
2323,2016,9,35,53,63,72,60.97,Kericho,38
2324,2016,10,27,47,58,68,55.73,Kericho,38
2325,2016,11,22,43,55,65,52.06,Kericho,38
2326,2016,12,21,40,52,63,50.2,Kericho,38
2327,2017,1,15,29,40,52,40.01,Kericho,38
2328,2017,2,6,20,30,44,32.03,Kericho,38
2329,2017,3,7,22,37,52,35.52,Kericho,38
2330,2017,4,8,30,53,68,46.99,Kericho,38
2331,2017,5,15,41,60,71,53.72,Kericho,38
2332,2017,6,33,50,60,70,58.54,Kericho,38
2333,2017,7,35,53,65,75,62.81,Kericho,38
2334,2017,8,31,50,64,75,61.04,Kericho,38
2335,2017,9,34,52,63,73,61.01,Kericho,38
2336,2017,10,38,55,65,74,62.86,Kericho,38
2337,2017,11,41,58,68,76,65.22,Kericho,38
2338,2017,12,42,59,69,77,65.95,Kericho,38
2339,2018,1,34,52,61,69,58.02,Kericho,38
2340,2018,2,13,33,45,56,42.11,Kericho,38
2341,2001,12,3,24,37,49,34.89,Kiambu,1
2342,2002,1,7,26,39,51,37.84,Kiambu,1
2343,2002,2,17,30,39,49,39.58,Kiambu,1
2344,2002,3,23,35,45,55,45.54,Kiambu,1
2345,2002,4,24,40,52,62,50.52,Kiambu,1
2346,2002,5,34,50,62,72,60.19,Kiambu,1
2347,2002,6,38,52,62,72,61.23,Kiambu,1
2348,2002,7,36,50,60,70,59.43,Kiambu,1
2349,2002,8,35,47,55,63,54.24,Kiambu,1
2350,2002,9,21,29,38,50,41.01,Kiambu,1
2351,2002,10,16,27,36,47,37.93,Kiambu,1
2352,2002,11,25,37,47,56,46.91,Kiambu,1
2353,2002,12,43,56,64,72,63.24,Kiambu,1
2354,2003,1,45,60,70,79,68.51,Kiambu,1
2355,2003,2,47,59,67,75,65.8,Kiambu,1
2356,2003,3,34,45,52,60,53.02,Kiambu,1
2357,2003,4,20,30,38,48,40.91,Kiambu,1
2358,2003,5,18,27,36,45,37.5,Kiambu,1
2359,2003,6,26,40,50,59,48.83,Kiambu,1
2360,2003,7,31,48,61,73,59.3,Kiambu,1
2361,2003,8,49,62,71,80,69.78,Kiambu,1
2362,2003,9,57,68,74,81,73.39,Kiambu,1
2363,2003,10,53,65,72,78,70.53,Kiambu,1
2364,2003,11,42,55,63,71,62.32,Kiambu,1
2365,2003,12,37,54,64,72,61.7,Kiambu,1
2366,2004,1,32,51,62,72,59.74,Kiambu,1
2367,2004,2,32,52,62,71,60.05,Kiambu,1
2368,2004,3,29,48,59,68,57.02,Kiambu,1
2369,2004,4,34,45,54,63,54.25,Kiambu,1
2370,2004,5,45,56,63,70,62.53,Kiambu,1
2371,2004,6,58,67,73,79,72.23,Kiambu,1
2372,2004,7,44,54,61,68,60.93,Kiambu,1
2373,2004,8,40,49,56,64,57.04,Kiambu,1
2374,2004,9,34,45,54,63,54.63,Kiambu,1
2375,2004,10,23,32,39,48,41.27,Kiambu,1
2376,2004,11,17,27,35,43,36.07,Kiambu,1
2377,2004,12,26,41,51,60,49.7,Kiambu,1
2378,2005,1,31,47,58,68,56.39,Kiambu,1
2379,2005,2,26,40,51,63,51.76,Kiambu,1
2380,2005,3,18,28,37,50,40.63,Kiambu,1
2381,2005,4,21,32,42,54,44.36,Kiambu,1
2382,2005,5,38,50,58,67,58.29,Kiambu,1
2383,2005,6,50,62,69,76,68.32,Kiambu,1
2384,2005,7,48,60,68,75,66.86,Kiambu,1
2385,2005,8,29,39,47,57,48.64,Kiambu,1
2386,2005,9,31,43,51,59,50.66,Kiambu,1
2387,2005,10,31,42,49,56,48.89,Kiambu,1
2388,2005,11,23,36,47,57,46.54,Kiambu,1
2389,2005,12,17,33,48,60,47.05,Kiambu,1
2390,2006,1,8,19,29,40,32.89,Kiambu,1
2391,2006,2,3,7,13,22,20.28,Kiambu,1
2392,2006,3,8,10,14,20,19.65,Kiambu,1
2393,2006,4,20,29,35,41,36.03,Kiambu,1
2394,2006,5,38,53,62,70,60.12,Kiambu,1
2395,2006,6,48,61,69,77,67.69,Kiambu,1
2396,2006,7,47,59,67,73,65.22,Kiambu,1
2397,2006,8,37,54,64,73,61.81,Kiambu,1
2398,2006,9,30,46,56,65,54.2,Kiambu,1
2399,2006,10,28,42,52,61,51.53,Kiambu,1
2400,2006,11,22,34,43,53,43.64,Kiambu,1
2401,2006,12,31,44,53,61,52.21,Kiambu,1
2402,2007,1,49,63,72,80,69.7,Kiambu,1
2403,2007,2,63,75,82,88,79.59,Kiambu,1
2404,2007,3,64,72,78,83,77.12,Kiambu,1
2405,2007,4,39,51,60,70,60.15,Kiambu,1
2406,2007,5,31,45,55,64,53.86,Kiambu,1
2407,2007,6,44,56,63,70,62.07,Kiambu,1
2408,2007,7,40,51,57,62,55.91,Kiambu,1
2409,2007,8,31,40,46,54,47.55,Kiambu,1
2410,2007,9,35,47,55,63,54.43,Kiambu,1
2411,2007,10,51,67,76,83,73.03,Kiambu,1
2412,2007,11,43,67,78,85,72.58,Kiambu,1
2413,2007,12,38,52,64,75,62.33,Kiambu,1
2414,2008,1,28,42,54,65,53.93,Kiambu,1
2415,2008,2,33,46,54,63,53.93,Kiambu,1
2416,2008,3,31,43,52,62,52.68,Kiambu,1
2417,2008,4,32,45,54,63,53.52,Kiambu,1
2418,2008,5,38,54,63,71,60.98,Kiambu,1
2419,2008,6,30,46,57,66,55.1,Kiambu,1
2420,2008,7,24,47,61,70,56.36,Kiambu,1
2421,2008,8,19,39,51,60,47.75,Kiambu,1
2422,2008,9,19,36,48,59,46.5,Kiambu,1
2423,2008,10,24,44,56,66,53.09,Kiambu,1
2424,2008,11,31,53,66,75,61.62,Kiambu,1
2425,2008,12,38,55,66,75,63.59,Kiambu,1
2426,2009,1,24,34,44,54,45.69,Kiambu,1
2427,2009,2,19,28,35,44,37.58,Kiambu,1
2428,2009,3,12,24,32,40,32.96,Kiambu,1
2429,2009,4,9,25,34,44,35.08,Kiambu,1
2430,2009,5,10,26,39,50,38.25,Kiambu,1
2431,2009,6,20,46,63,73,56.75,Kiambu,1
2432,2009,7,22,49,70,79,61.03,Kiambu,1
2433,2009,8,24,44,64,75,58.35,Kiambu,1
2434,2009,9,15,28,42,57,42.87,Kiambu,1
2435,2009,10,8,16,25,42,31.23,Kiambu,1
2436,2009,11,14,22,29,38,31.73,Kiambu,1
2437,2009,12,24,43,52,60,49.54,Kiambu,1
2438,2010,1,31,49,60,69,57.55,Kiambu,1
2439,2010,2,38,53,63,71,61.14,Kiambu,1
2440,2010,3,47,63,70,76,67.36,Kiambu,1
2441,2010,4,55,72,79,84,75.26,Kiambu,1
2442,2010,5,52,69,78,85,74.39,Kiambu,1
2443,2010,6,40,54,64,73,62.59,Kiambu,1
2444,2010,7,30,43,53,62,52.35,Kiambu,1
2445,2010,8,30,41,49,57,48.99,Kiambu,1
2446,2010,9,31,43,51,59,50.89,Kiambu,1
2447,2010,10,31,42,50,58,49.83,Kiambu,1
2448,2010,11,31,42,51,59,50.62,Kiambu,1
2449,2010,12,30,49,58,66,55.27,Kiambu,1
2450,2011,1,22,48,57,65,53.11,Kiambu,1
2451,2011,2,14,33,44,52,41.22,Kiambu,1
2452,2011,3,15,29,39,48,38.42,Kiambu,1
2453,2011,4,32,43,51,59,50.98,Kiambu,1
2454,2011,5,39,52,60,67,58.6,Kiambu,1
2455,2011,6,39,54,63,71,61.3,Kiambu,1
2456,2011,7,37,56,66,75,62.94,Kiambu,1
2457,2011,8,26,41,49,56,47.69,Kiambu,1
2458,2011,9,21,32,41,50,41.27,Kiambu,1
2459,2011,10,25,39,48,56,47.2,Kiambu,1
2460,2011,11,39,54,63,71,61.29,Kiambu,1
2461,2011,12,36,52,62,71,60.01,Kiambu,1
2462,2012,1,46,56,63,69,62.1,Kiambu,1
2463,2012,2,31,43,52,59,50.71,Kiambu,1
2464,2012,3,15,28,38,47,37.68,Kiambu,1
2465,2012,4,9,19,27,38,29.69,Kiambu,1
2466,2012,5,19,31,42,51,41.75,Kiambu,1
2467,2012,6,34,48,56,64,54.87,Kiambu,1
2468,2012,7,37,49,58,66,57.18,Kiambu,1
2469,2012,8,36,51,60,70,59.44,Kiambu,1
2470,2012,9,46,59,68,76,66.39,Kiambu,1
2471,2012,10,52,66,73,80,71.29,Kiambu,1
2472,2012,11,48,63,72,79,69.3,Kiambu,1
2473,2012,12,51,66,74,81,71.6,Kiambu,1
2474,2013,1,53,69,77,84,74.32,Kiambu,1
2475,2013,2,54,70,78,84,74.66,Kiambu,1
2476,2013,3,45,60,67,74,65.16,Kiambu,1
2477,2013,4,38,50,59,68,58.63,Kiambu,1
2478,2013,5,31,46,56,64,54.42,Kiambu,1
2479,2013,6,45,56,63,70,62.6,Kiambu,1
2480,2013,7,31,42,51,59,50.33,Kiambu,1
2481,2013,8,23,35,43,51,42.92,Kiambu,1
2482,2013,9,32,45,54,62,53.05,Kiambu,1
2483,2013,10,39,54,63,70,60.69,Kiambu,1
2484,2013,11,29,45,57,69,55.79,Kiambu,1
2485,2013,12,18,30,42,55,43.66,Kiambu,1
2486,2014,1,30,40,49,59,50.16,Kiambu,1
2487,2014,2,36,46,53,60,52.61,Kiambu,1
2488,2014,3,47,58,64,70,62.8,Kiambu,1
2489,2014,4,63,74,79,84,77.36,Kiambu,1
2490,2014,5,63,74,80,85,78.4,Kiambu,1
2491,2014,6,32,46,56,67,55.73,Kiambu,1
2492,2014,7,20,33,47,60,47.03,Kiambu,1
2493,2014,8,14,28,39,50,38.8,Kiambu,1
2494,2014,9,23,40,52,61,49.48,Kiambu,1
2495,2014,10,29,48,59,68,56.28,Kiambu,1
2496,2014,11,28,46,59,70,57.04,Kiambu,1
2497,2014,12,30,46,59,71,57.64,Kiambu,1
2498,2015,1,29,44,57,69,56.08,Kiambu,1
2499,2015,2,21,33,45,58,46.14,Kiambu,1
2500,2015,3,14,24,33,45,36.3,Kiambu,1
2501,2015,4,14,23,33,44,34.99,Kiambu,1
2502,2015,5,27,39,50,59,49.06,Kiambu,1
2503,2015,6,26,38,48,58,48.13,Kiambu,1
2504,2015,7,41,53,61,70,60.97,Kiambu,1
2505,2015,8,59,73,80,85,77.12,Kiambu,1
2506,2015,9,46,67,78,86,73.63,Kiambu,1
2507,2015,10,31,51,66,76,61.53,Kiambu,1
2508,2015,11,33,47,57,67,56.2,Kiambu,1
2509,2015,12,38,54,64,72,61.7,Kiambu,1
2510,2016,1,53,66,75,83,73.11,Kiambu,1
2511,2016,2,60,76,85,91,80.86,Kiambu,1
2512,2016,3,52,72,83,89,77.63,Kiambu,1
2513,2016,4,40,60,70,78,66.52,Kiambu,1
2514,2016,5,31,44,54,63,53.75,Kiambu,1
2515,2016,6,36,50,59,69,58.88,Kiambu,1
2516,2016,7,32,45,53,61,52.25,Kiambu,1
2517,2016,8,36,47,54,61,53.61,Kiambu,1
2518,2016,9,38,52,60,66,57.76,Kiambu,1
2519,2016,10,31,48,59,67,56.23,Kiambu,1
2520,2016,11,21,38,51,61,48.99,Kiambu,1
2521,2016,12,20,32,43,55,43.77,Kiambu,1
2522,2017,1,20,35,46,55,44.17,Kiambu,1
2523,2017,2,18,33,45,54,42.96,Kiambu,1
2524,2017,3,13,28,40,50,38.71,Kiambu,1
2525,2017,4,15,31,44,56,43.07,Kiambu,1
2526,2017,5,19,35,46,57,45.44,Kiambu,1
2527,2017,6,28,46,57,66,54.59,Kiambu,1
2528,2017,7,30,52,66,75,61.24,Kiambu,1
2529,2017,8,20,36,48,58,46.39,Kiambu,1
2530,2017,9,18,35,47,57,45,Kiambu,1
2531,2017,10,22,40,52,62,50.42,Kiambu,1
2532,2017,11,28,42,52,62,52.04,Kiambu,1
2533,2017,12,33,47,56,65,55.25,Kiambu,1
2534,2018,1,31,45,54,62,52.56,Kiambu,1
2535,2018,2,19,33,43,53,42.9,Kiambu,1
2536,2001,12,-1,17,30,41,28.27,Kilifi,64
2537,2002,1,3,20,33,45,33.09,Kilifi,64
2538,2002,2,15,30,41,54,42.25,Kilifi,64
2539,2002,3,15,31,43,56,43.66,Kilifi,64
2540,2002,4,15,29,43,59,44.91,Kilifi,64
2541,2002,5,16,30,42,55,43.56,Kilifi,64
2542,2002,6,14,26,37,48,38.71,Kilifi,64
2543,2002,7,13,24,33,44,35.88,Kilifi,64
2544,2002,8,14,24,32,41,33.79,Kilifi,64
2545,2002,9,17,28,37,46,37.9,Kilifi,64
2546,2002,10,34,47,56,64,54.78,Kilifi,64
2547,2002,11,50,64,72,79,70.13,Kilifi,64
2548,2002,12,62,73,80,85,77.86,Kilifi,64
2549,2003,1,61,72,79,85,77.21,Kilifi,64
2550,2003,2,54,66,75,82,72.9,Kilifi,64
2551,2003,3,39,53,63,72,61.82,Kilifi,64
2552,2003,4,35,47,56,66,56.37,Kilifi,64
2553,2003,5,32,45,55,65,54.83,Kilifi,64
2554,2003,6,37,52,63,73,61.81,Kilifi,64
2555,2003,7,41,59,70,78,66.89,Kilifi,64
2556,2003,8,47,63,74,82,70.69,Kilifi,64
2557,2003,9,41,57,68,76,65.36,Kilifi,64
2558,2003,10,35,49,59,68,58.09,Kilifi,64
2559,2003,11,26,40,49,59,49.25,Kilifi,64
2560,2003,12,24,39,51,61,49.71,Kilifi,64
2561,2004,1,18,34,46,58,45.64,Kilifi,64
2562,2004,2,16,30,40,51,40.71,Kilifi,64
2563,2004,3,15,28,40,51,40.44,Kilifi,64
2564,2004,4,20,32,41,50,41.53,Kilifi,64
2565,2004,5,27,42,52,62,51.23,Kilifi,64
2566,2004,6,23,40,50,59,48.61,Kilifi,64
2567,2004,7,27,39,48,58,48.55,Kilifi,64
2568,2004,8,38,52,61,70,60.5,Kilifi,64
2569,2004,9,35,48,56,64,55.4,Kilifi,64
2570,2004,10,24,35,43,51,43.28,Kilifi,64
2571,2004,11,35,46,53,59,52.01,Kilifi,64
2572,2004,12,39,54,63,70,60.55,Kilifi,64
2573,2005,1,37,51,60,68,58.67,Kilifi,64
2574,2005,2,27,39,47,56,47.29,Kilifi,64
2575,2005,3,19,29,37,45,37.67,Kilifi,64
2576,2005,4,20,31,40,50,41.01,Kilifi,64
2577,2005,5,23,38,49,60,48.96,Kilifi,64
2578,2005,6,24,40,51,61,50.25,Kilifi,64
2579,2005,7,18,30,40,51,41.18,Kilifi,64
2580,2005,8,19,31,41,51,41.87,Kilifi,64
2581,2005,9,24,35,44,52,44.11,Kilifi,64
2582,2005,10,20,30,38,46,38.56,Kilifi,64
2583,2005,11,17,27,35,43,35.76,Kilifi,64
2584,2005,12,23,36,44,53,44.31,Kilifi,64
2585,2006,1,19,31,41,51,42.02,Kilifi,64
2586,2006,2,11,20,29,41,32.01,Kilifi,64
2587,2006,3,6,15,24,35,26.78,Kilifi,64
2588,2006,4,12,22,32,42,33.45,Kilifi,64
2589,2006,5,26,39,48,56,47.58,Kilifi,64
2590,2006,6,31,44,53,62,52.79,Kilifi,64
2591,2006,7,27,44,56,66,54.13,Kilifi,64
2592,2006,8,27,42,54,65,53.5,Kilifi,64
2593,2006,9,28,44,56,69,56.1,Kilifi,64
2594,2006,10,36,50,62,73,61.39,Kilifi,64
2595,2006,11,50,64,73,81,71.15,Kilifi,64
2596,2006,12,61,76,85,90,80.76,Kilifi,64
2597,2007,1,67,81,89,93,84.58,Kilifi,64
2598,2007,2,69,83,89,93,85.28,Kilifi,64
2599,2007,3,67,78,84,89,81.73,Kilifi,64
2600,2007,4,46,60,69,77,67.19,Kilifi,64
2601,2007,5,32,46,56,66,55.33,Kilifi,64
2602,2007,6,47,59,67,76,66.95,Kilifi,64
2603,2007,7,67,79,84,88,81.66,Kilifi,64
2604,2007,8,72,82,87,90,84.47,Kilifi,64
2605,2007,9,71,81,87,91,84.33,Kilifi,64
2606,2007,10,62,75,82,88,79.71,Kilifi,64
2607,2007,11,52,65,75,84,73.17,Kilifi,64
2608,2007,12,44,57,66,74,64.78,Kilifi,64
2609,2008,1,36,48,57,66,56.63,Kilifi,64
2610,2008,2,29,42,52,62,52.08,Kilifi,64
2611,2008,3,28,40,49,59,49.88,Kilifi,64
2612,2008,4,34,47,57,66,56.62,Kilifi,64
2613,2008,5,39,54,65,75,63.37,Kilifi,64
2614,2008,6,34,49,58,68,57.37,Kilifi,64
2615,2008,7,34,50,62,71,59.84,Kilifi,64
2616,2008,8,30,45,57,68,56.01,Kilifi,64
2617,2008,9,31,45,55,65,54.79,Kilifi,64
2618,2008,10,29,41,52,62,51.62,Kilifi,64
2619,2008,11,24,34,44,56,45.6,Kilifi,64
2620,2008,12,22,34,44,54,44.35,Kilifi,64
2621,2009,1,17,27,35,45,36.6,Kilifi,64
2622,2009,2,9,16,24,33,26.21,Kilifi,64
2623,2009,3,10,20,29,39,30.58,Kilifi,64
2624,2009,4,12,24,35,46,35.64,Kilifi,64
2625,2009,5,9,21,32,43,33.01,Kilifi,64
2626,2009,6,7,17,27,38,28.97,Kilifi,64
2627,2009,7,11,26,39,50,38.27,Kilifi,64
2628,2009,8,16,28,38,50,39.64,Kilifi,64
2629,2009,9,13,22,31,40,32.47,Kilifi,64
2630,2009,10,9,16,23,31,24.84,Kilifi,64
2631,2009,11,23,32,39,47,39.99,Kilifi,64
2632,2009,12,39,53,62,69,59.83,Kilifi,64
2633,2010,1,46,60,69,77,66.93,Kilifi,64
2634,2010,2,40,52,60,69,60.3,Kilifi,64
2635,2010,3,29,42,52,63,52.47,Kilifi,64
2636,2010,4,27,44,56,67,54.96,Kilifi,64
2637,2010,5,41,56,67,77,65.32,Kilifi,64
2638,2010,6,43,63,74,83,70.28,Kilifi,64
2639,2010,7,37,57,71,81,66.91,Kilifi,64
2640,2010,8,41,57,68,78,66.24,Kilifi,64
2641,2010,9,44,58,67,74,65.27,Kilifi,64
2642,2010,10,40,52,60,68,59.35,Kilifi,64
2643,2010,11,24,33,40,47,40.79,Kilifi,64
2644,2010,12,20,31,40,48,40.03,Kilifi,64
2645,2011,1,15,27,37,47,37.89,Kilifi,64
2646,2011,2,9,19,28,38,29.98,Kilifi,64
2647,2011,3,9,19,28,38,29.67,Kilifi,64
2648,2011,4,13,23,33,44,35.32,Kilifi,64
2649,2011,5,21,35,46,57,46.58,Kilifi,64
2650,2011,6,25,41,53,64,52.56,Kilifi,64
2651,2011,7,18,30,41,53,42.68,Kilifi,64
2652,2011,8,12,20,28,37,30.47,Kilifi,64
