,Year,Month,p10,p30,p50,p70,mean,County,CountyID
532,2013,9,18,31,42,53,42.83,Bungoma,52
533,2013,10,32,46,55,64,54.26,Bungoma,52
534,2013,11,37,52,62,71,60.47,Bungoma,52
535,2013,12,35,51,61,70,59.15,Bungoma,52
536,2014,1,48,63,71,78,68.93,Bungoma,52
537,2014,2,52,62,68,73,66.91,Bungoma,52
538,2014,3,44,52,59,66,59.69,Bungoma,52
539,2014,4,44,53,59,66,59.75,Bungoma,52
540,2014,5,45,55,62,68,61.74,Bungoma,52
541,2014,6,47,60,67,74,65.49,Bungoma,52
542,2014,7,46,57,65,71,63.63,Bungoma,52
543,2014,8,38,50,58,65,57.3,Bungoma,52
544,2014,9,34,46,55,63,54.37,Bungoma,52
545,2014,10,40,53,62,71,61.41,Bungoma,52
546,2014,11,39,56,68,77,64.7,Bungoma,52
547,2014,12,47,62,71,78,68.25,Bungoma,52
548,2015,1,47,59,65,71,63.78,Bungoma,52
549,2015,2,30,41,47,54,47.81,Bungoma,52
550,2015,3,12,19,25,32,28.5,Bungoma,52
551,2015,4,11,16,21,28,24.19,Bungoma,52
552,2015,5,17,25,31,38,32.44,Bungoma,52
553,2015,6,29,45,55,63,52.79,Bungoma,52
554,2015,7,45,60,70,77,66.77,Bungoma,52
555,2015,8,54,69,77,83,73.77,Bungoma,52
556,2015,9,47,61,70,79,68.74,Bungoma,52
557,2015,10,33,50,61,71,59.3,Bungoma,52
558,2015,11,34,49,60,69,58.29,Bungoma,52
559,2015,12,34,62,73,81,67.53,Bungoma,52
560,2016,1,53,76,84,89,78.5,Bungoma,52
561,2016,2,60,77,83,88,79.43,Bungoma,52
562,2016,3,50,63,70,76,68.12,Bungoma,52
563,2016,4,44,54,61,68,60.76,Bungoma,52
564,2016,5,42,53,61,68,60.28,Bungoma,52
565,2016,6,41,52,60,67,59.31,Bungoma,52
566,2016,7,34,47,56,63,54.51,Bungoma,52
567,2016,8,27,40,49,59,49.37,Bungoma,52
568,2016,9,22,38,48,59,47.98,Bungoma,52
569,2016,10,24,38,48,57,47.17,Bungoma,52
570,2016,11,30,44,53,61,51.7,Bungoma,52
571,2016,12,28,40,49,58,49.1,Bungoma,52
572,2017,1,11,22,30,39,33.71,Bungoma,52
573,2017,2,4,13,20,29,25.35,Bungoma,52
574,2017,3,16,26,32,40,33.98,Bungoma,52
575,2017,4,40,52,59,66,58.05,Bungoma,52
576,2017,5,58,72,81,90,79.73,Bungoma,52
577,2017,6,57,73,82,90,79.97,Bungoma,52
578,2017,7,41,54,62,69,60.88,Bungoma,52
579,2017,8,20,35,45,55,45.02,Bungoma,52
580,2017,9,14,31,42,51,40.39,Bungoma,52
581,2017,10,28,44,54,64,53.04,Bungoma,52
582,2017,11,33,51,61,71,59.5,Bungoma,52
583,2017,12,37,52,60,68,59.03,Bungoma,52
584,2018,1,25,37,44,51,43.92,Bungoma,52
585,2018,2,8,19,26,35,28.08,Bungoma,52
586,2001,12,33,48,57,66,55.94,Busia,53
587,2002,1,33,47,55,62,53.41,Busia,53
588,2002,2,30,43,50,57,48.93,Busia,53
589,2002,3,32,43,50,57,49.45,Busia,53
590,2002,4,51,61,67,73,65.8,Busia,53
591,2002,5,58,69,76,81,73.8,Busia,53
592,2002,6,48,61,68,75,66.9,Busia,53
593,2002,7,29,41,50,59,50.01,Busia,53
594,2002,8,20,34,44,54,44.16,Busia,53
595,2002,9,18,32,44,55,43.78,Busia,53
596,2002,10,21,35,46,57,46.23,Busia,53
597,2002,11,26,41,53,65,52.71,Busia,53
598,2002,12,40,53,63,73,62.33,Busia,53
599,2003,1,59,70,77,84,75.99,Busia,53
600,2003,2,59,68,74,79,72.92,Busia,53
601,2003,3,39,48,55,62,55.4,Busia,53
602,2003,4,29,43,52,60,50.42,Busia,53
603,2003,5,29,44,55,63,52.75,Busia,53
604,2003,6,38,54,64,73,61.95,Busia,53
605,2003,7,47,63,73,82,70.35,Busia,53
606,2003,8,58,72,80,86,76.84,Busia,53
607,2003,9,50,65,73,80,71.06,Busia,53
608,2003,10,33,49,59,68,57.19,Busia,53
609,2003,11,19,34,44,55,44.53,Busia,53
610,2003,12,28,40,48,58,48.87,Busia,53
611,2004,1,38,48,55,62,54.49,Busia,53
612,2004,2,44,55,61,67,60.11,Busia,53
613,2004,3,44,54,60,66,59.27,Busia,53
614,2004,4,42,51,58,64,57.64,Busia,53
615,2004,5,30,41,49,57,49.3,Busia,53
616,2004,6,20,32,40,49,41.09,Busia,53
617,2004,7,13,25,34,43,35.08,Busia,53
618,2004,8,18,32,43,54,42.99,Busia,53
619,2004,9,19,36,48,59,46.9,Busia,53
620,2004,10,24,40,50,60,49.55,Busia,53
621,2004,11,28,41,52,62,51.54,Busia,53
622,2004,12,33,45,53,63,53.77,Busia,53
623,2005,1,41,52,58,65,58.09,Busia,53
624,2005,2,32,42,49,57,49.74,Busia,53
625,2005,3,21,34,42,50,41.99,Busia,53
626,2005,4,36,47,55,61,54.08,Busia,53
627,2005,5,52,64,71,77,69.11,Busia,53
628,2005,6,45,59,68,75,65.72,Busia,53
629,2005,7,37,50,59,68,58.65,Busia,53
630,2005,8,38,50,59,68,58.39,Busia,53
631,2005,9,41,57,66,75,64.37,Busia,53
632,2005,10,27,45,57,69,56.11,Busia,53
633,2005,11,23,41,52,64,51.78,Busia,53
634,2005,12,19,29,38,49,40.05,Busia,53
635,2006,1,11,16,21,27,23.19,Busia,53
636,2006,2,8,13,18,23,19.16,Busia,53
637,2006,3,23,34,40,45,39.32,Busia,53
638,2006,4,50,61,67,72,65.17,Busia,53
639,2006,5,61,70,76,81,74.71,Busia,53
640,2006,6,44,56,65,73,64.16,Busia,53
641,2006,7,25,40,51,62,50.54,Busia,53
642,2006,8,28,43,53,63,52.54,Busia,53
643,2006,9,22,37,49,59,48.12,Busia,53
644,2006,10,19,34,45,56,44.66,Busia,53
645,2006,11,25,40,50,61,49.75,Busia,53
646,2006,12,37,52,62,72,60.96,Busia,53
647,2007,1,60,72,81,89,78.56,Busia,53
648,2007,2,78,86,90,94,88.08,Busia,53
649,2007,3,75,83,88,92,86.12,Busia,53
650,2007,4,58,67,73,79,72.46,Busia,53
651,2007,5,38,51,60,68,58.64,Busia,53
652,2007,6,28,42,54,65,52.95,Busia,53
653,2007,7,36,50,61,71,60,Busia,53
654,2007,8,48,62,71,80,69.73,Busia,53
655,2007,9,53,67,76,83,73.29,Busia,53
656,2007,10,51,66,74,82,71.92,Busia,53
657,2007,11,42,57,66,74,64,Busia,53
658,2007,12,28,40,49,58,48.82,Busia,53
659,2008,1,20,31,39,47,39.49,Busia,53
660,2008,2,28,40,47,53,46.28,Busia,53
661,2008,3,32,45,53,60,51.79,Busia,53
662,2008,4,45,54,61,67,60.32,Busia,53
663,2008,5,46,55,61,66,60.38,Busia,53
664,2008,6,39,50,58,65,57.51,Busia,53
665,2008,7,26,38,46,55,46.82,Busia,53
666,2008,8,28,41,50,58,49.55,Busia,53
667,2008,9,38,52,62,70,60.32,Busia,53
668,2008,10,49,64,73,81,71.1,Busia,53
669,2008,11,55,68,76,84,74.52,Busia,53
670,2008,12,41,52,59,66,58.24,Busia,53
671,2009,1,23,31,37,43,37.44,Busia,53
672,2009,2,22,29,34,40,35.22,Busia,53
673,2009,3,23,32,39,46,39.07,Busia,53
674,2009,4,29,39,46,54,46.39,Busia,53
675,2009,5,28,39,47,54,46.79,Busia,53
676,2009,6,30,41,49,57,49.38,Busia,53
677,2009,7,22,33,42,51,42.37,Busia,53
678,2009,8,13,22,30,38,31.23,Busia,53
679,2009,9,12,22,31,40,32.31,Busia,53
680,2009,10,19,31,40,49,40.52,Busia,53
681,2009,11,28,42,51,60,50.19,Busia,53
682,2009,12,36,48,57,65,56.28,Busia,53
683,2010,1,52,62,68,75,67.83,Busia,53
684,2010,2,55,63,69,74,68.28,Busia,53
685,2010,3,67,74,79,83,77.92,Busia,53
686,2010,4,76,82,86,89,84.95,Busia,53
687,2010,5,66,75,80,85,79.1,Busia,53
688,2010,6,50,62,70,77,68.97,Busia,53
689,2010,7,31,44,53,61,51.95,Busia,53
690,2010,8,24,37,47,57,47.35,Busia,53
691,2010,9,27,41,49,58,49.16,Busia,53
692,2010,10,32,47,57,66,55.42,Busia,53
693,2010,11,37,51,60,68,58.87,Busia,53
694,2010,12,31,44,52,60,51.24,Busia,53
695,2011,1,24,35,43,51,42.87,Busia,53
696,2011,2,15,23,30,38,31.22,Busia,53
697,2011,3,6,11,16,24,18.95,Busia,53
698,2011,4,20,25,31,36,31.85,Busia,53
699,2011,5,42,52,58,64,56.97,Busia,53
700,2011,6,47,60,67,74,65.65,Busia,53
701,2011,7,38,52,60,68,59.28,Busia,53
702,2011,8,28,44,54,63,52.82,Busia,53
703,2011,9,35,49,58,67,57.3,Busia,53
704,2011,10,48,63,71,79,69.01,Busia,53
705,2011,11,55,69,77,84,74.38,Busia,53
706,2011,12,53,67,74,81,72.1,Busia,53
707,2012,1,45,56,62,67,60.36,Busia,53
708,2012,2,27,33,38,43,38.45,Busia,53
709,2012,3,11,15,18,23,20.72,Busia,53
710,2012,4,8,10,13,19,17.31,Busia,53
711,2012,5,13,17,22,29,25.76,Busia,53
712,2012,6,22,31,37,44,38.24,Busia,53
713,2012,7,37,49,56,63,55.33,Busia,53
714,2012,8,43,56,64,71,62.31,Busia,53
715,2012,9,46,58,66,73,65.09,Busia,53
716,2012,10,34,47,55,63,54.76,Busia,53
717,2012,11,35,47,56,64,55.03,Busia,53
718,2012,12,44,56,63,69,61.84,Busia,53
719,2013,1,58,71,77,82,74.81,Busia,53
720,2013,2,58,68,74,80,72.71,Busia,53
721,2013,3,54,63,69,76,69.14,Busia,53
722,2013,4,58,66,71,76,70.7,Busia,53
723,2013,5,53,64,70,76,69.19,Busia,53
724,2013,6,36,48,54,61,53.67,Busia,53
725,2013,7,22,32,39,46,39.1,Busia,53
726,2013,8,14,23,32,41,33.06,Busia,53
727,2013,9,15,27,38,49,38.49,Busia,53
728,2013,10,29,43,53,62,52.36,Busia,53
729,2013,11,36,50,59,67,57.57,Busia,53
730,2013,12,38,51,59,66,57.67,Busia,53
731,2014,1,49,59,65,71,64.8,Busia,53
732,2014,2,45,56,62,67,60.85,Busia,53
733,2014,3,26,37,45,52,44.68,Busia,53
734,2014,4,31,39,45,52,45.91,Busia,53
735,2014,5,39,48,55,61,54.62,Busia,53
736,2014,6,49,60,67,73,65.83,Busia,53
737,2014,7,42,53,60,67,59.53,Busia,53
738,2014,8,38,49,56,62,55.32,Busia,53
739,2014,9,35,46,54,62,53.76,Busia,53
740,2014,10,39,52,60,68,58.9,Busia,53
741,2014,11,49,61,68,75,66.75,Busia,53
742,2014,12,52,63,70,76,68.74,Busia,53
743,2015,1,44,54,61,68,60.57,Busia,53
744,2015,2,26,35,42,50,42.94,Busia,53
745,2015,3,8,15,22,29,23.54,Busia,53
746,2015,4,9,13,18,24,20.37,Busia,53
747,2015,5,21,30,36,42,36.31,Busia,53
748,2015,6,50,62,69,75,67.07,Busia,53
749,2015,7,61,75,81,86,77.85,Busia,53
750,2015,8,54,68,76,82,72.95,Busia,53
751,2015,9,33,46,56,64,54.99,Busia,53
752,2015,10,17,29,39,49,39.74,Busia,53
753,2015,11,33,47,56,65,55.09,Busia,53
754,2015,12,57,70,77,82,74.43,Busia,53
755,2016,1,73,83,88,92,85.65,Busia,53
756,2016,2,65,73,78,83,77.34,Busia,53
757,2016,3,45,54,60,66,60.39,Busia,53
758,2016,4,35,44,50,57,50.71,Busia,53
759,2016,5,33,43,51,58,50.56,Busia,53
760,2016,6,28,39,48,56,47.95,Busia,53
761,2016,7,23,36,47,58,47.35,Busia,53
762,2016,8,12,26,41,52,39.89,Busia,53
763,2016,9,8,20,33,45,33.74,Busia,53
764,2016,10,6,17,28,39,29.04,Busia,53
765,2016,11,7,17,29,40,30.04,Busia,53
766,2016,12,10,20,30,40,31.45,Busia,53
767,2017,1,-1,9,17,25,18.26,Busia,53
768,2017,2,-11,-1,6,13,7.03,Busia,53
769,2017,3,2,14,22,28,21.65,Busia,53
770,2017,4,25,40,48,55,46.95,Busia,53
771,2017,5,35,58,68,76,64.25,Busia,53
772,2017,6,29,55,67,76,62.06,Busia,53
773,2017,7,16,41,53,62,48.54,Busia,53
774,2017,8,20,40,51,60,48.29,Busia,53
775,2017,9,31,47,57,67,56.04,Busia,53
776,2017,10,42,57,66,75,65.56,Busia,53
777,2017,11,41,55,64,73,63.43,Busia,53
778,2017,12,35,48,56,64,54.96,Busia,53
779,2018,1,13,26,34,41,32.93,Busia,53
780,2018,2,-3,9,15,22,15.36,Busia,53
781,2001,12,25,44,54,64,51.78,Elgeyo-Marakwet,41
782,2002,1,32,47,57,66,55.8,Elgeyo-Marakwet,41
783,2002,2,28,43,53,63,52.22,Elgeyo-Marakwet,41
784,2002,3,18,31,43,55,43.54,Elgeyo-Marakwet,41
785,2002,4,16,29,44,57,43.8,Elgeyo-Marakwet,41
786,2002,5,22,37,51,63,50.16,Elgeyo-Marakwet,41
787,2002,6,24,40,52,64,51.73,Elgeyo-Marakwet,41
788,2002,7,28,47,61,73,58.55,Elgeyo-Marakwet,41
789,2002,8,21,40,55,68,53.02,Elgeyo-Marakwet,41
790,2002,9,15,34,51,63,48,Elgeyo-Marakwet,41
791,2002,10,15,33,48,60,45.79,Elgeyo-Marakwet,41
792,2002,11,17,32,46,59,45.42,Elgeyo-Marakwet,41
793,2002,12,20,38,54,67,51.72,Elgeyo-Marakwet,41
794,2003,1,36,52,65,77,63.66,Elgeyo-Marakwet,41
795,2003,2,45,59,68,76,66.2,Elgeyo-Marakwet,41
796,2003,3,32,45,54,63,53.78,Elgeyo-Marakwet,41
797,2003,4,17,28,39,51,40.49,Elgeyo-Marakwet,41
798,2003,5,16,25,32,39,33.4,Elgeyo-Marakwet,41
799,2003,6,37,48,56,64,56.1,Elgeyo-Marakwet,41
800,2003,7,47,62,72,80,69.58,Elgeyo-Marakwet,41
801,2003,8,43,59,69,78,66.94,Elgeyo-Marakwet,41
802,2003,9,32,42,54,66,54.27,Elgeyo-Marakwet,41
803,2003,10,34,48,56,63,54.58,Elgeyo-Marakwet,41
804,2003,11,24,38,49,61,49.24,Elgeyo-Marakwet,41
805,2003,12,13,25,38,53,40.45,Elgeyo-Marakwet,41
806,2004,1,18,31,44,56,44.07,Elgeyo-Marakwet,41
807,2004,2,26,43,54,64,52.81,Elgeyo-Marakwet,41
808,2004,3,18,35,46,58,46.45,Elgeyo-Marakwet,41
809,2004,4,17,30,40,51,40.86,Elgeyo-Marakwet,41
810,2004,5,31,44,52,61,51.77,Elgeyo-Marakwet,41
811,2004,6,35,49,59,68,57.33,Elgeyo-Marakwet,41
812,2004,7,34,54,66,75,62.24,Elgeyo-Marakwet,41
813,2004,8,33,48,58,67,57.01,Elgeyo-Marakwet,41
814,2004,9,37,52,61,69,58.96,Elgeyo-Marakwet,41
815,2004,10,40,54,63,70,60.73,Elgeyo-Marakwet,41
816,2004,11,42,54,62,69,61.01,Elgeyo-Marakwet,41
817,2004,12,50,60,67,73,66.26,Elgeyo-Marakwet,41
818,2005,1,48,60,67,73,65.55,Elgeyo-Marakwet,41
819,2005,2,37,48,55,62,54.95,Elgeyo-Marakwet,41
820,2005,3,27,38,45,53,45.24,Elgeyo-Marakwet,41
821,2005,4,31,43,51,59,50.73,Elgeyo-Marakwet,41
822,2005,5,40,54,62,70,60.83,Elgeyo-Marakwet,41
823,2005,6,50,62,70,76,68.2,Elgeyo-Marakwet,41
824,2005,7,54,65,73,80,71.38,Elgeyo-Marakwet,41
825,2005,8,47,61,70,78,68.28,Elgeyo-Marakwet,41
826,2005,9,45,59,67,74,65.08,Elgeyo-Marakwet,41
827,2005,10,38,52,61,68,59.12,Elgeyo-Marakwet,41
828,2005,11,33,50,59,67,56.89,Elgeyo-Marakwet,41
829,2005,12,19,35,50,66,50.44,Elgeyo-Marakwet,41
830,2006,1,6,15,25,42,32.46,Elgeyo-Marakwet,41
831,2006,2,3,7,13,26,21.68,Elgeyo-Marakwet,41
832,2006,3,6,12,19,31,24.73,Elgeyo-Marakwet,41
833,2006,4,20,31,40,50,41.14,Elgeyo-Marakwet,41
834,2006,5,36,54,64,72,61.21,Elgeyo-Marakwet,41
835,2006,6,31,56,70,78,64.13,Elgeyo-Marakwet,41
836,2006,7,21,45,60,71,55.54,Elgeyo-Marakwet,41
837,2006,8,26,46,59,70,56.86,Elgeyo-Marakwet,41
838,2006,9,39,56,67,75,64.06,Elgeyo-Marakwet,41
839,2006,10,32,49,59,67,56.64,Elgeyo-Marakwet,41
840,2006,11,27,39,46,55,46.88,Elgeyo-Marakwet,41
841,2006,12,26,39,49,59,48.49,Elgeyo-Marakwet,41
842,2007,1,33,54,67,77,63.34,Elgeyo-Marakwet,41
843,2007,2,57,74,83,89,78.93,Elgeyo-Marakwet,41
844,2007,3,70,80,85,89,82.89,Elgeyo-Marakwet,41
845,2007,4,57,70,78,84,75.79,Elgeyo-Marakwet,41
846,2007,5,51,64,74,82,72.21,Elgeyo-Marakwet,41
847,2007,6,46,58,65,72,64.12,Elgeyo-Marakwet,41
848,2007,7,25,33,41,57,46.68,Elgeyo-Marakwet,41
849,2007,8,19,34,48,65,50.36,Elgeyo-Marakwet,41
850,2007,9,29,49,65,81,63.29,Elgeyo-Marakwet,41
851,2007,10,53,72,83,89,77.77,Elgeyo-Marakwet,41
852,2007,11,61,74,81,86,78.14,Elgeyo-Marakwet,41
853,2007,12,46,58,67,75,65.93,Elgeyo-Marakwet,41
854,2008,1,25,37,48,61,49.54,Elgeyo-Marakwet,41
855,2008,2,19,30,39,51,41.49,Elgeyo-Marakwet,41
856,2008,3,13,23,31,42,34.29,Elgeyo-Marakwet,41
857,2008,4,22,32,39,48,40.95,Elgeyo-Marakwet,41
858,2008,5,33,44,52,62,53.11,Elgeyo-Marakwet,41
859,2008,6,32,47,58,68,57.19,Elgeyo-Marakwet,41
860,2008,7,26,43,56,67,54.07,Elgeyo-Marakwet,41
861,2008,8,32,43,53,62,52.89,Elgeyo-Marakwet,41
862,2008,9,42,53,61,68,59.85,Elgeyo-Marakwet,41
863,2008,10,53,64,70,76,68.96,Elgeyo-Marakwet,41
864,2008,11,59,70,76,81,74.29,Elgeyo-Marakwet,41
865,2008,12,57,67,73,78,71.49,Elgeyo-Marakwet,41
866,2009,1,37,47,53,60,53.53,Elgeyo-Marakwet,41
867,2009,2,28,36,43,50,44.29,Elgeyo-Marakwet,41
868,2009,3,17,25,31,39,33.71,Elgeyo-Marakwet,41
869,2009,4,13,19,26,37,30.71,Elgeyo-Marakwet,41
870,2009,5,11,21,30,43,33.8,Elgeyo-Marakwet,41
871,2009,6,22,39,50,62,49.8,Elgeyo-Marakwet,41
872,2009,7,16,37,56,69,51.91,Elgeyo-Marakwet,41
873,2009,8,6,23,49,68,46.37,Elgeyo-Marakwet,41
874,2009,9,4,13,35,56,36.84,Elgeyo-Marakwet,41
875,2009,10,7,13,24,40,29.37,Elgeyo-Marakwet,41
876,2009,11,17,27,35,44,37.37,Elgeyo-Marakwet,41
877,2009,12,20,34,46,57,45.54,Elgeyo-Marakwet,41
878,2010,1,26,39,51,63,51.13,Elgeyo-Marakwet,41
879,2010,2,41,53,62,70,60.89,Elgeyo-Marakwet,41
880,2010,3,50,69,78,84,73.64,Elgeyo-Marakwet,41
881,2010,4,60,80,87,91,81.83,Elgeyo-Marakwet,41
882,2010,5,67,80,86,91,82.99,Elgeyo-Marakwet,41
883,2010,6,61,74,82,87,79.1,Elgeyo-Marakwet,41
884,2010,7,57,70,77,83,74.95,Elgeyo-Marakwet,41
885,2010,8,49,61,69,76,67.5,Elgeyo-Marakwet,41
886,2010,9,40,55,63,69,60.8,Elgeyo-Marakwet,41
887,2010,10,42,56,64,71,62.6,Elgeyo-Marakwet,41
888,2010,11,45,59,68,76,66.17,Elgeyo-Marakwet,41
889,2010,12,36,54,63,72,61.2,Elgeyo-Marakwet,41
890,2011,1,20,35,47,58,46.75,Elgeyo-Marakwet,41
891,2011,2,12,21,30,43,34.3,Elgeyo-Marakwet,41
892,2011,3,7,13,20,30,24.79,Elgeyo-Marakwet,41
893,2011,4,17,25,32,41,35.35,Elgeyo-Marakwet,41
894,2011,5,20,35,50,62,48.13,Elgeyo-Marakwet,41
895,2011,6,22,42,58,72,55.12,Elgeyo-Marakwet,41
896,2011,7,31,51,66,76,61.62,Elgeyo-Marakwet,41
897,2011,8,42,59,68,76,65.74,Elgeyo-Marakwet,41
898,2011,9,49,63,71,78,68.93,Elgeyo-Marakwet,41
899,2011,10,55,66,73,79,71.34,Elgeyo-Marakwet,41
900,2011,11,57,69,76,81,73.83,Elgeyo-Marakwet,41
901,2011,12,48,65,74,81,71.14,Elgeyo-Marakwet,41
902,2012,1,46,59,67,74,65.31,Elgeyo-Marakwet,41
903,2012,2,30,40,48,55,48.06,Elgeyo-Marakwet,41
904,2012,3,14,23,30,39,32.01,Elgeyo-Marakwet,41
905,2012,4,9,16,23,31,25.02,Elgeyo-Marakwet,41
906,2012,5,22,34,42,49,41.57,Elgeyo-Marakwet,41
907,2012,6,38,50,59,67,57.51,Elgeyo-Marakwet,41
908,2012,7,38,52,64,76,63.96,Elgeyo-Marakwet,41
909,2012,8,29,45,59,74,59.35,Elgeyo-Marakwet,41
910,2012,9,45,59,69,82,69.36,Elgeyo-Marakwet,41
911,2012,10,55,72,80,86,76.76,Elgeyo-Marakwet,41
912,2012,11,53,74,82,87,77.09,Elgeyo-Marakwet,41
913,2012,12,63,73,79,84,77.39,Elgeyo-Marakwet,41
914,2013,1,64,74,80,85,78.16,Elgeyo-Marakwet,41
915,2013,2,58,70,76,82,74.35,Elgeyo-Marakwet,41
916,2013,3,45,58,65,71,63.38,Elgeyo-Marakwet,41
917,2013,4,44,54,61,68,60.75,Elgeyo-Marakwet,41
918,2013,5,56,66,73,78,70.97,Elgeyo-Marakwet,41
919,2013,6,49,60,68,75,67.05,Elgeyo-Marakwet,41
920,2013,7,52,63,71,77,69.21,Elgeyo-Marakwet,41
921,2013,8,44,58,66,73,64.48,Elgeyo-Marakwet,41
922,2013,9,47,62,71,78,68.76,Elgeyo-Marakwet,41
923,2013,10,57,68.5,76,83,74.42,Elgeyo-Marakwet,41
924,2013,11,56,71,78,84,75.55,Elgeyo-Marakwet,41
925,2013,12,41,59,68,77,66.07,Elgeyo-Marakwet,41
926,2014,1,49,62,70,76,68.24,Elgeyo-Marakwet,41
927,2014,2,43,54,60,66,59.27,Elgeyo-Marakwet,41
928,2014,3,30,43,52,62,52.39,Elgeyo-Marakwet,41
929,2014,4,28,42,52,62,51.83,Elgeyo-Marakwet,41
930,2014,5,19,34,46,60,47.31,Elgeyo-Marakwet,41
931,2014,6,18,35,50,65,49.57,Elgeyo-Marakwet,41
932,2014,7,19,40,56,70,53.4,Elgeyo-Marakwet,41
933,2014,8,26,46,60,71,57.05,Elgeyo-Marakwet,41
934,2014,9,33,50,61,70,58.35,Elgeyo-Marakwet,41
935,2014,10,47,59,66,73,64.53,Elgeyo-Marakwet,41
936,2014,11,57,67,73,78,71.33,Elgeyo-Marakwet,41
937,2014,12,60,72,78,83,75.85,Elgeyo-Marakwet,41
938,2015,1,50,62,69,74,66.87,Elgeyo-Marakwet,41
939,2015,2,30,43,50,56,48.91,Elgeyo-Marakwet,41
940,2015,3,11,18,25,34,28.36,Elgeyo-Marakwet,41
941,2015,4,10,15,20,28,23.96,Elgeyo-Marakwet,41
942,2015,5,23,32,39,47,39.94,Elgeyo-Marakwet,41
943,2015,6,38,54,64,72,61.34,Elgeyo-Marakwet,41
944,2015,7,48,66,76,83,71.77,Elgeyo-Marakwet,41
945,2015,8,50,71,80,87,75.35,Elgeyo-Marakwet,41
946,2015,9,37,58,71,81,66.98,Elgeyo-Marakwet,41
947,2015,10,21,35,47,60,47.93,Elgeyo-Marakwet,41
948,2015,11,22,32,41,51,42.9,Elgeyo-Marakwet,41
949,2015,12,37,52,60,67,58.26,Elgeyo-Marakwet,41
950,2016,1,55,70,79,85,75.5,Elgeyo-Marakwet,41
951,2016,2,52,71,81,87,76.43,Elgeyo-Marakwet,41
952,2016,3,39,59,68,75,64.83,Elgeyo-Marakwet,41
953,2016,4,29,45,56,66,54.99,Elgeyo-Marakwet,41
954,2016,5,44,56,65,74,64.46,Elgeyo-Marakwet,41
955,2016,6,49,61,70,78,68.36,Elgeyo-Marakwet,41
956,2016,7,43,56,65,73,63.86,Elgeyo-Marakwet,41
957,2016,8,34,51,62,72,60,Elgeyo-Marakwet,41
958,2016,9,46,59,67,74,65.26,Elgeyo-Marakwet,41
959,2016,10,34,53,63,70,59.55,Elgeyo-Marakwet,41
960,2016,11,21,38,49,60,48.63,Elgeyo-Marakwet,41
961,2016,12,12,25,37,53,39.93,Elgeyo-Marakwet,41
962,2017,1,0,12,23,42,29,Elgeyo-Marakwet,41
963,2017,2,-7,6,16,30,20.77,Elgeyo-Marakwet,41
964,2017,3,-6,7,17,29,19.63,Elgeyo-Marakwet,41
965,2017,4,1,12,22,34,25.16,Elgeyo-Marakwet,41
966,2017,5,10,24,36,48,36.46,Elgeyo-Marakwet,41
967,2017,6,18,38,51,62,48.74,Elgeyo-Marakwet,41
968,2017,7,21,49,64,73,57.71,Elgeyo-Marakwet,41
969,2017,8,34,54,65,74,61.68,Elgeyo-Marakwet,41
970,2017,9,41,56,65,72,62.35,Elgeyo-Marakwet,41
971,2017,10,46,61,70,77,67.49,Elgeyo-Marakwet,41
972,2017,11,39,60,71,80,67.54,Elgeyo-Marakwet,41
973,2017,12,44,61,70,78,67.83,Elgeyo-Marakwet,41
974,2018,1,31,46,55,62,53,Elgeyo-Marakwet,41
975,2018,2,12,26,35,43,34,Elgeyo-Marakwet,41
976,2001,12,-14,12,26,39,23.81,Embu,63
977,2002,1,3,24,38,50,35.99,Embu,63
978,2002,2,22,36,46,56,45.88,Embu,63
979,2002,3,21,34,44,54,44.18,Embu,63
980,2002,4,31,45,55,64,53.96,Embu,63
981,2002,5,35,53,64,73,61.31,Embu,63
982,2002,6,42,59,70,78,66.33,Embu,63
983,2002,7,59,70,76,82,74.79,Embu,63
984,2002,8,54,64,70,77,69.34,Embu,63
985,2002,9,41,54,63,72,62.2,Embu,63
986,2002,10,36,49,58,66,57.05,Embu,63
987,2002,11,36,48,56,64,55.62,Embu,63
988,2002,12,51,64,71,77,68.82,Embu,63
989,2003,1,55,72,80,86,76.14,Embu,63
990,2003,2,50,63,71,77,68.57,Embu,63
991,2003,3,31,41,48,55,48.65,Embu,63
992,2003,4,20,31,39,47,40.52,Embu,63
993,2003,5,23,36,46,55,45.49,Embu,63
994,2003,6,49,65,73,79,69.88,Embu,63
995,2003,7,68,80,86,90,82.41,Embu,63
996,2003,8,65,77,83,87,80.05,Embu,63
997,2003,9,56,71,79,86,76.04,Embu,63
998,2003,10,47,61,71,79,68.46,Embu,63
999,2003,11,45,56,63,70,62.36,Embu,63
1000,2003,12,50,63,71,76,68.3,Embu,63
1001,2004,1,57,70,78,85,76.03,Embu,63
1002,2004,2,63,77,86,91,82.01,Embu,63
1003,2004,3,52,67,76,82,72.57,Embu,63
1004,2004,4,40,51,60,68,59.1,Embu,63
1005,2004,5,37,49,57,64,56.19,Embu,63
1006,2004,6,42,53,62,69,60.71,Embu,63
1007,2004,7,29,44,54,62,52.21,Embu,63
1008,2004,8,27,41,53,65,52.54,Embu,63
1009,2004,9,27,41,52,63,52.53,Embu,63
1010,2004,10,21,34,42,51,43.64,Embu,63
1011,2004,11,21,32,41,50,41.57,Embu,63
1012,2004,12,38,50,58,66,57.1,Embu,63
1013,2005,1,57,67,73,78,71.33,Embu,63
1014,2005,2,48,59,66,71,64.23,Embu,63
