"","Admin1","county","Source","SourceDoc","Admin0","Admin2","Year","Crop","Season","Area","Yield","MT","ID","west1"
"1056","Rift Valley","Narok","MOA","AgroMOA","","Narok","1974","Maize","",5080,2.7,13716,43,1
"1057","Rift Valley","Narok","MOA","AgroMOA","","Narok","1975","Maize","",7800,2.98,23255,43,1
"1058","Rift Valley","Narok","MOA","AgroMOA","","Narok","1976","Maize","",4500,2.52,11340,43,1
"1059","Rift Valley","Narok","MOA","AgroMOA","","Narok","1977","Maize","",6780,2.34,15865,43,1
"1060","Rift Valley","Narok","MOA","AgroMOA","","Narok","1978","Maize","",8980,2.25,20205,43,1
"1061","Rift Valley","Narok","MOA","AgroMOA","","Narok","1979","Maize","",9755,2.25,21939,43,1
"1062","Rift Valley","Narok","MOA","AgroMOA","","Narok","1980","Maize","",13000,1.38,18000,43,1
"1063","Rift Valley","Narok","MOA","AgroMOA","","Narok","1981","Maize","",18396,3.15,57947,43,1
"1064","Rift Valley","Narok","MOA","AgroMOA","","Narok","1982","Maize","",16025,2.25,36056,43,1
"1065","Rift Valley","Narok","MOA","AgroMOA","","Narok","1983","Maize","",12769,3.22,41067,43,1
"1066","Rift Valley","Narok","MOA","AgroMOA","","Narok","1984","Maize","",10986,1.23,13500,43,1
"1067","Rift Valley","Narok","MOA","AgroMOA","","Narok","1985","Maize","",15699,1.62,25432,43,1
"1068","Rift Valley","Narok","MOA","AgroMOA","","Narok","1986","Maize","",24676,2.25,55521,43,1
"1069","Rift Valley","Narok","MOA","AgroMOA","","Narok","1987","Maize","",25949,1.1,28541,43,1
"1070","Rift Valley","Narok","MOA","AgroMOA","","Narok","1988","Maize","",35500,2.7,95850,43,1
"1071","Rift Valley","Narok","MOA","AgroMOA","","Narok","1989","Maize","",32300,3.6,116280,43,1
"1072","Rift Valley","Narok","MOA","AgroMOA","","Narok","1990","Maize","",36330,2.25,81743,43,1
"1073","Rift Valley","Narok","MOA","AgroMOA","","Narok","1991","Maize","",32000,3.15,100800,43,1
"1438","Rift Valley","Narok","MOA","AgroMOA","","Narok","1992","Maize","",26500,0.34,90630,43,1
"1439","Rift Valley","Narok","MOA","AgroMOA","","Narok","1993","Maize","",34000,1.62,55080,43,1
"1440","Rift Valley","Narok","MOA","AgroMOA","","Narok","1995","Maize","",22045,2.52,55553.4,43,1
"1441","Rift Valley","Narok","MOALP","AgroMOALP","","Narok","1997","Maize","",22850,1.22,27765,43,1
"1442","Rift Valley","Narok","MOALP","AgroMOALP","","Narok","1998","Maize","",22200,2.98,66150,43,1
"1443","Rift Valley","Narok","MOALP","AgroMOALP","","Narok","1999","Maize","",30000,0.59,17829,43,1
"1444","Rift Valley","Narok","MOALP","AgroMOALP","","Narok","2000","Maize","",29300,0.54,15750,43,1
"1445","Rift Valley","Narok","MOALP","AgroMOALP","","Narok","2001","Maize","",29500,1.8,53028,43,1
"1446","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2002","Maize","",55555.6,1.74,96751,43,1
"1447","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2003","Maize","",51319.42,1.8,92445.23,43,1
"1448","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2004","Maize","",84720,2.25,190639,43,1
"1449","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2005","Maize","",85310,1.86,158920,43,1
"1450","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2006","Maize","",88040,1.89,166588,43,1
"1330","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2007","Maize","",75520,3.15,238248,43,1
"1331","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2008","Maize","",76981.88,2.2,169368.05,43,1
"1332","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2009","Maize","",91856,2.31,212485.5,43,1
"1333","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2010","Maize","",114290,3.69,421841.7,43,1
"1334","Rift Valley","Narok","MoALF","Spreadsheet","","Narok","2011","Maize","",86775,2.47,214150.05,43,1
"1335","Rift Valley","Narok","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Narok","2012","Maize","",109940,1.7,187007.94,43,1
"1336","Rift Valley","Narok","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Narok","2013","Maize","",113550,2.81,318848.4,43,1
"1337","Rift Valley","Narok","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Narok","2014","Maize","",112079,2.42,271343.26,43,1
"1338","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1970","Maize","",1650,1.01,1672,44,1
"1339","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1971","Maize","",1822,1.01,1832,44,1
"1340","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1972","Maize","",790,0.05,36,44,1
"1341","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1973","Maize","",675,2.25,1519,44,1
"1342","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1974","Maize","",680,2.23,1519,44,1
"1343","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1975","Maize","",485,2.25,1091,44,1
"1344","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1976","Maize","",300,1.8,540,44,1
"1345","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1977","Maize","",645,1.8,1161,44,1
"1346","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1978","Maize","",650,2.07,1346,44,1
"1347","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1979","Maize","",750,1.8,1350,44,1
"1348","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1981","Maize","",1200,2.51,3011,44,1
"1349","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1982","Maize","",600,1.08,648,44,1
"1350","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1983","Maize","",1288,1.08,1391,44,1
"1351","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1985","Maize","",1100,1.35,1485,44,1
"1352","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1986","Maize","",1986,1.8,3575,44,1
"1353","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1987","Maize","",1085,2.3,2493,44,1
"1354","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1988","Maize","",1200,2.7,3240,44,1
"1355","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1989","Maize","",1300,2.16,2808,44,1
"1356","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1990","Maize","",1060,1.5,1590,44,1
"1357","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1991","Maize","",660,1.8,1188,44,1
"1358","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1992","Maize","",1500,1.8,2700,44,1
"1359","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1993","Maize","",1810,0.9,1629,44,1
"1360","Rift Valley","Samburu","MOA","AgroMOA","","Samburu","1995","Maize","",2010,1.8,3618,44,1
"1361","Rift Valley","Samburu","MOALP","AgroMOALP","","Samburu","1997","Maize","",2000,0.88,1764,44,1
"1362","Rift Valley","Samburu","MOALP","AgroMOALP","","Samburu","1998","Maize","",1000,1.8,1800,44,1
"1363","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","1999","Maize","",900,1.8,1620,44,1
"1364","Rift Valley","Samburu","MOALP","AgroMOALP","","Samburu","2000","Maize","",1500,0.9,1350,44,1
"1365","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2001","Maize","",1500,0.9,1350,44,1
"1366","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2002","Maize","",2400,1.3,3114,44,1
"1367","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2003","Maize","",2217,1.34,2975.42,44,1
"1368","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2004","Maize","",2370,0.45,1067,44,1
"1369","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2005","Maize","",2360,1.58,3726,44,1
"1370","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2006","Maize","",1369,0.9,1232,44,1
"1371","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2007","Maize","",2200,2.7,5940,44,1
"1372","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2008","Maize","",2103.2,1.42,2988.08,44,1
"1373","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2009","Maize","",493,0.82,404.55,44,1
"1374","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2010","Maize","",961,2.49,2390.22,44,1
"1375","Rift Valley","Samburu","MoALF","Spreadsheet","","Samburu","2011","Maize","",500,2.34,1170,44,1
"1376","Rift Valley","Samburu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Samburu","2012","Maize","",1227,0.84,1027,44,1
"1377","Rift Valley","Samburu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Samburu","2013","Maize","",1265,1.31,1650.83,44,1
"1378","Rift Valley","Samburu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Samburu","2014","Maize","",1973,1.04,2059.81,44,1
"1379","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1970","Maize","",24000,3.7,88800,46,1
"1380","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1971","Maize","",30685,3.83,117375,46,1
"1381","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1972","Maize","",34350,3.67,126000,46,1
"1382","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1973","Maize","",33000,3.24,106920,46,1
"1383","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1974","Maize","",30000,3.24,97200,46,1
"1384","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1975","Maize","",40000,3.47,138600,46,1
"1385","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1976","Maize","",50000,3.24,162000,46,1
"1386","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1977","Maize","",60000,3.15,189000,46,1
"1387","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1978","Maize","",39000,3.24,126360,46,1
"1388","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1979","Maize","",35000,2.7,94500,46,1
"1389","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1980","Maize","",60132,2.7,162356,46,1
"1390","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1981","Maize","",52316,3.42,178920,46,1
"1391","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1982","Maize","",51526,3.24,166944,46,1
"1392","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1983","Maize","",48441,3,145323,46,1
"1393","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1984","Maize","",49502,2.7,133659,46,1
"1394","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1985","Maize","",55479,3.15,174759,46,1
"1395","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1986","Maize","",51529,3.52,181383,46,1
"1396","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1987","Maize","",52314,2.9,151710,46,1
"1397","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1988","Maize","",68080,3.6,245088,46,1
"1398","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1989","Maize","",68350,4.05,276818,46,1
"1399","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1990","Maize","",59741,2.97,177431,46,1
"1400","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1991","Maize","",69500,3.6,250200,46,1
"1401","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1992","Maize","",58190,3.67,213840,46,1
"1402","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1993","Maize","",65676,2.52,165503.52,46,1
"1403","Rift Valley","Trans Nzoia","MOA","AgroMOA","","Trans Nzoia","1995","Maize","",63600,3.6,228960,46,1
"1404","Rift Valley","Trans Nzoia","MOALP","AgroMOALP","","Trans Nzoia","1997","Maize","",63400,2.51,159282,46,1
"1405","Rift Valley","Trans Nzoia","MOALP","AgroMOALP","","Trans Nzoia","1998","Maize","",64600,3.6,232560,46,1
"1406","Rift Valley","Trans Nzoia","MOALP","AgroMOALP","","Trans Nzoia","1999","Maize","",62300,2.88,179424,46,1
"1407","Rift Valley","Trans Nzoia","MOALP","AgroMOALP","","Trans Nzoia","2000","Maize","",63800,2.7,172260,46,1
"1408","Rift Valley","Trans Nzoia","MOALP","AgroMOALP","","Trans Nzoia","2001","Maize","",78500,3.06,240408,46,1
"1409","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2002","Maize","",89300,2.34,208902,46,1
"1410","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2003","Maize","",82490.78,2.42,199605.1,46,1
"1411","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2004","Maize","",95657,2.79,266915,46,1
"1412","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2005","Maize","",94700,4.05,383573,46,1
"1413","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2008","Maize","",93949.56,3.62,339883.42,46,1
"1414","Rift Valley","Trans Nzoia","MoALF","Spreadsheet","","Trans Nzoia","2009","Maize","",101490,2.55,258357.6,46,1
"1415","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1971","Maize","",85,0.09,8,47,1
"1416","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1974","Maize","",100,1.2,120,47,1
"1417","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1975","Maize","",300,1.62,486,47,1
"1418","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1976","Maize","",110,1.39,153,47,1
"1419","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1977","Maize","",120,1.35,162,47,1
"1420","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1978","Maize","",90,1.53,138,47,1
"1421","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1979","Maize","",139,1.8,250,47,1
"1422","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1980","Maize","",120,1.8,216,47,1
"1423","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1982","Maize","",650,0.9,585,47,1
"1424","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1983","Maize","",650,0.9,585,47,1
"1425","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1985","Maize","",200,0.45,90,47,1
"1426","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1986","Maize","",200,0.72,144,47,1
"1427","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1987","Maize","",613,0.9,552,47,1
"1428","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1992","Maize","",189,1.53,289.17,47,1
"1429","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1993","Maize","",450,0.54,243,47,1
"1430","Rift Valley","Turkana","MOA","AgroMOA","","Turkana","1995","Maize","",300,1.35,405,47,1
"1431","Rift Valley","Turkana","MOALP","AgroMOALP","","Turkana","1997","Maize","",480,0.47,225,47,1
"1432","Rift Valley","Turkana","MOALP","AgroMOALP","","Turkana","1998","Maize","",300,0.84,252,47,1
"1433","Rift Valley","Turkana","MOALP","AgroMOALP","","Turkana","1999","Maize","",800,1.73,1386,47,1
"1434","Rift Valley","Turkana","MOALP","AgroMOALP","","Turkana","2000","Maize","",600,1.17,702,47,1
"1435","Rift Valley","Turkana","MOALP","AgroMOALP","","Turkana","2001","Maize","",900,1.14,1026,47,1
"1436","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2002","Maize","",300,1.17,351,47,1
"1437","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2003","Maize","",277.12,1.21,335.38,47,1
"1533","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2004","Maize","",1203,0.92,1110,47,1
"1534","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2005","Maize","",2827,1.43,4044,47,1
"1535","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2006","Maize","",2590,1.25,3227,47,1
"1532","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2007","Maize","",2200,1.74,3825,47,1
"1537","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2008","Maize","",1819.42,1.38,2508.28,47,1
"1538","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2009","Maize","",1234,0.9,1107,47,1
"1539","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2010","Maize","",1020,1.76,1791.45,47,1
"1536","Rift Valley","Turkana","MoALF","Spreadsheet","","Turkana","2011","Maize","",1880,1.24,2330.1,47,1
"1527","Rift Valley","Turkana","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Turkana","2012","Maize","",2252,1.59,3587.44,47,1
"1528","Rift Valley","Turkana","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Turkana","2013","Maize","",1626,1.9,3087.77,47,1
"1529","Rift Valley","Turkana","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Turkana","2014","Maize","",1310,1.67,2192.94,47,1
"1530","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1970","Maize","",25275,3,75825,48,1
"1531","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1971","Maize","",27950,3.37,94331,48,1
"1451","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1972","Maize","",35470,2.7,95769,48,1
"1452","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1973","Maize","",30040,1.8,54068,48,1
"1453","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1974","Maize","",25600,3.25,83241,48,1
"1454","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1975","Maize","",29220,3.42,99952,48,1
"1455","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1976","Maize","",41770,2.25,93987,48,1
"1456","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1977","Maize","",42820,2.25,96345,48,1
"1457","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1978","Maize","",34450,2.7,93015,48,1
"1458","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1979","Maize","",36916,2.7,99673,48,1
"1459","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","1980","Maize","",36860,2.25,82935,48,1
"1460","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1981","Maize","",43816,3.15,138015,48,1
"1461","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1982","Maize","",46648,2.88,134347,48,1
"1462","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1983","Maize","",47144,3.86,181913,48,1
"1463","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1984","Maize","",39600,0.9,35640,48,1
"1464","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1985","Maize","",62800,2.7,169560,48,1
"1465","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1986","Maize","",61030,3.15,192240,48,1
"1466","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1987","Maize","",59870,3.33,199367,48,1
"1467","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1988","Maize","",59830,3.6,215388,48,1
"1468","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1989","Maize","",61238,4.05,248014,48,1
"1469","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1990","Maize","",59886,2.97,177861,48,1
"1470","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1991","Maize","",55000,2.25,123750,48,1
"1471","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1993","Maize","",55640,1.53,84853.8,48,1
"1472","Rift Valley","Uasin Gishu","MOA","AgroMOA","","Uasin Gishu","1995","Maize","",54600,3.15,171990,48,1
"1473","Rift Valley","Uasin Gishu","MOALP","AgroMOALP","","Uasin Gishu","1997","Maize","",52500,1.94,101812.5,48,1
"1474","Rift Valley","Uasin Gishu","MOALP","AgroMOALP","","Uasin Gishu","1998","Maize","",53700,3.42,183654,48,1
"1475","Rift Valley","Uasin Gishu","MOALP","AgroMOALP","","Uasin Gishu","1999","Maize","",61300,2.7,165510,48,1
"1476","Rift Valley","Uasin Gishu","MOALP","AgroMOALP","","Uasin Gishu","2000","Maize","",58000,2.7,156510,48,1
"1477","Rift Valley","Uasin Gishu","MOALP","AgroMOALP","","Uasin Gishu","2001","Maize","",61800,2.88,177984,48,1
"1478","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2002","Maize","",49000,2.52,123492,48,1
"1479","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2003","Maize","",45263.7,2.61,117996.16,48,1
"1480","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2004","Maize","",63585,2.97,188866,48,1
"1481","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2005","Maize","",65758,3.87,254509,48,1
"1482","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2006","Maize","",66000,4.05,267327,48,1
"1483","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2008","Maize","",65262.54,3.72,242875.03,48,1
"1484","Rift Valley","Uasin Gishu","MoALF","Spreadsheet","","Uasin Gishu","2009","Maize","",85002,2.76,234415.8,48,1
"1485","Rift Valley","Uasin Gishu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Uasin Gishu","2012","Maize","",91310,2.83,258042.06,48,1
"1486","Rift Valley","Uasin Gishu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Uasin Gishu","2014","Maize","",96654,3.93,380140.18,48,1
"1487","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1973","Maize","",7270,0.5,3620,49,1
"1488","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1974","Maize","",6460,2.25,14535,49,1
"1489","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1975","Maize","",4340,3.99,17330,49,1
"1490","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1976","Maize","",9380,2.25,21105,49,1
"1491","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1977","Maize","",15070,2.25,33899,49,1
"1492","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1978","Maize","",7876,2.25,17721,49,1
"1493","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1979","Maize","",6139,3.23,19828,49,1
"1494","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","1980","Maize","",9450,1.52,14400,49,1
"1495","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1981","Maize","",10100,3.33,33633,49,1
"1496","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1982","Maize","",12800,3.15,40320,49,1
"1497","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1983","Maize","",13200,3.89,51300,49,1
"1498","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","1984","Maize","",13000,2.25,29250,49,1
"1499","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1985","Maize","",14712,2.25,33102,49,1
"1500","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1986","Maize","",12650,2.25,28463,49,1
"1501","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1987","Maize","",12450,2.25,28013,49,1
"1502","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1988","Maize","",21160,3.42,72367,49,1
"1503","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1989","Maize","",18698,3.6,67302,49,1
"1504","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1990","Maize","",13788,2.3,31712,49,1
"1505","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1991","Maize","",15000,3.15,47250,49,1
"1506","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1992","Maize","",17104,3.6,61574.4,49,1
"1507","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1993","Maize","",19480,1.35,26298,49,1
"1508","Rift Valley","West Pokot","MOA","AgroMOA","","West Pokot","1995","Maize","",21400,2.52,53928,49,1
"1509","Rift Valley","West Pokot","MOALP","AgroMOALP","","West Pokot","1997","Maize","",24000,1.44,34596,49,1
"1510","Rift Valley","West Pokot","MOALP","AgroMOALP","","West Pokot","1998","Maize","",23000,2.7,62100,49,1
"1511","Rift Valley","West Pokot","MOALP","AgroMOALP","","West Pokot","1999","Maize","",11200,1.62,18144,49,1
"1512","Rift Valley","West Pokot","MOALP","AgroMOALP","","West Pokot","2000","Maize","",21300,0.85,18180,49,1
"1513","Rift Valley","West Pokot","MOALP","AgroMOALP","","West Pokot","2001","Maize","",22500,1.63,36657,49,1
"1514","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2002","Maize","",18600,1.15,21368,49,1
"1515","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2003","Maize","",17181.73,1.19,20417.05,49,1
"1516","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2004","Maize","",22800,1.26,28731,49,1
"1517","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2005","Maize","",23785,1.71,40676,49,1
"1518","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2006","Maize","",24108,1.43,34450,49,1
"1519","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2007","Maize","",24150,2.31,55836,49,1
"1520","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2008","Maize","",22404.95,1.61,36022.01,49,1
"1521","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2009","Maize","",18057,1.31,23686.65,49,1
"1522","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2010","Maize","",22120,2.32,51394.05,49,1
"1523","Rift Valley","West Pokot","MoALF","Spreadsheet","","West Pokot","2011","Maize","",20450,2.16,44127,49,1
"1524","Rift Valley","West Pokot","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","West Pokot","2012","Maize","",33035,3.42,112979.7,49,1
"1525","Rift Valley","West Pokot","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","West Pokot","2013","Maize","",19380,2.88,55814.4,49,1
"1526","Rift Valley","West Pokot","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","West Pokot","2014","Maize","",19748,2.39,47276.71,49,1
"1648","Western","Bungoma","MOA","AgroMOA","","Bungoma","1970","Maize","",39702,2.54,100711,52,1
"1649","Western","Bungoma","MOA","AgroMOA","","Bungoma","1971","Maize","",43771,2.54,111035,52,1
"1650","Western","Bungoma","MOA","AgroMOA","","Bungoma","1972","Maize","",41300,2.54,104765,52,1
"1651","Western","Bungoma","MOA","AgroMOA","","Bungoma","1973","Maize","",46347,3.5,162000,52,1
"1652","Western","Bungoma","MOA","AgroMOA","","Bungoma","1974","Maize","",43456,2.69,117000,52,1
"1653","Western","Bungoma","MOA","AgroMOA","","Bungoma","1975","Maize","",49637,2.72,134829,52,1
