"","Admin1","county","Source","SourceDoc","Admin0","Admin2","Year","Crop","Season","Area","Yield","MT","ID","west1"
"574","Eastern","Meru","MoALF","Spreadsheet","","Meru","2004","Maize","",111515,0.69,77501.35,62,0
"575","Eastern","Meru","MoALF","Spreadsheet","","Meru","2005","Maize","",118285,0.82,97435.82,62,0
"576","Eastern","Meru","MoALF","Spreadsheet","","Meru","2006","Maize","",83827,0.89,74304.05,62,0
"577","Eastern","Meru","MoALF","Spreadsheet","","Meru","2007","Maize","",81727,0.43,35142.61,62,0
"578","Eastern","Meru","MoALF","Spreadsheet","","Meru","2008","Maize","",101567.8,0.48,48752.54,62,0
"579","Eastern","Meru","MoALF","Spreadsheet","","Meru","2009","Maize","",110333,1.95,214982.23,62,0
"580","Eastern","Meru","MoALF","Spreadsheet","","Meru","2010","Maize","",102272,1.29,132088.5,62,0
"581","Eastern","Meru","MoALF","Spreadsheet","","Meru","2011","Maize","",125192,1.49,186179.49,62,0
"582","Eastern","Meru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Meru","2012","Maize","",96244,1.51,145520.93,62,0
"583","Eastern","Meru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Meru","2013","Maize","",95594,0.99,94638.06,62,0
"584","Eastern","Meru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Meru","2014","Maize","",110489,1.04,114356.12,62,0
"585","Eastern","Embu","MOA","AgroMOA","","Embu","1970","Maize","",15168,0.85,12882,63,0
"586","Eastern","Embu","MOA","AgroMOA","","Embu","1971","Maize","",11541,1.22,14028,63,0
"587","Eastern","Embu","MOA","AgroMOA","","Embu","1972","Maize","",14782,1.73,25543,63,0
"588","Eastern","Embu","MOA","AgroMOA","","Embu","1973","Maize","",13492,1.57,21120,63,0
"589","Eastern","Embu","MOA","AgroMOA","","Embu","1974","Maize","",17896,3.09,55271,63,0
"590","Eastern","Embu","MOA","AgroMOA","","Embu","1975","Maize","",16204,1.69,27373,63,0
"591","Eastern","Embu","MOA","AgroMOA","","Embu","1976","Maize","",18067,0.81,14554,63,0
"592","Eastern","Embu","MOA","AgroMOA","","Embu","1977","Maize","",12390,1.46,18030,63,0
"593","Eastern","Embu","MOA","AgroMOA","","Embu","1978","Maize","",11406,1.8,20530,63,0
"594","Eastern","Embu","MOA","AgroMOA","","Embu","1979","Maize","",15738,1.31,20657,63,0
"595","Eastern","Embu","MOA","AgroMOA","","Embu","1980","Maize","",20000,0.54,10829,63,0
"596","Eastern","Embu","MOA","AgroMOA","","Embu","1981","Maize","",36585,1.35,49389,63,0
"597","Eastern","Embu","MOA","AgroMOA","","Embu","1982","Maize","",54752,1.21,66196,63,0
"598","Eastern","Embu","MOA","AgroMOA","","Embu","1983","Maize","",39500,0.3,11850,63,0
"599","Eastern","Embu","MOA","AgroMOA","","Embu","1984","Maize","",56000,0.48,27100,63,0
"600","Eastern","Embu","MOA","AgroMOA","","Embu","1985","Maize","",43000,0.79,33792,63,0
"601","Eastern","Embu","MOA","AgroMOA","","Embu","1986","Maize","",42000,0.72,30240,63,0
"602","Eastern","Embu","MOA","AgroMOA","","Embu","1987","Maize","",46156,1.14,52815,63,0
"603","Eastern","Embu","MOA","AgroMOA","","Embu","1988","Maize","",46300,1.63,75400,63,0
"604","Eastern","Embu","MOA","AgroMOA","","Embu","1989","Maize","",50600,1.5,75900,63,0
"605","Eastern","Embu","MOA","AgroMOA","","Embu","1990","Maize","",41507,1.98,82050,63,0
"606","Eastern","Embu","MOA","AgroMOA","","Embu","1992","Maize","",51435,0.24,12369.15,63,0
"607","Eastern","Embu","MOA","AgroMOA","","Embu","1994","Maize","",55000,1.22,67140,63,0
"608","Eastern","Embu","MOA","AgroMOA","","Embu","1995","Maize","",53600,1.13,60444,63,0
"609","Eastern","Embu","MOALP","AgroMOALP","","Embu","1997","Maize","",19200,1.07,20592,63,0
"610","Eastern","Embu","MOALP","AgroMOALP","","Embu","1998","Maize","",18000,0.54,9720,63,0
"611","Eastern","Embu","MOALP","AgroMOALP","","Embu","1999","Maize","",15500,0.73,11250,63,0
"612","Eastern","Embu","MOALP","AgroMOALP","","Embu","2000","Maize","",5400,0.55,2988,63,0
"613","Eastern","Embu","MOALP","AgroMOALP","","Embu","2001","Maize","",18375,1.72,31668.75,63,0
"614","Eastern","Embu","MoALF","Spreadsheet","","Embu","2002","Maize","",39200,1.34,52594.06,63,0
"615","Eastern","Embu","MoALF","Spreadsheet","","Embu","2003","Maize","",38980,1.23,48002.11,63,0
"616","Eastern","Embu","MoALF","Spreadsheet","","Embu","2004","Maize","",29650,0.66,19446.44,63,0
"617","Eastern","Embu","MoALF","Spreadsheet","","Embu","2005","Maize","",50500,0.7,35103.51,63,0
"618","Eastern","Embu","MoALF","Spreadsheet","","Embu","2006","Maize","",46072,1.07,49493.25,63,0
"619","Eastern","Embu","MoALF","Spreadsheet","","Embu","2007","Maize","",46072,1.19,54987,63,0
"620","Eastern","Embu","MoALF","Spreadsheet","","Embu","2008","Maize","",42254.8,0.33,13944.08,63,0
"621","Eastern","Embu","MoALF","Spreadsheet","","Embu","2009","Maize","",52209,1.11,57778.56,63,0
"622","Eastern","Embu","MoALF","Spreadsheet","","Embu","2010","Maize","",41678,0.92,38224.26,63,0
"623","Eastern","Embu","MoALF","Spreadsheet","","Embu","2011","Maize","",45086,0.75,33842.97,63,0
"624","Eastern","Embu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Embu","2012","Maize","",45215,1.05,47611.4,63,0
"625","Eastern","Embu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Embu","2013","Maize","",26820,1.33,35724.24,63,0
"626","Eastern","Embu","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Embu","2014","Maize","",26720,1.02,27174.24,63,0
"421","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1976","Maize","",32579,0.45,14661,64,0
"422","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1977","Maize","",39303,0.46,18052,64,0
"419","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1978","Maize","",25000,0.2,5027,64,0
"420","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1979","Maize","",20194,0.72,14540,64,0
"423","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1980","Maize","",26716,0.93,24729,64,0
"424","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1981","Maize","",39303,1.86,73014,64,0
"390","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1982","Maize","",26450,0.3,8050,64,0
"391","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1983","Maize","",26046,0.65,16830,64,0
"392","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1984","Maize","",37241,0.71,26605,64,0
"393","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1985","Maize","",36500,1,36500,64,0
"394","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1986","Maize","",40000,1.2,48000,64,0
"395","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1987","Maize","",37900,1.5,56850,64,0
"396","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1988","Maize","",49801,1.5,74702,64,0
"397","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1989","Maize","",38400,1.5,57600,64,0
"398","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1990","Maize","",45800,1.36,62411,64,0
"399","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1992","Maize","",31022,1.03,31821.93,64,0
"400","Coast","Kilifi","MOA","AgroMOA","","Kilifi","1993","Maize","",49989,1,49969.62,64,0
"401","Coast","Kilifi","MOALP","AgroMOALP","","Kilifi","1997","Maize","",21990,0.06,1213.92,64,0
"402","Coast","Kilifi","MOALP","AgroMOALP","","Kilifi","1998","Maize","",7894,1.17,9216.18,64,0
"403","Coast","Kilifi","MOALP","AgroMOALP","","Kilifi","1999","Maize","",20011,0.99,19810.89,64,0
"404","Coast","Kilifi","MOALP","AgroMOALP","","Kilifi","2000","Maize","",18438,0.99,18253.62,64,0
"405","Coast","Kilifi","MOALP","AgroMOALP","","Kilifi","2001","Maize","",19215,0.99,19022.85,64,0
"406","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2002","Maize","",27453,0.81,22239.15,64,0
"407","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2003","Maize","",38231,0.73,27950,64,0
"408","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2004","Maize","",31872,0.99,31556.44,64,0
"409","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2005","Maize","",49216,0.58,28436.27,64,0
"410","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2006","Maize","",42169,0.79,33457.16,64,0
"411","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2007","Maize","",37836,0.6,22625.93,64,0
"412","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2008","Maize","",39864.8,1.74,69543.17,64,0
"413","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2009","Maize","",49554,0.66,32800.59,64,0
"414","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2010","Maize","",56500,1.33,74874.78,64,0
"415","Coast","Kilifi","MoALF","Spreadsheet","","Kilifi","2011","Maize","",79832,0.49,39509.52,64,0
"416","Coast","Kilifi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kilifi","2012","Maize","",70672,0.33,23533.78,64,0
"417","Coast","Kilifi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kilifi","2013","Maize","",64700,0.6,39014.1,64,0
"418","Coast","Kilifi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kilifi","2014","Maize","",65300,0.58,37612.8,64,0
"540","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","1991","Maize","",20500,0.72,14792,65,0
"541","Eastern","Tharaka Nithi","MOA","AgroMOA","","Tharaka Nithi","1992","Maize","",12555,1.51,18976.95,65,0
"542","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","1993","Maize","",20500,0.45,9225,65,0
"543","Eastern","Tharaka Nithi","MOA","AgroMOA","","Tharaka Nithi","1994","Maize","",25400,1.67,42435,65,0
"544","Eastern","Tharaka Nithi","MOA","AgroMOA","","Tharaka Nithi","1995","Maize","",23680,1.38,32630.4,65,0
"545","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","1997","Maize","",35334,1.08,38164.45,65,0
"546","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","1998","Maize","",24300,1.34,32561,65,0
"547","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","1999","Maize","",6530,0.4,2587.76,65,0
"548","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2000","Maize","",6830,0.35,2361.84,65,0
"549","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2001","Maize","",5846,0.08,456.08,65,0
"550","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2002","Maize","",4227,0.61,2560.04,65,0
"551","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2003","Maize","",3741,0.65,2449,65,0
"552","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2004","Maize","",6530,0.4,2587.76,65,0
"553","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2005","Maize","",3746,0.7,2611.88,65,0
"554","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2006","Maize","",4886,0.72,3493.61,65,0
"555","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2007","Maize","",4886,0.79,3840,65,0
"556","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2008","Maize","",4757.8,1.08,5138.42,65,0
"557","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2009","Maize","",9504,1.25,11904.62,65,0
"558","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2010","Maize","",13240,0.94,12483,65,0
"559","Eastern","Tharaka Nithi","MoALF","Spreadsheet","","Tharaka Nithi","2011","Maize","",11191,1.19,13286.7,65,0
"560","Eastern","Tharaka Nithi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Tharaka Nithi","2012","Maize","",26779,1.46,39043.78,65,0
"561","Eastern","Tharaka Nithi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Tharaka Nithi","2013","Maize","",30026,0.83,24861.53,65,0
"562","Eastern","Tharaka Nithi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Tharaka Nithi","2014","Maize","",29916,0.86,25847.42,65,0
"1291","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1970","Maize","",32391,2.47,80048,80,1
"1292","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1971","Maize","",22180,2.7,59886,80,1
"1293","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1972","Maize","",23372,3.6,84139,80,1
"1294","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1973","Maize","",27390,2.13,58361,80,1
"1295","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1974","Maize","",29400,3.01,88515,80,1
"1296","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1975","Maize","",41100,3.07,126181,80,1
"1297","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1976","Maize","",43010,2.7,116100,80,1
"1298","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1977","Maize","",49475,2.97,146941,80,1
"1299","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1978","Maize","",51974,3.18,165462,80,1
"1300","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1979","Maize","",49475,2.91,144000,80,1
"1301","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1980","Maize","",59500,2.84,168963,80,1
"1302","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1981","Maize","",62977,2.57,162000,80,1
"1303","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1982","Maize","",80523,1.76,141636,80,1
"1304","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1983","Maize","",59496,2.95,175500,80,1
"1305","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1984","Maize","",60500,2.25,136125,80,1
"1306","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1985","Maize","",52278,3.15,164918,80,1
"1307","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1986","Maize","",77409,2.7,209004,80,1
"1308","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1987","Maize","",60289,3.2,192960,80,1
"1309","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1988","Maize","",62635,3.15,197300,80,1
"1310","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1989","Maize","",70828,4.05,286894,80,1
"1311","Rift Valley","Nandi","MOA","AgroMOA","","Nandi","1990","Maize","",68073,2.7,183662,80,1
"1312","Rift Valley","Nandi","MOALP","AgroMOALP","","Nandi","1997","Maize","",59740,2.07,123660,80,1
"1313","Rift Valley","Nandi","MOALP","AgroMOALP","","Nandi","1998","Maize","",60000,3.42,205200,80,1
"1314","Rift Valley","Nandi","MOALP","AgroMOALP","","Nandi","1999","Maize","",64000,2.7,172935,80,1
"1315","Rift Valley","Nandi","MOALP","AgroMOALP","","Nandi","2000","Maize","",61700,2.52,155250,80,1
"1316","Rift Valley","Nandi","MOALP","AgroMOALP","","Nandi","2001","Maize","",66500,2.66,176886,80,1
"1317","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2002","Maize","",61000,2.41,147300,80,1
"1318","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2003","Maize","",56348.68,2.5,140744.62,80,1
"1319","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2004","Maize","",40720,2.34,95208,80,1
"1320","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2005","Maize","",42300,2.7,114221,80,1
"1321","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2006","Maize","",36780,3.36,123420,80,1
"1322","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2007","Maize","",77946,3.42,266454.9,80,1
"1323","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2008","Maize","",50818.94,2.91,148009.7,80,1
"1324","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2009","Maize","",79952,2.35,187582.95,80,1
"1325","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2010","Maize","",83245,2.8,233115.3,80,1
"1326","Rift Valley","Nandi","MoALF","Spreadsheet","","Nandi","2011","Maize","",75075,2.47,185674.86,80,1
"1327","Rift Valley","Nandi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nandi","2012","Maize","",73552,3.23,237646.51,80,1
"1328","Rift Valley","Nandi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nandi","2013","Maize","",70519,2.64,185958.6,80,1
"1329","Rift Valley","Nandi","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nandi","2014","Maize","",74045,2.47,182594.97,80,1
